Pos,ID,Name,BV,SV,Team,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts
M,18,Madueke,7.0,7.0,Arsenal,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,2.46,1.69,2.19,1.93,1.88,2.31,1.96,2.24,2.32,2.33,2.21,1.80
M,19,Martinelli,7.0,7.0,Arsenal,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,3.68,2.49,3.29,2.92,2.82,3.55,3.04,3.36,3.49,3.55,3.32,2.72
M,20,Trossard,7.0,7.0,Arsenal,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,2.56,1.69,2.20,1.97,1.91,2.40,2.00,2.22,2.37,2.38,2.27,1.82
M,21,Rice,6.5,6.5,Arsenal,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,4.79,3.54,4.37,3.89,3.90,4.84,4.06,4.56,4.72,4.72,4.74,3.78
M,22,Merino,6.0,6.0,Arsenal,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,2.02,1.47,1.76,1.58,1.57,1.87,1.63,1.78,1.84,1.88,1.84,1.50
M,23,Fábio Vieira,5.5,5.5,Arsenal,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.27,0.20,0.25,0.22,0.22,0.26,0.22,0.25,0.25,0.26,0.25,0.21
M,24,Nørgaard,5.5,5.5,Arsenal,0.00,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,0.00,0.33,0.36,0.34,0.35,0.39,0.36,0.38,0.38,0.39,0.40,0.33
M,25,Nwaneri,5.5,5.5,Arsenal,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,1.31,0.94,1.16,1.08,1.03,1.24,1.07,1.19,1.24,1.25,1.20,1.00
M,26,Zubimendi,5.5,5.5,Arsenal,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,3.63,2.97,3.35,3.01,3.20,3.63,3.21,3.52,3.56,3.66,3.65,2.95
M,27,Nelson,5.0,5.0,Arsenal,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.11,0.07,0.10,0.09,0.08,0.10,0.09,0.10,0.10,0.10,0.10,0.08
M,28,Kabia,4.5,4.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,29,Sambi,4.5,4.5,Arsenal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
F,30,Havertz,7.5,7.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,31,G.Jesus,6.5,6.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,32,Martinez,5.0,5.0,Aston Villa,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,3.51,3.99,3.20,3.59,3.63,4.04,2.79,2.54,2.24,3.55,3.41,3.70
G,33,M.Bizot,4.5,4.5,Aston Villa,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.04,0.05
G,34,Gauci,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,35,Marschall,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,36,Cash,4.5,4.5,Aston Villa,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,3.25,3.73,3.14,3.73,3.52,4.37,2.76,2.43,1.95,3.41,3.30,3.74
D,37,Digne,4.5,4.5,Aston Villa,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,2.71,3.06,2.57,3.08,2.89,3.57,2.24,2.04,1.66,2.76,2.68,3.05
D,38,Konsa,4.5,4.5,Aston Villa,0.00,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,0.00,3.85,3.29,3.80,3.66,4.43,2.76,2.55,2.13,3.50,3.44,3.78
D,39,Maatsen,4.5,4.5,Aston Villa,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,2.07,2.28,1.95,2.34,2.18,2.66,1.80,1.65,1.36,2.15,2.09,2.30
D,40,Mings,4.5,4.5,Aston Villa,82.95,46.20,46.20,46.20,46.20,46.20,46.20,46.20,46.20,46.20,46.20,46.20,3.61,2.27,1.98,2.23,2.17,2.57,1.70,1.55,1.37,2.09,2.05,2.19
D,41,Pau,4.5,4.5,Aston Villa,60.75,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,2.49,2.20,1.89,2.14,2.10,2.45,1.64,1.51,1.33,2.03,1.96,2.14
D,42,A.García,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,43,Alex Moreno,4.0,4.0,Aston Villa,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,0.24,0.25,0.22,0.25,0.24,0.27,0.22,0.22,0.20,0.24,0.24,0.25
D,44,Bogarde,4.0,4.0,Aston Villa,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,0.47,0.50,0.44,0.50,0.49,0.57,0.42,0.39,0.37,0.48,0.47,0.49
D,45,Sousa,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,46,Yasin,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,47,Rogers,7.0,7.0,Aston Villa,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,4.13,4.30,3.74,4.61,4.24,5.14,3.86,3.69,3.26,4.42,4.14,4.63
M,48,Tielemans,6.0,6.0,Aston Villa,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,4.29,4.32,3.84,4.62,4.24,4.92,4.05,3.64,3.55,4.34,4.08,4.49
M,49,Bailey,5.5,5.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,50,Buendía,5.4,5.4,Aston Villa,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,0.67,0.69,0.62,0.72,0.69,0.80,0.63,0.61,0.56,0.70,0.66,0.72
M,51,Iling Jr,5.5,5.5,Aston Villa,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,0.28,0.28,0.26,0.30,0.28,0.32,0.28,0.25,0.25,0.29,0.28,0.30
M,52,J.Ramsey,5.5,5.5,Newcastle,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,1.59,1.69,1.87,1.65,1.51,1.77,1.61,1.77,1.72,1.71,1.58,1.62
M,53,Malen,5.4,5.4,Aston Villa,53.70,53.70,53.70,53.70,53.70,53.70,53.70,53.70,53.70,53.70,53.70,53.70,3.19,3.35,2.87,3.53,3.28,3.94,2.92,2.83,2.56,3.36,3.20,3.51
M,54,McGinn,5.5,5.5,Aston Villa,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,2.87,2.95,2.64,3.07,2.88,3.36,2.64,2.57,2.31,2.99,2.85,3.12
M,55,Barkley,5.0,5.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,56,Barrenechea,5.0,5.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,57,Dobbin,5.0,5.0,Aston Villa,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04
M,58,Kamara,5.0,5.0,Aston Villa,79.80,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,2.89,2.62,2.43,2.63,2.52,2.76,2.57,2.24,2.32,2.65,2.45,2.62
M,59,Onana,5.0,5.0,Aston Villa,68.10,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,2.90,2.60,2.39,2.67,2.52,2.79,2.47,2.23,2.20,2.61,2.47,2.64
M,60,Broggio,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,61,Dendoncker,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,64,Watkins,9.0,9.0,Aston Villa,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,4.91,5.10,4.35,5.34,4.99,6.00,4.52,4.32,3.85,5.21,4.84,5.30
F,65,Redmond,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,66,Neto,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,67,Petrović,4.5,4.5,Bournemouth,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,3.60,2.71,3.23,2.90,3.37,3.52,3.27,3.46,2.17,2.67,3.44,3.48
G,68,Dennis,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
G,69,McKenna,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,70,Paulsen,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
D,71,Zabarnyi,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,4.5,4.5,Bournemouth,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,4.06,3.18,3.86,3.49,3.77,4.07,3.49,3.88,2.38,3.08,4.17,4.11
D,73,Smith,4.5,4.5,Bournemouth,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,3.03,2.23,2.67,2.49,2.73,2.90,2.48,2.83,1.59,2.18,3.04,3.04
D,74,Truffert,4.5,4.5,Bournemouth,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,3.84,2.65,3.25,3.04,3.29,3.57,2.96,3.53,1.85,2.62,3.80,3.90
D,75,Akinmboni,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.0,4.0,Bournemouth,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,0.58,0.47,0.53,0.51,0.53,0.56,0.50,0.54,0.40,0.46,0.58,0.58
D,78,J.Araujo,4.0,4.0,Bournemouth,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,0.91,0.75,0.84,0.79,0.83,0.88,0.79,0.85,0.61,0.74,0.90,0.91
D,79,Mepham,4.0,4.0,Bournemouth,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.18,0.15,0.16,0.19,0.18
D,80,Soler,4.0,4.0,Bournemouth,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,0.49,0.42,0.45,0.44,0.45,0.47,0.43,0.47,0.36,0.41,0.49,0.49
M,81,Kluivert,7.0,7.0,Bournemouth,11.40,21.90,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,0.75,1.13,4.16,3.99,4.11,4.27,3.76,4.27,3.24,3.62,4.54,4.56
M,82,Semenyo,7.1,7.1,Bournemouth,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,4.84,4.00,4.36,4.19,4.26,4.43,3.99,4.43,3.31,3.84,4.86,4.79
M,83,O.Dango,6.0,6.0,Brentford,58.20,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,3.12,3.81,3.57,3.54,3.95,3.43,3.77,3.44,3.63,3.80,3.50,4.77
M,84,Tavernier,5.5,5.5,Bournemouth,77.40,71.70,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,4.26,3.21,3.24,3.10,3.13,3.26,2.95,3.21,2.57,2.93,3.53,3.51
M,85,Adams,5.0,5.0,Bournemouth,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,3.33,3.32,3.30,3.23,3.11,3.23,3.20,3.13,2.77,3.06,3.35,3.34
M,86,Brooks,5.0,5.0,Bournemouth,44.10,38.85,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,2.35,1.74,1.75,1.66,1.72,1.78,1.61,1.75,1.45,1.57,1.83,1.85
M,87,Christie,5.0,5.0,Bournemouth,11.70,21.30,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,0.58,1.00,0.60,0.59,0.58,0.60,0.57,0.59,0.50,0.56,0.63,0.62
M,88,Cook,5.0,5.0,Bournemouth,0.00,0.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,0.00,0.00,0.64,0.63,0.63,0.65,0.63,0.63,0.54,0.60,0.68,0.67
M,89,Philip,5.0,5.0,Bournemouth,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.87,0.78,0.81,0.79,0.80,0.81,0.78,0.81,0.71,0.77,0.85,0.86
M,90,Scott,5.0,5.0,Bournemouth,69.60,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,3.59,3.12,3.16,3.12,3.04,3.17,3.03,3.09,2.58,2.87,3.32,3.31
M,91,Sinisterra,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,92,Faivre,4.5,4.5,Bournemouth,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05
M,93,H.Traorè,4.5,4.5,Bournemouth,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,0.75,0.62,0.69,0.66,0.67,0.70,0.64,0.69,0.56,0.62,0.74,0.73
M,94,Sadi,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,95,Silcott-Duberry,4.5,4.5,Bournemouth,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
M,96,Winterburn,4.5,4.5,Bournemouth,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.10,0.10
F,97,Evanilson,7.0,7.0,Bournemouth,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,4.99,4.00,4.35,4.11,4.27,4.36,3.87,4.26,3.43,3.86,4.69,4.70
F,98,Enes Ünal,5.5,5.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,99,Adu-Adjei,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,100,Kroupi.Jr,4.5,4.5,Bournemouth,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,0.72,0.61,0.67,0.65,0.66,0.67,0.61,0.66,0.55,0.60,0.71,0.71
G,101,Kelleher,4.5,4.5,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.24,3.44,3.29,3.54,3.49,2.79,3.40,2.86,3.56,3.24,3.22,4.31
G,102,Balcombe,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,103,Cox,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,4.0,4.0,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04
D,106,Collins,5.0,5.0,Brentford,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,3.52,3.73,3.12,3.67,3.76,2.94,3.66,3.16,3.47,3.50,3.33,5.02
D,107,Lewis-Potter,5.0,5.0,Brentford,59.55,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,2.69,2.27,1.81,1.91,2.09,1.62,2.10,1.62,1.91,1.97,1.81,2.81
D,108,Ajer,4.5,4.5,Brentford,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,0.85,0.89,0.80,0.84,0.88,0.77,0.87,0.77,0.84,0.85,0.81,1.05
D,109,Henry,4.5,4.5,Brentford,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,2.79,3.04,2.46,2.72,2.97,2.18,2.92,2.19,2.69,2.75,2.45,4.06
D,110,Kayode,4.5,4.5,Brentford,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,2.78,3.03,2.40,2.71,2.94,2.14,2.89,2.18,2.67,2.73,2.44,3.97
D,111,Pinnock,4.5,4.5,Brentford,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,0.44,0.44,0.41,0.44,0.45,0.40,0.44,0.43,0.43,0.44,0.42,0.52
D,112,Roerslev,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,113,Van den Berg,4.5,4.5,Brentford,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,3.07,3.27,2.81,3.21,3.38,2.61,3.22,2.80,3.10,3.09,2.93,4.39
