rank,prev_rank,name,league,off,def,spi
48,48,Sporting CP,Portuguese Liga,1.81,0.7,71.41
49,56,Rangers,Scottish Premiership,2.07,0.89,71.39
50,54,Young Boys,Swiss Raiffeisen Super League,2.19,0.98,71.34
51,53,Eibar,Spanish Primera Division,1.77,0.68,71.16
52,49,Shakhtar Donetsk,UEFA Europa League,2.17,0.99,70.89
53,55,1. FC Union Berlin,German Bundesliga,1.87,0.77,70.77
54,51,Olympiacos,Greek Super League,1.9,0.8,70.51
55,57,Mainz,German Bundesliga,1.99,0.89,70.09
56,58,Sassuolo,Italy Serie A,2.08,0.97,69.76
57,50,Wolverhampton,Barclays Premier League,1.72,0.71,69.5
58,60,Stade Rennes,French Ligue 1,1.67,0.68,69.21
59,62,Fulham,Barclays Premier League,1.71,0.73,68.71
60,52,Osasuna,Spanish Primera Division,1.72,0.77,67.89
61,63,PSV,Dutch Eredivisie,2.08,1.06,67.79
62,64,SC Freiburg,German Bundesliga,1.88,0.92,67.32
63,68,SD Huesca,Spanish Primera Division,1.61,0.72,67.22
64,69,Southampton,Barclays Premier League,1.89,0.94,67.07
65,67,Club Brugge,Belgian Jupiler League,1.94,0.99,66.93
66,61,Hertha Berlin,German Bundesliga,1.76,0.84,66.88
67,74,Brentford,English League Championship,1.75,0.84,66.87
68,59,Burnley,Barclays Premier League,1.88,0.94,66.86
69,70,Newcastle,Barclays Premier League,1.93,0.98,66.79
70,65,Valencia,Spanish Primera Division,1.83,0.91,66.65
71,80,AZ,Dutch Eredivisie,2.02,1.08,66.3
72,71,Dinamo Zagreb,UEFA Europa League,1.91,1.0,66.22
73,66,VfB Stuttgart,German Bundesliga,2.02,1.09,65.99
74,72,Slavia Prague,UEFA Europa League,1.85,0.96,65.89
75,79,Alavés,Spanish Primera Division,1.72,0.86,65.66
76,73,River Plate,Argentina Primera Division,1.74,0.88,65.48
77,76,Norwich City,English League Championship,1.82,0.97,65.03
78,78,Marseille,French Ligue 1,1.72,0.92,64.35
79,77,Levante,Spanish Primera Division,1.75,0.95,64.25
80,85,Strasbourg,French Ligue 1,1.69,0.9,64.12
81,100,Sampdoria,Italy Serie A,1.73,0.96,63.36
82,82,Internacional,Brasileiro Série A,1.57,0.83,63.35
83,108,FC Cologne,German Bundesliga,1.8,1.03,63.33
84,87,Galatasaray,Turkish Turkcell Super Lig,1.86,1.09,62.87
85,98,Espanyol,Spanish Segunda Division,1.69,0.95,62.79
86,86,Besiktas,Turkish Turkcell Super Lig,1.97,1.19,62.69
87,75,Granada,Spanish Primera Division,1.7,0.97,62.68
88,112,Arminia Bielefeld,German Bundesliga,1.63,0.92,62.46
89,84,Kawasaki Frontale,Japanese J League,1.97,1.21,62.3
90,88,Real Valladolid,Spanish Primera Division,1.63,0.92,62.24
91,102,Crystal Palace,Barclays Premier League,1.71,1.01,61.9
92,96,St Etienne,French Ligue 1,1.57,0.89,61.82
93,91,Guangzhou Evergrande,Chinese Super League,1.87,1.15,61.79
94,92,Dynamo Kiev,UEFA Europa League,1.77,1.07,61.74
95,94,Lokomotiv Moscow,Russian Premier Liga,1.63,0.95,61.69
96,83,Lens,French Ligue 1,1.71,1.01,61.67
97,90,Spartak Moscow,Russian Premier Liga,1.8,1.1,61.39
98,81,Fiorentina,Italy Serie A,1.62,0.96,61.32
99,97,Celtic,Scottish Premiership,1.85,1.15,61.31
100,93,Verona,Italy Serie A,1.59,0.93,61.25
101,99,Atletico Mineiro,Brasileiro Série A,1.64,0.97,61.23
102,103,Cagliari,Italy Serie A,1.68,1.01,61.21
103,131,Genk,Belgian Jupiler League,2.04,1.33,61.0
104,101,Braga,Portuguese Liga,1.62,0.97,60.93
105,95,CSKA Moscow,Russian Premier Liga,1.64,1.0,60.64
106,106,PAOK Salonika,Greek Super League,1.47,0.85,60.57
107,107,Bragantino,Brasileiro Série A,1.5,0.88,60.56
108,111,Bologna,Italy Serie A,1.82,1.17,60.41
109,110,Boca Juniors,Argentina Primera Division,1.47,0.87,60.25
110,109,Werder Bremen,German Bundesliga,1.68,1.05,60.13
111,104,West Bromwich Albion,Barclays Premier League,1.77,1.14,60.12
112,118,Nantes,French Ligue 1,1.57,0.96,60.11
113,142,Elche,Spanish Primera Division,1.54,0.95,59.63
114,89,FC Midtjylland,Danish SAS-Ligaen,1.72,1.11,59.59
115,113,Watford,English League Championship,1.52,0.94,59.48
116,117,Sochi,Russian Premier Liga,1.57,0.99,59.33
117,115,Palmeiras,Brasileiro Série A,1.42,0.86,59.26
118,121,Feyenoord,Dutch Eredivisie,1.81,1.21,59.22
119,120,FC Augsburg,German Bundesliga,1.66,1.08,59.03
120,116,Rapid Vienna,Austrian T-Mobile Bundesliga,1.81,1.22,58.91
121,105,Torino,Italy Serie A,1.68,1.12,58.57
122,123,São Paulo,Brasileiro Série A,1.47,0.93,58.49
123,124,Shanghai SIPG,Chinese Super League,1.69,1.13,58.37
124,125,Beijing Guoan,Chinese Super League,1.76,1.21,58.34
125,161,KAA Gent,Belgian Jupiler League,1.68,1.13,58.18
126,119,Udinese,Italy Serie A,1.55,1.03,57.8
127,129,Anderlecht,Belgian Jupiler League,1.6,1.09,57.76
128,136,Dinamo Moscow,Russian Premier Liga,1.48,0.97,57.67
129,127,Bodo/Glimt,Norwegian Tippeligaen,2.03,1.47,57.64
130,141,Genoa,Italy Serie A,1.61,1.1,57.41
131,132,AEK Athens,Greek Super League,1.52,1.02,57.39
132,134,Grêmio,Brasileiro Série A,1.5,1.02,57.02
133,135,Sparta Prague,UEFA Europa League,1.74,1.25,56.89
134,137,Red Star Belgrade,UEFA Europa League,1.77,1.28,56.79
135,126,Rubin Kazan,Russian Premier Liga,1.35,0.89,56.74
136,140,Fenerbahce,Turkish Turkcell Super Lig,1.65,1.18,56.68
137,122,AFC Bournemouth,English League Championship,1.54,1.07,56.67
138,128,Nice,French Ligue 1,1.54,1.08,56.63
139,138,FC Utrecht,Dutch Eredivisie,1.7,1.23,56.59
140,146,Spezia,Italy Serie A,1.69,1.21,56.55
141,133,Monterrey,Mexican Primera Division Torneo Clausura,1.51,1.06,56.49
142,153,FC Krasnodar,Russian Premier Liga,1.77,1.31,56.14
143,114,Cadiz,Spanish Primera Division,1.57,1.12,56.11
144,151,Molde,Norwegian Tippeligaen,1.96,1.5,55.91
145,143,Barnsley,English League Championship,1.38,0.96,55.91
146,156,Brest,French Ligue 1,1.61,1.17,55.77
147,158,Sheffield United,Barclays Premier League,1.45,1.03,55.73
148,148,Lorient,French Ligue 1,1.56,1.14,55.61
149,144,Maccabi Tel-Aviv,UEFA Europa League,1.43,1.01,55.6
150,147,Club América,Mexican Primera Division Torneo Clausura,1.49,1.07,55.46
151,139,Montpellier,French Ligue 1,1.71,1.29,55.24
152,171,FC Copenhagen,Danish SAS-Ligaen,1.9,1.49,54.91
153,145,Angers,French Ligue 1,1.31,0.93,54.88
154,130,LASK Linz,Austrian T-Mobile Bundesliga,1.63,1.23,54.87
155,150,Cruz Azul,Mexican Primera Division Torneo Clausura,1.46,1.07,54.81
156,199,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.56,1.18,54.45
157,152,Fluminense,Brasileiro Série A,1.32,0.95,54.39
158,160,Brondby,Danish SAS-Ligaen,1.64,1.27,54.22
159,186,Santa Clara,Portuguese Liga,1.39,1.04,54.0
160,159,Ferencvaros,UEFA Champions League,1.62,1.26,53.98
161,149,Metz,French Ligue 1,1.36,1.01,53.96
162,154,Trabzonspor,Turkish Turkcell Super Lig,1.34,1.0,53.7
163,175,Bordeaux,French Ligue 1,1.45,1.12,53.43
164,155,Nimes,French Ligue 1,1.53,1.2,53.38
165,164,Velez Sarsfield,Argentina Primera Division,1.22,0.9,53.34
166,165,Hapoel Be'er,UEFA Europa League,1.62,1.29,53.32
167,166,Santos,Brasileiro Série A,1.39,1.07,53.14
168,167,Blackburn,English League Championship,1.5,1.19,52.88
169,169,CSKA Sofia,UEFA Europa League,1.32,1.02,52.77
170,183,Santos Laguna,Mexican Primera Division Torneo Clausura,1.42,1.12,52.75
171,170,Malmo FF,Swedish Allsvenskan,1.73,1.43,52.69
172,157,Parma,Italy Serie A,1.65,1.35,52.61
173,163,Basel,Swiss Raiffeisen Super League,1.79,1.5,52.25
174,173,Tigres UANL,Mexican Primera Division Torneo Clausura,1.34,1.07,51.95
175,174,Atlético Paranaense,Brasileiro Série A,1.22,0.95,51.92
176,176,Defensa y Justicia,Argentina Primera Division,1.28,1.02,51.81
177,162,New York City FC,Major League Soccer,1.67,1.41,51.78
178,178,Corinthians,Brasileiro Série A,1.3,1.04,51.6
179,179,Cardiff City,English League Championship,1.46,1.22,51.41
180,182,Sivasspor,Turkish Turkcell Super Lig,1.39,1.15,51.33
181,181,Jiangsu Suning FC,Chinese Super League,1.5,1.26,51.28
182,168,Rostov,Russian Premier Liga,1.31,1.08,51.15
183,184,Ceará,Brasileiro Série A,1.37,1.14,51.02
184,185,Stoke City,English League Championship,1.25,1.03,50.95
185,187,CFR 1907 Cluj,UEFA Europa League,1.47,1.25,50.79
186,188,Pachuca,Mexican Primera Division Torneo Clausura,1.43,1.22,50.67
187,200,Seattle Sounders FC,Major League Soccer,1.44,1.23,50.63
188,198,Benevento,Italy Serie A,1.55,1.35,50.48
189,193,Queens Park Rangers,English League Championship,1.51,1.31,50.33
190,194,Ludogorets,UEFA Europa League,1.54,1.35,50.16
191,196,León,Mexican Primera Division Torneo Clausura,1.49,1.3,50.08
192,172,Reims,French Ligue 1,1.23,1.05,49.87
193,201,Lech Poznan,UEFA Europa League,1.34,1.16,49.84
194,177,Clermont Foot,French Ligue 2,1.31,1.13,49.83
195,191,Vitesse,Dutch Eredivisie,1.53,1.35,49.82
196,202,Shandong Luneng,Chinese Super League,1.6,1.43,49.81
197,192,Famalicao,Portuguese Liga,1.28,1.1,49.71
198,190,Toulouse,French Ligue 2,1.55,1.39,49.47
199,203,CA Independiente,Argentina Primera Division,1.2,1.04,49.46
200,180,Antwerp,Belgian Jupiler League,1.6,1.46,49.15
201,197,Atlas,Mexican Primera Division Torneo Clausura,1.18,1.02,49.1
202,189,Los Angeles FC,Major League Soccer,1.63,1.49,49.08
203,206,Bahía,Brasileiro Série A,1.37,1.23,48.98
204,205,FC Khimki,Russian Premier Liga,1.26,1.11,48.95
205,208,AGF Aarhus,Danish SAS-Ligaen,1.41,1.28,48.69
206,207,Newell's Old Boys,Argentina Primera Division,1.24,1.11,48.58
207,204,Yokohama F. Marinos,Japanese J League,1.59,1.47,48.51
208,209,Racing Club,Argentina Primera Division,1.18,1.06,48.4
209,215,KV Mechelen,Belgian Jupiler League,1.67,1.57,48.32
210,195,FC Luzern,Swiss Raiffeisen Super League,1.63,1.54,48.13
211,211,Rotherham United,English League Championship,1.31,1.2,48.12
212,214,Guimaraes,Portuguese Liga,1.22,1.11,47.89
213,212,Reading,English League Championship,1.3,1.2,47.84
214,216,FK Qarabag,UEFA Europa League,1.32,1.23,47.77
215,217,Rosenborg,Norwegian Tippeligaen,1.57,1.49,47.73
216,213,Portimonense,Portuguese Liga,1.15,1.06,47.56
217,222,Panathinaikos,Greek Super League,1.08,0.98,47.54
218,219,Swansea City,English League Championship,1.21,1.13,47.28
219,230,Crotone,Italy Serie A,1.54,1.48,47.23
220,223,Philadelphia Union,Major League Soccer,1.46,1.4,47.19
221,221,Hamburg SV,German 2. Bundesliga,1.52,1.48,46.91
222,225,Preston North End,English League Championship,1.2,1.14,46.87
223,229,Schalke 04,German Bundesliga,1.49,1.44,46.86
224,226,Middlesbrough,English League Championship,1.24,1.19,46.79
225,227,Guadalajara,Mexican Primera Division Torneo Clausura,1.3,1.25,46.72
226,240,New England Revolution,Major League Soccer,1.44,1.41,46.58
227,220,Gil Vicente,Portuguese Liga,1.2,1.16,46.55
228,250,Mallorca,Spanish Segunda Division,1.08,1.03,46.43
229,232,Terek Grozny,Russian Premier Liga,1.23,1.2,46.25
230,231,Coventry City,English League Championship,1.27,1.25,46.03
231,243,Rio Ave,Portuguese Liga,1.11,1.08,45.91
232,235,Lanus,Argentina Primera Division,1.28,1.27,45.68
233,224,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.57,1.59,45.65
234,236,Atlético Goianiense,Brasileiro Série A,1.2,1.19,45.65
235,228,Kashima Antlers,Japanese J League,1.4,1.42,45.48
236,237,Fortaleza,Brasileiro Série A,1.13,1.12,45.45
237,239,Omonia Nicosia,UEFA Europa League,1.41,1.43,45.33
238,254,SpVgg Greuther Fürth,German 2. Bundesliga,1.39,1.42,45.21
239,233,FC Nordsjaelland,Danish SAS-Ligaen,1.56,1.6,45.12
240,242,Ural Sverdlovsk Oblast,Russian Premier Liga,1.09,1.1,44.98
241,257,Fortuna Düsseldorf,German 2. Bundesliga,1.33,1.37,44.96
242,244,FC Zorya Luhansk,UEFA Europa League,1.27,1.29,44.92
243,258,Girona FC,Spanish Segunda Division,1.12,1.14,44.88
244,245,Derby County,English League Championship,1.17,1.19,44.85
245,246,Talleres de Córdoba,Argentina Primera Division,1.21,1.23,44.82
246,247,Millwall,English League Championship,1.25,1.29,44.77
247,248,Luton Town,English League Championship,1.2,1.24,44.65
248,277,Sporting Kansas City,Major League Soccer,1.41,1.47,44.57
249,238,KV Oostende,Belgian Jupiler League,1.49,1.57,44.36
250,210,Melbourne City,Australian A-League,1.65,1.75,44.3
251,253,Sparta,Dutch Eredivisie,1.37,1.44,44.22
252,251,Nottingham Forest,English League Championship,1.07,1.11,44.18
253,265,Pacos Ferreira,Portuguese Liga,1.17,1.23,43.92
254,274,FC Sion,Swiss Raiffeisen Super League,1.49,1.59,43.91
255,256,Djurgardens IF,Swedish Allsvenskan,1.32,1.4,43.81
256,255,Aris Salonika,Greek Super League,1.32,1.4,43.8
257,263,Alanyaspor,Turkish Turkcell Super Lig,1.29,1.37,43.76
258,234,SC Farense,Portuguese Liga,1.19,1.26,43.71
259,218,Standard Liege,Belgian Jupiler League,1.47,1.58,43.67
260,285,Portland Timbers,Major League Soccer,1.5,1.62,43.41
261,281,Fatih Karagümrük,Turkish Turkcell Super Lig,1.39,1.5,43.4
262,280,Leganes,Spanish Segunda Division,1.02,1.09,43.24
263,268,FC Ufa,Russian Premier Liga,1.03,1.1,43.17
264,259,Sheffield Wednesday,English League Championship,1.21,1.31,43.15
265,241,Almeria,Spanish Segunda Division,1.22,1.32,43.13
266,249,Hatayspor,Turkish Turkcell Super Lig,1.3,1.42,43.07
267,331,St Gallen,Swiss Raiffeisen Super League,1.41,1.54,43.05
268,264,Hull City,English League One,1.29,1.41,42.91
269,266,Argentinos Juniors,Argentina Primera Division,1.0,1.08,42.87
270,262,Puebla,Mexican Primera Division Torneo Clausura,1.13,1.24,42.78
271,252,Troyes,French Ligue 2,1.23,1.35,42.77
272,269,Rosario Central,Argentina Primera Division,1.15,1.27,42.73
273,270,Estudiantes,Argentina Primera Division,1.0,1.1,42.6
274,271,Wycombe Wanderers,English League Championship,1.22,1.35,42.59
275,283,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.29,1.43,42.54
276,289,Boavista,Portuguese Liga,1.19,1.32,42.46
277,296,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.12,1.24,42.45
278,297,Moreirense,Portuguese Liga,1.18,1.33,42.17
279,276,Pumas Unam,Mexican Primera Division Torneo Clausura,1.05,1.17,42.04
280,260,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.57,1.78,41.84
281,329,Rayo Vallecano,Spanish Segunda Division,1.19,1.35,41.8
282,278,Arsenal Sarandi,Argentina Primera Division,1.28,1.45,41.78
283,261,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.32,1.5,41.74
284,279,Birmingham,English League Championship,1.1,1.25,41.68
285,293,VfL Bochum,German 2. Bundesliga,1.31,1.5,41.55
286,284,Tianjin Teda,Chinese Super League,1.28,1.47,41.44
287,272,Belenenses,Portuguese Liga,1.03,1.19,41.43
288,286,Botafogo,Brasileiro Série A,1.22,1.4,41.35
289,290,Atlético Tucumán,Argentina Primera Division,1.07,1.24,41.23
290,291,Konyaspor,Turkish Turkcell Super Lig,1.15,1.33,41.22
291,292,Vasco da Gama,Brasileiro Série A,1.08,1.26,41.12
292,282,Orlando City SC,Major League Soccer,1.24,1.44,41.08
293,275,IFK Norrkoping,Swedish Allsvenskan,1.4,1.62,41.05
294,294,Dundalk,UEFA Europa League,1.48,1.72,41.02
295,295,San Lorenzo,Argentina Primera Division,1.14,1.33,40.96
296,287,FC Groningen,Dutch Eredivisie,1.13,1.33,40.92
297,306,Randers FC,Danish SAS-Ligaen,1.17,1.38,40.61
298,288,Toluca,Mexican Primera Division Torneo Clausura,1.28,1.52,40.49
299,301,Sport Recife,Brasileiro Série A,1.05,1.25,40.35
300,302,Patronato,Argentina Primera Division,1.2,1.43,40.35
301,304,Gimnasia La Plata,Argentina Primera Division,0.98,1.17,40.3
302,303,Kasimpasa,Turkish Turkcell Super Lig,1.24,1.48,40.25
303,305,FC Zurich,Swiss Raiffeisen Super League,1.51,1.79,40.23
304,299,Holstein Kiel,German 2. Bundesliga,1.2,1.44,40.23
305,273,Heracles,Dutch Eredivisie,1.23,1.48,40.15
306,300,Nagoya Grampus Eight,Japanese J League,0.94,1.14,39.9
307,327,Colorado Rapids,Major League Soccer,1.34,1.62,39.89
308,308,Slovan Liberec,UEFA Europa League,1.19,1.44,39.87
309,312,Goiás,Brasileiro Série A,1.17,1.43,39.68
310,313,Banfield,Argentina Primera Division,0.98,1.2,39.66
311,314,Rijeka,UEFA Europa League,1.28,1.56,39.55
312,340,Paris FC,French Ligue 2,1.06,1.3,39.52
313,349,SV Darmstadt 98,German 2. Bundesliga,1.36,1.66,39.48
314,332,Auxerre,French Ligue 2,1.18,1.45,39.37
315,307,Maritimo,Portuguese Liga,1.01,1.25,39.37
316,315,FC Dallas,Major League Soccer,1.28,1.57,39.37
317,298,Dijon FCO,French Ligue 1,1.18,1.46,39.36
318,310,New York Red Bulls,Major League Soccer,1.28,1.57,39.31
319,267,Lausanne Sports,Swiss Raiffeisen Super League,1.42,1.74,39.28
320,317,Union Santa Fe,Argentina Primera Division,1.0,1.25,39.16
321,319,Asteras Tripolis,Greek Super League,1.04,1.3,39.02
322,320,Tijuana,Mexican Primera Division Torneo Clausura,1.14,1.43,38.95
323,316,Inter Miami CF,Major League Soccer,1.21,1.51,38.91
324,328,Hannover 96,German 2. Bundesliga,1.24,1.54,38.9
325,321,Sporting de Charleroi,Belgian Jupiler League,1.24,1.55,38.88
326,311,SC Paderborn,German 2. Bundesliga,1.33,1.66,38.8
327,380,FC Lugano,Swiss Raiffeisen Super League,1.09,1.38,38.77
328,309,Fortuna Sittard,Dutch Eredivisie,1.33,1.66,38.73
329,325,Shanghai Greenland,Chinese Super League,1.34,1.68,38.68
330,324,Arizona United,United Soccer League,1.42,1.77,38.63
331,348,Toronto FC,Major League Soccer,1.26,1.58,38.62
332,318,FC Arsenal Tula,Russian Premier Liga,1.13,1.43,38.61
333,372,Emmen,Dutch Eredivisie,1.31,1.64,38.57
334,323,Goztepe,Turkish Turkcell Super Lig,1.35,1.69,38.56
335,326,Henan Jianye,Chinese Super League,1.25,1.57,38.55
336,345,Chicago Fire,Major League Soccer,1.37,1.73,38.47
337,334,FC Twente,Dutch Eredivisie,1.24,1.58,38.32
338,333,Hebei China Fortune FC,Chinese Super League,1.29,1.65,38.14
339,355,Minnesota United FC,Major League Soccer,1.34,1.71,38.13
340,336,Mamelodi Sundowns,South African ABSA Premier League,0.98,1.26,38.09
341,343,Hammarby,Swedish Allsvenskan,1.42,1.81,37.94
342,330,AaB,Danish SAS-Ligaen,1.15,1.48,37.94
343,339,Huracán,Argentina Primera Division,0.95,1.24,37.93
344,335,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.12,1.44,37.93
345,360,Willem II,Dutch Eredivisie,1.32,1.69,37.82
346,337,Atlanta United FC,Major League Soccer,1.12,1.45,37.8
347,354,Columbus Crew,Major League Soccer,1.12,1.46,37.79
348,342,Empoli,Italy Serie B,1.17,1.52,37.73
349,353,Nashville SC,Major League Soccer,1.01,1.32,37.62
350,347,Wuhan Zall,Chinese Super League,1.17,1.53,37.62
351,366,Servette,Swiss Raiffeisen Super League,1.39,1.79,37.58
352,341,Sporting Gijón,Spanish Segunda Division,0.71,0.95,37.52
353,351,Huddersfield Town,English League Championship,1.1,1.45,37.52
354,346,Heerenveen,Dutch Eredivisie,1.31,1.7,37.51
355,356,Atromitos,Greek Super League,1.0,1.33,37.25
356,338,Tondela,Portuguese Liga,1.11,1.48,37.19
357,357,Central Córdoba Santiago del Estero,Argentina Primera Division,1.0,1.34,37.16
358,386,Hartberg,Austrian T-Mobile Bundesliga,1.19,1.58,37.0
359,352,FC St. Pauli,German 2. Bundesliga,1.25,1.66,36.95
360,322,Vissel Kobe,Japanese J League,1.16,1.56,36.88
361,363,Lecce,Italy Serie B,1.16,1.56,36.78
362,370,Grenoble,French Ligue 2,0.98,1.33,36.69
363,362,Dalian Aerbin,Chinese Super League,1.29,1.73,36.66
364,365,Peterborough United,English League One,1.23,1.66,36.52
365,367,Kaizer Chiefs,South African ABSA Premier League,1.01,1.39,36.44
366,369,Eupen,Belgian Jupiler League,1.21,1.64,36.37
367,344,Valerenga,Norwegian Tippeligaen,1.15,1.57,36.31
368,371,SV Zulte Waregem,Belgian Jupiler League,1.47,1.97,36.14
369,375,PEC Zwolle,Dutch Eredivisie,1.21,1.65,36.09
370,381,Odense BK,Danish SAS-Ligaen,1.02,1.42,36.02
371,350,1. FC Heidenheim 1846,German 2. Bundesliga,1.11,1.54,35.99
372,374,OH Leuven,Belgian Jupiler League,1.33,1.81,35.91
373,376,Mazatlán FC,Mexican Primera Division Torneo Clausura,1.06,1.49,35.74
374,379,Necaxa,Mexican Primera Division Torneo Clausura,1.06,1.5,35.57
375,382,St. Truidense,Belgian Jupiler League,1.1,1.55,35.43
376,368,Cerezo Osaka,Japanese J League,0.94,1.35,35.34
377,358,San Jose Earthquakes,Major League Soccer,1.31,1.81,35.33
378,384,Coritiba,Brasileiro Série A,0.97,1.4,35.13
379,429,Blackpool,English League One,0.94,1.36,35.1
380,397,SV Sandhausen,German 2. Bundesliga,1.15,1.63,35.06
381,385,Atlético San Luis,Mexican Primera Division Torneo Clausura,1.15,1.64,35.05
382,412,Sonderjyske,Danish SAS-Ligaen,1.16,1.66,34.91
383,361,IF Elfsborg,Swedish Allsvenskan,1.19,1.7,34.86
384,387,OFI Crete,Greek Super League,1.06,1.52,34.85
385,388,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.28,1.81,34.82
386,410,Guingamp,French Ligue 2,0.92,1.35,34.8
387,364,Caykur Rizespor,Turkish Turkcell Super Lig,1.31,1.85,34.79
388,389,Chongqing Lifan,Chinese Super League,1.08,1.56,34.78
389,390,KV Kortrijk,Belgian Jupiler League,1.23,1.75,34.77
390,392,Cercle Brugge,Belgian Jupiler League,1.02,1.49,34.67
391,394,FC Juárez,Mexican Primera Division Torneo Clausura,1.03,1.5,34.63
392,395,Hibernian,Scottish Premiership,1.0,1.46,34.58
393,398,Los Angeles Galaxy,Major League Soccer,1.31,1.86,34.55
394,403,Sydney FC,Australian A-League,1.01,1.49,34.39
395,393,Antalyaspor,Turkish Turkcell Super Lig,1.02,1.51,34.34
396,399,BK Hacken,Swedish Allsvenskan,1.05,1.54,34.32
397,377,Real Oviedo,Spanish Segunda Division,0.9,1.35,34.32
398,400,Querétaro,Mexican Primera Division Torneo Clausura,1.01,1.5,34.24
399,359,C.D. Nacional,Portuguese Liga,1.06,1.56,34.19
400,457,Real Zaragoza,Spanish Segunda Division,0.78,1.2,34.16
401,373,Fuenlabrada,Spanish Segunda Division,0.92,1.39,34.02
402,408,Karlsruher SC,German 2. Bundesliga,1.15,1.69,33.98
403,423,FC Cartagena,Spanish Segunda Division,0.96,1.45,33.94
404,416,Tenerife,Spanish Segunda Division,0.69,1.09,33.76
405,402,AS Nancy Lorraine,French Ligue 2,1.1,1.64,33.76
406,404,Guangzhou RF,Chinese Super League,1.44,2.07,33.73
407,405,Orlando Pirates,South African ABSA Premier League,0.98,1.48,33.73
408,407,Aldosivi,Argentina Primera Division,0.86,1.33,33.63
409,409,Tianjin Quanujian,Chinese Super League,1.16,1.73,33.51
410,396,Real Salt Lake,Major League Soccer,1.02,1.55,33.5
411,383,Houston Dynamo,Major League Soccer,1.15,1.71,33.41
412,420,Monza,Italy Serie B,0.96,1.47,33.31
413,462,FC Tokyo,Japanese J League,1.06,1.6,33.31
414,424,Sagan Tosu,Japanese J League,0.84,1.32,33.27
415,413,Sanfrecce Hiroshima,Japanese J League,0.87,1.35,33.26
416,442,Wellington Phoenix,Australian A-League,1.18,1.78,33.17
