,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
10,100.0,100.0,184029,0,0,-2,2,0,3,6.2,6.2,2,Martin,5.2,13,False,,2024-09-10T00:30:06.311550Z,83,184029.jpg,4.1,Ødegaard,6.1,False,,a,1,3,33,476102,15255,1416003,13236,0.6,4.0,Ødegaard,161.0,664,1,2,4,5,0,0,0,1,0,0,3,153,167.0,297.9,133.0,59.9,8,1.77,1.95,3.72,5.64,177,70,35,29,112,72,83,51,3.0,,1.0,,2.0,,0.24,0.0,0.26,0.5,0.76,0.68,11,8,18,10,47,20,65,20,1.08,0.54
11,100.0,100.0,154561,0,0,0,0,1,1,4.6,4.6,2,David,3.6,15,False,,2024-09-25T21:30:06.211210Z,55,154561.jpg,3.9,Raya Martin,29.8,False,,a,1,3,58,2030014,36779,1685054,13769,0.7,10.5,Raya,200.0,1350,0,0,5,15,0,0,0,2,0,40,6,212,347.0,0.0,0.0,34.8,15,0.00,0.01,0.01,14.16,28,10,685,72,683,72,191,11,,,,,,,0.0,2.67,0.0,0.0,0.94,1.0,108,1,63,6,56,7,5,1,1.0,0.33
12,100.0,100.0,204480,0,0,-3,3,0,3,3.8,3.8,3,Declan,2.8,16,False,,2024-11-07T09:00:07.142642Z,62,204480.jpg,2.4,Rice,2.6,False,,a,1,3,31,157943,3414,555102,2441,0.5,5.0,Rice,241.0,1102,0,2,3,15,0,0,0,3,1,0,3,190,215.2,359.7,114.0,68.4,13,0.95,2.36,3.31,11.13,128,45,21,18,129,83,58,36,2.0,,2.0,,,,0.08,0.0,0.19,0.27,0.91,1.23,62,40,106,56,202,90,118,35,1.06,0.25
13,100.0,100.0,223340,0,0,5,-5,4,3,8.6,8.6,2,Bukayo,7.6,17,True,,2024-11-10T23:00:07.191683Z,105,223340.jpg,7.4,Saka,42.7,False,,a,1,3,103,4830468,67461,3558527,28701,0.7,9.8,Saka,241.0,1155,5,11,5,12,0,0,0,3,0,0,16,409,493.4,580.6,561.0,163.4,14,3.85,5.04,8.89,9.67,7,4,1,1,4,2,3,3,1.0,,,,1.0,,0.3,0.0,0.39,0.69,0.75,0.94,4,3,6,5,3,3,4,3,1.09,0.39
14,100.0,100.0,462424,0,0,1,-1,2,2,8.0,8.0,10,William,7.0,18,False,,2024-10-19T19:30:06.564445Z,61,462424.jpg,4.0,Saliba,26.4,False,,a,1,3,56,1393391,144475,2789982,5675,1.1,9.2,Saliba,73.0,1199,2,0,5,13,0,0,0,2,1,0,6,228,292.2,43.6,83.0,42.1,14,2.02,0.62,2.64,11.52,59,19,275,78,168,33,146,38,,,,,,,0.15,0.0,0.05,0.2,0.86,0.98,78,6,9,2,50,7,9,2,1.05,0.38
15,100.0,100.0,167199,0,0,0,0,0,3,4.6,4.6,2,Thomas,3.6,20,False,,2024-11-30T22:00:07.258906Z,50,167199.jpg,3.4,Partey,0.9,False,,a,1,3,47,248240,1644,208865,1531,0.7,9.4,Thomas,81.0,1197,2,1,4,13,0,0,0,2,0,0,5,243,268.0,163.5,94.0,52.8,13,1.14,0.93,2.07,12.41,78,27,104,77,151,94,106,63,,,,,,,0.09,0.0,0.07,0.16,0.93,0.98,196,121,62,27,80,37,214,66,0.98,0.3
16,100.0,100.0,192895,0,0,-2,2,0,2,1.0,1.0,0,Kieran,0.0,21,False,,2024-08-12T14:30:04.394338Z,43,192895.jpg,0.0,Tierney,0.0,False,,a,1,3,0,1353,131,4515,66,0.0,0.0,Tierney,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,554,213,542,212,514,202,556,213,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,546,126,501,201,559,211,568,197,0.0,0.0
17,0.0,0.0,223723,0,0,-2,2,0,2,0.0,0.0,0,Tomiyasu,0.0,22,False,Knee injury - Unknown return date,2024-10-18T16:00:06.930143Z,48,223723.jpg,1.0,Takehiro,0.0,False,,i,1,3,1,1360,6,7238,23,0.0,0.2,Tomiyasu,108.0,6,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,0,0.18,0.00,0.18,0.04,466,162,436,156,346,118,446,154,,,,,,,2.7,0.0,0.0,2.7,0.6,0.0,308,36,628,227,418,142,548,191,0.0,0.0
18,100.0,100.0,116216,0,0,-2,2,1,3,4.6,4.6,1,Leandro,3.6,23,False,,2024-11-21T08:30:08.540890Z,68,116216.jpg,3.2,Trossard,1.8,False,,a,1,3,48,357375,2442,423520,4413,0.5,7.1,Trossard,21.0,838,3,2,3,11,0,0,0,0,1,0,5,177,214.8,211.0,277.0,70.1,10,2.50,0.92,3.42,6.79,129,46,68,53,39,23,54,34,,,,,4.0,,0.27,0.0,0.1,0.37,0.73,1.18,31,16,67,30,102,45,152,45,1.07,0.32
19,0.0,0.0,198869,0,0,-4,4,0,2,0.0,0.0,0,Benjamin,0.2,24,False,Knee injury - Unknown return date,2024-11-14T13:00:07.861117Z,61,198869.jpg,3.0,White,2.6,False,,i,1,3,27,145035,51,933280,5127,0.0,4.4,White,241.0,694,0,1,3,7,0,0,0,2,0,0,0,112,128.4,55.3,29.0,21.3,7,0.13,0.32,0.45,9.87,226,86,246,65,282,87,265,86,,,,,,,0.02,0.0,0.04,0.06,1.28,0.91,74,5,389,130,124,33,117,48,0.91,0.39
20,75.0,100.0,206325,0,0,-2,2,0,2,1.8,2.4,0,Oleksandr,1.4,25,False,Knock - 75% chance of playing,2024-12-09T09:30:06.099861Z,48,206325.jpg,2.5,Zinchenko,1.0,False,,d,1,3,15,87161,1022,288890,1235,0.3,3.1,Zinchenko,225.0,234,0,0,2,0,0,0,0,1,0,0,0,60,22.2,23.2,21.0,6.7,2,0.06,0.08,0.14,1.73,388,136,317,101,296,93,371,121,,,,,,,0.02,0.0,0.03,0.05,0.67,0.0,301,34,226,65,171,50,205,82,0.77,0.77
21,100.0,100.0,69752,0,0,-3,3,0,1,1.0,1.0,0,Norberto,0.0,73,False,,2024-10-05T17:30:06.760449Z,42,69752.jpg,3.5,Murara Neto,0.9,False,,a,1,3,7,82373,145,226435,887,0.0,1.7,Neto,30.0,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,2,0.00,0.00,0.00,2.91,290,28,529,46,499,37,356,28,,,,,,,0.0,5.5,0.0,0.0,1.46,1.0,570,36,483,59,73,9,212,29,1.0,0.0
22,100.0,100.0,103955,0,0,-3,3,0,3,2.0,2.0,0,Raheem,1.0,186,False,,2024-11-02T15:00:07.534992Z,67,103955.jpg,1.5,Sterling,0.9,False,,a,1,3,9,46327,149,146372,496,0.1,1.3,Sterling,241.0,144,0,1,0,1,0,0,0,0,0,0,0,24,23.8,37.8,54.0,11.3,2,0.51,0.09,0.60,1.39,380,177,286,172,219,122,330,163,,,,,,,0.32,0.0,0.06,0.38,0.87,0.62,37,19,273,141,328,153,217,67,1.25,0.0
23,75.0,75.0,466075,0,0,-2,2,1,2,1.7,1.7,0,Riccardo,1.2,578,False,Knock - 75% chance of playing,2024-12-05T01:00:08.685840Z,58,466075.jpg,2.5,Calafiori,1.4,False,,d,1,3,20,194172,197,344159,3558,0.2,3.4,Calafiori,106.0,505,1,0,1,8,0,0,0,1,0,0,1,77,137.8,46.3,111.0,29.4,6,0.55,0.43,0.98,5.93,212,82,270,75,133,17,222,68,,,,,,,0.1,0.0,0.08,0.18,1.06,1.43,90,8,250,72,182,52,181,74,1.07,0.18
24,100.0,75.0,499169,0,0,0,0,0,3,1.0,0.8,0,Myles,0.0,597,False,,2024-12-03T15:00:08.736469Z,45,499169.jpg,0.5,Lewis-Skelly,0.1,False,,a,1,3,1,7680,9,7506,120,0.0,0.2,Lewis-Skelly,241.0,15,0,0,0,2,0,0,0,1,0,0,0,5,3.2,0.4,2.0,0.6,0,0.00,0.00,0.00,0.80,448,214,431,222,390,205,453,217,,,,,,,0.0,0.0,0.0,0.0,4.8,12.0,426,258,577,231,469,226,509,195,0.0,0.0
25,100.0,100.0,195384,0,0,0,0,0,3,2.2,2.2,1,Mikel,1.2,633,False,,2024-11-30T22:00:08.239353Z,60,195384.jpg,2.2,Merino,0.1,False,,a,1,3,18,19354,153,15655,313,0.2,3.0,Merino,200.0,403,1,0,1,5,0,0,0,1,0,0,1,68,104.2,55.3,77.0,23.4,4,1.13,0.33,1.46,3.91,255,110,245,152,185,111,259,127,,,,,,,0.25,0.0,0.07,0.32,0.87,1.12,80,52,252,128,224,98,485,183,0.89,0.22
26,,,498046,0,0,0,0,0,3,1.0,1.0,0,Salah-Eddine,0.0,638,False,,,45,498046.jpg,0.0,Oulad M'hand,0.0,False,,a,1,3,0,1846,14,1387,15,0.0,0.0,Oulad M'hand,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,614,261,610,265,594,258,616,263,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,425,257,576,230,620,265,626,276,0.0,0.0
27,,,551221,0,0,0,0,0,1,1.0,1.0,0,Tommy,0.0,639,False,,,45,551221.jpg,0.0,Setford,0.0,False,,a,1,3,0,2506,44,2373,65,0.0,0.0,Setford,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,632,72,628,64,612,59,634,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,450,19,598,71,638,72,541,67,0.0,0.0
28,,,588793,0,0,0,0,0,2,1.0,1.0,0,Maldini,0.0,657,False,,,40,588793.jpg,0.0,Kacurri,0.1,False,,a,1,3,0,8647,105,5329,123,0.0,0.0,Kacurri,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,539,202,518,200,486,188,541,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,671,212,471,180,544,200,496,179,0.0,0.0
29,,,606745,0,0,0,0,0,2,1.0,1.0,0,Ayden,0.0,658,False,,,40,606745.jpg,0.0,Heaven,0.0,False,,a,1,3,0,5490,64,3652,92,0.0,0.0,Heaven,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,543,206,522,204,491,193,545,206,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,676,217,476,185,548,204,515,185,0.0,0.0
30,,,588796,0,0,0,0,0,3,1.0,1.0,0,Ismeal,0.0,659,False,,,45,588796.jpg,0.0,Kabia,0.0,False,,a,1,3,0,1973,28,1319,40,0.0,0.0,Kabia,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,640,281,636,285,621,279,642,283,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,461,286,606,254,645,285,624,275,0.0,0.0
31,,,499167,0,0,0,0,0,2,1.0,1.0,0,Josh,0.0,662,False,,,40,499167.jpg,0.0,Nichols,0.0,False,,a,1,3,0,3006,68,1783,70,0.0,0.0,Nichols,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,519,184,498,182,464,168,521,184,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,648,191,448,159,523,181,551,193,0.0,0.0
32,,,461025,0,0,0,0,0,4,1.0,1.0,0,Nathan,0.0,665,False,,,45,461025.jpg,0.0,Butler-Oyedeji,0.2,False,,a,1,3,0,38920,736,20640,785,0.0,0.0,Butler-Oyedeji,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,595,51,590,51,572,51,597,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,397,65,556,50,601,54,351,56,0.0,0.0
33,25.0,100.0,215711,0,0,-3,3,0,3,0.4,2.1,1,Leon,1.6,28,False,Hamstring injury - 25% chance of playing,2024-12-09T09:30:06.119495Z,62,215711.jpg,1.9,Bailey,0.9,False,,d,2,7,27,137034,337,402619,2146,0.3,4.4,Bailey,107.0,727,0,2,1,12,0,0,0,2,0,0,0,90,66.8,153.8,138.0,35.7,10,0.58,2.33,2.91,8.93,312,148,117,84,106,67,188,100,3.0,,4.0,,,,0.07,0.0,0.29,0.36,1.11,1.49,64,42,207,106,269,123,208,63,1.24,0.12
34,100.0,100.0,88894,0,0,-3,3,0,3,2.4,2.9,1,Ross,2.4,29,False,,2024-11-01T16:30:07.356966Z,52,88894.jpg,2.2,Barkley,0.3,False,,a,2,7,27,20562,214,76510,451,0.5,5.2,Barkley,241.0,440,2,1,1,6,0,0,0,3,0,0,2,101,142.0,95.8,171.0,40.8,2,1.53,0.36,1.89,4.14,208,85,181,117,83,51,160,92,,,,,,,0.31,0.0,0.07,0.38,0.85,1.23,160,96,129,66,219,94,314,102,0.41,0.2
35,0.0,0.0,491287,0,0,-1,1,0,3,0.0,0.0,0,Enzo,0.0,30,False,Loaned to Valencia CF,2024-08-31T06:33:47.934620Z,49,491287.jpg,0.0,Barrenechea,0.0,False,,u,2,7,0,872,0,5156,5,0.0,0.0,Barrenechea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,664,298,658,298,654,296,664,298,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,284,185,646,285,664,298,605,260,0.0,0.0
36,,,195546,0,0,-3,3,0,3,0.4,0.9,0,Emiliano,0.4,31,False,,,52,195546.jpg,0.9,Buendía Stati,0.1,False,,a,2,7,6,5592,28,13594,109,0.1,1.2,Buendia,10.0,37,0,0,0,0,0,0,0,1,0,0,0,24,7.0,19.2,3.0,2.9,0,0.09,0.02,0.11,1.11,430,205,327,185,379,203,411,199,,,3.0,,,,0.22,0.0,0.05,0.27,2.7,0.0,164,100,343,173,445,219,463,172,0.0,0.0
37,100.0,100.0,199796,0,0,-1,1,0,2,1.6,2.1,0,Matty,1.6,32,False,,2024-11-04T00:00:07.281139Z,44,199796.jpg,2.3,Cash,1.5,False,,a,2,7,21,131175,1660,287871,4189,0.4,4.8,Cash,172.0,650,1,0,1,8,0,0,0,3,0,0,0,82,135.4,38.7,32.0,20.6,8,0.05,0.18,0.23,8.14,215,83,285,82,264,80,268,87,,,,,,,0.01,0.0,0.02,0.03,1.13,1.11,485,95,194,52,206,60,170,68,1.11,0.14
38,0.0,0.0,151589,0,0,0,0,0,3,0.0,0.0,0,Leander,0.0,33,False,On loan to Anderlecht for the rest of the season,2024-09-02T10:45:36.198316Z,45,151589.jpg,0.0,Dendoncker,0.2,False,,u,2,7,0,18187,0,88233,246,0.0,0.0,Dendoncker,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,580,237,575,241,556,233,582,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,364,227,540,205,586,241,339,113,0.0,0.0
39,0.0,0.0,243557,0,0,0,0,0,3,0.0,0.0,0,Moussa,0.0,34,False,Permanent transfer to Al Ittihad,2024-07-26T08:50:40.300928Z,65,243557.jpg,0.0,Diaby,0.0,False,,u,2,7,0,0,0,3313,2,0.0,0.0,Diaby,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,691,315,691,315,691,315,691,315,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,46,26,687,313,690,315,612,263,0.0,0.0
40,100.0,100.0,165659,0,0,0,0,0,2,1.6,2.1,7,Diego Carlos,1.6,35,False,,2024-09-25T21:30:06.256588Z,45,165659.jpg,2.4,Santos Silva,0.5,False,,a,2,7,19,42766,1316,65449,471,0.4,4.2,Diego Carlos,30.0,648,0,0,2,11,0,0,0,1,0,0,1,58,104.4,7.4,52.0,16.5,6,0.64,0.06,0.70,8.97,254,97,377,124,222,64,301,97,,,,,,,0.09,0.0,0.01,0.1,1.25,1.53,366,59,195,53,186,55,264,97,0.83,0.28
41,,,101188,0,0,2,-2,2,2,1.4,1.9,1,Lucas,1.4,36,False,,,47,101188.jpg,2.8,Digne,10.1,False,,a,2,7,42,1482948,6011,694926,29076,0.3,8.9,Digne,73.0,1073,0,3,2,18,0,0,0,3,0,0,6,190,258.0,344.8,73.0,67.7,13,0.54,2.30,2.84,13.78,89,31,26,4,191,45,61,8,2.0,,2.0,,,,0.05,0.0,0.19,0.24,1.16,1.51,325,40,224,64,140,38,40,14,1.09,0.17
42,0.0,0.0,461421,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,37,False,Permanent transfer to West Bromwich Albion,2024-08-07T08:21:33.016106Z,50,461421.jpg,0.0,Dobbin,0.0,False,,u,2,7,0,0,0,269,0,0.0,0.0,Dobbin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,673,304,669,304,666,302,673,304,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,219,139,660,296,673,304,684,309,0.0,0.0
43,,,476344,0,0,-2,2,0,4,2.2,2.7,8,Jhon,2.2,38,False,,,58,476344.jpg,2.7,Durán,2.7,False,,a,2,7,41,976166,6420,810178,4137,0.4,7.1,Duran,48.0,405,5,0,0,10,0,0,0,2,0,0,8,172,206.6,60.1,246.0,51.4,1,4.00,0.21,4.21,7.19,136,17,234,29,48,19,111,20,,,,,,,0.89,0.0,0.05,0.94,1.6,2.22,91,27,149,24,157,23,115,18,0.22,0.0
44,,,462492,0,0,0,0,0,1,0.0,0.5,0,Joe,0.0,39,False,,,40,462492.jpg,0.0,Gauci,0.8,False,,a,2,7,0,59715,128,46636,527,0.0,0.0,Gauci,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,510,57,489,35,454,26,512,57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,637,62,438,49,513,57,226,32,0.0,0.0
45,,,123354,0,0,0,0,0,2,0.0,0.5,0,Kortney,0.0,40,False,,,40,123354.jpg,0.0,Hause,0.5,False,,a,2,7,0,34802,168,46823,448,0.0,0.0,Hause,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,483,167,460,165,424,149,485,167,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,165,408,139,488,165,253,93,0.0,0.0
46,0.0,0.0,469247,0,0,-1,1,0,3,0.0,0.0,0,Samuel,0.0,41,False,Season long loan to Bologna,2024-08-29T11:07:04.555253Z,54,469247.jpg,0.0,Iling-Junior,0.0,False,,u,2,7,0,342,0,6613,9,0.0,0.0,Iling Jr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,684,311,683,311,681,309,684,311,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,141,84,677,306,683,311,595,253,0.0,0.0
47,100.0,100.0,226944,0,0,0,0,0,3,1.4,1.9,3,Boubacar,1.4,42,False,,2024-11-11T16:00:06.089849Z,50,226944.jpg,1.5,Kamara,0.0,False,,a,2,7,9,2513,142,1656,88,0.3,1.8,Kamara,73.0,253,0,0,1,6,0,0,0,1,0,0,0,44,37.6,20.3,2.0,6.1,3,0.00,0.06,0.06,2.95,359,166,326,184,399,213,380,185,,,,,,,0.0,0.0,0.02,0.02,1.05,2.13,207,130,231,118,322,148,604,259,1.07,0.36
48,0.0,0.0,465390,0,0,0,0,0,2,0.0,0.0,0,Kaine,0.0,43,False,Has joined Preston North End for the rest of the season,2024-08-09T11:14:21.895838Z,40,465390.jpg,0.0,Kesler-Hayden,0.0,False,,u,2,7,0,0,0,1522,11,0.0,0.0,Kesler-Hayden,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,513,181,492,179,457,164,515,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,640,186,441,155,516,177,639,216,0.0,0.0
