Pos,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0
M,Pröpper,4.7,4.7,Brighton,9,0.323,9,0.295,7,0.239
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0
D,Burn,4.2,4.2,Brighton,82,2.82,72,1.678,54,1.565
D,Dunk,4.9,4.9,Brighton,0,0,0,0,82,2.675
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,1,0.03,14,0.403,10,0.406
M,March,4.9,4.9,Brighton,0,0,0,0,0,0
D,Webster,4.3,4.3,Brighton,89,3.028,85,1.971,83,2.371
D,Veltman,4.4,4.4,Brighton,34,0.624,58,0.972,60,1.776
F,Maupay,5.9,5.9,Brighton,0,0,0,0,68,2.995
M,Trossard,5.6,5.6,Brighton,77,3.557,73,2.731,69,2.872
G,Ryan,4.1,4.1,Arsenal,0,0,9,0.386,11,0.466
M,Jahanbakhsh,5.4,5.4,Brighton,60,2.456,55,1.928,34,1.333
M,Izquierdo,5.5,5.5,Brighton,5,0.197,3,0.106,2,0.074
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0
D,White,4.5,4.5,Brighton,87,2.828,83,1.845,72,1.976
D,Bernardo,3.9,3.9,Brighton,0,0,0,0,0,0
M,Bissouma,4.4,4.4,Brighton,84,2.502,78,2.078,73,2.088
D,Lamptey,4.6,4.6,Brighton,0,0,0,0,0,0
F,Connolly,5.2,5.2,Brighton,20,0.988,16,0.668,3,0.139
M,Alzate,4.1,4.1,Brighton,3,0.115,4,0.138,1,0.036
M,Mac Allister,5.3,5.3,Brighton,56,2.38,49,1.76,32,1.281
D,Tarkowski,5.3,5.3,Burnley,89,2.727,85,1.551,83,3.361
D,Bardsley,4.4,4.4,Burnley,0,0,1,0.019,2,0.078
D,Pieters,4.3,4.3,Burnley,9,0.285,13,0.258,19,0.777
M,Cork,5.0,5.0,Burnley,63,1.953,61,1.719,64,2.101
D,Long,4.3,4.3,Burnley,0,0,0,0,0,0
F,Rodriguez,5.7,5.7,Burnley,18,0.881,21,0.865,23,1.141
F,Barnes,6.0,6.0,Burnley,39,2.076,42,1.818,42,2.327
D,Mee,4.7,4.7,Burnley,88,2.68,86,1.552,83,3.378
M,Westwood,5.3,5.3,Burnley,85,2.7,82,2.292,80,2.754
M,Gudmundsson,5.4,5.4,Burnley,36,1.483,38,1.347,36,1.567
F,Wood,6.4,6.4,Burnley,73,4.435,70,3.318,71,4.5
D,Lowton,4.4,4.4,Burnley,88,2.791,85,1.622,82,3.475
F,Vydra,4.8,4.8,Burnley,54,2.949,53,2.337,52,2.964
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,0,0,0,0,0,0
G,Pope,5.5,5.5,Burnley,89,3.64,89,3.231,89,4.04
D,Taylor,4.4,4.4,Burnley,85,2.625,84,1.558,82,3.367
M,Brownhill,4.9,4.9,Burnley,76,2.726,75,2.331,74,2.87
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0
M,McNeil,5.7,5.7,Burnley,83,3.127,81,2.603,79,3.221
G,Caballero,4.6,4.6,Chelsea,0,0,0,0,0,0
D,Azpilicueta,5.9,5.9,Chelsea,0,0,51,2.236,53,2.366
F,Giroud,6.7,6.7,Chelsea,0,0,3,0.19,3,0.201
D,Alonso,5.7,5.7,Chelsea,0,0,44,2.265,45,2.387
M,Jorginho,4.7,4.7,Chelsea,0,0,50,2.112,48,2.118
M,Barkley,5.8,5.8,Aston Villa,45,2.316,37,1.602,38,1.614
M,Kovacic,5.3,5.3,Chelsea,0,0,32,0.636,49,1.357
F,Batshuayi,5.7,5.7,Crystal Palace,1,0.051,1,0.047,1,0.042
D,Rüdiger,4.7,4.7,Chelsea,0,0,67,2.829,69,2.962
D,Zouma,5.3,5.3,Chelsea,0,0,41,1.803,44,1.97
D,Emerson,4.7,4.7,Chelsea,0,0,0,0,0,0
G,Arrizabalaga,4.7,4.7,Chelsea,0,0,1,0.044,2,0.087
M,Kanté,4.9,4.9,Chelsea,0,0,45,1.491,39,1.335
M,Ziyech,7.9,7.9,Chelsea,0,0,41,2.298,42,2.494
M,Loftus-Cheek,5.9,5.9,Fulham,66,2.5,59,1.98,54,2.337
D,Christensen,4.7,4.7,Chelsea,0,0,64,2.622,59,2.451
F,Werner,9.2,9.2,Chelsea,0,0,68,3.617,66,3.729
F,Abraham,7.1,7.1,Chelsea,0,0,9,0.545,11,0.7
M,Pulisic,8.3,8.3,Chelsea,0,0,46,2.631,49,2.952
M,Mount,7.3,7.3,Chelsea,0,0,68,3.354,68,3.53
D,Tomori,4.7,4.7,Chelsea,0,0,0,0,0,0
M,Hudson-Odoi,5.7,5.7,Chelsea,0,0,18,0.897,16,0.833
D,James,5.1,5.1,Chelsea,0,0,66,3.072,66,3.162
M,Gilmour,4.3,4.3,Chelsea,0,0,13,0.467,11,0.405
D,Cahill,4.5,4.5,Crystal Palace,62,2.033,58,1.626,56,0.924
G,Hennessey,4.3,4.3,Crystal Palace,0,0,0,0,0,0
D,Sakho,4.4,4.4,Crystal Palace,0,0,2,0.038,4,0.066
G,Guaita,4.8,4.8,Crystal Palace,89,3.498,89,3.307,88,3.047
D,Tomkins,4.4,4.4,Crystal Palace,41,1.328,38,1.053,38,0.598
M,McArthur,5.2,5.2,Crystal Palace,28,0.612,55,1.437,75,2.105
M,McCarthy,4.3,4.3,Crystal Palace,13,0.426,9,0.286,9,0.268
F,Benteke,5.5,5.5,Crystal Palace,70,3.407,68,3.012,65,2.468
M,Kouyaté,4.8,4.8,Crystal Palace,73,2.158,75,2.11,71,1.85
D,Ward,4.3,4.3,Crystal Palace,76,2.374,62,1.665,55,0.859
D,Kelly,4.1,4.1,Crystal Palace,0,0,0,0,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0,1,0.04,1,0.042
M,Townsend,5.5,5.5,Crystal Palace,50,2.187,49,1.988,51,1.802
M,Milivojevic,5.6,5.6,Crystal Palace,80,2.748,76,2.467,77,2.172
D,van Aanholt,5.4,5.4,Crystal Palace,27,1.036,26,0.848,25,0.505
F,Ayew,5.6,5.6,Crystal Palace,47,2.015,44,1.761,43,1.539
M,Zaha,7.2,7.2,Crystal Palace,82,3.828,79,3.358,74,2.688
M,Schlupp,5.3,5.3,Crystal Palace,50,1.993,46,1.728,42,1.411
M,Meyer,4.7,4.7,Crystal Palace,0,0,0,0,0,0
M,Riedewald,4.4,4.4,Crystal Palace,37,1.238,31,1,25,0.756
D,Ferguson,3.8,3.8,Crystal Palace,1,0.014,25,0.469,34,0.52
D,Mitchell,3.8,3.8,Crystal Palace,61,1.88,54,1.432,54,0.825
M,Pierrick,4.3,4.3,Crystal Palace,0,0,0,0,0,0
M,Walcott,5.8,5.8,Southampton,60,2.798,59,2.681,56,2.246
M,Delph,4.8,4.8,Everton,6,0.21,7,0.23,9,0.255
M,Sigurdsson,6.9,6.9,Everton,70,4.327,62,3.363,60,2.261
G,Lössl,4.3,4.3,Everton,0,0,0,0,0,0
D,Coleman,4.9,4.9,Everton,42,2.41,42,2.06,44,0.934
F,Tosun,6.0,6.0,Everton,0,0,0,0,0,0
M,Bernard,5.7,5.7,Everton,9,0.45,9,0.406,10,0.349
D,Digne,6.2,6.2,Everton,82,5.088,78,4.093,79,1.77
D,Keane,5.0,5.0,Everton,77,4.028,75,3.38,76,1.491
G,Pickford,4.8,4.8,Everton,88,4.33,87,3.963,88,3.119
M,André Gomes,5.3,5.3,Everton,24,0.951,24,0.873,23,0.679
M,Iwobi,5.9,5.9,Everton,29,1.396,26,1.134,25,0.859
D,Kenny,4.3,4.3,Everton,0,0,0,0,0,0
M,Gbamin,5.0,5.0,Everton,0,0,0,0,0,0
D,Mina,5.5,5.5,Everton,40,2.087,42,1.882,42,0.819
M,Davies,5.2,5.2,Everton,31,1.26,31,1.153,28,0.831
F,Calvert-Lewin,7.6,7.6,Everton,79,5.196,78,4.451,74,2.895
D,Holgate,4.8,4.8,Everton,70,3.574,70,3.064,68,1.255
F,Richarlison,7.8,7.8,Everton,76,4.618,74,3.902,74,2.701
G,Virgínia,4.3,4.3,Everton,0,0,0,0,0,0
M,Gordon,4.3,4.3,Everton,0,0,0,0,0,0
F,Kean,5.7,5.7,Everton,0,0,0,0,0,0
D,Branthwaite,3.9,3.9,Everton,0,0,0,0,0,0
G,Fabri,3.9,3.9,Fulham,0,0,0,0,0,0
M,McDonald,4.7,4.7,Fulham,0,0,0,0,0,0
D,Le Marchand,4.1,4.1,Fulham,0,0,0,0,0,0
M,Johansen,4.7,4.7,Fulham,0,0,0,0,0,0
M,Cairney,5.2,5.2,Fulham,11,0.178,29,0.573,46,1.543
D,Ream,4.2,4.2,Fulham,0,0,0,0,1,0.036
M,Knockaert,5.0,5.0,Fulham,0,0,0,0,0,0
D,Hector,4.1,4.1,Fulham,0,0,0,0,1,0.037
D,Christie,4.2,4.2,Fulham,0,0,0,0,0,0
M,Kebano,4.7,4.7,Fulham,0,0,0,0,0,0
F,Decordova-Reid,5.3,5.3,Fulham,63,2.449,56,1.975,54,2.426
D,Bryan,4.5,4.5,Fulham,1,0.034,1,0.024,2,0.086
G,Bettinelli,4.3,4.3,Fulham,0,0,0,0,0,0
F,Mitrović,5.5,5.5,Fulham,40,2.066,39,1.66,40,2.382
D,Mawson,4.3,4.3,Fulham,0,0,0,0,0,0
G,Rodák,4.3,4.3,Fulham,0,0,0,0,1,0.042
M,Cavaleiro,5.3,5.3,Fulham,64,2.908,63,2.409,61,3.241
M,Onomah,4.6,4.6,Fulham,24,0.816,9,0.288,9,0.333
M,Seri,4.6,4.6,Fulham,0,0,0,0,0,0
M,Kamara,4.8,4.8,Fulham,0,0,0,0,0,0
M,Anguissa,4.4,4.4,Fulham,75,2.293,49,1.432,49,1.708
D,Sessegnon,4.3,4.3,Fulham,0,0,0,0,0,0
M,Hernández,5.7,5.7,Leeds,3,0.135,3,0.136,6,0.305
G,Casilla,4.1,4.1,Leeds,0,0,0,0,0,0
D,Cooper,4.3,4.3,Leeds,16,0.422,46,1.442,42,1.797
D,Douglas,3.8,3.8,Leeds,0,0,0,0,0,0
D,Ayling,4.4,4.4,Leeds,86,3.059,84,2.699,83,3.654
M,Klich,5.2,5.2,Leeds,53,2.165,50,2.049,50,2.348
M,Forshaw,4.8,4.8,Leeds,0,0,0,0,0,0
D,Dallas,5.2,5.2,Leeds,84,3.297,82,2.892,79,3.827
D,Alioski,4.3,4.3,Leeds,71,2.639,69,2.332,70,3.252
F,Bamford,6.3,6.3,Leeds,79,4.78,78,4.855,77,5.572
M,Harrison,5.4,5.4,Leeds,78,3.416,75,3.283,74,3.698
M,Phillips,4.9,4.9,Leeds,82,2.457,81,2.409,80,2.718
M,Costa,5.0,5.0,Leeds,0,0,0,0,0,0
M,Roberts,4.6,4.6,Leeds,41,1.675,45,1.831,47,2.15
M,Grot,4.7,4.7,Leeds,0,0,0,0,0,0
G,Miazek,4.0,4.0,Leeds,0,0,0,0,0,0
M,Poveda-Ocampo,4.2,4.2,Leeds,9,0.36,14,0.558,14,0.621
M,Shackleton,4.8,4.8,Leeds,2,0.072,2,0.072,4,0.158
D,Struijk,4.0,4.0,Leeds,64,2.218,53,1.668,53,2.275
M,Stevens,4.3,4.3,Leeds,0,0,0,0,0,0
G,Meslier,4.7,4.7,Leeds,89,3.751,88,3.512,88,3.903
D,Davis,3.8,3.8,Leeds,0,0,1,0.031,1,0.04
D,Casey,3.8,3.8,Leeds,0,0,1,0.031,1,0.041
D,Morgan,4.4,4.4,Leicester,0,0,0,0,0,0
G,Schmeichel,5.4,5.4,Leicester,0,0,89,3.385,88,3.524
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0
D,Evans,5.6,5.6,Leicester,0,0,80,2.095,80,2.488
M,Silva,4.4,4.4,Leicester,0,0,0,0,0,0
M,Albrighton,5.2,5.2,Leicester,0,0,44,1.518,42,1.628
M,James,4.3,4.3,Leicester,0,0,0,0,0,0
G,Ward,4.3,4.3,Leicester,0,0,0,0,1,0.04
F,Vardy,10.3,10.3,Leicester,0,0,82,3.646,82,4.515
M,Praet,5.2,5.2,Leicester,0,0,18,0.644,21,0.821
D,Pereira,5.9,5.9,Leicester,0,0,37,1.155,38,1.442
D,Amartey,3.9,3.9,Leicester,0,0,11,0.306,11,0.355
M,Tielemans,6.4,6.4,Leicester,0,0,83,2.676,81,2.964
M,Pérez,6.0,6.0,Leicester,0,0,49,2.049,52,2.553
M,Gray,5.1,5.1,Leicester,0,0,0,0,0,0
M,Maddison,7.3,7.3,Leicester,0,0,69,2.807,68,3.334
D,Chilwell,5.9,5.9,Chelsea,0,0,44,2.167,43,2.175
F,Iheanacho,6.3,6.0,Leicester,0,0,77,3.66,72,4.254
M,Choudhury,4.6,4.6,Leicester,0,0,1,0.03,2,0.064
M,Barnes,6.6,6.6,Leicester,0,0,0,0,0,0
M,Ndidi,4.8,4.8,Leicester,0,0,83,2.152,81,2.268
D,Benkovic,4.3,4.3,Leicester,0,0,0,0,0,0
D,Söyüncü,5.3,5.3,Leicester,0,0,83,2.135,81,2.472
D,Justin,4.8,4.8,Leicester,0,0,0,0,0,0
D,Thomas,4.1,4.1,Leicester,0,0,20,0.579,17,0.58
M,Milner,5.3,5.3,Liverpool,37,1.814,38,1.763,32,1.586
D,Tsimikas,4.9,4.9,Liverpool,1,0.052,3,0.148,5,0.271
M,Wijnaldum,5.3,5.3,Liverpool,67,2.801,64,2.556,57,2.418
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,43,1.116
G,Adrián,4.2,4.2,Liverpool,0,0,0,0,1,0.047
D,Matip,5.4,5.4,Liverpool,0,0,0,0,0,0
M,Shaqiri,6.4,6.4,Liverpool,6,0.361,8,0.449,9,0.538
M,Chamberlain,6.3,6.3,Liverpool,3,0.135,4,0.173,5,0.226
F,Firmino,9.0,9.0,Liverpool,62,3.803,59,3.365,59,3.556
D,van Dijk,6.2,6.2,Liverpool,0,0,0,0,0,0
M,Mané,11.7,11.7,Liverpool,76,6.203,75,5.546,72,5.796
G,Alisson,5.9,5.9,Liverpool,89,4.251,88,4.058,87,4.251
M,Fabinho,5.4,5.4,Liverpool,77,2.539,75,2.435,69,2.392
M,Salah,12.7,12.4,Liverpool,73,7.087,75,6.527,74,7.002
D,Robertson,7.1,7.1,Liverpool,88,4.999,85,4.491,82,4.814
F,Origi,5.1,5.1,Liverpool,0,0,0,0,0,0
M,Harry Wilson,5.1,5.1,Liverpool,0,0,0,0,0,0
M,Minamino,6.0,6.0,Southampton,9,0.441,10,0.483,10,0.426
D,Alexander-Arnold,7.6,7.4,Liverpool,87,5.475,84,4.877,82,5.302
D,Gomez,5.2,5.2,Liverpool,0,0,0,0,0,0
M,Keita,5.2,5.2,Liverpool,1,0.052,2,0.098,2,0.104
F,Brewster,4.2,4.2,Sheffield Utd,42,1.661,44,1.955,40,1.831
M,Jones,4.4,4.4,Liverpool,12,0.631,18,0.889,12,0.628
D,Neco Williams,3.8,3.8,Liverpool,1,0.046,2,0.087,2,0.096
M,Elliott,4.3,4.3,Liverpool,0,0,0,0,0,0
D,Fernandinho,5.4,5.4,Man City,33,1.718,34,1.629,34,1.735
G,Bravo,4.5,4.5,Man City,0,0,0,0,0,0
F,Agüero,10.3,10.3,Man City,39,3.033,40,2.601,38,2.732
D,Otamendi,4.9,4.9,Man City,0,0,0,0,0,0
D,Walker,6.1,6.1,Man City,18,0.915,19,0.897,19,0.947
M,Gündogan,5.6,5.6,Man City,53,3.154,45,2.35,45,2.544
M,De Bruyne,11.8,11.8,Man City,28,2.057,53,3.563,49,3.644
D,Stones,5.1,5.1,Man City,63,3.204,61,2.891,58,2.885
D,Mendy,5.9,5.9,Man City,35,1.816,33,1.586,34,1.734
M,Mahrez,8.0,8.0,Man City,49,3.711,41,2.638,43,3.025
M,Sterling,11.0,11.0,Man City,59,4.145,56,3.345,57,3.729
D,Cancelo,5.8,5.8,Man City,46,2.574,44,2.248,47,2.565
G,Ederson,6.1,6.1,Man City,89,4.325,88,4.137,87,4.188
D,Aké,5.4,5.4,Man City,36,1.89,30,1.443,36,1.838
D,Laporte,6.0,6.0,Man City,50,2.472,56,2.583,53,2.578
M,Bernardo Silva,7.4,7.4,Man City,62,3.233,56,2.592,59,2.934
F,Jesus,9.1,9.1,Man City,66,4.244,63,3.476,63,3.812
D,Zinchenko,5.5,5.5,Man City,31,1.697,31,1.559,33,1.755
M,Foden,6.0,6.0,Man City,51,3.681,51,3.13,48,3.224
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,81,3.198,78,2.851,77,2.996
M,Torres,6.9,6.9,Man City,30,1.882,33,1.788,33,1.943
D,Garcia,4.7,4.7,Man City,0,0,0,0,0,0
G,Romero,4.9,4.9,Man Utd,0,0,0,0,0,0
M,Mata,5.8,5.8,Man Utd,0,0,2,0.107,1,0.05
G,de Gea,5.3,5.3,Man Utd,0,0,6,0.281,6,0.268
D,Smalling,4.9,4.9,Man Utd,0,0,0,0,0,0
F,Ighalo,6.1,6.1,Man Utd,0,0,0,0,0,0
D,Rojo,4.8,4.8,Man Utd,0,0,0,0,0,0
M,Matic,4.7,4.7,Man Utd,0,0,5,0.173,5,0.167
M,Pogba,7.6,7.6,Man Utd,0,0,57,2.943,56,2.672
D,Jones,4.8,4.8,Man Utd,0,0,0,0,0,0
D,Maguire,5.6,5.6,Man Utd,0,0,87,4.302,85,3.825
M,Fred,5.3,5.3,Man Utd,0,0,75,2.56,74,2.39
D,Shaw,5.5,5.5,Man Utd,0,0,83,4.051,81,3.572
M,Lingard,6.6,6.4,West Ham,73,3.361,70,3.893,67,3.763
M,Fernandes,11.5,11.1,Man Utd,0,0,78,6.076,79,5.543
F,Martial,8.6,8.6,Man Utd,0,0,0,0,26,1.136
M,Pereira,4.8,4.8,Man Utd,0,0,0,0,0,0
G,Henderson,5.2,5.2,Man Utd,0,0,83,3.929,83,3.752
M,Rashford,9.6,9.6,Man Utd,0,0,75,4.883,73,4.352
D,Tuanzebe,4.1,4.1,Man Utd,0,0,0,0,1,0.043
D,Lindelöf,4.8,4.8,Man Utd,0,0,83,3.819,78,3.286
M,McTominay,4.9,4.9,Man Utd,0,0,74,2.967,70,2.648
D,Bailly,4.8,4.8,Man Utd,0,0,12,0.53,19,0.769
M,James,6.2,6.2,Man Utd,0,0,48,2.453,37,1.771
D,Fosu-Mensah,4.3,4.3,Man Utd,0,0,0,0,0,0
D,Wan-Bissaka,5.7,5.7,Man Utd,0,0,86,4.273,84,3.809
D,Dalot,4.8,4.8,Man Utd,0,0,0,0,0,0
M,Greenwood,7.2,7.2,Man Utd,0,0,57,3.279,58,3.083
M,Chong,4.4,4.4,Man Utd,0,0,0,0,0,0
M,Garner,4.4,4.4,Man Utd,0,0,0,0,0,0
D,Williams,4.2,4.2,Man Utd,0,0,1,0.046,2,0.084
D,Mengi,3.9,3.9,Man Utd,0,0,0,0,0,0
F,Carroll,5.1,5.1,Newcastle,1,0.042,2,0.118,2,0.099
M,Shelvey,5.3,5.3,Newcastle,85,2.331,81,3.094,83,2.661
M,Ritchie,4.9,4.9,Newcastle,81,2.231,75,2.881,64,2.125
D,Fernández,4.7,4.7,Newcastle,85,1.306,83,3.62,69,2.119
D,Clark,4.5,4.5,Newcastle,73,1.147,74,3.247,41,1.289
G,Darlow,4.9,4.9,Newcastle,0,0,0,0,0,0
G,Dubravka,4.8,4.8,Newcastle,89,3.166,89,3.991,87,3.429
D,Lejeune,4.3,4.3,Newcastle,0,0,0,0,0,0
D,Lascelles,4.2,4.2,Newcastle,0,0,0,0,33,0.44
F,Gayle,5.9,5.9,Newcastle,10,0.402,10,0.54,11,0.507
M,Atsu,5.2,5.2,Newcastle,0,0,0,0,0,0
D,Dummett,4.4,4.4,Newcastle,81,1.179,79,3.112,59,1.704
D,Manquillo,4.2,4.2,Newcastle,3,0.049,6,0.239,4,0.118
D,Krafth,4.2,4.2,Newcastle,22,0.373,31,1.303,13,0.404
D,Schär,4.8,4.8,Newcastle,0,0,0,0,73,2.116
D,Yedlin,4.3,4.3,Newcastle,0,0,0,0,0,0
M,Hayden,4.6,4.6,Newcastle,0,0,0,0,0,0
M,Aarons,4.8,4.8,Newcastle,0,0,0,0,0,0
M,Saint-Maximin,5.1,5.1,Newcastle,67,2.569,68,4.06,67,3.202
M,Almirón,5.6,5.6,Newcastle,71,2.319,69,3.244,68,2.662
F,Joelinton,5.7,5.7,Newcastle,42,1.517,43,2.154,42,1.759
F,Muto,4.8,4.8,Newcastle,0,0,0,0,0,0
D,Watts,3.9,3.9,Newcastle,0,0,0,0,0,0
F,Sharp,5.5,5.5,Sheffield Utd,0,0,0,0,0,0
F,McGoldrick,5.2,5.2,Sheffield Utd,73,2.86,70,3.209,70,3.281
D,Basham,4.6,4.6,Sheffield Utd,80,1.679,75,1.981,75,2.257
M,Fleck,5.6,5.6,Sheffield Utd,76,2.249,73,2.35,72,2.394
D,Stevens,5.0,5.0,Sheffield Utd,84,1.967,82,2.445,79,2.674
G,Moore,4.3,4.3,Sheffield Utd,0,0,0,0,0,0
M,Norwood,4.5,4.5,Sheffield Utd,67,2.223,61,2.265,62,2.355
G,Foderingham,4.3,4.3,Sheffield Utd,0,0,0,0,0,0
D,Baldock,4.9,4.9,Sheffield Utd,77,1.757,74,2.144,71,2.34
D,Jack Robinson,4.2,4.2,Sheffield Utd,50,1.039,48,1.239,45,1.327
D,Egan,4.7,4.7,Sheffield Utd,83,1.804,78,2.137,79,2.463
D,O'Connell,4.7,4.7,Sheffield Utd,0,0,0,0,0,0
M,Lundstram,4.9,4.9,Sheffield Utd,17,0.606,15,0.58,16,0.63
M,Osborn,4.7,4.7,Sheffield Utd,30,1.047,32,1.199,33,1.258
F,McBurnie,5.6,5.6,Sheffield Utd,0,0,0,0,0,0
F,Callum Robinson,5.2,5.2,West Brom,49,1.878,52,2.216,49,2.092
F,Mousset,5.8,5.8,Sheffield Utd,16,0.7,18,0.895,19,0.96
M,Berge,4.9,4.9,Sheffield Utd,73,2.196,73,2.355,71,2.364
F,Long,5.1,5.1,Southampton,0,0,0,0,0,0
D,Bertrand,5.0,5.0,Southampton,0,0,0,0,0,0
G,McCarthy,4.4,4.4,Southampton,35,1.477,30,1.157,31,1.134
M,Oriol Romeu,4.5,4.5,Southampton,59,1.41,81,2.271,80,2.082
M,Redmond,6.4,6.4,Southampton,53,2.654,52,2.54,51,2.173
F,Ings,8.4,8.4,Southampton,64,3.852,69,4.136,68,3.473
D,Stephens,4.6,4.6,Southampton,22,0.873,26,0.826,25,0.646
M,Armstrong,5.5,5.5,Southampton,68,2.894,64,2.685,68,2.519
D,Vestergaard,4.7,4.7,Southampton,89,3.642,87,2.804,83,2.165
M,Ward-Prowse,5.9,5.9,Southampton,86,3.736,83,3.569,81,3.023
G,Gunn,4.3,4.3,Southampton,0,0,0,0,0,0
M,Boufal,5.4,5.4,Southampton,0,0,0,0,0,0
M,Reed,4.4,4.4,Fulham,52,1.239,60,1.65,57,1.877
M,Sims,4.3,4.3,Southampton,0,0,0,0,0,0
D,Walker-Peters,4.7,4.7,Southampton,86,3.337,82,2.503,82,2.021
D,Bednarek,4.7,4.7,Southampton,88,3.244,84,2.42,85,1.968
F,Adams,5.7,5.7,Southampton,50,2.782,48,2.668,47,2.258
