Pos,Name,BV,SV,Team,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.3,5.3,Arsenal,9,0.537,10,0.62,9,0.598,9,0.432,11,0.663
M,Smith Rowe,4.2,4.2,Arsenal,26,1.32,27,1.434,26,1.483,23,0.94,25,1.308
M,Saka,5.1,5.1,Arsenal,55,2.793,59,3.133,57,3.265,57,2.272,56,2.926
M,Guendouzi,4.7,4.7,Arsenal,0,,0,,0,,0,,0,
M,Martinelli,4.9,4.9,Arsenal,12,0.666,13,0.757,14,0.872,15,0.66,16,0.906
D,Saliba,4.0,4.0,Arsenal,0,,0,,0,,0,,0,
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,1,0.036,0,0,1,0.036
D,El Mohamady,4.3,4.3,Aston Villa,11,0.534,10,0.339,14,0.409,17,0.764,14,0.41
M,Lansbury,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
D,Taylor,4.2,4.2,Aston Villa,1,0.041,2,0.059,2,0.051,2,0.076,2,0.051
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,1,0.037,0,0,1,0.037
M,Hourihane,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
M,Jota,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
G,Nyland,4.0,4.0,Aston Villa,0,,0,,0,,0,,0,
D,Engels,4.4,4.4,Aston Villa,0,0,0,0,1,0.027,2,0.082,2,0.055
M,Grealish,7.5,7.5,Aston Villa,42,2.554,63,2.955,78,3.386,78,4.124,78,3.357
M,McGinn,5.5,5.5,Aston Villa,82,3.405,82,2.784,82,2.699,77,2.971,78,2.574
D,Hause,4.4,4.4,Aston Villa,9,0.413,13,0.419,18,0.499,17,0.719,21,0.584
M,Trézéguet,5.2,5.2,Aston Villa,0,,0,,0,,0,,0,
D,Mings,5.4,5.4,Aston Villa,86,3.769,83,2.449,81,2.015,81,3.252,80,1.997
D,Targett,5.0,5.0,Aston Villa,85,4.077,83,2.683,81,2.223,79,3.461,83,2.284
D,Bree,4.5,4.5,Aston Villa,0,,0,,0,,0,,0,
M,Nakamba,4.3,4.3,Aston Villa,21,0.751,19,0.608,16,0.504,18,0.616,18,0.562
M,El Ghazi,5.2,5.2,Aston Villa,48,3.344,39,2.149,35,1.848,35,2.205,31,1.626
D,Konsa,4.7,4.7,Aston Villa,85,3.718,84,2.48,82,2.042,82,3.296,78,1.953
D,Guilbert,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
F,Wesley,6.0,6.0,Aston Villa,10,0.624,16,0.823,19,0.945,19,1.065,22,1.076
F,Samatta,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
F,Davis,4.2,4.2,Aston Villa,16,0.842,12,0.546,8,0.359,9,0.444,10,0.441
F,Vassilev,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
M,Douglas Luiz,4.8,4.8,Aston Villa,71,2.552,69,2.114,71,2.097,69,2.324,69,2.034
F,Murray,4.8,4.8,Brighton,0,,0,,0,,0,,0,
M,Lallana,6.2,6.2,Brighton,60,2.607,62,2.498,62,2.321,63,2.497,61,1.97
M,Stephens,4.2,4.2,Burnley,1,0.031,2,0.064,3,0.095,2,0.064,3,0.091
G,Button,3.9,3.9,West Brom,0,0,0,0,1,0.035,0,0,1,0.037
M,Groß,5.8,5.8,Brighton,65,3.411,67,3.312,70,3.035,64,3.082,64,2.333
D,Duffy,4.3,4.3,Brighton,0,,0,,0,,0,,0,
M,Pröpper,4.7,4.7,Brighton,9,0.357,10,0.375,8,0.288,11,0.409,10,0.328
M,Mooy,5.0,5.0,Brighton,0,,0,,0,,0,,0,
D,Burn,4.2,4.2,Brighton,59,2.831,59,2.167,57,2.152,56,2.127,61,1.302
D,Dunk,4.9,5.0,Brighton,82,4.134,81,3.066,81,3.12,80,3.123,80,1.657
D,Montoya,4.5,4.5,Brighton,0,,0,,0,,0,,0,
F,Andone,4.8,4.8,Brighton,6,0.347,11,0.614,12,0.593,11,0.593,14,0.592
M,March,4.9,4.9,Brighton,0,,0,,0,,0,,0,
D,Webster,4.3,4.3,Brighton,83,3.832,82,2.848,80,2.914,82,2.972,80,1.639
D,Veltman,4.4,4.4,Brighton,69,3.444,70,2.655,65,2.528,67,2.622,69,1.499
F,Maupay,6.0,6.0,Brighton,70,4.135,65,3.749,66,3.266,65,3.596,65,2.648
M,Trossard,5.7,5.7,Brighton,74,3.939,71,3.573,70,3.157,71,3.466,68,2.522
G,Ryan,4.1,4.1,Arsenal,1,0.043,2,0.091,1,0.048,2,0.074,2,0.093
M,Jahanbakhsh,5.4,5.4,Brighton,15,0.765,15,0.731,16,0.697,17,0.797,16,0.604
M,Izquierdo,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0
D,Clarke,4.4,4.4,Brighton,0,,0,,0,,0,,0,
D,White,4.5,4.5,Brighton,68,3.043,70,2.337,70,2.467,68,2.386,68,1.351
D,Bernardo,3.9,3.9,Brighton,0,,0,,0,,0,,0,
M,Bissouma,4.4,4.4,Brighton,76,2.564,79,2.435,73,2.2,74,2.301,72,1.904
D,Lamptey,4.6,4.6,Brighton,0,,0,,0,,0,,0,
F,Connolly,5.2,5.2,Brighton,23,1.223,21,1.094,22,1.022,22,1.104,23,0.926
M,Alzate,4.2,4.2,Brighton,6,0.252,7,0.279,7,0.263,6,0.235,8,0.271
M,Mac Allister,5.3,5.3,Brighton,39,1.91,35,1.63,37,1.548,39,1.75,37,1.328
D,Tarkowski,5.3,5.3,Burnley,83,2.397,83,2.381,84,2.484,82,2.232,80,1.478
D,Bardsley,4.4,4.4,Burnley,0,0,2,0.057,0,0,1,0.027,1,0.019
D,Pieters,4.3,4.3,Burnley,55,1.671,52,1.572,53,1.647,59,1.695,57,1.125
M,Cork,5.0,5.0,Burnley,20,0.645,24,0.783,26,0.833,25,0.817,26,0.792
D,Long,4.3,4.3,Burnley,5,0.151,9,0.269,10,0.306,13,0.369,18,0.359
F,Rodriguez,5.8,5.8,Burnley,27,1.209,29,1.399,32,1.418,34,1.694,34,1.418
F,Barnes,6.0,6.0,Burnley,0,,0,,0,,0,,0,
D,Mee,4.8,4.8,Burnley,86,2.485,82,2.345,84,2.479,83,2.244,80,1.468
M,Westwood,5.3,5.3,Burnley,84,2.492,81,2.509,80,2.415,79,2.478,79,2.215
M,Gudmundsson,5.4,5.4,Burnley,67,2.402,66,2.48,66,2.383,65,2.485,64,2.134
F,Wood,6.3,6.3,Burnley,79,3.869,77,4.194,76,3.784,74,4.246,74,3.356
D,Lowton,4.4,4.4,Burnley,86,2.575,83,2.461,83,2.539,82,2.311,81,1.557
F,Vydra,4.8,4.8,Burnley,70,2.975,68,3.183,65,2.797,67,3.289,66,2.66
D,Gibson,3.9,3.9,Burnley,0,,0,,0,,0,,0,
M,Brady,5.0,5.0,Burnley,0,,0,,0,,0,,0,
G,Pope,5.5,5.5,Burnley,64,2.561,88,3.472,88,3.532,87,3.381,87,3.159
D,Taylor,4.4,4.4,Burnley,47,1.428,49,1.463,49,1.517,46,1.304,48,0.946
M,Brownhill,4.9,4.9,Burnley,80,2.53,80,2.631,77,2.469,76,2.563,77,2.288
G,Peacock-Farrell,4.0,4.0,Burnley,24,0.934,1,0.038,1,0.039,2,0.075,2,0.071
M,McNeil,5.7,5.7,Burnley,82,2.722,81,2.834,81,2.713,80,2.845,78,2.432
G,Caballero,4.6,4.6,Chelsea,0,0,0,0,0,0,0,0,0,0
D,Azpilicueta,5.9,5.9,Chelsea,70,2.955,68,3.533,69,1.703,66,2.753,67,2.915
F,Giroud,6.7,6.7,Chelsea,6,0.377,6,0.392,7,0.337,8,0.488,8,0.487
D,Alonso,5.7,5.7,Chelsea,26,1.452,27,1.805,27,0.854,28,1.529,28,1.573
M,Jorginho,4.7,4.7,Chelsea,61,2.394,54,2.334,56,1.748,52,2.034,52,2.052
M,Barkley,5.8,5.8,Aston Villa,28,1.572,30,1.368,29,1.273,27,1.381,31,1.349
M,Kovacic,5.3,5.3,Chelsea,44,1.597,57,2.188,57,1.675,58,2.042,60,2.122
F,Batshuayi,5.7,5.7,Crystal Palace,6,0.247,7,0.272,8,0.395,8,0.374,8,0.346
D,Rüdiger,4.7,4.7,Chelsea,69,2.783,66,3.317,67,1.543,63,2.51,67,2.8
D,Zouma,5.3,5.3,Chelsea,35,1.49,37,1.929,31,0.786,41,1.723,38,1.665
D,Emerson,4.7,4.7,Chelsea,0,0,0,0,1,0.027,1,0.042,1,0.044
G,Arrizabalaga,4.7,4.7,Chelsea,1,0.042,1,0.048,2,0.071,1,0.042,2,0.086
M,Kanté,4.9,4.9,Chelsea,41,1.384,43,1.555,40,1.137,42,1.4,41,1.377
M,Ziyech,7.9,7.9,Chelsea,35,1.79,31,1.71,34,1.334,34,1.698,37,1.852
M,Loftus-Cheek,5.9,5.9,Fulham,0,0,0,0,61,2.765,64,2.598,64,2.241
D,Christensen,4.7,4.7,Chelsea,28,1.098,36,1.743,37,0.87,40,1.554,37,1.506
F,Werner,9.2,9.2,Chelsea,53,3.14,54,3.344,52,2.328,51,2.946,51,2.935
F,Abraham,7.1,7.1,Chelsea,6,0.384,7,0.465,8,0.391,9,0.558,7,0.434
M,Pulisic,8.3,8.2,Chelsea,57,3.15,57,3.374,55,2.276,54,2.911,52,2.806
M,Mount,7.2,7.2,Chelsea,71,3.784,73,4.191,71,2.783,70,3.64,68,3.55
D,Tomori,4.7,4.7,Chelsea,0,,0,,0,,0,,0,
M,Hudson-Odoi,5.7,5.7,Chelsea,28,1.333,27,1.381,28,1.068,28,1.308,30,1.407
D,James,5.0,5.0,Chelsea,52,2.681,51,3.153,52,1.542,51,2.58,47,2.455
M,Gilmour,4.3,4.3,Chelsea,1,0.037,1,0.038,1,0.032,1,0.036,1,0.036
D,Cahill,4.5,4.5,Crystal Palace,86,1.897,84,1.234,82,3.119,81,2.425,80,1.993
G,Hennessey,4.3,4.3,Crystal Palace,1,0.036,0,0,0,0,1,0.039,1,0.037
D,Sakho,4.4,4.4,Crystal Palace,0,,0,,0,,0,,0,
G,Guaita,4.8,4.8,Crystal Palace,88,3.146,88,3.045,88,3.789,87,3.356,86,3.147
D,Tomkins,4.4,4.4,Crystal Palace,0,,0,,0,,0,,0,
M,McArthur,5.2,5.2,Crystal Palace,0,,0,,0,,0,,0,
M,McCarthy,4.3,4.3,Crystal Palace,47,1.324,44,1.194,47,1.518,46,1.411,43,1.261
F,Benteke,5.5,5.5,Crystal Palace,71,2.615,70,2.41,70,3.348,65,2.958,66,2.661
M,Kouyaté,4.8,4.8,Crystal Palace,83,2.177,83,2.067,81,2.468,78,2.258,79,2.163
D,Ward,4.3,4.3,Crystal Palace,71,1.509,55,0.788,47,1.739,37,1.079,31,0.759
D,Kelly,4.1,4.1,Crystal Palace,1,0.024,0,0,1,0.038,0,0,1,0.026
F,Wickham,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,Townsend,5.5,5.5,Crystal Palace,37,1.266,35,1.133,38,1.543,39,1.496,38,1.361
M,Milivojevic,5.6,5.6,Crystal Palace,76,2.18,78,2.081,74,2.613,77,2.523,73,2.238
D,van Aanholt,5.4,5.4,Crystal Palace,61,1.627,64,1.189,58,2.665,60,2.193,59,1.788
F,Ayew,5.6,5.6,Crystal Palace,54,1.802,55,1.743,54,2.131,54,2.044,53,1.87
M,Zaha,7.1,7.1,Crystal Palace,77,2.808,74,2.49,74,3.553,76,3.343,74,2.931
M,Schlupp,5.3,5.3,Crystal Palace,45,1.505,46,1.444,49,1.951,47,1.769,49,1.709
M,Meyer,4.7,4.7,Crystal Palace,0,,0,,0,,0,,0,
M,Riedewald,4.4,4.4,Crystal Palace,46,1.346,48,1.336,45,1.503,44,1.398,49,1.467
D,Ferguson,3.8,3.8,Crystal Palace,7,0.163,19,0.296,23,0.892,27,0.829,32,0.816
D,Mitchell,3.8,3.8,Crystal Palace,27,0.595,22,0.331,22,0.817,21,0.619,23,0.569
M,Pierrick,4.3,4.3,Crystal Palace,0,,0,,0,,0,,0,
M,Walcott,5.8,5.8,Southampton,0,0,56,2.283,56,2.035,54,2.431,57,2.604
M,Delph,4.8,4.8,Everton,5,0.149,7,0.224,7,0.215,9,0.312,10,0.322
M,Sigurdsson,6.8,6.8,Everton,59,2.512,59,3.044,56,2.654,57,3.401,58,2.936
G,Lössl,4.3,4.3,Everton,0,,0,,0,,0,,0,
D,Coleman,4.8,4.8,Everton,36,1.062,35,1.452,30,1.049,29,1.597,33,1.483
F,Tosun,6.0,6.0,Everton,0,,0,,0,,0,,0,
M,Bernard,5.7,5.7,Everton,11,0.427,18,0.797,23,0.942,23,1.157,22,0.962
D,Digne,6.1,6.2,Everton,77,2.428,72,3.232,69,2.61,69,4.131,68,3.272
D,Keane,5.1,5.1,Everton,81,2.241,80,3.081,78,2.545,76,3.933,78,3.315
G,Pickford,4.8,4.8,Everton,85,3.152,86,3.556,86,3.332,85,4.073,85,3.706
M,André Gomes,5.3,5.3,Everton,68,1.924,65,2.092,64,1.935,64,2.345,64,2.079
M,Iwobi,5.9,5.9,Everton,50,1.867,42,1.825,42,1.704,45,2.221,41,1.773
D,Kenny,4.3,4.3,Everton,0,,0,,0,,0,,0,
M,Gbamin,5.0,5.0,Everton,0,,0,,0,,0,,0,
D,Mina,5.5,5.5,Everton,26,0.747,43,1.725,55,1.849,58,3.103,54,2.342
M,Davies,5.2,5.2,Everton,53,1.594,53,1.806,52,1.661,49,1.908,49,1.686
F,Calvert-Lewin,7.5,7.5,Everton,37,1.864,59,3.497,77,4.017,78,5.124,75,4.131
D,Holgate,4.8,4.8,Everton,75,1.938,67,2.429,66,2.027,68,3.363,69,2.779
F,Richarlison,7.8,7.9,Everton,80,3.535,77,4.239,75,3.748,74,4.694,75,3.958
G,Virgínia,4.3,4.3,Everton,0,,0,,0,,0,,0,
M,Gordon,4.3,4.3,Everton,0,,0,,0,,0,,0,
F,Kean,5.7,5.7,Everton,0,,0,,0,,0,,0,
D,Branthwaite,3.9,3.9,Everton,0,,0,,0,,0,,0,
G,Fabri,3.9,3.9,Fulham,0,0,0,0,1,0.045,0,0,0,0
M,McDonald,4.7,4.7,Fulham,0,0,0,,0,,0,,0,
D,Le Marchand,4.1,4.1,Fulham,0,0,0,,0,,0,,0,
M,Johansen,4.7,4.7,Fulham,0,0,0,,0,,0,,0,
M,Cairney,5.2,5.2,Fulham,0,0,0,,0,,0,,0,
D,Ream,4.2,4.2,Fulham,0,0,3,0.07,3,0.123,4,0.131,4,0.093
M,Knockaert,5.0,5.0,Fulham,0,0,0,,0,,0,,0,
D,Hector,4.1,4.1,Fulham,0,0,2,0.046,3,0.125,5,0.165,4,0.092
D,Christie,4.2,4.2,Fulham,0,0,0,,0,,0,,0,
M,Kebano,4.7,4.7,Fulham,0,0,0,,0,,0,,0,
F,Decordova-Reid,5.3,5.3,Fulham,0,0,61,2.08,54,2.387,53,2.216,53,1.925
D,Bryan,4.5,4.5,Fulham,0,0,4,0.102,4,0.191,6,0.225,6,0.155
G,Bettinelli,4.3,4.3,Fulham,0,0,0,,0,,0,,0,
F,Mitrović,5.5,5.5,Fulham,0,0,52,2.112,46,2.731,45,2.4,44,1.929
D,Mawson,4.3,4.3,Fulham,0,0,0,,0,,0,,0,
G,Rodák,4.3,4.3,Fulham,0,0,0,0,0,0,2,0.081,1,0.036
M,Cavaleiro,5.3,5.3,Fulham,0,0,63,2.379,59,3.179,56,2.701,55,2.195
M,Onomah,4.6,4.6,Fulham,0,0,18,0.605,10,0.419,12,0.46,12,0.416
M,Seri,4.6,4.6,Fulham,0,0,0,,0,,0,,0,
M,Kamara,4.8,4.8,Fulham,0,0,0,,0,,0,,0,
M,Anguissa,4.5,4.5,Fulham,0,0,59,1.748,48,1.832,49,1.691,51,1.57
D,Sessegnon,4.3,4.3,Fulham,0,0,0,,0,,0,,0,
M,Hernández,5.7,5.7,Leeds,4,0.175,5,0.222,4,0.185,4,0.2,4,0.194
G,Casilla,4.2,4.2,Leeds,0,0,0,0,0,0,1,0.041,1,0.039
D,Cooper,4.3,4.3,Leeds,0,0,0,0,62,1.825,60,2.298,60,1.988
D,Douglas,3.8,3.8,Leeds,0,,0,,0,,0,,0,
D,Ayling,4.4,4.4,Leeds,82,2.101,82,2.483,79,2.358,80,3.109,78,2.62
M,Klich,5.2,5.2,Leeds,26,1.04,30,1.213,29,1.216,28,1.276,32,1.399
M,Forshaw,4.8,4.8,Leeds,7,0.225,13,0.422,16,0.522,15,0.512,18,0.598
D,Dallas,5.2,5.1,Leeds,84,2.347,80,2.622,80,2.597,79,3.352,75,2.742
D,Alioski,4.3,4.3,Leeds,71,1.951,70,2.247,68,2.175,66,2.749,69,2.478
F,Bamford,6.5,6.5,Leeds,80,4.577,78,4.524,77,4.728,77,5.193,74,4.854
M,Harrison,5.4,5.4,Leeds,75,2.947,72,2.914,70,2.955,70,3.23,71,3.147
M,Phillips,4.9,4.9,Leeds,81,2.327,78,2.313,78,2.363,79,2.6,78,2.452
M,Costa,5.0,5.0,Leeds,21,0.873,21,0.888,26,1.133,23,1.085,23,1.052
M,Roberts,4.6,4.6,Leeds,50,1.881,49,1.885,47,1.865,47,2.017,49,2.02
M,Grot,4.7,4.7,Leeds,0,,0,,0,,0,,0,
G,Miazek,4.0,4.0,Leeds,0,,0,,0,,0,,0,
M,Poveda-Ocampo,4.2,4.2,Leeds,0,0,1,0.043,1,0.044,1,0.048,1,0.046
M,Shackleton,4.8,4.8,Leeds,13,0.424,14,0.463,13,0.436,12,0.423,12,0.412
D,Struijk,4.0,4.0,Leeds,43,1.106,47,1.422,24,0.718,26,1,29,0.97
M,Stevens,4.3,4.3,Leeds,0,,0,,0,,0,,0,
G,Meslier,4.7,4.7,Leeds,89,3.339,88,3.454,88,3.405,88,3.742,86,3.461
D,Davis,3.8,3.8,Leeds,1,0.025,2,0.058,0,0,2,0.072,1,0.032
D,Casey,3.8,3.8,Leeds,1,0.025,1,0.03,1,0.029,1,0.036,1,0.032
D,Morgan,4.4,4.4,Leicester,0,0,1,0.038,1,0.047,1,0.027,1,0.027
G,Schmeichel,5.4,5.4,Leicester,89,4.462,88,3.788,88,4.274,87,3.28,87,3.264
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0,0,0,0,0
D,Evans,5.5,5.5,Leicester,70,3.588,70,2.694,73,3.586,70,1.818,71,1.825
M,Silva,4.4,4.4,Leicester,0,,0,,0,,0,,0,
M,Albrighton,5.2,5.2,Leicester,30,1.386,29,1.199,31,1.432,27,0.971,27,0.944
M,James,4.3,4.3,Leicester,0,,0,,0,,0,,0,
G,Ward,4.3,4.3,Leicester,0,0,1,0.043,1,0.048,2,0.075,2,0.075
F,Vardy,10.1,10.1,Leicester,79,5.665,80,5.115,79,5.814,78,4.051,76,3.648
M,Praet,5.2,5.2,Leicester,28,1.275,27,1.114,24,1.099,23,0.838,25,0.885
D,Pereira,5.9,5.9,Leicester,65,3.652,63,2.725,67,3.655,61,1.807,63,1.828
D,Amartey,3.9,3.9,Leicester,31,1.599,28,1.107,34,1.694,32,0.878,35,0.95
M,Tielemans,6.4,6.4,Leicester,82,3.762,81,3.278,79,3.65,78,2.68,75,2.504
M,Pérez,6.0,6.0,Leicester,40,2.238,39,1.953,38,2.15,39,1.641,42,1.692
M,Gray,5.1,5.1,Leicester,0,,0,,0,,0,,0,
M,Maddison,7.2,7.2,Leicester,67,3.797,60,3.025,57,3.291,53,2.207,56,2.221
D,Chilwell,5.8,5.8,Chelsea,62,2.951,61,3.507,60,1.665,59,2.764,60,2.906
F,Iheanacho,6.1,5.9,Leicester,65,4.109,62,3.582,62,4.029,61,2.928,58,2.601
M,Choudhury,4.6,4.6,Leicester,8,0.283,6,0.195,9,0.317,6,0.18,8,0.237
M,Barnes,6.6,6.6,Leicester,0,0,22,1.317,32,2.175,48,2.311,47,2.134
M,Ndidi,4.8,4.8,Leicester,82,2.922,79,2.508,80,2.849,78,2.185,75,2.08
D,Benkovic,4.3,4.3,Leicester,0,,0,,0,,0,,0,
D,Söyüncü,5.3,5.3,Leicester,74,3.643,77,2.846,74,3.492,74,1.847,74,1.836
D,Justin,4.8,4.8,Leicester,0,,0,,0,,0,,0,
D,Thomas,4.1,4.1,Leicester,6,0.308,9,0.361,6,0.299,9,0.255,8,0.225
M,Milner,5.3,5.3,Liverpool,48,2.335,52,1.889,50,2.292,52,2.372,52,2.318
D,Tsimikas,4.9,4.9,Liverpool,4,0.231,6,0.207,8,0.416,8,0.429,9,0.467
M,Wijnaldum,5.3,5.3,Liverpool,59,2.566,58,1.985,58,2.402,57,2.366,57,2.316
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,0,0,0,0,0,0
G,Adrián,4.2,4.2,Liverpool,1,0.049,1,0.038,2,0.09,2,0.093,3,0.136
D,Matip,5.4,5.4,Liverpool,0,,0,,0,,0,,0,
M,Shaqiri,6.4,6.4,Liverpool,10,0.534,9,0.374,11,0.56,13,0.658,15,0.74
M,Chamberlain,6.3,6.3,Liverpool,1,0.053,1,0.042,1,0.051,2,0.102,2,0.099
F,Firmino,9.0,9.0,Liverpool,50,3.191,49,2.405,54,3.284,50,2.995,50,2.92
D,van Dijk,6.2,6.2,Liverpool,0,,0,,0,,0,,0,
M,Mané,11.7,11.8,Liverpool,76,6.279,76,4.256,73,5.641,73,5.557,74,5.43
G,Alisson,5.9,5.9,Liverpool,88,4.431,88,3.463,87,4.047,87,4.178,85,4.005
M,Fabinho,5.4,5.4,Liverpool,74,2.621,72,2.013,72,2.416,71,2.4,70,2.343
M,Salah,12.5,12.3,Liverpool,78,7.374,75,4.822,75,6.635,73,6.363,75,6.298
D,Robertson,7.1,7.1,Liverpool,84,5.17,82,2.867,80,4.373,81,4.588,80,4.371
F,Origi,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Harry Wilson,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Minamino,6.0,6.0,Southampton,0,0,25,1.032,25,0.931,26,1.163,25,1.147
D,Alexander-Arnold,7.4,7.3,Liverpool,84,5.693,84,3.205,81,4.87,81,5.031,81,4.845
D,Gomez,5.2,5.2,Liverpool,0,,0,,0,,0,,0,
M,Keita,5.2,5.2,Liverpool,17,0.835,18,0.682,21,0.978,17,0.789,20,0.908
F,Brewster,4.3,4.3,Sheffield Utd,42,1.748,44,1.704,38,1.791,40,1.612,40,1.816
M,Jones,4.4,4.4,Liverpool,19,0.955,21,0.821,18,0.861,23,1.092,23,1.069
D,Neco Williams,3.8,3.8,Liverpool,3,0.151,3,0.091,5,0.227,5,0.236,5,0.228
M,Elliott,4.3,4.3,Liverpool,0,,0,,0,,0,,0,
D,Fernandinho,5.4,5.4,Man City,0,0,29,1.667,32,1.374,30,1.705,30,1.454
G,Bravo,4.5,4.5,Man City,0,0,0,,0,,0,,0,
F,Agüero,10.3,10.3,Man City,0,0,21,1.7,26,1.725,26,2.167,26,1.852
D,Otamendi,4.9,4.9,Man City,0,0,0,,0,,0,,0,
D,Walker,6.1,6.1,Man City,0,0,27,1.549,34,1.478,31,1.756,30,1.465
M,Gündogan,5.8,5.9,Man City,0,0,57,3.231,52,2.447,53,3.072,53,2.685
M,De Bruyne,12.0,12.0,Man City,0,0,56,4.528,62,3.99,60,4.989,59,4.139
D,Stones,5.2,5.2,Man City,0,0,61,3.47,62,2.67,64,3.576,60,2.91
D,Mendy,5.9,5.9,Man City,0,0,39,2.278,38,1.66,41,2.363,37,1.825
M,Mahrez,8.1,8.1,Man City,0,0,43,3.195,43,2.604,44,3.357,40,2.619
M,Sterling,11.2,11.2,Man City,0,0,58,4.482,55,3.414,57,4.539,58,3.9
D,Cancelo,5.9,6.0,Man City,0,0,67,4.167,64,2.951,62,3.815,66,3.443
G,Ederson,6.1,6.1,Man City,0,0,88,4.651,87,3.877,86,4.459,86,4.088
D,Aké,5.4,5.4,Man City,0,0,12,0.722,12,0.55,13,0.776,16,0.822
D,Laporte,6.0,6.0,Man City,0,0,37,2.085,38,1.616,35,1.941,38,1.818
M,Bernardo Silva,7.4,7.4,Man City,0,0,60,3.203,59,2.627,58,3.158,59,2.812
F,Jesus,9.2,9.2,Man City,0,0,65,4.53,63,3.634,61,4.427,63,3.901
D,Zinchenko,5.5,5.5,Man City,0,0,44,2.653,41,1.874,42,2.5,42,2.154
M,Foden,6.0,6.0,Man City,0,0,44,3.181,39,2.314,44,3.265,39,2.493
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,0,0,60,2.572,60,2.186,59,2.55,59,2.293
M,Torres,6.9,6.9,Man City,0,0,36,2.439,37,2.055,35,2.443,37,2.212
D,Garcia,4.7,4.7,Man City,0,0,0,0,0,0,1,0.053,0,0
G,Romero,4.9,4.9,Man Utd,0,,0,,0,,0,,0,
M,Mata,5.8,5.8,Man Utd,5,0.226,5,0.207,7,0.311,5,0.218,6,0.282
G,de Gea,5.3,5.3,Man Utd,39,1.553,42,1.581,42,1.733,38,1.579,41,1.89
D,Smalling,4.9,4.9,Man Utd,0,,0,,0,,0,,0,
F,Ighalo,6.1,6.1,Man Utd,0,,0,,0,,0,,0,
D,Rojo,4.8,4.8,Man Utd,0,,0,,0,,0,,0,
M,Matic,4.7,4.7,Man Utd,3,0.101,4,0.128,4,0.135,5,0.167,7,0.249
M,Pogba,7.6,7.6,Man Utd,62,2.978,63,2.658,64,3.019,63,2.876,61,3.094
D,Jones,4.8,4.8,Man Utd,0,,0,,0,,0,,0,
D,Maguire,5.5,5.5,Man Utd,85,2.993,83,2.433,83,3.152,81,3.101,81,3.816
