Pos,ID,Name,BV,SV,Team,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts
M,17,Ødegaard,7.9,7.9,Arsenal,0.00,32.70,77.55,77.55,77.55,77.55,0.00,1.78,4.42,3.81,4.52,4.03
M,18,Madueke,6.8,6.8,Arsenal,0.00,0.00,21.00,21.00,21.00,21.00,0.00,0.00,1.29,1.14,1.35,1.15
M,19,Martinelli,6.9,6.9,Arsenal,0.00,12.15,12.15,12.15,12.15,12.15,0.00,0.75,0.79,0.69,0.82,0.71
M,20,Trossard,6.9,6.9,Arsenal,78.45,72.00,28.65,28.65,28.65,28.65,5.19,4.25,1.83,1.58,1.90,1.64
M,21,Rice,6.7,6.7,Arsenal,78.15,78.15,78.15,78.15,78.15,78.15,4.13,3.87,4.10,3.69,4.14,3.77
M,22,Merino,5.9,5.9,Arsenal,41.10,37.80,20.40,20.40,20.40,20.40,2.27,1.96,1.12,1.00,1.16,1.03
M,24,Nørgaard,5.2,5.2,Arsenal,5.70,5.70,5.70,5.70,5.70,5.70,0.23,0.23,0.23,0.22,0.24,0.22
M,25,Nwaneri,5.2,5.2,Arsenal,9.45,9.45,9.45,9.45,9.45,9.45,0.53,0.50,0.52,0.46,0.54,0.48
M,26,Zubimendi,5.5,5.5,Arsenal,83.10,82.50,80.25,80.25,80.25,80.25,3.39,3.17,3.48,3.14,3.46,3.21
M,27,Nelson,4.8,4.8,Brentford,3.45,3.45,3.45,3.45,0.00,3.45,0.16,0.17,0.16,0.20,0.00,0.17
F,30,Havertz,7.3,7.3,Arsenal,0.00,0.00,24.75,24.75,24.75,24.75,0.00,0.00,1.58,1.34,1.61,1.38
F,31,G.Jesus,6.4,6.4,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,32,Martinez,5.0,5.0,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,2.34,3.40,3.11,3.80,2.78,2.63
G,33,M.Bizot,4.3,4.3,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.03,0.04,0.03,0.03
D,36,Cash,4.6,4.6,Aston Villa,83.10,83.10,83.10,83.10,83.10,83.10,2.22,3.54,3.40,4.25,2.89,2.84
D,37,Digne,4.5,4.5,Aston Villa,78.45,78.45,78.45,78.45,78.45,78.45,2.24,3.57,3.31,4.34,2.82,2.61
D,38,Konsa,4.4,4.4,Aston Villa,83.85,83.85,83.85,83.85,83.85,83.85,1.94,3.24,3.21,4.16,3.11,2.83
D,39,Maatsen,4.3,4.3,Aston Villa,14.70,14.70,14.70,14.70,14.70,14.70,0.52,0.61,0.58,0.67,0.56,0.53
D,40,Mings,4.4,4.4,Aston Villa,21.45,21.45,21.45,21.45,21.45,21.45,0.66,0.92,0.94,1.15,0.92,0.87
D,41,Pau,4.3,4.3,Aston Villa,69.00,69.00,69.00,69.00,69.00,69.00,1.82,2.85,2.82,3.65,2.81,2.57
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,25.50,25.50,18.45,18.45,18.45,18.45,0.74,1.01,0.70,0.81,0.69,0.65
D,45,Sousa,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
M,47,Rogers,6.8,6.8,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,3.45,4.03,3.69,4.39,3.64,3.20
M,48,Tielemans,5.9,5.9,Aston Villa,0.00,0.00,81.90,81.90,81.90,81.90,0.00,0.00,3.54,4.29,3.69,3.46
M,50,Buendía,5.3,5.3,Aston Villa,0.00,37.80,34.50,34.50,34.50,34.50,0.00,1.94,1.64,1.92,1.60,1.45
M,52,J.Ramsey,5.3,5.3,Newcastle,16.50,16.50,16.50,16.50,16.50,16.50,0.86,0.78,0.72,0.75,0.83,0.89
M,53,Malen,5.1,5.1,Aston Villa,53.70,50.40,40.50,40.50,40.50,40.50,2.55,2.95,2.13,2.58,2.11,1.88
M,54,McGinn,5.4,5.4,Aston Villa,73.20,73.20,74.40,74.40,74.40,74.40,2.69,3.15,2.92,3.42,2.93,2.69
M,55,Barkley,4.8,4.8,Aston Villa,16.95,16.95,16.95,16.95,16.95,16.95,0.72,0.79,0.74,0.85,0.75,0.70
M,58,Kamara,4.9,4.9,Aston Villa,75.75,75.75,68.40,68.40,68.40,68.40,2.61,2.74,2.42,2.85,2.58,2.54
M,59,Onana,4.8,4.8,Aston Villa,67.20,67.20,27.60,27.60,27.60,27.60,2.62,2.76,1.09,1.27,1.13,1.10
M,60,Broggio,4.5,4.5,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.02,0.01,0.01
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.4,4.4,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.02,0.01,0.01
F,64,Watkins,8.5,8.5,Aston Villa,80.10,80.10,80.10,80.10,80.10,80.10,3.65,4.25,3.85,4.76,3.81,3.39
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,2.49,3.25,3.88,3.71,3.82,3.54
G,68,Dennis,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.04,0.03,0.03,0.03
G,69,McKenna,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,5.0,5.0,Bournemouth,85.95,85.95,85.95,85.95,85.95,85.95,3.11,3.96,4.64,4.29,4.55,3.58
D,73,Smith,4.4,4.4,Bournemouth,14.85,14.85,14.85,14.85,14.85,14.85,0.43,0.48,0.56,0.52,0.53,0.49
D,74,Truffert,4.5,4.5,Bournemouth,84.75,84.75,84.75,84.75,84.75,84.75,2.46,3.32,4.54,3.96,4.06,3.18
D,75,Akinmboni,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.0,4.0,Bournemouth,28.35,28.35,28.35,28.35,28.35,28.35,1.04,1.17,1.40,1.27,1.31,1.17
D,78,J.Araujo,3.9,3.9,Bournemouth,7.20,7.20,7.20,7.20,7.20,7.20,0.23,0.25,0.28,0.26,0.27,0.26
D,80,Soler,4.0,4.0,Bournemouth,7.65,7.65,7.65,7.65,7.65,7.65,0.26,0.30,0.36,0.33,0.34,0.31
M,81,Kluivert,7.0,7.0,Bournemouth,62.10,62.10,62.10,62.10,62.10,62.10,2.79,3.15,4.05,3.43,3.59,3.42
M,82,Semenyo,8.1,8.1,Bournemouth,86.10,86.10,86.10,86.10,86.10,86.10,3.85,4.28,5.30,4.75,4.80,4.48
M,83,O.Dango,6.0,6.0,Brentford,62.70,62.70,62.70,62.70,74.40,62.70,3.16,3.26,3.12,3.86,2.99,3.16
M,84,Tavernier,5.5,5.5,Bournemouth,64.95,64.95,64.95,64.95,64.95,64.95,2.72,2.97,3.54,3.35,3.30,3.05
M,85,Adams,5.0,5.0,Bournemouth,81.45,81.45,81.45,81.45,81.45,81.45,2.73,3.38,3.71,3.66,3.62,2.98
M,86,Brooks,5.0,5.0,Bournemouth,39.30,39.30,39.30,39.30,39.30,39.30,1.50,1.66,2.04,1.78,1.84,1.77
M,87,Christie,5.0,5.0,Bournemouth,21.15,21.15,21.15,21.15,21.15,21.15,0.84,0.99,1.12,1.06,1.06,0.94
M,88,Cook,4.9,4.9,Bournemouth,13.35,13.35,13.35,13.35,13.35,13.35,0.47,0.52,0.59,0.56,0.56,0.51
M,90,Scott,5.0,5.0,Bournemouth,68.40,68.40,68.40,68.40,68.40,68.40,2.35,2.81,3.27,3.11,3.07,2.66
F,97,Evanilson,7.0,7.0,Bournemouth,38.40,80.70,80.70,80.70,80.70,80.70,1.64,3.62,4.51,3.86,4.07,3.93
F,98,Enes Ünal,5.4,5.4,Bournemouth,5.40,5.40,5.40,5.40,5.40,5.40,0.25,0.28,0.34,0.30,0.31,0.30
F,100,Kroupi.Jr,4.6,4.6,Bournemouth,55.65,16.20,16.20,16.20,16.20,16.20,2.30,0.82,1.01,0.87,0.89,0.88
G,101,Kelleher,4.5,4.5,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,3.03,3.27,3.06,4.26,2.56,3.15
G,102,Balcombe,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,103,Cox,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.9,3.9,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.02,0.03
D,106,Collins,4.9,4.9,Brentford,88.95,88.95,88.95,88.95,88.95,88.95,3.58,3.47,3.24,4.29,3.12,3.17
D,107,Lewis-Potter,4.9,4.9,Brentford,37.20,28.65,28.65,28.65,28.65,28.65,1.26,1.06,1.01,1.40,0.96,1.02
D,108,Ajer,4.4,4.4,Brentford,69.45,62.55,62.55,62.55,62.55,62.55,2.18,2.21,2.05,3.12,1.59,2.12
D,109,Henry,4.4,4.4,Brentford,12.30,12.30,12.30,12.30,12.30,12.30,0.44,0.45,0.44,0.54,0.41,0.44
D,110,Kayode,4.5,4.5,Brentford,82.65,82.65,82.65,82.65,82.65,82.65,2.38,2.70,2.52,3.88,2.07,2.59
D,111,Pinnock,4.3,4.3,Brentford,10.20,10.20,10.20,10.20,10.20,10.20,0.42,0.41,0.39,0.45,0.40,0.39
D,113,Van den Berg,4.5,4.5,Brentford,85.20,85.20,85.20,85.20,85.20,85.20,3.29,3.23,3.00,4.04,2.89,3.00
D,114,Arthur,3.9,3.9,Brentford,0.00,0.60,0.60,0.60,0.60,0.60,0.00,0.02,0.02,0.02,0.02,0.02
D,116,Hickey,4.0,4.0,Brentford,19.80,35.70,35.70,35.70,35.70,35.70,0.66,1.22,1.14,1.77,0.84,1.18
M,119,Mbeumo,8.3,8.3,Man Utd,85.35,85.35,85.35,85.35,85.35,85.35,4.63,4.26,4.76,4.18,5.49,4.71
M,120,Schade,7.0,7.0,Brentford,83.55,83.55,83.55,83.55,75.75,83.55,3.85,4.01,3.77,4.82,2.93,3.83
M,121,Damsgaard,5.8,5.8,Brentford,76.05,76.05,76.05,76.05,76.05,76.05,3.42,3.51,3.30,4.04,3.32,3.25
M,122,Milambo,5.3,5.3,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,123,Carvalho,4.9,4.9,Brentford,6.45,6.45,6.45,6.45,21.30,6.45,0.35,0.35,0.35,0.42,0.96,0.35
M,124,Henderson,5.0,5.0,Brentford,76.20,76.20,76.20,76.20,76.20,76.20,2.80,2.78,2.57,2.90,2.61,2.60
M,125,Janelt,4.9,4.9,Brentford,29.25,23.25,23.25,23.25,23.25,23.25,1.12,0.89,0.86,0.94,0.83,0.85
M,126,Jensen,4.9,4.9,Brentford,15.75,15.75,15.75,15.75,15.75,15.75,0.66,0.65,0.62,0.72,0.60,0.63
M,127,Nunes,4.9,4.9,Brentford,8.85,8.85,8.85,8.85,8.85,8.85,0.39,0.39,0.39,0.44,0.34,0.38
M,128,Onyeka,4.9,4.9,Brentford,10.05,10.05,10.05,10.05,10.05,10.05,0.38,0.38,0.37,0.41,0.35,0.37
M,129,Yarmoliuk,5.0,5.0,Brentford,76.05,83.25,83.25,83.25,83.25,83.25,2.92,3.19,2.98,3.30,2.94,2.79
M,130,Donovan,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,131,Konak,4.4,4.4,Brentford,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.04,0.04,0.05,0.04,0.04
M,132,Maghoma,4.5,4.5,Brentford,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.04,0.04,0.05,0.04,0.04
M,133,Peart-Harris,4.4,4.4,Brentford,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.03,0.03,0.04,0.02,0.03
F,135,Wissa,7.4,7.4,Newcastle,0.00,0.00,12.45,22.35,40.80,40.80,0.00,0.00,0.70,1.26,2.55,2.78
F,136,Thiago,6.2,6.2,Brentford,81.30,81.30,81.30,81.30,81.30,81.30,4.07,4.11,4.03,5.16,3.11,4.03
F,137,Morgan,4.4,4.4,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,138,Steele,4.3,4.3,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.04,0.03,0.04,0.04
G,139,Verbruggen,4.4,4.4,Brighton,89.10,89.10,89.10,89.10,89.10,89.10,3.39,2.75,3.40,3.08,3.26,3.55
G,140,McGill,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.3,4.3,Brighton,3.60,3.60,3.60,3.60,3.60,3.60,0.15,0.14,0.14,0.14,0.14,0.15
D,144,Coppola,4.3,4.3,Brighton,6.00,6.00,6.00,6.00,6.00,6.00,0.23,0.21,0.22,0.21,0.22,0.23
D,145,De Cuyper,4.4,4.4,Brighton,77.85,28.50,28.50,28.50,28.50,28.50,3.68,1.06,1.28,1.14,1.23,1.40
D,146,Dunk,4.5,4.5,Brighton,85.80,85.80,85.80,85.80,85.80,85.80,3.70,3.17,3.42,3.07,3.30,3.90
D,148,F.Kadıoğlu,4.4,4.4,Brighton,77.85,77.85,77.85,77.85,77.85,77.85,3.44,2.58,3.33,2.84,3.08,3.64
D,149,Igor,4.5,4.5,West Ham,11.10,11.10,11.10,11.10,8.10,0.00,0.36,0.47,0.40,0.37,0.27,0.00
D,151,Van Hecke,4.4,4.4,Brighton,86.70,86.70,86.70,86.70,86.70,86.70,4.19,3.72,3.89,3.47,3.69,4.31
D,152,Veltman,4.4,4.4,Brighton,9.60,47.40,47.40,47.40,47.40,47.40,0.48,1.88,2.19,1.96,2.01,2.19
D,153,Webster,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,156,Tasker,3.9,3.9,Brighton,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
M,157,Mitoma,6.2,6.2,Brighton,10.65,80.10,80.10,80.10,80.10,80.10,0.60,3.72,4.36,3.89,4.15,4.64
M,158,Georginio,5.7,5.7,Brighton,71.70,71.70,71.70,71.70,71.70,71.70,4.03,3.44,4.06,3.63,3.81,4.34
M,159,March,5.8,5.8,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,160,Minteh,6.0,6.0,Brighton,81.60,81.60,81.60,81.60,81.60,81.60,4.30,3.58,4.28,3.80,4.10,4.52
M,162,Gruda,5.4,5.4,Brighton,23.10,35.70,35.70,35.70,35.70,35.70,1.32,1.72,2.01,1.81,1.94,2.14
M,163,Hinshelwood,5.1,5.1,Brighton,0.00,0.00,26.55,26.55,26.55,26.55,0.00,0.00,1.07,1.01,1.06,1.09
M,166,Ayari,4.9,4.9,Brighton,80.70,80.70,80.70,80.70,80.70,80.70,3.64,3.31,3.70,3.24,3.44,3.65
M,167,Baleba,4.7,4.7,Brighton,63.90,63.90,63.90,63.90,63.90,63.90,3.02,2.78,3.01,2.69,2.88,2.93
M,168,Buonanotte,4.7,4.7,Chelsea,4.95,4.95,4.95,4.95,4.95,4.95,0.25,0.29,0.27,0.23,0.24,0.24
M,169,Gomez,4.9,4.9,Brighton,62.10,37.50,37.50,37.50,37.50,37.50,2.98,1.68,1.82,1.71,1.74,1.91
M,170,Milner,5.0,5.0,Brighton,10.35,27.75,12.75,12.75,12.75,12.75,0.45,1.12,0.57,0.52,0.54,0.57
M,172,Watson,4.9,4.9,Brighton,14.10,2.70,2.70,2.70,2.70,2.70,0.74,0.13,0.15,0.13,0.14,0.15
M,173,Wieffer,4.9,4.9,Brighton,82.80,57.30,51.45,51.45,51.45,51.45,3.80,2.22,2.19,2.17,2.23,2.21
M,175,Knight,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,178,Welbeck,6.4,6.4,Brighton,77.10,64.95,64.95,64.95,64.95,64.95,4.59,3.26,3.89,3.42,3.68,4.22
F,180,Tzimas,5.3,5.3,Brighton,9.15,9.15,9.15,9.15,9.15,9.15,0.58,0.49,0.56,0.51,0.55,0.61
F,181,Kostoulas,4.8,4.8,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.06,0.05,0.06,0.05,0.06,0.06
G,182,Trafford,4.7,4.7,Man City,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.04,0.04
G,183,Weiss,4.4,4.4,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.03,0.03,0.03,0.02
G,185,Hladký,4.0,4.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.4,4.4,Burnley,6.30,6.30,6.30,6.30,6.30,6.30,0.19,0.23,0.22,0.22,0.23,0.20
D,187,Walker,4.4,4.4,Burnley,84.90,84.90,84.90,84.90,84.90,84.90,2.07,2.68,2.61,2.46,2.93,2.71
D,188,Delcroix,3.9,3.9,Burnley,2.40,2.40,2.40,2.40,2.40,2.40,0.08,0.08,0.08,0.08,0.08,0.08
D,190,Ekdal,4.0,4.0,Burnley,10.20,10.20,10.20,10.20,10.20,10.20,0.35,0.40,0.36,0.37,0.43,0.40
D,191,Estève,4.0,4.0,Burnley,87.45,87.45,87.45,87.45,87.45,87.45,2.54,3.31,2.80,2.94,3.76,3.15
D,192,Hartman,4.0,4.0,Burnley,85.20,85.20,85.20,85.20,85.20,85.20,3.03,3.00,2.58,2.61,3.19,2.89
D,193,Humphreys,4.0,4.0,Burnley,8.40,8.40,8.40,8.40,8.40,8.40,0.27,0.28,0.27,0.27,0.28,0.27
D,194,Jordan,4.0,4.0,Burnley,1.50,1.50,1.50,1.50,1.50,1.50,0.05,0.05,0.05,0.05,0.05,0.05
D,195,Lucas Pires,3.9,3.9,Burnley,4.50,4.50,4.50,4.50,4.50,4.50,0.15,0.16,0.15,0.15,0.16,0.15
D,197,Sonne,3.9,3.9,Burnley,4.35,4.35,4.35,4.35,4.35,4.35,0.14,0.17,0.16,0.16,0.17,0.15
D,198,Tuanzebe,3.9,3.9,Burnley,84.45,84.45,84.45,84.45,84.45,84.45,2.38,3.10,2.68,2.76,3.51,2.96
D,199,Worrall,3.9,3.9,Burnley,4.80,4.80,4.80,4.80,4.80,4.80,0.16,0.17,0.16,0.17,0.18,0.17
M,200,Anthony,5.7,5.7,Burnley,81.15,81.15,81.15,81.15,81.15,81.15,2.95,3.85,3.78,3.58,3.98,3.64
M,202,Bruun Larsen,5.3,5.3,Burnley,57.60,57.60,57.60,57.60,57.60,57.60,2.25,2.86,2.73,2.67,2.85,2.47
M,203,Boateng,4.8,4.8,Burnley,1.35,1.35,1.35,1.35,1.35,1.35,0.05,0.06,0.06,0.06,0.06,0.05
M,205,Cullen,5.0,5.0,Burnley,83.85,83.85,83.85,83.85,83.85,83.85,2.81,3.00,3.23,2.85,3.60,3.61
M,206,Edwards,4.7,4.7,Burnley,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.07,0.07,0.07,0.07,0.07
M,207,Hannibal,4.9,4.9,Burnley,15.45,15.45,15.45,15.45,15.45,15.45,0.56,0.63,0.61,0.60,0.61,0.58
M,209,Laurent,4.9,4.9,Burnley,38.55,38.55,38.55,38.55,38.55,38.55,1.28,1.40,1.41,1.33,1.57,1.56
M,210,Tchaouna,4.9,4.9,Burnley,24.75,24.75,24.75,24.75,24.75,24.75,0.90,1.09,1.05,1.04,1.09,0.97
M,213,Banel,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,214,Trésor,4.4,4.4,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,215,Flemming,5.3,5.3,Burnley,34.50,34.50,34.50,34.50,34.50,34.50,1.35,1.67,1.60,1.59,1.65,1.41
F,216,Amdouni,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,5.0,5.0,Burnley,59.10,59.10,59.10,59.10,59.10,59.10,2.10,2.63,2.53,2.46,2.67,2.28
F,218,Barnes,4.3,4.3,Burnley,2.85,2.85,2.85,2.85,2.85,2.85,0.11,0.14,0.13,0.13,0.13,0.12
G,220,Sánchez,4.8,4.8,Chelsea,89.10,89.10,89.10,89.10,89.10,89.10,2.98,3.85,3.69,2.70,3.16,3.07
G,221,Jörgensen,4.4,4.4,Chelsea,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.04,0.03,0.03,0.03,0.03
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.1,6.1,Chelsea,82.20,82.20,82.20,82.20,82.20,82.20,3.26,4.58,3.92,2.84,3.42,3.06
D,225,James,5.5,5.5,Chelsea,76.65,76.65,73.20,73.20,76.05,76.05,3.07,4.25,3.58,2.41,3.22,2.92
D,226,Chalobah,5.1,5.1,Chelsea,80.70,80.70,80.70,80.70,80.70,80.70,3.38,5.01,3.98,3.00,3.73,3.32
D,227,Colwill,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,4.9,4.9,Chelsea,62.25,62.25,58.95,58.95,52.65,52.65,2.34,3.14,2.69,1.87,2.08,1.87
D,229,B.Badiashile,4.4,4.4,Chelsea,0.00,0.00,0.00,0.00,9.45,9.45,0.00,0.00,0.00,0.00,0.38,0.36
D,230,Fofana,4.4,4.4,Chelsea,39.90,39.90,39.90,39.90,19.95,19.95,1.44,2.12,1.75,1.28,0.78,0.72
D,232,Tosin,4.3,4.3,Chelsea,48.15,48.15,48.15,48.15,48.15,48.15,2.06,2.92,2.33,1.86,2.21,2.01
D,233,Acheampong,3.9,3.9,Chelsea,61.05,61.05,61.05,61.05,29.25,29.25,2.49,3.20,2.79,2.15,1.26,1.16
M,235,Palmer,10.3,10.3,Chelsea,0.00,0.00,10.80,10.80,77.55,77.55,0.00,0.00,0.80,0.63,4.90,4.81
M,236,Neto,7.0,7.0,Chelsea,76.05,76.05,76.05,76.05,76.05,76.05,3.50,4.20,3.84,3.11,3.34,3.24
M,237,Enzo,6.7,6.7,Chelsea,84.90,84.90,84.90,84.90,84.90,84.90,4.35,5.32,4.69,3.79,3.99,3.76
M,238,Estêvão,6.5,6.5,Chelsea,34.20,40.80,43.95,43.95,27.60,27.60,1.67,2.31,2.29,2.00,1.32,1.27
M,239,Gittens,6.1,6.1,Chelsea,16.80,16.80,16.80,16.80,13.05,13.05,0.82,0.98,0.91,0.73,0.62,0.61
M,241,Caicedo,5.9,5.9,Chelsea,84.90,84.90,84.90,84.90,84.90,84.90,3.36,4.03,3.67,3.44,3.58,3.43
M,242,Dewsbury-Hall,4.9,4.9,Everton,81.90,81.90,81.90,81.90,81.90,81.90,3.57,3.70,3.31,3.39,3.28,3.81
M,243,George,4.9,4.9,Chelsea,5.25,5.25,5.25,5.25,5.25,5.25,0.27,0.31,0.29,0.24,0.26,0.25
M,244,Lavia,4.9,4.9,Chelsea,9.30,9.30,9.30,9.30,9.30,9.30,0.32,0.35,0.33,0.32,0.32,0.32
M,245,Mudryk,5.0,5.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,24.60,28.05,24.60,24.60,17.70,17.70,1.04,1.42,1.14,1.00,0.75,0.73
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.4,7.4,Chelsea,80.70,77.85,77.85,77.85,75.00,75.00,4.19,4.97,4.51,3.62,3.73,3.63
F,250,Delap,6.2,6.2,Chelsea,0.00,25.80,25.80,25.80,25.80,25.80,0.00,1.69,1.53,1.26,1.34,1.34
F,252,Marc Guiu,4.2,4.2,Chelsea,41.70,14.85,14.85,14.85,14.85,14.85,2.14,0.96,0.89,0.73,0.79,0.79
G,253,Henderson,5.0,5.0,Crystal Palace,89.10,89.10,89.10,89.10,89.10,89.10,3.58,3.28,3.58,3.28,3.78,3.37
G,254,Benitez,4.0,4.0,Crystal Palace,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.04,0.03
G,255,Matthews,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
