Pos,ID,Name,BV,SV,Team,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,32_Pts,33_Pts,34_Pts,35_Pts,36_Pts,37_Pts,38_Pts
D,40,Mings,4.3,4.3,Aston Villa,54.00,54.00,54.00,54.00,54.00,54.00,54.00,2.08,2.56,2.01,2.38,2.50,1.88,1.43
D,41,Pau,4.3,4.3,Aston Villa,37.50,37.50,37.50,37.50,37.50,37.50,37.50,1.46,1.78,1.41,1.65,1.69,1.30,1.03
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.56,0.64,0.57,0.61,0.63,0.55,0.48
M,47,Rogers,7.4,7.4,Aston Villa,87.00,87.00,87.00,87.00,87.00,87.00,87.00,3.83,4.58,3.89,4.54,4.57,3.87,3.25
M,48,Tielemans,5.9,5.9,Aston Villa,79.80,79.80,79.80,79.80,79.80,79.80,79.80,3.65,4.01,3.59,4.10,4.02,3.62,3.28
M,49,Bailey,5.5,5.5,Aston Villa,18.00,6.60,6.60,6.60,6.60,6.60,6.60,0.85,0.36,0.32,0.36,0.35,0.32,0.28
M,50,Buendía,5.3,5.3,Aston Villa,55.65,45.00,45.00,45.00,45.00,45.00,45.00,2.90,2.67,2.35,2.68,2.68,2.36,2.07
M,52,J.Ramsey,5.3,5.3,Newcastle,38.70,38.70,38.70,38.70,38.70,38.70,38.70,1.70,1.85,1.40,1.76,1.66,1.83,1.66
M,54,McGinn,5.3,5.3,Aston Villa,75.45,75.45,75.45,75.45,75.45,75.45,75.45,3.14,3.60,3.15,3.52,3.59,3.12,2.70
M,55,Barkley,4.8,4.8,Aston Villa,35.40,18.75,18.75,18.75,18.75,18.75,18.75,1.70,0.98,0.90,0.98,0.99,0.89,0.81
M,58,Kamara,4.9,4.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,59,Onana,4.8,4.8,Aston Villa,70.80,70.80,70.80,70.80,70.80,70.80,70.80,2.99,3.02,2.78,3.15,3.10,2.85,2.70
F,64,Watkins,8.5,8.5,Aston Villa,74.70,74.70,74.70,74.70,74.70,74.70,74.70,3.76,4.52,3.89,4.51,4.44,3.97,3.32
G,67,Petrović,4.6,4.6,Bournemouth,89.10,178.20,0.00,89.10,89.10,89.10,89.10,2.43,5.86,0.00,3.42,2.75,2.56,3.15
G,69,McKenna,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,5.1,5.1,Bournemouth,87.45,174.90,0.00,87.45,87.45,87.45,87.45,3.18,7.89,0.00,4.57,3.76,2.98,3.87
D,73,Smith,4.4,4.4,Bournemouth,22.20,44.40,0.00,22.20,22.20,22.20,22.20,0.64,1.55,0.00,0.88,0.74,0.67,0.79
D,74,Truffert,4.7,4.7,Bournemouth,87.45,174.90,0.00,87.45,87.45,87.45,87.45,2.70,6.95,0.00,4.13,3.32,2.58,3.43
D,75,Akinmboni,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.2,4.2,Bournemouth,87.45,174.90,0.00,87.45,87.45,87.45,87.45,3.34,8.14,0.00,4.70,3.87,3.13,4.01
D,80,Soler,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,81,Kluivert,6.9,6.9,Bournemouth,0.00,0.00,0.00,39.90,39.90,39.90,39.90,0.00,0.00,0.00,2.41,2.14,1.97,2.09
M,82,Semenyo,8.2,8.2,Man City,77.10,154.20,0.00,77.10,158.70,77.10,77.10,4.01,9.09,0.00,4.23,10.02,4.54,4.66
M,83,O.Dango,6.0,6.0,Brentford,75.45,75.45,75.45,75.45,75.45,75.45,75.45,4.03,4.12,3.51,4.32,3.26,4.20,3.42
M,84,Tavernier,5.4,5.4,Bournemouth,80.40,160.80,0.00,80.40,80.40,80.40,80.40,3.41,8.54,0.00,4.48,4.04,3.81,4.03
M,85,Adams,4.9,4.9,Bournemouth,70.80,134.40,0.00,67.20,67.20,67.20,67.20,2.47,5.20,0.00,2.64,2.51,2.52,2.69
M,86,Brooks,5.0,5.0,Bournemouth,24.60,52.50,0.00,21.45,21.45,21.45,21.45,1.05,2.77,0.00,1.20,1.12,1.04,1.08
M,87,Christie,4.9,4.9,Bournemouth,31.35,49.50,0.00,24.75,24.75,24.75,24.75,1.24,2.21,0.00,1.15,1.07,1.04,1.08
M,88,Cook,4.9,4.9,Bournemouth,0.00,19.80,0.00,9.90,9.90,9.90,9.90,0.00,0.87,0.00,0.45,0.43,0.41,0.43
M,90,Scott,5.0,5.0,Bournemouth,83.25,166.50,0.00,83.25,83.25,83.25,83.25,3.48,8.02,0.00,4.14,3.87,3.75,4.06
F,97,Evanilson,6.8,6.8,Bournemouth,70.65,128.85,0.00,70.65,70.65,70.65,70.65,2.86,6.55,0.00,3.69,3.41,3.16,3.30
F,98,Enes Ünal,5.4,5.4,Bournemouth,12.00,32.70,0.00,12.00,12.00,12.00,12.00,0.57,1.82,0.00,0.68,0.65,0.60,0.64
F,100,Kroupi.Jr,4.7,4.7,Bournemouth,49.35,105.00,0.00,36.45,36.45,36.45,36.45,2.09,5.52,0.00,2.12,1.95,1.83,1.88
G,101,Kelleher,4.8,4.8,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.59,3.36,2.88,3.56,2.59,3.76,2.53
G,102,Balcombe,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.8,3.8,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.04,0.03
D,106,Collins,4.9,4.9,Brentford,72.90,72.90,72.90,72.90,72.90,72.90,72.90,3.59,3.25,2.70,3.43,2.19,3.69,2.65
D,107,Lewis-Potter,4.8,4.8,Brentford,75.75,66.15,66.15,66.15,66.15,66.15,66.15,4.11,3.44,2.45,3.73,2.06,3.67,2.34
D,108,Ajer,4.4,4.4,Brentford,67.35,46.95,46.95,46.95,46.95,46.95,46.95,3.17,2.00,1.68,2.15,1.36,2.26,1.65
D,109,Henry,4.3,4.3,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,110,Kayode,4.6,4.6,Brentford,85.35,85.35,85.35,85.35,85.35,85.35,85.35,3.79,3.48,2.54,3.79,2.03,3.90,2.46
D,111,Pinnock,4.2,4.2,Brentford,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.53,0.49,0.43,0.51,0.38,0.53,0.43
D,113,Van den Berg,4.6,4.6,Brentford,80.70,80.70,80.70,80.70,80.70,80.70,80.70,3.90,3.53,2.88,3.72,2.32,4.00,2.83
D,116,Hickey,4.0,4.0,Brentford,7.65,31.50,31.50,31.50,31.50,31.50,31.50,0.32,1.30,1.02,1.39,0.87,1.41,0.99
M,119,Mbeumo,8.6,8.6,Man Utd,69.60,69.60,69.60,69.60,69.60,69.60,69.60,4.52,3.74,4.42,4.05,4.24,4.34,3.94
M,120,Schade,7.0,7.0,Brentford,78.45,78.45,78.45,78.45,78.45,78.45,78.45,4.12,4.25,3.43,4.48,3.15,4.28,3.43
M,121,Damsgaard,5.6,5.6,Brentford,72.90,63.45,63.45,63.45,63.45,63.45,63.45,3.76,3.24,2.88,3.36,2.70,3.31,2.84
M,122,Milambo,5.2,5.2,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,123,Carvalho,4.6,4.6,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,124,Henderson,5.0,5.0,Brentford,71.55,54.00,54.00,54.00,54.00,54.00,54.00,2.70,2.03,1.89,2.08,1.83,2.03,1.87
M,125,Janelt,4.9,4.9,Brentford,0.00,48.45,48.45,48.45,48.45,48.45,48.45,0.00,2.16,2.05,2.18,1.96,2.20,2.00
M,126,Jensen,4.9,4.9,Brentford,80.55,80.55,80.55,80.55,80.55,80.55,80.55,3.47,3.36,3.07,3.49,2.88,3.47,2.98
M,129,Yarmoliuk,5.0,5.0,Brentford,72.15,57.30,57.30,57.30,57.30,57.30,57.30,2.91,2.16,2.12,2.22,2.06,2.24,2.07
M,130,Donovan,4.4,4.4,Brentford,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.14,0.14,0.13,0.15,0.13,0.14,0.13
F,135,Wissa,7.3,7.3,Newcastle,15.75,15.75,15.75,15.75,15.75,15.75,15.75,0.88,1.00,0.70,0.93,0.84,1.01,0.88
F,136,Thiago,7.3,7.3,Brentford,84.15,84.15,84.15,84.15,84.15,84.15,84.15,4.42,4.70,3.82,4.97,3.48,4.60,3.79
G,138,Steele,4.2,4.2,Brighton,0.90,1.80,0.00,0.90,0.90,0.90,0.90,0.03,0.06,0.00,0.03,0.04,0.03,0.03
G,139,Verbruggen,4.5,4.5,Brighton,89.10,178.20,0.00,89.10,89.10,89.10,89.10,3.74,6.21,0.00,2.92,4.01,3.34,3.19
G,140,McGill,3.9,3.9,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.2,4.2,Brighton,84.75,94.80,0.00,10.05,10.05,10.05,10.05,3.86,3.56,0.00,0.37,0.48,0.43,0.39
D,145,De Cuyper,4.3,4.3,Brighton,15.75,31.50,0.00,15.75,15.75,15.75,15.75,0.79,1.44,0.00,0.67,0.88,0.72,0.68
D,146,Dunk,4.5,4.5,Brighton,0.00,0.00,0.00,85.05,85.05,85.05,85.05,0.00,0.00,0.00,2.74,3.99,3.29,2.88
D,148,F.Kadıoğlu,4.4,4.4,Brighton,85.35,170.70,0.00,85.35,85.35,85.35,85.35,3.89,5.92,0.00,2.60,4.21,3.22,2.84
D,149,Igor,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,151,Van Hecke,4.5,4.5,Brighton,87.45,174.90,0.00,87.45,87.45,87.45,87.45,4.55,7.16,0.00,3.35,4.58,3.98,3.47
D,152,Veltman,4.3,4.3,Brighton,25.65,42.30,0.00,16.65,16.65,16.65,16.65,1.27,1.76,0.00,0.64,0.77,0.72,0.67
D,153,Webster,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,156,Tasker,3.8,3.8,Brighton,0.30,0.60,0.00,0.30,0.30,0.30,0.30,0.01,0.02,0.00,0.01,0.01,0.01,0.01
M,157,Mitoma,6.1,6.1,Brighton,76.50,153.00,0.00,76.50,76.50,76.50,76.50,4.22,7.36,0.00,3.47,4.39,3.49,3.58
M,158,Georginio,5.6,5.6,Brighton,22.20,61.50,0.00,22.20,22.20,22.20,22.20,1.23,2.97,0.00,1.05,1.28,1.05,1.10
M,159,March,5.8,5.8,Brighton,3.00,6.00,0.00,3.00,3.00,3.00,3.00,0.16,0.28,0.00,0.13,0.16,0.15,0.14
M,160,Minteh,5.5,5.5,Brighton,49.20,75.60,0.00,32.10,32.10,32.10,32.10,2.67,3.76,0.00,1.54,1.87,1.56,1.59
M,163,Hinshelwood,5.1,5.1,Brighton,79.80,138.00,0.00,79.80,79.80,79.80,79.80,3.64,5.57,0.00,3.05,3.74,3.08,3.12
M,164,O'Riley,5.5,5.5,Brighton,3.75,7.50,0.00,3.75,3.75,3.75,3.75,0.19,0.38,0.00,0.19,0.20,0.17,0.18
M,166,Ayari,4.8,4.8,Brighton,30.30,60.60,0.00,30.30,30.30,30.30,30.30,1.41,2.63,0.00,1.29,1.42,1.27,1.30
M,167,Baleba,4.5,4.5,Brighton,27.60,55.20,0.00,27.60,27.60,27.60,27.60,1.11,2.09,0.00,1.04,1.13,1.00,1.03
M,168,Buonanotte,4.6,4.6,Leeds United,4.50,9.00,0.00,4.50,4.50,0.00,4.50,0.21,0.50,0.00,0.25,0.22,0.00,0.22
M,169,Gomez,4.9,4.9,Brighton,55.65,143.40,0.00,71.70,71.70,71.70,71.70,3.28,7.46,0.00,3.63,4.30,3.53,3.64
M,170,Milner,4.9,4.9,Brighton,35.10,70.20,0.00,35.10,35.10,35.10,35.10,1.56,2.91,0.00,1.41,1.59,1.38,1.41
M,173,Wieffer,4.9,4.9,Brighton,80.70,161.40,0.00,80.70,80.70,80.70,80.70,3.96,7.27,0.00,3.68,3.83,3.85,3.59
F,178,Welbeck,6.2,6.2,Brighton,72.60,122.55,0.00,72.60,72.60,72.60,72.60,4.33,6.60,0.00,3.62,4.53,3.59,3.81
F,180,Tzimas,5.2,5.2,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,181,Kostoulas,4.8,4.8,Brighton,19.80,55.50,0.00,19.80,19.80,19.80,19.80,1.08,2.67,0.00,0.93,1.13,0.96,0.96
G,182,Trafford,4.5,4.5,Man City,1.80,3.60,0.00,1.80,2.70,1.80,1.80,0.06,0.14,0.00,0.07,0.11,0.06,0.07
G,183,Weiss,4.3,4.3,Burnley,0.90,1.80,0.00,0.90,0.90,0.90,0.90,0.03,0.05,0.00,0.03,0.03,0.02,0.03
G,185,Hladký,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.3,4.3,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,187,Walker,4.4,4.4,Burnley,82.65,165.30,0.00,82.65,82.65,82.65,82.65,2.22,3.68,0.00,2.31,2.28,1.48,3.03
D,190,Ekdal,3.8,3.8,Burnley,3.00,6.00,0.00,3.00,3.00,3.00,3.00,0.11,0.21,0.00,0.11,0.10,0.10,0.11
D,191,Estève,3.9,3.9,Burnley,87.45,174.90,0.00,87.45,87.45,87.45,87.45,3.06,5.23,0.00,3.32,3.11,2.41,3.83
D,192,Hartman,4.0,4.0,Burnley,54.30,108.60,0.00,54.30,54.30,54.30,54.30,1.80,3.01,0.00,1.84,1.81,1.23,2.36
D,193,Humphreys,3.9,3.9,Burnley,85.20,170.40,0.00,85.20,85.20,85.20,85.20,2.65,4.46,0.00,2.90,2.73,2.00,3.47
D,194,Jordan,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,26.40,52.80,0.00,26.40,26.40,26.40,26.40,0.87,1.53,0.00,0.88,0.89,0.61,1.12
D,198,Tuanzebe,3.9,3.9,Burnley,12.75,25.50,0.00,12.75,12.75,12.75,12.75,0.46,0.84,0.00,0.49,0.46,0.41,0.53
D,199,Worrall,3.8,3.8,Burnley,38.40,76.80,0.00,38.40,38.40,38.40,38.40,1.47,2.58,0.00,1.57,1.47,1.21,1.76
M,200,Anthony,5.0,5.0,Burnley,77.10,154.20,0.00,77.10,77.10,77.10,77.10,3.62,6.78,0.00,3.34,3.61,2.74,4.18
M,202,Bruun Larsen,5.2,5.2,Burnley,11.70,23.40,0.00,11.70,11.70,11.70,11.70,0.50,0.94,0.00,0.47,0.50,0.41,0.55
M,203,Boateng,4.7,4.7,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,205,Cullen,4.9,4.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,206,Edwards,4.7,4.7,Burnley,45.00,75.60,0.00,30.60,30.60,30.60,30.60,2.04,3.20,0.00,1.33,1.39,1.11,1.58
M,207,Hannibal,4.7,4.7,Burnley,0.00,0.00,0.00,62.55,62.55,62.55,62.55,0.00,0.00,0.00,2.16,2.26,1.86,2.54
M,209,Laurent,4.8,4.8,Burnley,0.00,159.00,0.00,61.05,61.05,61.05,61.05,0.00,4.72,0.00,1.78,1.89,1.65,2.00
M,210,Tchaouna,4.8,4.8,Burnley,16.20,32.40,0.00,16.20,16.20,16.20,16.20,0.71,1.36,0.00,0.68,0.70,0.61,0.81
M,214,Trésor,4.3,4.3,Burnley,5.70,11.40,0.00,5.70,5.70,5.70,5.70,0.23,0.44,0.00,0.22,0.22,0.21,0.26
F,215,Flemming,5.3,5.3,Burnley,66.60,133.20,0.00,66.60,66.60,66.60,66.60,3.00,5.59,0.00,2.83,3.01,2.37,3.42
F,216,Amdouni,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,4.9,4.9,Burnley,60.30,108.30,0.00,51.15,51.15,51.15,51.15,2.50,4.24,0.00,2.04,2.13,1.74,2.41
F,218,Barnes,4.2,4.2,Burnley,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.07,0.13,0.00,0.06,0.06,0.06,0.07
G,220,Sánchez,4.8,4.8,Chelsea,76.50,153.00,0.00,76.50,76.50,76.50,76.50,2.36,5.30,0.00,3.15,2.11,2.94,3.10
G,221,Jörgensen,4.3,4.3,Chelsea,13.50,27.00,0.00,13.50,13.50,13.50,13.50,0.40,0.89,0.00,0.55,0.38,0.51,0.53
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.0,6.0,Chelsea,77.85,155.70,0.00,71.25,71.25,71.25,71.25,2.47,5.93,0.00,3.28,2.29,3.38,3.25
D,225,James,5.6,5.6,Chelsea,0.00,111.00,0.00,55.50,55.50,55.50,55.50,0.00,4.91,0.00,2.99,2.02,3.03,2.95
D,226,Chalobah,5.4,5.4,Chelsea,0.00,0.00,0.00,85.95,85.95,85.95,85.95,0.00,0.00,0.00,4.16,3.22,4.37,4.30
D,227,Colwill,4.7,4.7,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,4.9,4.9,Chelsea,80.40,106.50,0.00,46.95,46.95,46.95,46.95,2.69,4.59,0.00,2.42,1.66,2.44,2.42
D,229,B.Badiashile,4.4,4.4,Chelsea,19.50,47.10,0.00,15.30,15.30,15.30,15.30,0.73,2.05,0.00,0.73,0.62,0.77,0.76
D,230,Fofana,4.4,4.4,Chelsea,77.85,125.10,0.00,43.35,43.35,43.35,43.35,2.86,5.59,0.00,2.14,1.78,2.25,2.23
D,231,M.Sarr,4.5,4.5,Chelsea,19.20,38.40,0.00,11.10,11.10,11.10,11.10,0.68,1.57,0.00,0.50,0.42,0.51,0.51
D,232,Tosin,4.0,4.0,Chelsea,49.95,39.30,0.00,15.75,15.75,15.75,15.75,1.89,1.63,0.00,0.66,0.60,0.69,0.67
D,233,Acheampong,3.7,3.7,Chelsea,27.75,47.10,0.00,15.30,15.30,15.30,15.30,1.01,2.04,0.00,0.75,0.60,0.76,0.75
M,235,Palmer,10.6,10.6,Chelsea,80.40,160.80,0.00,80.40,80.40,80.40,80.40,4.51,9.69,0.00,5.26,4.34,5.74,4.98
M,236,Neto,7.0,7.0,Chelsea,69.30,138.60,0.00,69.30,69.30,69.30,69.30,3.23,6.75,0.00,3.64,3.08,3.88,3.56
M,237,Enzo,6.5,6.5,Chelsea,0.00,163.80,0.00,81.90,81.90,81.90,81.90,0.00,7.81,0.00,4.22,3.51,4.49,4.05
M,238,Estêvão,6.4,6.4,Chelsea,54.60,69.60,0.00,34.80,34.80,34.80,34.80,2.60,3.57,0.00,1.92,1.63,2.01,1.84
M,239,Gittens,6.0,6.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,241,Caicedo,5.7,5.7,Chelsea,84.00,169.80,0.00,84.90,84.90,84.90,84.90,3.26,6.67,0.00,3.57,3.27,3.63,3.35
M,242,Dewsbury-Hall,5.1,5.1,Everton,82.35,82.35,82.35,82.35,82.35,82.35,82.35,3.73,3.87,3.92,3.47,3.79,4.25,3.92
M,243,George,4.8,4.8,Everton,27.45,23.85,23.85,23.85,23.85,23.85,23.85,1.16,1.04,1.05,0.95,1.01,1.13,1.04
M,244,Lavia,4.9,4.9,Chelsea,25.05,20.70,0.00,10.35,10.35,10.35,10.35,0.86,0.73,0.00,0.39,0.35,0.39,0.38
M,245,Mudryk,4.9,4.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,76.80,74.40,0.00,37.20,37.20,37.20,37.20,2.98,3.03,0.00,1.65,1.46,1.68,1.55
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.8,7.8,Chelsea,77.85,155.70,0.00,77.85,77.85,77.85,77.85,4.04,8.45,0.00,4.51,3.84,4.83,4.31
F,250,Delap,6.2,6.2,Chelsea,31.20,53.10,0.00,26.55,26.55,26.55,26.55,1.55,2.79,0.00,1.49,1.30,1.56,1.40
F,252,Marc Guiu,4.0,4.0,Chelsea,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.08,0.16,0.00,0.09,0.08,0.09,0.08
G,253,Henderson,5.1,5.1,Crystal Palace,89.10,89.10,89.10,89.10,178.20,89.10,89.10,3.03,3.45,2.40,3.01,5.71,3.04,2.88
G,254,Benitez,3.9,3.9,Crystal Palace,0.90,0.90,0.90,0.90,1.80,0.90,0.90,0.03,0.03,0.02,0.03,0.06,0.03,0.03
G,255,Matthews,3.9,3.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,256,Muñoz,5.8,5.8,Crystal Palace,87.45,87.45,87.45,87.45,174.90,87.45,87.45,3.68,4.37,2.95,3.65,7.13,3.72,3.08
