Pos,ID,Name,BV,SV,Team,20_xMins,21_xMins,22_xMins,23_xMins,24_xMins,25_xMins,26_xMins,27_xMins,28_xMins,29_xMins,20_Pts,21_Pts,22_Pts,23_Pts,24_Pts,25_Pts,26_Pts,27_Pts,28_Pts,29_Pts
M,332,Lukić,4.9,4.9,Fulham,81.75,80.40,80.40,34.20,34.20,34.20,34.20,34.20,34.20,34.20,2.93,2.99,2.85,1.32,1.27,1.33,1.16,1.32,1.41,1.45
M,335,King,4.5,4.5,Fulham,0.00,57.60,57.60,27.90,27.90,27.90,27.90,27.90,27.90,27.90,0.00,2.44,2.44,1.29,1.20,1.29,1.08,1.23,1.28,1.40
M,336,Reed,4.3,4.3,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06
F,337,Raúl,6.2,6.2,Fulham,78.30,78.30,78.30,78.30,78.30,78.30,78.30,30.60,30.60,30.60,3.90,3.95,3.85,4.21,3.89,4.13,3.37,1.65,1.75,1.94
F,338,Muniz,5.3,5.3,Fulham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.90,63.90,63.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,3.23,3.61
G,339,Meslier,4.2,4.2,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,341,Darlow,3.9,3.9,Leeds United,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04
D,342,Bogle,4.4,4.4,Leeds United,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,3.22,2.52,3.56,3.30,2.30,3.45,2.30,2.68,2.30,3.89
D,343,Struijk,4.3,4.3,Leeds United,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,3.45,2.91,3.59,3.70,2.61,3.57,2.57,2.95,2.42,4.03
D,344,Bijol,3.9,3.9,Leeds United,86.70,84.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,3.63,3.02,2.81,2.90,2.10,2.77,2.04,2.32,1.92,3.08
D,345,Bornauw,3.8,3.8,Leeds United,41.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,1.66,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09
D,346,Byram,3.8,3.8,Leeds United,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13
D,347,Gudmundsson,3.8,3.8,Leeds United,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,3.29,2.66,3.53,3.44,2.42,3.48,2.42,2.78,2.33,3.87
D,348,Rodon,3.9,3.9,Leeds United,0.00,0.00,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,0.00,0.00,3.68,3.82,2.73,3.62,2.64,3.03,2.44,4.08
M,350,Aaronson,5.4,5.4,Leeds United,76.20,76.20,32.25,32.25,32.25,25.50,25.50,25.50,25.50,25.50,3.57,3.08,1.65,1.50,1.29,1.32,1.11,1.17,1.16,1.35
M,351,Gnonto,5.2,5.2,Leeds United,27.15,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,1.27,0.98,1.10,1.06,0.92,1.16,0.99,1.04,1.02,1.20
M,352,Harrison,5.1,5.1,Leeds United,17.55,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,0.86,0.62,0.70,0.65,0.58,0.70,0.61,0.63,0.62,0.71
M,353,James,5.2,5.2,Leeds United,0.00,0.00,0.00,0.00,0.00,15.75,15.75,15.75,15.75,15.75,0.00,0.00,0.00,0.00,0.00,0.82,0.70,0.73,0.72,0.85
M,354,Ampadu,4.9,4.9,Leeds United,0.00,84.45,84.45,84.45,84.45,84.45,84.45,84.45,84.45,84.45,0.00,3.18,3.17,3.34,2.82,3.41,3.19,3.30,3.07,3.20
M,356,Gruev,4.7,4.7,Leeds United,77.25,45.00,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,2.78,1.51,0.45,0.44,0.41,0.45,0.43,0.44,0.43,0.46
M,358,Tanaka,4.8,4.8,Leeds United,81.75,80.40,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,3.12,2.88,1.28,1.26,1.11,1.33,1.20,1.25,1.17,1.31
F,362,Piroe,4.9,4.9,Leeds United,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,0.56,0.50,0.56,0.50,0.45,0.56,0.48,0.50,0.51,0.57
F,365,Nmecha,5.0,5.0,Leeds United,60.15,60.15,60.15,60.15,60.15,63.30,63.30,63.30,63.30,63.30,3.47,2.82,3.27,2.89,2.56,3.43,2.88,3.03,3.04,3.54
G,366,A.Becker,5.4,5.4,Liverpool,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.63,3.03,4.56,3.41,3.34,2.89,4.21,3.93,4.28,3.88
G,367,Mamardashvili,4.2,4.2,Liverpool,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.04
G,368,Pécsi,3.9,3.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,369,Woodman,3.9,3.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,370,Frimpong,5.7,5.7,Liverpool,30.90,24.60,21.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,1.65,0.95,1.41,0.87,0.89,0.79,0.91,0.87,1.03,0.98
D,371,Kerkez,5.6,5.6,Liverpool,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,3.10,2.16,4.13,2.93,3.04,2.39,3.31,2.96,3.63,3.45
D,372,Robertson,5.8,5.8,Liverpool,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,1.36,0.99,1.76,1.31,1.36,1.16,1.47,1.35,1.63,1.54
D,373,Virgil,5.9,5.9,Liverpool,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,4.37,3.35,5.67,4.42,4.39,3.41,4.78,4.34,4.98,4.96
D,374,Konaté,5.4,5.4,Liverpool,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,3.95,3.05,5.22,4.03,4.02,3.04,4.36,4.00,4.67,4.62
D,375,Bradley,5.0,5.0,Liverpool,66.00,66.00,62.40,66.90,66.90,66.90,66.90,66.90,66.90,66.90,2.87,1.93,3.72,3.12,3.30,2.65,3.60,3.22,4.00,3.83
D,376,Gomez,4.9,4.9,Liverpool,7.50,17.55,13.95,11.10,11.10,11.10,11.10,11.10,11.10,11.10,0.32,0.57,0.70,0.44,0.44,0.39,0.47,0.44,0.49,0.48
D,378,Nallo,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,379,R.Williams,3.8,3.8,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,380,Ramsay,3.8,3.8,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,381,M.Salah,14.0,14.0,Liverpool,0.00,0.00,0.00,44.55,44.55,44.55,41.40,41.40,41.40,41.40,0.00,0.00,0.00,2.91,2.97,2.67,2.67,2.56,3.25,2.97
M,382,Wirtz,8.2,8.2,Liverpool,56.40,72.75,69.45,77.10,77.10,77.10,75.75,75.75,75.75,75.75,2.85,2.89,4.51,4.01,4.13,3.72,3.93,3.85,4.68,4.31
M,384,Gakpo,7.3,7.3,Liverpool,69.30,44.85,66.15,77.10,77.10,77.10,75.75,75.75,75.75,75.75,3.75,1.93,4.74,4.41,4.44,4.03,4.30,4.22,5.16,4.71
M,385,Chiesa,6.3,6.3,Liverpool,31.65,34.35,29.10,12.00,12.00,12.00,8.85,8.85,8.85,8.85,1.65,1.45,1.93,0.66,0.66,0.62,0.47,0.46,0.55,0.52
M,386,Mac Allister,6.2,6.2,Liverpool,83.40,83.40,83.40,70.35,70.35,70.35,70.35,70.35,70.35,70.35,3.46,2.77,4.24,3.07,3.09,2.82,3.07,3.00,3.48,3.32
M,387,Szoboszlai,6.6,6.6,Liverpool,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,4.86,3.66,6.03,4.67,4.78,4.28,4.51,4.51,5.28,4.94
M,388,C.Jones,5.4,5.4,Liverpool,72.00,72.00,72.00,43.50,43.50,43.50,27.75,27.75,27.75,27.75,3.19,2.73,3.97,2.15,2.14,2.00,1.32,1.33,1.46,1.42
M,389,Elliott,5.1,5.1,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,390,Gravenberch,5.7,5.7,Liverpool,84.15,84.15,84.15,84.15,84.15,84.15,84.15,84.15,84.15,84.15,3.20,2.73,3.68,3.21,3.25,3.04,3.19,3.28,3.45,3.40
M,391,Gannon-Doak,4.8,4.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,392,Endo,4.9,4.9,Liverpool,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,0.11,0.10,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11
M,393,Bajcetic,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01
M,396,Nyoni,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01
F,398,Danns,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,400,Ortega Moreno,4.7,4.7,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,401,Bettinelli,3.9,3.9,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,402,Aït-Nouri,5.7,5.7,Man City,0.00,0.00,0.00,25.50,25.50,25.50,25.50,25.50,25.50,25.50,0.00,0.00,0.00,1.58,1.24,1.10,1.39,1.30,1.30,1.38
D,403,Gvardiol,6.1,6.1,Man City,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,3.76,4.18,3.72,5.05,3.93,3.32,4.33,3.96,4.22,4.37
D,405,Aké,5.3,5.3,Man City,48.00,37.95,37.95,23.40,23.40,23.40,23.40,23.40,23.40,23.40,2.13,1.82,1.63,1.29,1.07,0.93,1.17,1.07,1.13,1.16
D,406,Khusanov,5.4,5.4,Man City,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,1.13,1.23,1.12,1.41,1.16,1.02,1.27,1.18,1.24,1.26
D,407,Matheus N.,5.4,5.4,Man City,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,3.37,3.76,3.43,4.45,3.53,3.07,3.98,3.59,3.82,3.91
D,408,Rúben,5.7,5.7,Man City,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,3.39,3.72,3.33,4.47,3.53,3.01,4.00,3.54,3.91,3.91
D,409,Stones,5.4,5.4,Man City,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,0.69,0.74,0.68,0.83,0.69,0.63,0.76,0.72,0.73,0.75
D,410,Lewis,4.7,4.7,Man City,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,0.86,0.92,0.84,1.03,0.85,0.76,0.94,0.87,0.88,0.93
D,411,O'Reilly,5.3,5.3,Man City,72.90,81.15,81.15,69.60,69.60,69.60,69.60,69.60,69.60,69.60,3.61,4.44,3.90,4.60,3.49,2.94,3.99,3.60,3.74,3.99
M,413,Marmoush,8.3,8.3,Man City,0.00,0.00,0.00,25.50,25.50,25.50,25.50,25.50,25.50,25.50,0.00,0.00,0.00,2.07,1.58,1.43,1.81,1.72,1.59,1.82
M,414,Foden,8.9,8.9,Man City,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,5.23,5.57,5.05,6.49,4.86,4.30,5.49,5.28,4.93,5.57
M,415,Savinho,6.9,6.9,Man City,0.00,0.00,0.00,22.05,22.05,22.05,22.05,22.05,22.05,22.05,0.00,0.00,0.00,1.47,1.16,1.05,1.28,1.24,1.16,1.29
M,416,Bernardo,6.2,6.2,Man City,78.90,78.90,78.90,67.05,67.05,67.05,67.05,67.05,67.05,67.05,3.41,3.66,3.37,3.44,2.85,2.55,3.04,2.99,2.79,3.13
M,417,Cherki,6.8,6.8,Man City,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,3.63,3.93,3.60,4.47,3.42,3.12,3.86,3.65,3.44,3.90
M,418,Doku,6.4,6.4,Man City,46.50,46.50,46.50,46.50,46.50,46.50,46.50,46.50,46.50,46.50,2.64,2.80,2.57,3.06,2.39,2.20,2.72,2.52,2.41,2.69
M,419,Grealish,6.5,6.5,Everton,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,4.00,4.41,3.38,3.77,3.42,3.39,4.04,3.78,3.29,4.30
M,421,Rodrigo,6.3,6.3,Man City,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,2.86,3.00,2.82,3.13,2.85,2.61,2.86,2.90,2.72,3.01
M,422,Kovačić,5.9,5.9,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,423,N.Gonzalez,5.9,5.9,Man City,26.40,26.40,26.40,26.40,26.40,26.40,26.40,26.40,26.40,26.40,1.04,1.07,1.07,1.13,1.06,0.97,1.06,1.06,0.99,1.10
M,424,Bobb,5.1,5.1,Man City,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,0.74,0.79,0.73,0.87,0.70,0.64,0.77,0.74,0.70,0.77
M,426,McAtee,5.0,5.0,Nott'm Forest,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,0.65,0.71,0.61,0.67,0.70,0.66,0.79,0.67,0.67,0.62
M,427,Reijnders,5.2,5.2,Man City,60.75,60.75,60.75,28.50,28.50,28.50,28.50,28.50,28.50,28.50,3.02,3.28,2.94,1.75,1.37,1.26,1.55,1.46,1.38,1.56
M,429,Phillips,4.8,4.8,Man City,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,430,Haaland,15.1,15.1,Man City,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,6.92,7.68,6.85,8.88,6.47,6.01,7.53,7.17,6.51,7.57
G,431,Bayindir,4.8,4.8,Man Utd,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03
G,434,Heaton,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,435,Mee,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,436,De Ligt,4.9,4.9,Man Utd,0.00,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.00,4.50,2.56,2.47,3.97,3.87,3.87,4.00,4.10,3.17
D,437,Martinez,4.8,4.8,Man Utd,84.30,80.85,80.85,56.25,56.25,56.25,56.25,56.25,56.25,56.25,3.14,3.72,2.09,1.39,2.22,2.18,2.19,2.24,2.33,1.78
D,438,Mazraoui,4.9,4.9,Man Utd,0.00,0.00,0.00,37.50,37.50,37.50,37.50,37.50,37.50,37.50,0.00,0.00,0.00,1.19,1.74,1.72,1.72,1.73,1.79,1.43
D,439,D.Leon,4.2,4.2,Man Utd,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,0.24,0.26,0.22,0.20,0.25,0.25,0.25,0.24,0.25,0.23
D,440,Dalot,4.5,4.5,Man Utd,85.50,84.15,84.15,60.75,60.75,60.75,60.75,60.75,60.75,60.75,3.48,4.22,2.53,1.68,2.93,2.86,2.83,2.74,2.94,2.20
D,441,Dorgu,4.2,4.2,Man Utd,85.50,84.15,84.15,36.30,36.30,36.30,36.30,36.30,36.30,36.30,3.48,4.19,2.37,0.94,1.51,1.48,1.47,1.42,1.51,1.21
D,442,Maguire,4.3,4.3,Man Utd,0.00,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,0.00,1.08,0.81,0.74,1.01,0.99,1.00,0.97,1.01,0.87
D,443,Shaw,4.5,4.5,Man Utd,82.05,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,2.73,3.28,1.83,1.54,3.02,2.93,2.87,2.90,3.05,2.10
D,444,Yoro,4.2,4.2,Man Utd,62.70,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,2.39,0.86,0.65,0.62,0.80,0.79,0.79,0.79,0.82,0.70
D,446,Fredricson,3.8,3.8,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,447,Heaven,3.9,3.9,Man Utd,81.30,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,3.38,0.94,0.63,0.63,0.83,0.84,0.82,0.87,0.88,0.73
D,448,Malacia,3.8,3.8,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,449,B.Fernandes,9.1,9.1,Man Utd,0.00,0.00,0.00,86.85,86.85,86.85,86.85,86.85,86.85,86.85,0.00,0.00,0.00,4.02,5.77,6.01,5.72,5.50,5.69,5.20
M,450,Cunha,8.2,8.2,Man Utd,84.90,82.50,82.50,76.05,76.05,76.05,76.05,76.05,76.05,76.05,5.15,5.87,4.78,3.03,4.55,4.52,4.44,4.00,4.39,3.88
M,452,Amad,6.3,6.3,Man Utd,0.00,0.00,0.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,0.00,0.00,0.00,2.64,3.71,3.73,3.73,3.44,3.61,3.27
M,453,Garnacho,6.4,6.4,Chelsea,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,1.89,2.26,2.52,2.18,2.73,2.56,2.48,2.85,1.77,2.18
M,455,Mount,5.9,5.9,Man Utd,0.00,70.80,70.80,23.85,23.85,23.85,23.85,23.85,23.85,23.85,0.00,4.21,3.53,0.90,1.20,1.20,1.20,1.10,1.18,1.07
M,456,Sancho,5.8,5.8,Aston Villa,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.96,0.88,0.95,0.85,0.97,0.93,0.96,0.94,0.98,0.89
M,457,Casemiro,5.5,5.5,Man Utd,78.90,76.50,76.50,71.10,71.10,71.10,71.10,71.10,71.10,71.10,3.70,4.05,3.53,2.61,3.22,3.42,3.27,3.29,3.26,3.11
M,458,Mainoo,4.6,4.6,Man Utd,0.00,51.90,51.90,9.15,9.15,9.15,9.15,9.15,9.15,9.15,0.00,2.29,2.02,0.33,0.38,0.38,0.37,0.36,0.37,0.35
M,459,Ugarte,4.7,4.7,Man Utd,79.65,73.80,73.80,17.55,17.55,17.55,17.55,17.55,17.55,17.55,3.23,3.30,2.97,0.58,0.64,0.66,0.65,0.64,0.65,0.64
M,461,Fitzgerald,4.4,4.4,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,462,J.Fletcher,4.3,4.3,Man Utd,55.20,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,2.58,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.01
M,463,Kone,4.3,4.3,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,466,Zirkzee,5.8,5.8,Man Utd,72.30,22.20,22.20,4.95,4.95,4.95,4.95,4.95,4.95,4.95,3.50,1.25,1.08,0.22,0.29,0.28,0.28,0.26,0.28,0.25
F,467,Obi,4.2,4.2,Man Utd,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05
G,469,Pope,5.1,5.1,Newcastle,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,3.64,3.19,3.14,2.75,2.52,3.40,2.65,1.80,3.26,2.97
G,470,Dúbravka,4.0,4.0,Burnley,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.71,3.37,2.94,2.93,3.69,3.83,3.70,3.10,3.74,3.13
G,471,Gillespie,3.9,3.9,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,473,Hall,5.3,5.3,Newcastle,86.70,77.10,77.10,64.35,64.35,64.35,64.35,64.35,64.35,64.35,4.94,4.20,4.17,3.24,2.63,3.75,3.10,2.10,3.80,3.33
D,474,Schär,5.3,5.3,Newcastle,87.90,80.55,80.55,32.25,32.25,32.25,32.25,32.25,32.25,32.25,4.70,4.23,4.19,1.48,1.31,1.70,1.47,1.07,1.73,1.52
D,475,Botman,4.9,4.9,Newcastle,33.30,26.40,26.40,22.65,22.65,22.65,22.65,22.65,22.65,22.65,1.81,1.38,1.32,1.04,0.92,1.14,1.01,0.78,1.18,1.07
D,476,Burn,5.0,5.0,Newcastle,0.00,0.00,0.00,84.45,84.45,84.45,84.45,84.45,84.45,84.45,0.00,0.00,0.00,3.56,3.06,4.20,3.53,2.29,4.35,3.66
D,477,Livramento,4.9,4.9,Newcastle,0.00,85.35,85.35,78.45,78.45,78.45,78.45,78.45,78.45,78.45,0.00,4.18,4.12,3.57,2.52,3.96,3.23,2.04,4.13,3.45
D,478,Trippier,4.9,4.9,Newcastle,0.00,19.80,19.80,16.80,16.80,16.80,16.80,16.80,16.80,16.80,0.00,0.98,0.98,0.76,0.63,0.78,0.70,0.58,0.79,0.74
D,479,Krafth,4.3,4.3,Newcastle,0.00,8.10,8.10,8.25,8.25,8.25,8.25,8.25,8.25,8.25,0.00,0.30,0.30,0.32,0.29,0.33,0.31,0.27,0.33,0.32
D,480,Lascelles,4.3,4.3,Newcastle,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.18,0.18,0.18,0.17,0.16,0.18,0.17,0.15,0.18,0.17
D,481,A.Murphy,3.8,3.8,Newcastle,13.20,3.00,3.00,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.66,0.12,0.11,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,482,Ashby,3.9,3.9,Newcastle,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,483,Pivas,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,485,Gordon,7.4,7.4,Newcastle,66.90,66.90,66.90,66.90,66.90,66.90,66.90,66.90,66.90,66.90,4.37,4.36,4.44,4.19,3.40,4.44,3.78,3.27,4.23,4.39
M,486,Elanga,6.5,6.5,Newcastle,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,0.86,0.86,0.88,0.85,0.73,0.86,0.78,0.72,0.84,0.88
M,487,Barnes,6.1,6.1,Newcastle,46.50,46.50,46.50,46.50,46.50,46.50,46.50,46.50,46.50,46.50,2.77,2.78,2.86,2.63,2.23,2.80,2.47,2.14,2.70,2.78
M,488,Bruno G.,7.0,7.0,Newcastle,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,3.87,3.85,3.93,3.76,3.23,3.98,3.63,3.21,3.92,3.93
M,489,J.Murphy,6.0,6.0,Newcastle,64.95,51.15,51.15,51.15,51.15,51.15,51.15,51.15,51.15,51.15,3.27,2.85,2.86,2.72,2.29,2.88,2.51,2.25,2.77,2.86
M,490,Joelinton,5.9,5.9,Newcastle,39.00,39.00,39.00,39.00,39.00,39.00,39.00,39.00,39.00,39.00,1.71,1.68,1.72,1.71,1.50,1.71,1.65,1.46,1.74,1.74
M,491,Tonali,5.3,5.3,Newcastle,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,3.39,3.34,3.41,3.33,2.96,3.40,3.22,2.86,3.42,3.44
M,493,Longstaff,4.8,4.8,Leeds United,0.00,0.00,74.55,74.55,74.55,74.55,74.55,74.55,74.55,74.55,0.00,0.00,3.25,3.12,2.63,3.35,2.93,3.03,2.91,3.32
M,494,Willock,5.0,5.0,Newcastle,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.30,0.30,0.31,0.30,0.27,0.31,0.29,0.26,0.30,0.31
M,497,L.Miley,4.5,4.5,Newcastle,81.30,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,2.98,1.41,1.46,1.42,1.27,1.43,1.37,1.23,1.43,1.45
F,499,Isak,10.3,10.3,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,43.50,43.50,43.50,43.50,0.00,0.00,0.00,0.00,0.00,0.00,2.51,2.42,2.98,2.75
F,500,Osula,5.4,5.4,Newcastle,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,0.62,0.62,0.62,0.61,0.53,0.63,0.57,0.53,0.62,0.64
F,501,Neave,4.3,4.3,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
