Pos,ID,Name,BV,SV,Team,14_xMins,15_xMins,16_xMins,17_xMins,18_xMins,19_xMins,14_Pts,15_Pts,16_Pts,17_Pts,18_Pts,19_Pts
M,63,Young,4.4,4.4,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
F,64,Watkins,8.5,8.5,Aston Villa,71.85,71.85,71.85,71.85,71.85,71.85,3.38,3.10,4.01,3.80,3.23,2.77
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,3.37,2.92,2.74,3.98,3.15,2.87
G,68,Dennis,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.03
G,69,McKenna,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,5.0,5.0,Bournemouth,0.00,85.95,85.95,85.95,85.95,85.95,0.00,3.46,3.67,5.07,4.13,3.33
D,73,Smith,4.4,4.4,Bournemouth,46.20,46.20,46.20,35.25,35.25,35.25,1.80,1.46,1.38,1.65,1.22,1.04
D,74,Truffert,4.5,4.5,Bournemouth,85.20,85.20,85.20,85.20,85.20,85.20,3.65,2.79,2.82,4.57,3.27,2.54
D,75,Akinmboni,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.0,4.0,Bournemouth,18.15,14.85,14.85,14.85,14.85,14.85,0.74,0.52,0.52,0.63,0.56,0.50
D,78,J.Araujo,3.9,3.9,Bournemouth,1.65,1.65,1.65,1.65,1.65,1.65,0.07,0.06,0.06,0.08,0.06,0.06
D,80,Soler,4.0,4.0,Bournemouth,2.85,2.85,2.85,2.85,2.85,2.85,0.13,0.12,0.12,0.14,0.13,0.12
M,81,Kluivert,7.0,7.0,Bournemouth,59.10,46.50,46.50,53.25,53.25,53.25,3.22,2.38,2.32,3.54,2.77,2.46
M,82,Semenyo,7.8,7.8,Bournemouth,88.35,86.70,86.70,86.70,86.70,86.70,4.66,4.29,4.26,5.65,4.45,3.95
M,83,O.Dango,6.0,6.0,Brentford,78.60,77.85,77.85,35.10,0.00,0.00,3.16,4.13,4.64,2.01,0.00,0.00
M,84,Tavernier,5.5,5.5,Bournemouth,84.15,82.20,82.20,83.55,83.55,83.55,4.27,3.91,3.81,4.98,3.92,3.61
M,85,Adams,5.0,5.0,Bournemouth,86.25,86.25,86.25,83.40,83.40,83.40,3.28,3.16,3.22,3.36,3.10,3.03
M,86,Brooks,5.0,5.0,Bournemouth,0.00,46.20,46.20,52.80,52.80,52.80,0.00,2.04,2.02,2.95,2.34,2.14
M,87,Christie,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,88,Cook,4.9,4.9,Bournemouth,0.00,0.00,0.00,40.50,40.50,40.50,0.00,0.00,0.00,1.86,1.70,1.64
M,90,Scott,5.0,5.0,Bournemouth,81.30,81.30,81.30,73.35,73.35,73.35,3.45,3.27,3.33,3.50,3.02,2.89
F,97,Evanilson,7.0,7.0,Bournemouth,79.80,77.85,77.85,77.85,77.85,77.85,3.82,3.63,3.54,4.49,3.60,3.34
F,98,Enes Ünal,5.4,5.4,Bournemouth,5.40,5.40,5.40,5.40,5.40,5.40,0.31,0.29,0.29,0.36,0.30,0.27
F,100,Kroupi.Jr,4.6,4.6,Bournemouth,42.00,29.85,29.85,29.85,29.85,29.85,2.15,1.51,1.48,1.87,1.53,1.40
G,101,Kelleher,4.5,4.5,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,2.66,3.26,3.74,3.81,3.57,3.50
G,102,Balcombe,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,103,Cox,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.9,3.9,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.03
D,106,Collins,4.9,4.9,Brentford,88.95,88.95,88.95,88.95,88.95,88.95,3.14,3.90,4.44,4.33,4.17,4.19
D,107,Lewis-Potter,4.8,4.8,Brentford,22.65,21.60,21.60,75.15,78.60,78.60,0.74,0.88,1.02,3.60,3.56,3.61
D,108,Ajer,4.4,4.4,Brentford,61.35,61.35,61.35,61.35,61.35,61.35,1.79,2.38,2.84,2.73,2.57,2.63
D,109,Henry,4.3,4.3,Brentford,9.30,9.30,9.30,9.30,9.30,9.30,0.31,0.35,0.37,0.37,0.36,0.36
D,110,Kayode,4.5,4.5,Brentford,82.65,82.65,82.65,82.65,82.65,82.65,2.12,2.94,3.69,3.48,3.27,3.34
D,111,Pinnock,4.3,4.3,Brentford,10.20,10.20,10.20,31.35,47.40,47.40,0.39,0.44,0.46,1.55,2.29,2.28
D,113,Van den Berg,4.5,4.5,Brentford,87.15,87.15,87.15,87.15,87.15,87.15,2.85,3.57,4.05,3.98,3.81,3.84
D,114,Arthur,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,116,Hickey,4.0,4.0,Brentford,43.20,43.20,43.20,43.20,43.20,43.20,1.22,1.63,2.00,1.89,1.79,1.85
M,119,Mbeumo,8.6,8.6,Man Utd,85.35,85.35,85.35,42.45,0.00,0.00,5.85,5.00,4.91,2.24,0.00,0.00
M,120,Schade,7.0,7.0,Brentford,84.30,83.55,83.55,82.50,82.50,82.50,3.00,3.86,4.46,4.45,4.46,4.49
M,121,Damsgaard,5.8,5.8,Brentford,77.85,77.85,77.85,82.50,82.50,82.50,2.87,3.66,4.04,4.09,4.07,4.08
M,122,Milambo,5.2,5.2,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,123,Carvalho,4.8,4.8,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,124,Henderson,5.0,5.0,Brentford,78.45,78.45,78.45,78.45,78.45,78.45,2.38,2.78,2.91,2.89,2.82,2.87
M,125,Janelt,4.9,4.9,Brentford,23.25,23.25,23.25,23.25,23.25,23.25,0.81,0.91,0.95,0.92,0.93,0.93
M,126,Jensen,4.9,4.9,Brentford,23.25,23.25,23.25,23.25,23.25,23.25,0.86,1.00,1.07,1.06,1.06,1.07
M,127,Nunes,4.9,4.9,Brentford,8.85,8.85,8.85,8.85,8.85,8.85,0.32,0.38,0.41,0.41,0.40,0.41
M,128,Onyeka,4.8,4.8,Brentford,10.05,10.05,10.05,0.00,0.00,0.00,0.35,0.39,0.41,0.00,0.00,0.00
M,129,Yarmoliuk,5.0,5.0,Brentford,78.45,78.45,78.45,78.45,78.45,78.45,2.60,3.05,3.00,3.04,3.03,3.11
M,130,Donovan,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,131,Konak,4.3,4.3,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,132,Maghoma,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,133,Peart-Harris,4.4,4.4,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,135,Wissa,7.3,7.3,Newcastle,0.00,34.35,34.35,34.35,34.35,34.35,0.00,2.41,1.97,1.94,1.88,2.16
F,136,Thiago,6.7,6.7,Brentford,82.65,82.65,82.65,82.65,82.65,82.65,3.06,4.07,4.63,4.35,4.43,4.43
F,137,Morgan,4.4,4.4,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,138,Steele,4.3,4.3,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.04,0.03,0.04,0.03,0.04
G,139,Verbruggen,4.4,4.4,Brighton,89.10,89.10,89.10,89.10,89.10,89.10,3.25,3.56,2.37,3.69,2.42,3.33
G,140,McGill,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.2,4.2,Brighton,4.20,4.20,4.20,4.20,4.20,4.20,0.17,0.18,0.14,0.18,0.14,0.17
D,144,Coppola,4.3,4.3,Brighton,4.50,4.50,4.50,4.50,4.50,4.50,0.18,0.18,0.15,0.18,0.15,0.18
D,145,De Cuyper,4.3,4.3,Brighton,74.85,46.65,43.20,29.10,29.10,29.10,3.64,2.43,1.39,1.45,0.95,1.33
D,146,Dunk,4.5,4.5,Brighton,85.20,85.20,85.20,85.20,85.20,85.20,3.48,3.79,2.32,3.87,2.37,3.45
D,148,F.Kadıoğlu,4.4,4.4,Brighton,78.45,78.45,78.45,78.45,78.45,78.45,3.34,3.71,2.14,3.69,2.16,3.26
D,149,Igor,4.5,4.5,West Ham,11.10,0.00,11.10,11.10,11.10,0.00,0.38,0.00,0.42,0.31,0.42,0.00
D,151,Van Hecke,4.4,4.4,Brighton,86.70,86.70,86.70,86.70,86.70,86.70,3.93,4.29,2.76,4.23,2.86,3.96
D,152,Veltman,4.3,4.3,Brighton,24.45,24.45,24.45,24.45,24.45,24.45,1.10,1.18,0.84,1.16,0.85,1.10
D,153,Webster,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,156,Tasker,3.9,3.9,Brighton,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
M,157,Mitoma,6.1,6.1,Brighton,16.20,21.30,32.25,80.10,80.10,80.10,0.83,1.23,1.37,4.22,2.84,4.06
M,158,Georginio,5.7,5.7,Brighton,40.80,74.40,74.40,74.40,74.40,74.40,2.06,4.15,3.11,3.95,2.74,3.80
M,159,March,5.8,5.8,Brighton,11.70,11.70,11.70,11.70,11.70,11.70,0.57,0.63,0.50,0.59,0.46,0.57
M,160,Minteh,6.2,6.2,Brighton,84.30,84.30,84.30,84.30,84.30,84.30,4.31,4.78,3.46,4.41,2.99,4.21
M,162,Gruda,5.4,5.4,Brighton,35.70,32.40,32.40,26.10,26.10,26.10,1.90,1.92,1.47,1.45,1.05,1.40
M,163,Hinshelwood,5.1,5.1,Brighton,23.70,23.70,23.70,31.05,49.05,49.05,0.95,1.00,0.87,1.22,1.52,1.86
M,166,Ayari,4.9,4.9,Brighton,80.70,80.70,80.70,74.10,76.95,76.95,3.57,3.76,3.14,3.36,2.76,3.38
M,167,Baleba,4.7,4.7,Brighton,67.50,67.50,67.50,35.40,0.00,0.00,2.83,2.89,2.52,1.48,0.00,0.00
M,168,Buonanotte,4.6,4.6,Chelsea,3.75,3.75,3.75,3.75,3.75,3.75,0.20,0.19,0.20,0.18,0.20,0.20
M,169,Gomez,4.9,4.9,Brighton,77.85,74.40,63.30,42.90,42.90,42.90,3.88,3.86,2.65,2.11,1.66,2.06
M,170,Milner,4.9,4.9,Brighton,9.30,9.30,9.30,19.80,30.45,30.45,0.38,0.41,0.34,0.84,1.02,1.25
M,172,Watson,4.8,4.8,Brighton,2.70,2.70,2.70,2.70,2.70,2.70,0.14,0.16,0.13,0.15,0.11,0.14
M,173,Wieffer,4.9,4.9,Brighton,70.20,70.20,70.20,70.20,70.20,70.20,3.25,3.29,2.94,3.22,2.76,3.14
M,175,Knight,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,178,Welbeck,6.6,6.6,Brighton,79.80,79.80,79.80,79.80,79.80,79.80,4.27,5.02,3.56,4.41,3.02,4.36
F,180,Tzimas,5.3,5.3,Brighton,8.85,8.85,8.85,8.85,8.85,8.85,0.52,0.58,0.46,0.54,0.40,0.52
F,181,Kostoulas,4.8,4.8,Brighton,2.70,2.70,2.70,2.70,2.70,2.70,0.17,0.19,0.15,0.17,0.13,0.17
G,182,Trafford,4.6,4.6,Man City,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.04,0.03,0.04,0.04,0.04
G,183,Weiss,4.3,4.3,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.02,0.03,0.03,0.03,0.03
G,185,Hladký,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.4,4.4,Burnley,6.30,6.30,6.30,6.30,6.30,6.30,0.22,0.20,0.23,0.21,0.23,0.21
D,187,Walker,4.4,4.4,Burnley,84.90,84.90,84.90,84.90,84.90,84.90,2.75,2.05,2.80,2.41,2.99,2.36
D,188,Delcroix,3.8,3.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,190,Ekdal,4.0,4.0,Burnley,7.50,7.50,7.50,85.80,85.80,85.80,0.28,0.26,0.28,3.01,3.52,2.87
D,191,Estève,3.9,3.9,Burnley,87.45,87.45,87.45,87.45,87.45,87.45,3.29,2.63,3.26,3.03,3.55,2.88
D,192,Hartman,4.0,4.0,Burnley,86.70,86.70,86.70,86.70,86.70,86.70,3.03,2.27,3.10,2.70,3.29,2.66
D,193,Humphreys,3.9,3.9,Burnley,2.10,2.10,2.10,2.10,2.10,2.10,0.08,0.07,0.08,0.08,0.08,0.08
D,194,Jordan,4.0,4.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,2.10,2.10,2.10,2.10,2.10,2.10,0.08,0.08,0.08,0.08,0.08,0.08
D,197,Sonne,3.9,3.9,Burnley,4.35,4.35,4.35,4.35,4.35,4.35,0.16,0.15,0.17,0.15,0.17,0.16
D,198,Tuanzebe,3.9,3.9,Burnley,86.70,86.70,86.70,0.00,0.00,0.00,3.03,2.38,3.00,0.00,0.00,0.00
D,199,Worrall,3.9,3.9,Burnley,4.20,4.20,4.20,6.90,6.90,6.90,0.14,0.14,0.14,0.25,0.26,0.24
M,200,Anthony,5.5,5.5,Burnley,77.85,77.85,77.85,77.85,77.85,77.85,3.45,3.13,3.65,3.41,3.69,3.55
M,202,Bruun Larsen,5.3,5.3,Burnley,26.10,26.10,26.10,26.10,26.10,26.10,1.16,1.07,1.19,1.14,1.20,1.16
M,203,Boateng,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,205,Cullen,5.0,5.0,Burnley,85.20,85.20,85.20,87.00,87.00,87.00,2.86,2.87,2.94,2.94,3.09,2.98
M,206,Edwards,4.7,4.7,Burnley,1.50,1.50,1.50,1.50,1.50,1.50,0.07,0.07,0.07,0.07,0.07,0.07
M,207,Hannibal,4.8,4.8,Burnley,18.00,18.00,18.00,0.00,0.00,0.00,0.65,0.62,0.66,0.00,0.00,0.00
M,209,Laurent,4.9,4.9,Burnley,38.55,38.55,38.55,54.60,54.60,54.60,1.26,1.24,1.30,1.77,1.82,1.80
M,210,Tchaouna,4.9,4.9,Burnley,44.40,44.40,44.40,44.40,44.40,44.40,1.75,1.60,1.82,1.71,1.85,1.79
M,213,Banel,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,214,Trésor,4.4,4.4,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,215,Flemming,5.3,5.3,Burnley,76.20,76.20,76.20,71.10,71.10,71.10,3.25,2.92,3.34,2.98,3.22,3.11
F,216,Amdouni,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,5.0,5.0,Burnley,32.70,32.70,32.70,0.00,0.00,0.00,1.44,1.31,1.48,0.00,0.00,0.00
F,218,Barnes,4.3,4.3,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.04,0.04,0.04,0.04,0.04
G,220,Sánchez,4.8,4.8,Chelsea,89.10,89.10,89.10,89.10,89.10,89.10,3.55,3.31,3.69,2.89,3.48,3.53
G,221,Jörgensen,4.3,4.3,Chelsea,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.2,6.2,Chelsea,83.70,83.70,83.70,83.70,83.70,83.70,3.90,3.44,3.99,2.95,3.81,3.79
D,225,James,5.6,5.6,Chelsea,43.80,76.05,76.05,51.00,51.00,51.00,2.00,3.09,3.69,1.81,2.28,2.29
D,226,Chalobah,5.2,5.2,Chelsea,82.95,82.95,82.95,82.95,82.95,82.95,4.21,3.92,4.35,3.37,4.14,4.20
D,227,Colwill,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,4.9,4.9,Chelsea,78.15,71.70,71.70,46.20,46.20,46.20,3.49,2.78,3.30,1.61,2.00,2.00
D,229,B.Badiashile,4.4,4.4,Chelsea,21.60,21.60,21.60,21.60,21.60,21.60,0.97,0.92,1.00,0.83,0.97,0.97
D,230,Fofana,4.4,4.4,Chelsea,35.85,35.85,35.85,35.85,35.85,35.85,1.54,1.44,1.59,1.26,1.52,1.52
D,232,Tosin,4.2,4.2,Chelsea,28.20,28.20,28.20,28.20,28.20,28.20,1.33,1.25,1.35,1.12,1.30,1.31
D,233,Acheampong,3.9,3.9,Chelsea,17.70,17.70,17.70,17.70,17.70,17.70,0.77,0.72,0.79,0.66,0.76,0.76
M,235,Palmer,10.3,10.3,Chelsea,45.45,78.45,78.45,78.45,78.45,78.45,3.22,5.19,5.46,4.75,5.40,5.55
M,236,Neto,7.2,7.2,Chelsea,55.05,77.40,77.40,77.40,77.40,77.40,2.73,3.61,3.72,3.27,3.77,3.83
M,237,Enzo,6.7,6.7,Chelsea,85.35,85.35,85.35,84.90,84.90,84.90,4.05,3.81,3.98,3.54,3.96,4.10
M,238,Estêvão,6.5,6.5,Chelsea,54.30,47.70,47.70,47.70,47.70,47.70,2.77,2.35,2.43,2.15,2.45,2.52
M,239,Gittens,6.1,6.1,Chelsea,24.45,17.10,17.10,17.10,17.10,17.10,1.22,0.82,0.84,0.76,0.84,0.88
M,241,Caicedo,5.9,5.9,Chelsea,0.00,0.00,0.00,84.90,84.90,84.90,0.00,0.00,0.00,3.49,3.71,3.62
M,242,Dewsbury-Hall,4.9,4.9,Everton,85.20,85.20,83.25,83.25,83.25,83.25,3.73,4.02,3.30,3.12,4.08,3.65
M,243,George,4.9,4.9,Chelsea,5.25,5.25,5.25,5.25,5.25,5.25,0.27,0.26,0.27,0.24,0.27,0.28
M,244,Lavia,4.9,4.9,Chelsea,0.00,0.00,9.90,9.90,9.90,9.90,0.00,0.00,0.35,0.34,0.35,0.35
M,245,Mudryk,4.9,4.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,81.15,53.40,53.40,18.90,18.90,18.90,3.02,1.99,2.04,0.71,0.76,0.77
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.4,7.4,Chelsea,60.75,75.00,75.00,75.00,75.00,75.00,3.16,3.74,3.84,3.54,4.01,3.92
F,250,Delap,6.2,6.2,Chelsea,70.65,37.65,37.65,37.65,37.65,37.65,3.41,1.86,1.94,1.73,1.94,1.99
F,252,Marc Guiu,4.2,4.2,Chelsea,12.15,12.15,12.15,12.15,12.15,12.15,0.71,0.71,0.71,0.65,0.72,0.74
G,253,Henderson,5.0,5.0,Crystal Palace,89.10,89.10,89.10,89.10,89.10,89.10,3.95,3.29,2.73,3.40,3.48,3.63
G,254,Benitez,4.0,4.0,Crystal Palace,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.03,0.03,0.03,0.04
G,255,Matthews,3.9,3.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
