Pos,ID,Name,BV,SV,Team,31_xMins,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,31_Pts,32_Pts,33_Pts,34_Pts,35_Pts,36_Pts,37_Pts,38_Pts
M,24,Nørgaard,5.1,5.1,Arsenal,0.00,4.65,9.30,0.00,4.65,4.65,4.65,4.65,0.00,0.19,0.38,0.00,0.19,0.19,0.21,0.19
M,26,Zubimendi,5.1,5.1,Arsenal,0.00,83.25,166.50,0.00,83.25,83.25,83.25,83.25,0.00,3.32,6.24,0.00,3.24,3.15,3.55,3.16
M,27,Nelson,4.8,4.8,Brentford,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,0.20,0.21,0.23,0.20,0.23,0.19,0.23,0.20
F,30,Havertz,7.3,7.3,Arsenal,0.00,25.80,51.60,0.00,25.80,25.80,25.80,25.80,0.00,1.48,2.57,0.00,1.41,1.32,1.60,1.29
F,31,G.Jesus,6.4,6.4,Arsenal,0.00,16.20,32.40,0.00,16.20,16.20,16.20,16.20,0.00,0.99,1.69,0.00,0.95,0.90,1.07,0.86
G,32,Martinez,5.1,5.1,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.41,3.38,4.05,3.17,3.49,3.77,2.87,2.75
G,33,M.Bizot,4.2,4.2,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03
D,36,Cash,4.7,4.7,Aston Villa,64.05,84.00,84.00,84.00,84.00,84.00,84.00,84.00,2.85,3.20,4.18,3.22,3.81,4.08,2.90,2.19
D,37,Digne,4.5,4.5,Aston Villa,22.65,22.65,22.65,22.65,22.65,22.65,22.65,22.65,1.04,0.94,1.13,0.95,1.07,1.11,0.89,0.74
D,38,Konsa,4.4,4.4,Aston Villa,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,3.40,3.00,3.95,3.02,3.55,3.78,2.69,2.07
D,39,Maatsen,4.2,4.2,Aston Villa,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,3.89,3.35,4.30,3.38,3.98,4.16,3.08,2.38
D,40,Mings,4.3,4.3,Aston Villa,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,3.23,2.89,3.69,2.89,3.39,3.59,2.65,2.07
D,41,Pau,4.3,4.3,Aston Villa,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,0.60,0.58,0.66,0.57,0.64,0.66,0.54,0.47
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,36.75,15.60,15.60,15.60,15.60,15.60,15.60,15.60,1.49,0.54,0.62,0.56,0.58,0.62,0.54,0.46
M,47,Rogers,7.5,7.5,Aston Villa,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,4.39,3.79,4.43,3.86,4.47,4.44,3.77,3.28
M,48,Tielemans,5.9,5.9,Aston Villa,10.35,84.00,84.00,84.00,84.00,84.00,84.00,84.00,0.49,3.76,3.94,3.65,4.14,4.07,3.64,3.38
M,49,Bailey,5.5,5.5,Aston Villa,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,0.66,0.59,0.69,0.61,0.69,0.69,0.59,0.53
M,50,Buendía,5.3,5.3,Aston Villa,51.60,38.40,38.40,38.40,38.40,38.40,38.40,38.40,2.92,2.00,2.23,1.99,2.24,2.24,1.97,1.77
M,52,J.Ramsey,5.3,5.3,Newcastle,80.10,26.10,52.20,0.00,26.10,26.10,26.10,26.10,3.59,1.16,2.20,0.00,1.20,1.14,1.26,1.14
M,54,McGinn,5.3,5.3,Aston Villa,75.45,75.45,75.45,75.45,75.45,75.45,75.45,75.45,3.46,3.10,3.50,3.13,3.52,3.52,3.07,2.75
M,55,Barkley,4.8,4.8,Aston Villa,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.61,0.57,0.62,0.63,0.62,0.71,0.56,0.54
M,58,Kamara,4.9,4.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,59,Onana,4.8,4.8,Aston Villa,76.05,28.50,28.50,28.50,28.50,28.50,28.50,28.50,2.94,1.12,1.14,1.09,1.18,1.19,1.08,1.05
F,64,Watkins,8.5,8.5,Aston Villa,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,4.54,3.90,4.56,4.03,4.63,4.55,3.96,3.44
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.86,2.30,2.64,3.32,3.36,2.76,2.65,3.10
G,69,McKenna,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,5.1,5.1,Bournemouth,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,3.68,3.15,3.50,4.46,4.56,3.82,3.11,3.87
D,73,Smith,4.4,4.4,Bournemouth,22.20,18.90,18.90,18.90,18.90,18.90,18.90,18.90,0.73,0.54,0.60,0.71,0.71,0.63,0.58,0.64
D,74,Truffert,4.6,4.6,Bournemouth,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.15,2.62,3.03,4.01,4.07,3.30,2.64,3.38
D,75,Akinmboni,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.2,4.2,Bournemouth,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,3.75,3.25,3.60,4.55,4.61,3.88,3.20,3.95
D,80,Soler,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,81,Kluivert,6.9,6.9,Bournemouth,0.00,44.55,44.55,44.55,44.55,44.55,44.55,44.55,0.00,1.83,2.27,2.62,2.60,2.34,2.22,2.30
M,82,Semenyo,8.2,8.2,Man City,0.00,81.60,163.20,0.00,81.60,163.20,81.60,81.60,0.00,4.17,8.84,0.00,4.32,9.91,4.65,4.83
M,83,O.Dango,6.0,6.0,Brentford,79.35,78.75,78.75,78.75,78.75,78.75,78.75,78.75,3.96,4.26,4.40,3.66,4.62,3.47,4.33,3.55
M,84,Tavernier,5.4,5.4,Bournemouth,82.20,81.90,81.90,81.90,81.90,81.90,81.90,81.90,4.36,3.24,4.07,4.47,4.54,4.20,3.89,4.13
M,85,Adams,4.9,4.9,Bournemouth,0.00,74.55,74.55,74.55,74.55,74.55,74.55,74.55,0.00,2.55,2.92,2.82,2.89,2.76,2.80,2.95
M,86,Brooks,5.0,5.0,Bournemouth,27.90,26.55,26.55,26.55,26.55,26.55,26.55,26.55,1.36,1.05,1.29,1.42,1.43,1.33,1.25,1.32
M,87,Christie,4.9,4.9,Bournemouth,74.10,22.35,22.35,22.35,22.35,22.35,22.35,22.35,3.32,0.87,0.99,1.00,1.03,0.97,0.96,1.00
M,88,Cook,4.9,4.9,Bournemouth,0.00,10.05,10.05,10.05,10.05,10.05,10.05,10.05,0.00,0.39,0.44,0.43,0.45,0.42,0.43,0.44
M,90,Scott,5.1,5.1,Bournemouth,81.90,79.80,79.80,79.80,79.80,79.80,79.80,79.80,3.84,3.21,3.82,3.75,3.85,3.67,3.62,3.84
F,97,Evanilson,6.8,6.8,Bournemouth,70.65,70.65,70.65,70.65,70.65,70.65,70.65,70.65,3.36,2.68,3.29,3.64,3.66,3.35,3.22,3.25
F,98,Enes Ünal,5.4,5.4,Bournemouth,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,0.46,0.38,0.48,0.54,0.56,0.47,0.45,0.47
F,100,Kroupi.Jr,4.7,4.7,Bournemouth,55.65,33.00,33.00,33.00,33.00,33.00,33.00,33.00,2.71,1.34,1.63,1.82,1.82,1.70,1.61,1.66
G,101,Kelleher,4.8,4.8,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.23,3.56,3.46,2.83,3.47,2.67,3.73,2.45
G,102,Balcombe,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.9,3.9,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03
D,106,Collins,4.9,4.9,Brentford,72.30,39.90,39.90,39.90,39.90,39.90,39.90,39.90,3.38,2.01,1.87,1.57,1.92,1.36,2.05,1.52
D,107,Lewis-Potter,4.8,4.8,Brentford,79.80,33.90,33.90,33.90,33.90,33.90,33.90,33.90,3.24,1.77,1.80,1.32,1.84,1.17,1.79,1.26
D,108,Ajer,4.4,4.4,Brentford,72.00,63.75,63.75,63.75,63.75,63.75,63.75,63.75,3.05,2.97,2.78,2.20,2.82,1.85,3.02,2.13
D,109,Henry,4.3,4.3,Brentford,0.00,75.15,75.15,75.15,75.15,75.15,75.15,75.15,0.00,3.32,3.21,2.24,3.32,1.94,3.38,2.09
D,110,Kayode,4.5,4.5,Brentford,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,3.32,3.85,3.64,2.54,3.74,2.18,3.93,2.40
D,111,Pinnock,4.2,4.2,Brentford,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
D,113,Van den Berg,4.5,4.5,Brentford,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,3.60,3.93,3.64,2.91,3.74,2.43,4.00,2.81
D,116,Hickey,4.0,4.0,Brentford,0.00,20.85,20.85,20.85,20.85,20.85,20.85,20.85,0.00,0.89,0.87,0.70,0.89,0.62,0.89,0.66
M,119,Mbeumo,8.6,8.6,Man Utd,69.30,78.45,78.45,78.45,78.45,78.45,78.45,78.45,4.15,4.95,4.10,5.02,4.49,4.70,4.98,4.36
M,120,Schade,6.9,6.9,Brentford,80.70,80.10,80.10,80.10,80.10,80.10,80.10,80.10,3.89,4.18,4.40,3.58,4.59,3.34,4.37,3.46
M,121,Damsgaard,5.6,5.6,Brentford,61.95,70.80,70.80,70.80,70.80,70.80,70.80,70.80,2.91,3.62,3.64,3.21,3.75,3.08,3.67,3.13
M,122,Milambo,5.2,5.2,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,123,Carvalho,4.7,4.7,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,124,Henderson,5.0,5.0,Brentford,83.25,46.65,46.65,46.65,46.65,46.65,46.65,46.65,2.76,1.69,1.68,1.57,1.70,1.52,1.69,1.52
M,125,Janelt,4.9,4.9,Brentford,0.00,38.25,38.25,38.25,38.25,38.25,38.25,38.25,0.00,1.71,1.73,1.61,1.75,1.54,1.72,1.57
M,126,Jensen,4.9,4.9,Brentford,85.50,77.10,77.10,77.10,77.10,77.10,77.10,77.10,3.28,3.31,3.31,2.90,3.38,2.76,3.33,2.83
M,129,Yarmoliuk,5.0,5.0,Brentford,65.40,57.30,57.30,57.30,57.30,57.30,57.30,57.30,2.39,2.27,2.17,2.12,2.19,2.07,2.20,2.07
M,130,Donovan,4.4,4.4,Brentford,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.15,0.16,0.15,0.14,0.16,0.13,0.15,0.13
F,135,Wissa,7.3,7.3,Newcastle,28.20,25.50,51.00,0.00,25.50,25.50,25.50,25.50,1.60,1.36,2.58,0.00,1.42,1.34,1.56,1.38
F,136,Thiago,7.3,7.3,Brentford,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,4.14,4.38,4.74,3.81,4.91,3.55,4.61,3.71
G,138,Steele,4.2,4.2,Brighton,0.90,0.90,1.80,0.00,0.90,0.90,0.90,0.90,0.03,0.03,0.06,0.00,0.03,0.04,0.03,0.03
G,139,Verbruggen,4.5,4.5,Brighton,89.10,89.10,178.20,0.00,89.10,89.10,89.10,89.10,3.06,3.63,6.30,0.00,3.07,4.02,3.44,3.27
G,140,McGill,3.9,3.9,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.2,4.2,Brighton,5.85,5.85,11.70,0.00,5.85,5.85,5.85,5.85,0.24,0.27,0.47,0.00,0.23,0.28,0.25,0.23
D,145,De Cuyper,4.3,4.3,Brighton,15.75,15.75,31.50,0.00,15.75,15.75,15.75,15.75,0.72,0.87,1.52,0.00,0.71,0.91,0.76,0.74
D,146,Dunk,4.5,4.5,Brighton,84.45,84.45,168.90,0.00,84.45,84.45,84.45,84.45,3.04,3.81,6.19,0.00,2.87,4.08,3.45,2.99
D,148,F.Kadıoğlu,4.4,4.4,Brighton,84.75,84.75,169.50,0.00,84.75,84.75,84.75,84.75,2.90,3.84,6.10,0.00,2.71,4.25,3.30,2.94
D,149,Igor,4.5,4.5,Brighton,3.60,3.60,7.20,0.00,3.60,3.60,3.60,3.60,0.13,0.14,0.27,0.00,0.13,0.15,0.14,0.13
D,151,Van Hecke,4.4,4.4,Brighton,86.70,86.70,173.40,0.00,86.70,86.70,86.70,86.70,3.53,4.32,7.15,0.00,3.39,4.57,4.01,3.49
D,152,Veltman,4.3,4.3,Brighton,24.45,24.45,48.90,0.00,24.45,24.45,24.45,24.45,1.01,1.20,2.03,0.00,0.98,1.21,1.10,0.99
D,153,Webster,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,156,Tasker,3.8,3.8,Brighton,0.30,0.30,0.60,0.00,0.30,0.30,0.30,0.30,0.01,0.01,0.02,0.00,0.01,0.01,0.01,0.01
M,157,Mitoma,6.1,6.1,Brighton,54.90,78.45,156.90,0.00,78.45,78.45,78.45,78.45,2.53,4.11,7.33,0.00,3.46,4.38,3.55,3.62
M,158,Georginio,5.6,5.6,Brighton,28.95,28.95,57.90,0.00,28.95,28.95,28.95,28.95,1.45,1.64,2.96,0.00,1.44,1.73,1.44,1.44
M,159,March,5.8,5.8,Brighton,3.00,3.00,6.00,0.00,3.00,3.00,3.00,3.00,0.14,0.15,0.29,0.00,0.13,0.15,0.14,0.15
M,160,Minteh,5.5,5.5,Brighton,51.45,27.90,55.80,0.00,27.90,27.90,27.90,27.90,2.39,1.51,2.76,0.00,1.33,1.60,1.34,1.36
M,163,Hinshelwood,5.1,5.1,Brighton,66.60,66.60,133.20,0.00,66.60,66.60,66.60,66.60,2.29,2.54,4.70,0.00,2.25,2.67,2.32,2.30
M,164,O'Riley,5.5,5.5,Brighton,6.75,6.75,13.50,0.00,6.75,6.75,6.75,6.75,0.34,0.34,0.67,0.00,0.31,0.36,0.35,0.33
M,166,Ayari,4.8,4.8,Brighton,35.10,35.10,70.20,0.00,35.10,35.10,35.10,35.10,1.51,1.67,3.11,0.00,1.54,1.71,1.48,1.54
M,167,Baleba,4.5,4.5,Brighton,40.65,40.65,81.30,0.00,40.65,40.65,40.65,40.65,1.51,1.65,3.11,0.00,1.58,1.68,1.49,1.55
M,168,Buonanotte,4.6,4.6,Leeds United,10.20,10.20,10.20,10.20,10.20,10.20,0.00,10.20,0.55,0.46,0.58,0.50,0.63,0.50,0.00,0.52
M,169,Gomez,4.9,4.9,Brighton,72.15,72.15,144.30,0.00,72.15,72.15,72.15,72.15,3.55,4.10,7.39,0.00,3.60,4.36,3.52,3.65
M,170,Milner,4.9,4.9,Brighton,27.15,27.15,54.30,0.00,27.15,27.15,27.15,27.15,1.09,1.19,2.21,0.00,1.10,1.23,1.08,1.11
M,173,Wieffer,4.9,4.9,Brighton,69.00,69.00,138.00,0.00,69.00,69.00,69.00,69.00,3.24,3.48,6.42,0.00,3.24,3.41,3.39,3.19
F,178,Welbeck,6.1,6.1,Brighton,77.10,77.10,154.20,0.00,77.10,77.10,77.10,77.10,3.94,4.58,8.16,0.00,3.85,4.87,3.84,4.03
F,180,Tzimas,5.2,5.2,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,181,Kostoulas,4.8,4.8,Brighton,16.50,16.50,33.00,0.00,16.50,16.50,16.50,16.50,0.81,0.92,1.73,0.00,0.85,0.96,0.80,0.87
G,182,Trafford,4.5,4.5,Man City,0.00,0.90,1.80,0.00,0.90,1.80,0.90,0.90,0.00,0.03,0.07,0.00,0.03,0.07,0.03,0.03
G,183,Weiss,4.3,4.3,Burnley,0.90,0.90,1.80,0.00,0.90,0.90,0.90,0.90,0.03,0.03,0.06,0.00,0.03,0.03,0.02,0.03
G,185,Hladký,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.3,4.3,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,187,Walker,4.4,4.4,Burnley,81.15,81.15,162.30,0.00,81.15,81.15,81.15,81.15,2.06,2.24,3.69,0.00,2.26,2.25,1.45,2.93
D,190,Ekdal,3.8,3.8,Burnley,4.80,4.80,9.60,0.00,4.80,4.80,4.80,4.80,0.18,0.18,0.34,0.00,0.19,0.18,0.17,0.20
D,191,Estève,3.9,3.9,Burnley,87.45,87.45,174.90,0.00,87.45,87.45,87.45,87.45,3.02,3.16,5.44,0.00,3.37,3.18,2.48,3.86
D,192,Hartman,4.0,4.0,Burnley,3.90,3.90,7.80,0.00,3.90,3.90,3.90,3.90,0.14,0.16,0.29,0.00,0.15,0.15,0.13,0.16
D,193,Humphreys,3.9,3.9,Burnley,82.95,82.95,165.90,0.00,82.95,82.95,82.95,82.95,2.55,2.72,4.61,0.00,2.91,2.73,2.05,3.43
D,194,Jordan,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,71.40,71.40,142.80,0.00,71.40,71.40,71.40,71.40,2.05,2.25,3.66,0.00,2.20,2.23,1.35,2.93
D,198,Tuanzebe,3.9,3.9,Burnley,0.00,12.75,25.50,0.00,12.75,12.75,12.75,12.75,0.00,0.47,0.86,0.00,0.50,0.47,0.41,0.53
D,199,Worrall,3.8,3.8,Burnley,57.90,45.45,90.90,0.00,45.45,45.45,45.45,45.45,2.14,1.78,3.10,0.00,1.88,1.77,1.44,2.08
M,200,Anthony,5.0,5.0,Burnley,75.75,75.75,151.50,0.00,75.75,75.75,75.75,75.75,3.46,3.76,6.72,0.00,3.37,3.68,2.67,4.21
M,202,Bruun Larsen,5.3,5.3,Burnley,6.75,6.75,13.50,0.00,6.75,6.75,6.75,6.75,0.30,0.31,0.57,0.00,0.28,0.31,0.25,0.34
M,203,Boateng,4.7,4.7,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,205,Cullen,4.9,4.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,206,Edwards,4.7,4.7,Burnley,62.85,62.85,125.70,0.00,62.85,62.85,62.85,62.85,2.82,3.00,5.35,0.00,2.75,2.93,2.22,3.36
M,207,Hannibal,4.7,4.7,Burnley,58.65,58.65,117.30,0.00,58.65,58.65,58.65,58.65,2.13,2.26,4.19,0.00,2.09,2.22,1.81,2.49
M,209,Laurent,4.8,4.8,Burnley,72.60,72.60,145.20,0.00,72.60,72.60,72.60,72.60,2.24,2.30,4.54,0.00,2.23,2.36,2.02,2.46
M,210,Tchaouna,4.9,4.9,Burnley,18.00,18.00,36.00,0.00,18.00,18.00,18.00,18.00,0.75,0.78,1.45,0.00,0.73,0.78,0.63,0.85
M,214,Trésor,4.3,4.3,Burnley,5.70,5.70,11.40,0.00,5.70,5.70,5.70,5.70,0.23,0.23,0.44,0.00,0.23,0.24,0.21,0.23
F,215,Flemming,5.3,5.3,Burnley,60.15,60.15,120.30,0.00,60.15,60.15,60.15,60.15,2.63,2.84,5.02,0.00,2.57,2.71,2.07,3.12
F,216,Amdouni,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,4.9,4.9,Burnley,30.15,30.15,60.30,0.00,30.15,30.15,30.15,30.15,1.30,1.40,2.52,0.00,1.28,1.35,1.06,1.51
F,218,Barnes,4.2,4.2,Burnley,1.50,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.06,0.07,0.12,0.00,0.06,0.07,0.06,0.08
G,220,Sánchez,4.8,4.8,Chelsea,89.10,45.00,90.00,0.00,45.00,45.00,45.00,45.00,3.22,1.37,3.02,0.00,1.78,1.19,1.65,1.75
G,221,Jörgensen,4.3,4.3,Chelsea,0.00,45.00,90.00,0.00,45.00,45.00,45.00,45.00,0.00,1.41,3.08,0.00,1.80,1.22,1.71,1.80
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.0,6.0,Chelsea,80.55,66.00,132.00,0.00,83.40,83.40,83.40,83.40,3.49,2.17,5.01,0.00,3.85,2.55,3.90,3.81
D,225,James,5.6,5.6,Chelsea,0.00,67.65,135.30,0.00,67.65,67.65,67.65,67.65,0.00,2.50,5.54,0.00,3.48,2.18,3.49,3.34
D,226,Chalobah,5.5,5.5,Chelsea,0.00,0.00,0.00,0.00,85.95,85.95,85.95,85.95,0.00,0.00,0.00,0.00,4.13,3.10,4.23,4.19
D,227,Colwill,4.7,4.7,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,4.9,4.9,Chelsea,69.30,42.90,85.80,0.00,42.90,42.90,42.90,42.90,3.05,1.52,3.44,0.00,2.07,1.41,2.08,2.03
D,229,B.Badiashile,4.4,4.4,Chelsea,11.25,11.25,22.50,0.00,11.25,11.25,11.25,11.25,0.53,0.43,0.98,0.00,0.54,0.45,0.55,0.55
D,230,Fofana,4.4,4.4,Chelsea,71.40,63.60,127.20,0.00,43.95,43.95,43.95,43.95,3.57,2.37,5.59,0.00,2.16,1.75,2.22,2.22
D,231,M.Sarr,4.5,4.5,Chelsea,36.90,28.50,57.00,0.00,7.05,7.05,7.05,7.05,1.64,0.97,2.27,0.00,0.31,0.26,0.30,0.31
D,232,Tosin,4.0,4.0,Chelsea,34.65,22.35,44.70,0.00,14.25,14.25,14.25,14.25,1.76,0.88,2.04,0.00,0.69,0.59,0.69,0.68
D,233,Acheampong,3.7,3.7,Chelsea,36.00,27.75,55.50,0.00,7.05,7.05,7.05,7.05,1.68,1.02,2.36,0.00,0.32,0.27,0.33,0.33
M,235,Palmer,10.6,10.6,Chelsea,80.40,80.40,160.80,0.00,80.40,80.40,80.40,80.40,4.86,4.62,9.68,0.00,5.40,4.30,5.79,5.05
M,236,Neto,7.0,7.0,Chelsea,77.10,77.10,154.20,0.00,77.10,77.10,77.10,77.10,3.76,3.53,7.36,0.00,4.08,3.33,4.34,3.90
M,237,Enzo,6.6,6.6,Chelsea,84.00,84.00,168.00,0.00,84.00,84.00,84.00,84.00,4.09,3.84,7.96,0.00,4.41,3.57,4.70,4.15
