Pos,ID,Name,BV,SV,Team,29_xMins,30_xMins,31_xMins,32_xMins,33_xMins,34_xMins,35_xMins,29_Pts,30_Pts,31_Pts,32_Pts,33_Pts,34_Pts,35_Pts
D,257,Lacroix,5.1,5.1,Crystal Palace,0.00,86.10,0.00,86.10,172.20,0.00,86.10,0.00,4.51,0.00,3.94,7.61,0.00,4.03
D,258,Mitchell,5.0,5.0,Crystal Palace,85.20,85.20,0.00,85.20,170.40,0.00,85.20,3.33,3.92,0.00,3.29,6.32,0.00,3.30
D,259,Sosa,4.8,4.8,Crystal Palace,12.15,5.40,0.00,5.40,10.80,0.00,5.40,0.55,0.23,0.00,0.22,0.42,0.00,0.21
D,260,Guéhi,5.2,5.2,Man City,82.65,82.65,0.00,82.65,165.30,0.00,82.65,4.42,3.88,0.00,3.22,7.98,0.00,4.33
D,261,Richards,4.4,4.4,Crystal Palace,85.95,84.60,0.00,84.60,169.20,0.00,84.60,3.87,4.22,0.00,3.64,7.11,0.00,3.78
D,262,Chadi Riad,4.0,4.0,Crystal Palace,83.85,46.50,0.00,46.50,93.00,0.00,46.50,3.34,2.12,0.00,1.82,3.52,0.00,1.86
D,263,Clyne,3.8,3.8,Crystal Palace,7.80,3.15,0.00,3.15,6.30,0.00,3.15,0.36,0.14,0.00,0.14,0.27,0.00,0.13
D,265,Kporha,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,266,Eze,7.2,7.2,Arsenal,47.85,44.85,0.00,28.80,57.60,0.00,28.80,2.60,2.88,0.00,1.90,3.22,0.00,1.82
M,267,Sarr,6.3,6.3,Crystal Palace,82.20,82.20,0.00,82.20,164.40,0.00,82.20,4.35,4.44,0.00,4.26,8.18,0.00,4.05
M,268,Doucouré,4.9,4.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,270,Hughes,4.7,4.7,Crystal Palace,52.35,33.75,0.00,33.75,67.50,0.00,33.75,1.81,1.17,0.00,1.16,2.26,0.00,1.16
M,271,Kamada,5.0,5.0,Crystal Palace,56.10,40.95,0.00,40.95,81.90,0.00,40.95,2.29,1.67,0.00,1.64,3.15,0.00,1.64
M,272,Lerma,4.9,4.9,Crystal Palace,0.00,68.70,0.00,68.70,137.40,0.00,68.70,0.00,2.70,0.00,2.63,5.25,0.00,2.78
M,273,Wharton,5.0,5.0,Crystal Palace,82.50,82.50,0.00,82.50,165.00,0.00,82.50,3.65,3.59,0.00,3.66,6.84,0.00,3.59
M,274,Agbinone,4.3,4.3,Crystal Palace,0.30,0.30,0.00,0.30,0.60,0.00,0.30,0.01,0.01,0.00,0.01,0.03,0.00,0.01
M,276,Devenny,4.3,4.3,Crystal Palace,9.15,9.15,0.00,9.15,18.30,0.00,9.15,0.40,0.44,0.00,0.45,0.83,0.00,0.40
M,281,Rodney,4.4,4.4,Crystal Palace,0.30,0.30,0.00,0.30,0.60,0.00,0.30,0.01,0.01,0.00,0.01,0.02,0.00,0.01
F,283,Mateta,7.5,7.5,Crystal Palace,0.00,36.45,0.00,36.45,72.90,0.00,36.45,0.00,2.08,0.00,2.05,3.96,0.00,1.95
F,284,Nketiah,5.4,5.4,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,286,Marsh,4.4,4.4,Crystal Palace,0.30,0.30,0.00,0.30,0.60,0.00,0.30,0.02,0.02,0.00,0.02,0.03,0.00,0.02
G,287,Pickford,5.6,5.6,Everton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,4.00,2.25,2.93,3.02,2.75,3.09,2.84
G,288,Travers,4.3,4.3,Everton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.03,0.03,0.03,0.03,0.03
D,290,Branthwaite,5.3,5.3,Everton,81.30,81.30,81.30,81.30,81.30,81.30,81.30,4.34,2.49,2.98,3.41,3.10,3.43,2.67
D,291,Tarkowski,5.7,5.7,Everton,87.45,87.45,87.45,87.45,87.45,87.45,87.45,5.29,3.04,3.67,4.17,3.78,4.20,3.30
D,292,Mykolenko,4.9,4.9,Everton,75.15,75.15,75.15,75.15,75.15,75.15,75.15,3.88,1.93,2.58,2.82,2.56,2.93,2.30
D,293,O'Brien,4.9,4.9,Everton,83.70,83.70,83.70,83.70,83.70,83.70,83.70,3.95,1.90,2.58,2.84,2.59,2.94,2.27
D,294,Coleman,4.2,4.2,Everton,0.00,2.40,2.40,2.40,2.40,2.40,2.40,0.00,0.08,0.09,0.09,0.09,0.09,0.08
D,295,Keane,4.6,4.6,Everton,17.25,17.25,17.25,17.25,17.25,17.25,17.25,0.95,0.66,0.73,0.81,0.75,0.80,0.68
D,296,Patterson,4.4,4.4,Everton,8.25,5.25,5.25,5.25,5.25,5.25,5.25,0.39,0.17,0.20,0.19,0.20,0.21,0.20
D,298,Welch,3.8,3.8,Everton,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.02,0.02,0.02,0.02,0.02,0.02
M,299,Ndiaye,6.2,6.2,Everton,83.25,83.25,83.25,83.25,83.25,83.25,83.25,5.39,3.30,4.28,4.14,4.13,4.43,4.13
M,300,McNeil,5.5,5.5,Everton,28.50,28.50,28.50,28.50,28.50,28.50,28.50,1.48,1.00,1.23,1.18,1.19,1.27,1.16
M,301,Alcaraz,5.2,5.2,Everton,0.00,0.00,0.00,12.45,12.45,12.45,12.45,0.00,0.00,0.00,0.52,0.54,0.57,0.53
M,302,Gana,5.4,5.4,Everton,80.40,80.40,80.40,80.40,80.40,80.40,80.40,3.10,2.36,2.70,2.65,2.65,2.75,2.62
M,303,Garner,5.2,5.2,Everton,87.00,87.00,87.00,87.00,87.00,87.00,87.00,4.67,3.40,4.05,3.99,3.91,4.16,3.92
M,304,Iroegbunam,4.8,4.8,Everton,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.59,0.48,0.54,0.54,0.54,0.54,0.53
M,305,Armstrong,4.5,4.5,Everton,55.65,55.65,77.85,45.00,45.00,45.00,45.00,2.63,1.73,2.92,1.68,1.70,1.82,1.69
M,306,Bates,4.3,4.3,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,307,Ebere,4.4,4.4,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,310,Barry,5.7,5.7,Everton,72.15,72.15,72.15,72.15,72.15,72.15,72.15,3.90,2.49,3.16,3.04,3.09,3.29,3.03
F,311,Beto,5.0,5.0,Everton,27.30,27.30,27.30,27.30,27.30,27.30,27.30,1.67,1.12,1.36,1.32,1.33,1.42,1.29
G,314,Leno,4.9,4.9,Fulham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.14,3.19,3.87,2.36,2.90,3.15,2.31
D,316,Robinson,4.9,4.9,Fulham,14.10,14.10,14.10,14.10,14.10,14.10,14.10,0.64,0.57,0.72,0.51,0.57,0.59,0.46
D,317,Andersen,4.5,4.5,Fulham,72.90,87.45,87.45,87.45,87.45,87.45,87.45,3.35,3.72,4.75,3.13,3.79,3.84,2.91
D,318,Bassey,4.4,4.4,Fulham,81.00,81.00,81.00,81.00,81.00,81.00,81.00,3.15,2.87,3.79,2.32,2.89,2.94,2.13
D,319,Castagne,4.3,4.3,Fulham,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.78,0.72,0.86,0.64,0.73,0.75,0.60
D,320,Diop,4.3,4.3,Fulham,19.95,3.90,3.90,3.90,3.90,3.90,3.90,0.86,0.15,0.17,0.14,0.15,0.14,0.14
D,321,J.Cuenca,4.3,4.3,Fulham,11.25,11.25,11.25,11.25,11.25,11.25,11.25,0.54,0.49,0.60,0.45,0.52,0.52,0.43
D,322,Tete,4.5,4.5,Fulham,78.30,78.30,78.30,78.30,78.30,78.30,78.30,3.48,3.10,4.12,2.56,3.14,3.28,2.28
D,323,Amissah,3.8,3.8,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.06,0.06,0.06,0.05
M,324,Iwobi,6.3,6.3,Fulham,84.00,84.00,84.00,84.00,84.00,84.00,84.00,3.71,3.27,3.93,2.94,3.20,3.44,2.64
M,325,Smith Rowe,5.6,5.6,Fulham,70.65,70.65,70.65,70.65,70.65,70.65,70.65,3.61,3.11,3.87,2.83,3.03,3.28,2.50
M,326,Adama,5.1,5.1,West Ham,18.75,18.75,18.75,18.75,18.75,18.75,18.75,0.79,0.81,0.78,0.91,0.80,0.86,0.78
M,328,Sessegnon,5.4,5.4,Fulham,79.20,79.20,79.20,79.20,79.20,79.20,79.20,3.26,3.08,3.53,3.11,3.28,3.13,2.86
M,329,Wilson,6.0,6.0,Fulham,61.95,82.50,82.50,81.15,81.15,81.15,81.15,3.68,4.04,5.28,3.56,3.89,4.21,2.95
M,330,Berge,4.9,4.9,Fulham,83.25,83.25,83.25,83.25,83.25,83.25,83.25,2.74,2.72,2.89,2.43,2.58,2.75,2.29
M,331,Cairney,4.8,4.8,Fulham,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.31,0.28,0.33,0.27,0.28,0.30,0.24
M,332,Lukić,4.9,4.9,Fulham,27.60,27.60,27.60,21.00,21.00,21.00,21.00,1.13,1.03,1.18,0.76,0.77,0.80,0.72
M,335,King,4.4,4.4,Fulham,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.37,0.31,0.36,0.30,0.32,0.33,0.27
M,336,Reed,4.3,4.3,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.06,0.06,0.06,0.05
F,337,Raúl,6.1,6.1,Fulham,68.40,68.40,68.40,68.40,68.40,68.40,68.40,3.99,3.34,4.27,3.05,3.28,3.54,2.56
F,338,Muniz,5.3,5.3,Fulham,27.00,27.00,27.00,27.00,27.00,27.00,27.00,1.51,1.30,1.60,1.22,1.28,1.36,1.06
G,339,Meslier,4.1,4.1,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,341,Darlow,3.9,3.9,Leeds United,88.20,88.20,88.20,88.20,88.20,88.20,88.20,3.77,3.12,3.13,2.57,3.67,3.08,3.86
D,342,Bogle,4.4,4.4,Leeds United,83.10,83.10,83.10,83.10,83.10,83.10,83.10,3.91,3.02,3.26,2.35,3.95,2.93,4.18
D,343,Struijk,4.3,4.3,Leeds United,85.35,85.35,85.35,85.35,85.35,85.35,85.35,4.58,3.94,4.08,3.17,4.59,3.80,4.79
D,344,Bijol,3.9,3.9,Leeds United,30.75,22.50,22.50,22.50,22.50,22.50,22.50,1.53,0.99,1.02,0.85,1.12,0.98,1.15
D,345,Bornauw,3.8,3.8,Leeds United,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.11,0.10,0.11,0.10,0.11,0.10,0.10
D,346,Byram,3.8,3.8,Leeds United,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.05,0.05,0.05,0.05,0.05,0.05,0.05
D,347,Gudmundsson,3.8,3.8,Leeds United,83.85,83.85,83.85,83.85,83.85,83.85,83.85,4.34,3.38,3.63,2.64,4.37,3.28,4.64
D,348,Rodon,3.9,3.9,Leeds United,85.95,85.95,85.95,85.95,85.95,85.95,85.95,4.42,3.90,3.98,3.09,4.39,3.72,4.65
M,350,Aaronson,5.4,5.4,Leeds United,75.45,72.00,72.00,72.00,72.00,72.00,72.00,4.07,3.36,3.64,3.17,4.06,3.50,4.19
M,351,Gnonto,5.2,5.2,Leeds United,9.15,9.15,9.15,9.15,9.15,9.15,9.15,0.46,0.43,0.47,0.41,0.50,0.49,0.51
M,353,James,5.2,5.2,Leeds United,6.45,6.45,6.45,6.45,6.45,6.45,6.45,0.38,0.32,0.35,0.30,0.38,0.33,0.38
M,354,Ampadu,4.9,4.9,Leeds United,86.10,86.10,86.10,86.10,86.10,86.10,86.10,3.44,3.30,3.35,3.32,3.57,3.49,3.62
M,356,Gruev,4.7,4.7,Leeds United,65.10,65.10,65.10,65.10,65.10,65.10,65.10,2.22,2.08,2.14,2.01,2.27,2.15,2.31
M,358,Tanaka,4.8,4.8,Leeds United,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.69,0.64,0.68,0.63,0.73,0.67,0.73
F,362,Piroe,4.9,4.9,Leeds United,5.40,1.50,1.50,1.50,1.50,1.50,1.50,0.29,0.07,0.09,0.07,0.09,0.08,0.09
F,365,Nmecha,5.0,5.0,Leeds United,34.35,18.15,18.15,18.15,18.15,18.15,18.15,1.99,0.97,1.07,0.90,1.18,1.01,1.18
G,366,A.Becker,5.4,5.4,Liverpool,89.10,89.10,89.10,89.10,178.20,0.00,89.10,3.75,3.66,3.33,3.63,7.38,0.00,2.95
G,367,Mamardashvili,4.1,4.1,Liverpool,0.90,0.90,0.90,0.90,1.80,0.00,0.90,0.04,0.04,0.03,0.03,0.07,0.00,0.03
G,368,Pécsi,3.8,3.8,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,369,Woodman,3.9,3.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,370,Frimpong,5.7,5.7,Liverpool,63.75,64.95,64.95,64.95,129.90,0.00,64.95,3.61,3.75,2.97,3.62,7.00,0.00,2.58
D,371,Kerkez,5.6,5.6,Liverpool,70.05,70.05,70.05,70.05,140.10,0.00,70.05,3.77,3.83,3.09,3.70,7.24,0.00,2.69
D,372,Robertson,5.7,5.7,Liverpool,22.65,22.65,22.65,22.65,45.30,0.00,22.65,1.16,1.17,0.96,1.12,2.22,0.00,0.87
D,373,Virgil,6.1,6.1,Liverpool,87.45,87.45,87.45,87.45,174.90,0.00,87.45,4.61,4.71,3.90,4.40,9.28,0.00,3.60
D,374,Konaté,5.5,5.5,Liverpool,82.95,82.95,82.95,82.95,165.90,0.00,82.95,4.35,4.40,3.64,4.14,8.71,0.00,3.35
D,375,Bradley,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,376,Gomez,4.9,4.9,Liverpool,34.50,22.20,22.20,22.20,44.40,0.00,22.20,1.61,1.05,0.89,1.03,2.05,0.00,0.81
D,378,Nallo,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.60,0.00,0.30,0.01,0.01,0.01,0.01,0.03,0.00,0.01
D,379,R.Williams,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.60,0.00,0.30,0.01,0.01,0.01,0.01,0.02,0.00,0.01
D,380,Ramsay,3.8,3.8,Liverpool,0.30,0.30,0.30,0.30,0.60,0.00,0.30,0.01,0.01,0.01,0.01,0.02,0.00,0.01
M,381,M.Salah,14.0,14.0,Liverpool,81.45,81.45,81.45,79.80,159.60,0.00,79.80,5.92,6.27,5.03,5.65,10.42,0.00,4.50
M,382,Wirtz,8.3,8.3,Liverpool,0.00,79.20,79.20,74.40,148.80,0.00,74.40,0.00,5.05,4.23,4.60,8.67,0.00,3.73
M,384,Gakpo,7.3,7.3,Liverpool,75.75,63.30,63.30,67.20,134.40,0.00,67.20,4.74,4.12,3.38,4.10,7.71,0.00,3.36
M,385,Chiesa,6.3,6.3,Liverpool,7.35,7.35,7.35,7.35,14.70,0.00,7.35,0.42,0.50,0.45,0.44,0.80,0.00,0.37
M,386,Mac Allister,6.2,6.2,Liverpool,80.40,77.10,77.10,57.30,114.60,0.00,57.30,3.64,3.65,3.12,2.60,5.08,0.00,2.30
M,387,Szoboszlai,6.9,6.9,Liverpool,86.10,86.10,86.10,86.10,172.20,0.00,86.10,4.94,4.76,4.07,4.40,8.63,0.00,3.86
M,388,C.Jones,5.4,5.4,Liverpool,58.80,38.55,38.55,25.05,50.10,0.00,25.05,2.85,1.96,1.73,1.20,2.32,0.00,1.10
M,389,Elliott,5.1,5.1,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,390,Gravenberch,5.5,5.5,Liverpool,85.50,85.50,85.50,85.50,171.00,0.00,85.50,3.43,3.61,3.18,3.28,6.68,0.00,3.14
M,391,Gannon-Doak,4.8,4.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,392,Endo,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,393,Bajcetic,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.60,0.00,0.30,0.02,0.02,0.01,0.01,0.03,0.00,0.01
M,396,Nyoni,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.60,0.00,0.30,0.02,0.02,0.01,0.01,0.03,0.00,0.01
F,398,Danns,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.60,0.00,0.30,0.02,0.02,0.02,0.02,0.03,0.00,0.01
G,400,Ortega Moreno,4.7,4.7,Nott'm Forest,9.00,76.50,76.50,76.50,76.50,76.50,76.50,0.23,2.92,2.72,2.79,3.37,3.07,2.27
G,401,Bettinelli,3.8,3.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,402,Aït-Nouri,5.7,5.7,Man City,81.60,77.85,0.00,77.85,155.70,0.00,77.85,4.68,3.87,0.00,3.18,7.87,0.00,4.22
D,403,Gvardiol,5.9,5.9,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,405,Aké,5.2,5.2,Man City,16.20,16.20,0.00,16.20,32.40,0.00,16.20,0.78,0.73,0.00,0.64,1.45,0.00,0.73
D,406,Khusanov,5.4,5.4,Man City,20.55,20.55,0.00,20.55,41.10,0.00,20.55,0.94,0.85,0.00,0.74,1.77,0.00,0.93
D,407,Matheus N.,5.4,5.4,Man City,84.75,84.75,0.00,84.75,169.50,0.00,84.75,4.33,3.65,0.00,3.02,7.64,0.00,4.13
D,408,Rúben,5.5,5.5,Man City,80.25,80.25,0.00,80.25,160.50,0.00,80.25,3.72,3.17,0.00,2.70,6.70,0.00,3.67
D,409,Stones,5.4,5.4,Man City,3.00,3.00,0.00,3.00,6.00,0.00,3.00,0.12,0.12,0.00,0.11,0.24,0.00,0.11
D,410,Lewis,4.6,4.6,Man City,8.40,8.40,0.00,8.40,16.80,0.00,8.40,0.37,0.36,0.00,0.35,0.71,0.00,0.37
D,411,O'Reilly,5.1,5.1,Man City,44.25,77.25,0.00,77.25,154.50,0.00,77.25,2.63,3.85,0.00,3.14,7.76,0.00,4.08
M,413,Marmoush,8.3,8.3,Man City,53.70,40.80,0.00,40.80,81.60,0.00,40.80,3.77,2.70,0.00,2.33,4.98,0.00,2.51
M,414,Foden,8.1,8.1,Man City,21.60,18.00,0.00,18.00,36.00,0.00,18.00,1.45,1.18,0.00,1.01,2.17,0.00,1.09
M,415,Savinho,6.9,6.9,Man City,7.50,7.50,0.00,7.50,15.00,0.00,7.50,0.45,0.42,0.00,0.37,0.75,0.00,0.39
M,416,Bernardo,6.2,6.2,Man City,79.95,79.95,0.00,79.95,159.90,0.00,79.95,3.45,3.29,0.00,2.96,6.25,0.00,3.23
M,417,Cherki,6.4,6.4,Man City,54.30,40.20,0.00,40.20,80.40,0.00,40.20,3.55,2.56,0.00,2.26,4.73,0.00,2.42
M,418,Doku,6.4,6.4,Man City,22.35,25.80,0.00,25.80,51.60,0.00,25.80,1.27,1.43,0.00,1.26,2.62,0.00,1.34
M,419,Grealish,6.3,6.3,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,421,Rodrigo,6.3,6.3,Man City,80.25,80.25,0.00,80.25,160.50,0.00,80.25,3.99,3.76,0.00,3.56,7.23,0.00,3.87
M,422,Kovačić,5.8,5.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,423,N.Gonzalez,5.9,5.9,Man City,16.50,16.50,0.00,16.50,33.00,0.00,16.50,0.66,0.62,0.00,0.62,1.23,0.00,0.65
M,424,Bobb,5.1,5.1,Fulham,55.50,42.90,42.90,25.95,25.95,25.95,25.95,2.68,1.83,2.20,1.00,1.08,1.16,0.91
M,426,McAtee,5.0,5.0,Nott'm Forest,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.29,0.32,0.33,0.30,0.37,0.31,0.31
M,427,Reijnders,5.0,5.0,Man City,44.10,22.20,0.00,22.20,44.40,0.00,22.20,2.48,1.19,0.00,1.07,2.24,0.00,1.14
M,428,Nypan,5.0,5.0,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,430,Haaland,14.7,14.7,Man City,60.30,82.50,0.00,82.50,165.00,0.00,82.50,4.72,6.26,0.00,5.16,11.03,0.00,5.53
G,431,Bayindir,4.7,4.7,Man Utd,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03
G,434,Heaton,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,435,Mee,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,436,De Ligt,4.9,4.9,Man Utd,0.00,0.00,0.00,27.45,27.45,27.45,27.45,0.00,0.00,0.00,1.38,1.07,1.33,1.17
D,437,Martinez,4.8,4.8,Man Utd,0.00,0.00,0.00,83.70,83.70,83.70,83.70,0.00,0.00,0.00,3.99,2.64,3.71,3.04
D,438,Mazraoui,4.9,4.9,Man Utd,65.40,61.65,61.65,18.15,18.15,18.15,18.15,2.74,2.93,2.86,0.79,0.68,0.78,0.70
D,439,D.Leon,4.2,4.2,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,440,Dalot,4.6,4.6,Man Utd,84.75,84.75,84.75,83.25,83.25,83.25,83.25,3.13,3.86,3.51,4.13,2.74,3.84,3.15
D,441,Dorgu,4.2,4.2,Man Utd,0.00,0.00,0.00,56.70,56.70,56.70,56.70,0.00,0.00,0.00,2.90,1.99,2.68,2.23
D,442,Maguire,4.4,4.4,Man Utd,83.25,83.25,83.25,72.90,72.90,72.90,72.90,3.22,3.81,3.63,3.66,2.52,3.43,2.88
D,443,Shaw,4.5,4.5,Man Utd,46.50,62.40,62.40,83.25,83.25,83.25,83.25,1.43,2.32,2.10,3.40,2.19,3.09,2.50
D,444,Yoro,4.1,4.1,Man Utd,82.95,82.95,82.95,12.45,12.45,12.45,12.45,2.88,3.39,3.25,0.52,0.44,0.50,0.47
D,446,Fredricson,3.8,3.8,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,447,Heaven,3.7,3.7,Man Utd,19.80,11.40,11.40,6.90,6.90,6.90,6.90,0.83,0.51,0.50,0.33,0.26,0.32,0.29
D,448,Malacia,3.8,3.8,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,449,B.Fernandes,10.0,10.0,Man Utd,86.85,86.85,86.85,86.85,86.85,86.85,86.85,5.41,5.79,5.63,6.06,4.90,5.90,5.38
M,450,Cunha,8.0,8.0,Man Utd,73.20,69.90,69.90,48.60,48.60,48.60,48.60,4.04,4.16,4.13,3.11,2.62,3.09,2.81
M,452,Amad,6.2,6.2,Man Utd,55.50,52.05,52.05,69.00,69.00,69.00,69.00,2.81,2.82,2.77,3.97,3.33,3.84,3.55
M,453,Garnacho,6.4,6.4,Chelsea,79.80,33.90,33.90,29.40,58.80,0.00,29.40,3.84,1.92,1.77,1.49,3.11,0.00,1.68
M,455,Mount,5.9,5.9,Man Utd,0.00,9.60,9.60,7.20,7.20,7.20,7.20,0.00,0.49,0.47,0.39,0.34,0.38,0.35
M,456,Sancho,5.8,5.8,Aston Villa,63.75,0.00,67.20,38.40,38.40,38.40,38.40,2.86,0.00,3.42,1.72,1.93,1.74,1.94
M,457,Casemiro,5.6,5.6,Man Utd,83.25,83.25,83.25,81.60,81.60,81.60,81.60,4.05,4.24,4.21,4.07,3.79,4.07,3.86
M,458,Mainoo,4.6,4.6,Man Utd,81.75,81.75,81.75,78.60,78.60,78.60,78.60,3.24,3.31,3.28,3.16,2.95,3.15,2.98
M,459,Ugarte,4.7,4.7,Man Utd,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.72,0.73,0.72,0.70,0.68,0.70,0.68
M,461,Fitzgerald,4.3,4.3,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,462,J.Fletcher,4.3,4.3,Man Utd,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.06,0.05,0.06,0.06,0.05,0.06,0.06
F,466,Zirkzee,5.8,5.8,Man Utd,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.15,0.16,0.17,0.17,0.16,0.17,0.16
F,467,Obi,4.2,4.2,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.03,0.03,0.03
G,469,Pope,5.1,5.1,Newcastle,89.10,89.10,89.10,89.10,178.20,0.00,89.10,2.77,2.51,3.77,3.28,5.70,0.00,3.27
G,470,Dúbravka,4.0,4.0,Burnley,89.10,89.10,89.10,89.10,178.20,0.00,89.10,2.89,3.20,2.85,3.09,5.58,0.00,3.01
G,471,Gillespie,3.9,3.9,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,473,Hall,5.3,5.3,Newcastle,80.40,76.80,76.80,73.20,146.40,0.00,73.20,3.38,2.80,4.49,3.63,6.28,0.00,3.61
D,474,Schär,5.2,5.2,Newcastle,0.00,0.00,0.00,16.80,33.60,0.00,16.80,0.00,0.00,0.00,0.74,1.37,0.00,0.72
D,475,Botman,4.9,4.9,Newcastle,38.25,30.75,30.75,23.25,46.50,0.00,23.25,1.59,1.12,1.55,1.05,1.90,0.00,1.04
D,476,Burn,5.0,5.0,Newcastle,84.45,84.45,84.45,84.45,168.90,0.00,84.45,3.12,2.71,4.18,3.74,6.49,0.00,3.54
D,477,Livramento,4.9,4.9,Newcastle,0.00,71.70,71.70,78.45,156.90,0.00,78.45,0.00,2.13,3.57,3.13,5.45,0.00,3.25
D,478,Trippier,4.9,4.9,Newcastle,81.90,29.85,29.85,17.40,34.80,0.00,17.40,2.86,1.08,1.56,0.71,1.35,0.00,0.75
D,479,Krafth,4.3,4.3,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,481,A.Murphy,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,483,Pivas,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
