Pos,ID,Name,BV,SV,Team,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts,16_Pts,17_Pts
M,24,Nørgaard,5.3,5.3,Arsenal,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,0.35,0.38,0.35,0.35,0.36,0.35,0.38,0.33,0.38,0.35,0.39,0.34
M,25,Nwaneri,5.3,5.3,Arsenal,24.45,24.45,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,1.15,1.44,0.92,1.00,1.03,1.00,1.00,0.89,1.06,0.94,1.11,0.91
M,26,Zubimendi,5.5,5.5,Arsenal,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,3.41,3.76,3.39,3.38,3.46,3.37,3.73,3.08,3.68,3.40,3.83,3.19
M,27,Nelson,4.9,4.9,Brentford,7.80,15.75,15.75,15.75,15.75,15.75,15.75,15.75,0.00,15.75,15.75,15.75,0.38,0.67,0.75,0.67,0.68,0.69,0.68,0.83,0.00,0.69,0.77,0.76
M,28,Kabia,4.5,4.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,29,Sambi,4.5,4.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,30,Havertz,7.3,7.3,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,31,G.Jesus,6.4,6.4,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,32,Martinez,5.0,5.0,Aston Villa,67.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,2.58,3.72,2.62,2.72,2.23,3.15,3.18,3.60,2.53,2.76,3.11,3.29
G,33,M.Bizot,4.5,4.5,Aston Villa,22.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.80,0.19,0.13,0.13,0.11,0.15,0.16,0.18,0.13,0.13,0.16,0.15
G,34,Gauci,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,35,Marschall,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,36,Cash,4.6,4.6,Aston Villa,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,3.47,4.28,2.97,2.61,2.12,3.66,3.49,4.05,2.67,2.54,3.35,3.26
D,37,Digne,4.5,4.5,Aston Villa,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,3.30,4.05,2.64,2.38,2.02,3.22,3.23,3.87,2.47,2.40,3.14,3.03
D,38,Konsa,4.5,4.5,Aston Villa,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,3.27,3.91,2.81,2.35,2.23,3.29,3.14,3.93,2.57,2.40,3.10,2.88
D,39,Maatsen,4.4,4.4,Aston Villa,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,1.30,1.50,1.10,1.05,0.93,1.28,1.27,1.46,1.07,1.04,1.24,1.21
D,40,Mings,4.5,4.5,Aston Villa,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,3.36,3.90,3.02,2.51,2.40,3.43,3.18,4.15,2.69,2.54,3.11,3.00
D,41,Pau,4.4,4.4,Aston Villa,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,0.59,0.67,0.57,0.51,0.51,0.61,0.58,0.68,0.54,0.50,0.59,0.57
D,43,Alex Moreno,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,37.80,21.60,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,1.52,0.99,0.69,0.60,0.60,0.74,0.67,0.83,0.63,0.59,0.68,0.66
D,45,Sousa,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,46,Yasin,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,47,Rogers,6.9,6.9,Aston Villa,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,3.81,4.53,3.50,3.33,3.07,3.85,3.70,4.42,3.44,3.08,3.90,3.87
M,48,Tielemans,5.9,5.9,Aston Villa,0.00,42.45,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,0.00,2.15,4.00,3.60,3.27,4.06,3.97,4.63,3.64,3.24,3.85,3.89
M,49,Bailey,5.5,5.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,50,Buendía,5.3,5.3,Aston Villa,47.10,40.50,41.10,41.10,41.10,41.10,41.10,41.10,41.10,41.10,41.10,47.70,2.42,2.46,1.94,1.93,1.75,2.15,2.07,2.45,1.94,1.78,2.16,2.49
M,51,Iling Jr,5.5,5.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,52,J.Ramsey,5.3,5.3,Newcastle,0.00,0.00,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,0.00,0.00,1.60,1.70,1.76,1.67,1.57,1.57,1.73,1.94,1.75,1.62
M,53,Malen,5.2,5.2,Aston Villa,36.90,36.90,36.90,36.90,48.00,36.90,36.90,36.90,36.90,36.90,36.90,48.00,2.14,2.48,1.93,1.94,2.19,2.19,2.07,2.43,1.94,1.75,2.14,2.79
M,54,McGinn,5.4,5.4,Aston Villa,73.50,67.50,64.65,64.65,61.95,64.65,64.65,64.65,64.65,64.65,64.65,61.95,3.06,3.17,2.53,2.45,2.18,2.75,2.59,3.03,2.48,2.29,2.75,2.60
M,55,Barkley,4.8,4.8,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,56,Barrenechea,5.0,5.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,57,Dobbin,5.0,5.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,58,Kamara,4.9,4.9,Aston Villa,69.90,69.90,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,2.35,2.47,2.50,2.18,2.04,2.37,2.27,2.62,2.16,1.97,2.14,2.20
M,59,Onana,4.9,4.9,Aston Villa,0.00,0.00,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,0.00,0.00,1.49,1.37,1.27,1.47,1.43,1.63,1.37,1.25,1.40,1.43
M,60,Broggio,4.5,4.5,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01
M,61,Dendoncker,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.4,4.4,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01
F,64,Watkins,8.7,8.7,Aston Villa,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,4.73,5.64,4.19,4.24,3.68,4.78,4.48,5.39,4.25,3.77,4.89,4.81
F,65,Redmond,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,66,Neto,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.22,3.73,3.22,3.72,2.44,3.00,3.91,3.47,3.88,3.36,3.05,4.04
G,68,Dennis,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.04,0.03,0.03,0.04
G,69,McKenna,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,70,Paulsen,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,71,Zabarnyi,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,4.8,4.8,Bournemouth,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,3.57,4.31,3.20,4.38,2.66,3.50,4.26,4.28,4.30,3.35,3.51,4.46
D,73,Smith,4.4,4.4,Bournemouth,0.00,0.00,24.60,24.60,24.60,24.60,24.60,24.60,24.60,24.60,24.60,24.60,0.00,0.00,0.79,0.90,0.69,0.79,0.93,0.89,0.89,0.80,0.77,0.98
D,74,Truffert,4.5,4.5,Bournemouth,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,3.26,3.64,2.95,3.70,2.09,2.88,3.94,3.79,3.71,2.88,2.75,4.45
D,75,Akinmboni,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.0,4.0,Bournemouth,41.85,41.85,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,1.80,1.99,1.32,1.64,1.09,1.32,1.69,1.64,1.61,1.39,1.23,1.88
D,78,J.Araujo,4.0,4.0,Bournemouth,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,0.52,0.54,0.50,0.56,0.44,0.50,0.57,0.55,0.55,0.50,0.49,0.60
D,79,Mepham,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,80,Soler,4.0,4.0,Bournemouth,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,0.40,0.43,0.38,0.43,0.34,0.38,0.45,0.43,0.43,0.38,0.37,0.47
M,81,Kluivert,7.0,7.0,Bournemouth,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,50.70,2.66,2.76,2.42,2.83,2.20,2.46,3.18,2.74,2.68,2.54,2.46,3.58
M,82,Semenyo,7.7,7.7,Bournemouth,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,4.37,4.60,4.05,4.95,3.61,4.15,5.33,4.68,4.46,4.22,4.18,5.52
M,83,O.Dango,6.0,6.0,Brentford,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,69.90,67.35,67.35,0.00,3.55,3.15,3.64,3.16,3.22,3.38,3.21,4.18,2.77,3.30,3.76,0.00
M,84,Tavernier,5.5,5.5,Bournemouth,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,76.50,3.61,3.73,3.29,3.94,3.03,3.32,4.13,3.76,3.60,3.45,3.51,4.36
M,85,Adams,5.0,5.0,Bournemouth,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,3.14,3.39,2.70,3.39,2.74,2.92,3.54,3.27,3.33,3.04,3.40,3.17
M,86,Brooks,5.0,5.0,Bournemouth,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,68.10,2.91,3.06,2.76,3.20,2.48,2.77,3.42,3.11,3.02,2.84,2.77,3.73
M,87,Christie,5.0,5.0,Bournemouth,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,1.29,1.36,1.15,1.39,1.11,1.20,1.48,1.33,1.33,1.26,1.35,1.36
M,88,Cook,4.9,4.9,Bournemouth,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,17.40,0.74,0.78,0.66,0.79,0.65,0.70,0.82,0.76,0.76,0.71,0.76,0.78
M,89,Philip,4.9,4.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,90,Scott,5.0,5.0,Bournemouth,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,2.85,3.08,2.49,3.11,2.44,2.65,3.27,2.96,2.98,2.76,3.00,3.05
M,91,Sinisterra,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,92,Faivre,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,93,H.Traorè,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,94,Sadi,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,95,Silcott-Duberry,4.4,4.4,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,96,Winterburn,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,97,Evanilson,7.0,7.0,Bournemouth,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,4.21,4.27,3.84,4.48,3.46,3.96,5.00,4.37,4.10,4.07,3.98,5.08
F,98,Enes Ünal,5.5,5.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,99,Adu-Adjei,4.4,4.4,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,100,Kroupi.Jr,4.5,4.5,Bournemouth,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,1.17,1.20,1.12,1.27,1.01,1.14,1.36,1.21,1.18,1.15,1.12,1.39
G,101,Kelleher,4.5,4.5,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.41,3.04,3.39,3.16,3.17,3.56,2.82,4.12,2.43,2.88,4.04,3.39
G,102,Balcombe,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,103,Cox,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,4.0,4.0,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0.04,0.03
D,106,Collins,5.0,5.0,Brentford,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,3.15,2.74,3.62,3.19,3.22,3.49,3.42,4.33,2.55,3.12,4.21,4.36
D,107,Lewis-Potter,5.0,5.0,Brentford,59.55,59.55,59.55,59.55,59.55,59.55,59.55,59.55,59.55,59.55,59.55,59.55,2.10,1.80,2.45,1.92,1.99,2.14,1.92,2.97,1.57,1.94,2.68,2.64
D,108,Ajer,4.4,4.4,Brentford,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,0.82,0.78,0.87,0.76,0.79,0.82,0.80,0.98,0.68,0.80,0.92,0.89
D,109,Henry,4.4,4.4,Brentford,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,1.66,1.46,1.88,1.49,1.64,1.70,1.54,2.33,1.28,1.57,2.14,2.05
D,110,Kayode,4.5,4.5,Brentford,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,2.67,2.41,3.03,2.42,2.58,2.75,2.63,3.90,1.87,2.65,3.53,3.32
D,111,Pinnock,4.4,4.4,Brentford,47.10,47.10,47.10,47.10,47.10,47.10,47.10,47.10,47.10,47.10,47.10,47.10,1.85,1.66,2.09,1.89,1.91,2.07,2.02,2.44,1.59,1.85,2.37,2.44
D,112,Roerslev,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,113,Van den Berg,4.5,4.5,Brentford,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,3.03,2.70,3.46,3.14,3.13,3.38,3.34,4.04,2.50,3.04,3.95,4.11
D,114,Arthur,4.0,4.0,Brentford,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,115,Fredrick,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,116,Hickey,4.0,4.0,Brentford,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.33,0.30,0.35,0.29,0.32,0.32,0.30,0.39,0.27,0.31,0.38,0.35
