Pos,ID,Name,BV,SV,Team,1_xMins,2_xMins,3_xMins,4_xMins,5_xMins,1_Pts,2_Pts,3_Pts,4_Pts,5_Pts
M,19,Zubimendi,5.5,5.5,Arsenal,34.42,15.2,15.2,15.2,15.2,1.67,1.08,1.11,1.12,1.09
M,20,Dowman,5.5,5.5,Arsenal,8.7,2.31,2.31,2.31,2.31,0.57,0.18,0.19,0.19,0.18
M,21,Nørgaard,5.0,5.0,Everton,0.0,82.65,73.8,73.8,73.8,0.0,3.85,3.41,3.39,3.86
M,22,Nwaneri,5.5,5.5,Arsenal,0.3,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.1,0.1
M,23,Fábio Vieira,5.5,5.5,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,24,Nelson,5.5,5.5,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,25,Gyökeres,7.5,7.5,Arsenal,29.4,29.85,29.85,29.85,29.85,2.31,1.73,1.88,1.85,1.77
F,26,Havertz,7.5,7.5,Arsenal,66.45,65.55,65.55,65.55,65.55,4.69,3.5,3.62,3.66,3.43
F,27,G.Jesus,6.0,6.0,Arsenal,1.8,1.8,1.8,1.8,1.8,0.47,0.44,0.45,0.45,0.44
G,28,Martinez,5.0,5.0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
G,29,M.Bizot,4.5,4.5,Aston Villa,1.8,1.8,1.8,1.8,1.8,0.05,0.05,0.07,0.06,0.05
D,30,Digne,4.5,4.5,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,31,Konsa,4.5,4.5,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,32,Cash,4.5,4.5,Aston Villa,88.02,67.05,61.8,61.8,61.8,2.85,2.1,2.97,2.66,2.04
D,33,Mings,4.5,4.5,Aston Villa,13.5,33.45,32.1,31.2,31.2,0.56,1.22,1.63,1.4,1.18
D,34,Pau,4.5,4.5,Aston Villa,89.96,89.01,88.88,87.93,87.93,2.7,2.56,4.0,3.59,2.72
M,35,Bogarde,5.0,5.0,Aston Villa,48.0,41.25,36.15,9.18,9.18,1.61,1.31,1.34,0.76,0.74
D,36,Maatsen,4.5,4.5,Aston Villa,75.15,53.55,52.65,52.65,52.65,3.03,2.02,2.87,2.58,2.07
D,37,Lindelöf,4.5,4.5,Aston Villa,82.2,82.05,80.7,64.05,64.05,2.66,2.6,3.86,2.71,2.11
D,38,A.García,4.0,4.0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,39,Nedeljkovic,4.0,4.0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,40,Rogers,7.5,7.5,Chelsea,72.0,78.9,78.9,78.9,78.9,4.2,4.44,3.2,5.61,4.09
M,41,Buendía,6.0,6.0,Aston Villa,73.95,73.95,73.95,73.05,73.05,4.06,3.6,4.86,4.49,3.93
M,42,Guessand,5.5,5.5,Crystal Palace,10.08,16.38,16.38,16.38,16.38,0.65,0.75,0.77,0.87,0.77
M,43,Tielemans,6.0,6.0,Man Utd,80.55,74.85,74.85,74.4,74.4,4.06,3.9,3.36,3.17,3.35
M,44,Bailey,5.5,5.5,Aston Villa,0.0,18.66,3.28,2.92,2.92,0.0,1.02,0.81,0.8,0.78
M,45,McGinn,5.5,5.5,Aston Villa,74.85,74.85,74.85,74.85,74.85,3.45,3.11,4.03,3.8,3.28
M,46,Barkley,5.0,5.0,Aston Villa,89.56,79.2,37.8,22.02,22.02,3.88,3.08,1.93,1.29,1.18
M,47,Kamara,5.0,5.0,Aston Villa,81.75,81.75,81.75,75.45,75.45,3.06,2.85,3.45,3.09,2.81
M,48,Onana,5.0,5.0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,49,Iling Jr,5.0,5.0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,50,Burrowes,4.5,4.5,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,51,George Hemmings,4.5,4.5,Aston Villa,68.1,9.9,5.4,0.81,0.81,2.43,0.34,0.23,0.1,0.09
M,52,Alysson,5.0,5.0,Aston Villa,18.6,16.05,3.26,3.04,3.04,0.8,0.65,0.26,0.26,0.25
M,53,Manzambi,6.0,6.0,Aston Villa,0.0,0.0,64.35,54.9,54.9,0.0,0.0,3.56,2.87,2.53
M,54,Gomes,5.5,5.5,Aston Villa,0.0,0.0,0.0,85.84,85.84,0.0,0.0,0.0,3.83,3.52
F,55,Watkins,8.0,8.0,Aston Villa,20.25,40.5,70.5,70.5,70.5,1.19,2.06,5.03,4.7,4.01
F,56,Abraham,5.5,5.5,Aston Villa,61.5,41.85,7.36,7.36,7.36,3.64,2.15,1.07,1.04,0.96
G,57,Petrović,4.5,4.5,Bournemouth,90.0,90.0,90.0,90.0,90.0,2.38,3.62,2.95,3.28,2.76
G,58,Forster,4.0,4.0,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,59,Dennis,4.0,4.0,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
D,60,Hill,5.5,5.5,Bournemouth,80.55,80.55,80.55,80.1,80.1,2.86,4.5,3.68,4.06,3.36
D,61,Truffert,5.5,5.5,Bournemouth,85.95,85.95,85.95,85.95,85.95,2.5,4.32,3.37,4.0,3.23
D,62,Diakité,5.0,5.0,Bournemouth,18.72,18.72,18.72,18.64,18.48,0.61,0.89,0.74,0.8,0.69
D,63,Milosavljević,5.0,5.0,Bournemouth,0.0,0.0,0.0,0.12,1.65,0.0,0.0,0.0,0.04,0.29
D,64,Smith,4.5,4.5,Bournemouth,61.65,27.9,19.08,19.08,19.08,1.45,1.11,0.64,0.71,0.62
D,65,J.Araujo,4.5,4.5,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,66,Soler,4.0,4.0,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,67,Rayan,6.5,6.5,Bournemouth,83.5,82.98,80.7,80.7,79.8,3.26,4.08,3.56,3.94,3.47
M,68,Tavernier,6.0,6.0,Bournemouth,83.79,83.79,83.79,83.79,83.79,3.68,4.71,4.19,4.7,4.06
M,69,Scott,6.0,6.0,Bournemouth,85.05,84.0,84.0,84.0,84.0,3.62,4.27,3.91,4.18,3.87
M,70,Kluivert,6.0,6.0,Bournemouth,75.75,75.3,73.8,73.35,72.9,3.34,4.32,3.76,4.14,3.62
M,71,Cook,5.0,5.0,Bournemouth,12.48,12.04,10.7,10.7,10.26,0.98,1.03,0.99,1.02,1.0
M,72,Gannon-Doak,5.0,5.0,Bournemouth,19.2,11.6,5.8,5.6,4.49,0.83,0.62,0.5,0.5,0.46
M,73,Adams,5.0,5.0,Bournemouth,75.9,75.45,75.0,75.0,75.0,2.89,3.4,3.12,3.3,3.08
M,74,Brooks,5.0,5.0,Bournemouth,0.0,0.0,18.45,17.55,13.95,0.0,0.0,1.24,1.31,1.16
M,75,Christie,5.0,5.0,Bournemouth,0.0,15.58,9.35,9.35,8.01,0.0,1.1,0.98,1.01,0.96
M,76,Tóth.A,5.0,5.0,Bournemouth,15.48,11.24,9.91,9.64,9.38,0.64,0.66,0.63,0.63,0.61
M,77,Adli,5.0,5.0,Bournemouth,0.0,0.0,0.0,1.76,11.04,0.0,0.0,0.0,0.14,0.96
M,78,Kroupi.Jr,7.5,7.5,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,79,Evanilson,6.0,6.0,Bournemouth,74.85,74.4,73.95,73.95,73.5,3.38,4.14,3.75,4.13,3.7
F,80,Enes Ünal,5.5,5.5,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,81,Rodríguez,6.0,6.0,Bournemouth,15.74,15.74,15.4,15.4,15.4,0.98,1.13,1.08,1.12,1.04
G,82,Kelleher,5.0,5.0,Brentford,89.09,89.09,89.09,89.09,89.09,3.27,3.38,3.83,3.22,3.07
G,83,Valdimarsson,4.5,4.5,Brentford,0.9,0.9,0.9,0.9,0.9,0.04,0.04,0.04,0.04,0.04
D,84,Collins,5.5,5.5,Brentford,87.9,87.9,87.9,87.9,87.9,3.86,4.07,4.74,3.66,3.3
D,85,Van den Berg,5.0,5.0,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,86,Lewis-Potter,5.5,5.5,Brentford,71.25,71.25,71.25,71.25,71.25,2.86,2.72,2.96,2.76,2.7
D,87,Ajer,4.5,4.5,Brentford,81.6,81.6,81.6,81.6,81.6,3.55,3.72,4.33,3.4,3.04
D,88,Kayode,4.5,4.5,Brentford,84.0,84.0,84.0,84.0,84.0,3.2,3.09,4.02,2.82,2.76
D,89,Henry,4.5,4.5,Brentford,16.25,16.25,16.25,16.25,16.25,0.93,0.91,0.98,0.89,0.89
D,90,Hickey,4.5,4.5,Brentford,3.75,3.75,3.75,3.75,3.75,0.61,0.61,0.62,0.6,0.6
D,91,Pinnock,4.5,4.5,Brentford,7.2,7.2,7.2,7.2,7.2,0.36,0.37,0.42,0.35,0.32
D,92,Ji-soo,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,93,Schuster,4.5,4.5,Brentford,11.93,11.93,11.93,11.93,11.93,0.53,0.54,0.58,0.52,0.5
M,94,Schade,6.0,6.0,Brentford,77.1,77.1,77.1,77.1,77.1,4.18,3.91,4.51,3.84,3.89
M,95,O.Dango,6.5,6.5,Brentford,79.35,79.35,79.35,79.35,79.35,4.47,4.08,4.69,4.11,4.1
M,96,Damsgaard,5.5,5.5,Brentford,39.0,39.0,39.0,39.0,39.0,1.87,1.74,1.91,1.76,1.76
M,97,Jensen,5.5,5.5,Brentford,53.4,52.95,52.95,52.95,52.95,2.28,2.13,2.35,2.13,2.15
M,98,Janelt,5.0,5.0,Brentford,53.4,28.82,28.82,28.82,28.82,2.22,1.26,1.36,1.26,1.25
M,99,Milambo,5.0,5.0,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,100,Carvalho,5.0,5.0,Brentford,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5
M,101,Henderson,5.0,5.0,Chelsea,0.0,2.73,2.73,2.73,2.73,0.0,0.93,0.92,0.94,0.93
M,102,Yarmoliuk,5.0,5.0,Brentford,45.45,70.35,70.35,70.35,70.35,1.88,2.71,3.0,2.78,2.73
M,103,Dasilva,5.0,5.0,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,104,Onyeka,5.0,5.0,Coventry City,59.7,52.05,52.05,52.05,52.05,1.9,2.3,1.75,1.97,1.92
M,105,Anthony,6.0,6.0,Brentford,16.8,16.8,16.8,16.8,16.8,1.03,0.96,1.07,0.98,0.97
F,106,Thiago,8.0,8.0,Brentford,85.5,85.5,85.5,85.5,85.5,4.7,4.27,4.77,4.24,4.32
F,107,Furo,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,108,Wilson,5.5,5.5,Brentford,5.48,5.48,5.48,5.48,5.48,0.8,0.77,0.8,0.77,0.77
G,109,Verbruggen,4.5,4.5,Brighton,89.08,89.08,89.08,89.08,89.08,3.27,2.66,3.54,3.55,2.89
G,110,Rushworth,4.5,4.5,Coventry City,89.09,89.09,89.09,89.09,89.09,2.34,3.85,2.28,3.09,3.1
G,111,Steele,4.0,4.0,Brighton,0.92,0.91,0.91,0.91,0.91,0.04,0.04,0.04,0.04,0.04
D,112,Van Hecke,5.0,5.0,Spurs,85.05,85.5,84.6,84.6,84.6,3.64,3.9,3.68,4.45,3.69
D,113,F.Kadıoğlu,4.5,4.5,Brighton,86.79,86.58,82.65,82.65,82.65,3.3,2.32,3.57,3.57,2.54
D,114,Boscagli,4.5,4.5,Brighton,77.55,77.55,63.0,63.0,63.0,3.3,2.58,3.06,3.0,2.38
D,115,De Cuyper,4.5,4.5,Brighton,71.1,70.65,34.65,30.0,30.0,4.1,2.94,2.08,1.75,1.28
D,116,Dunk,4.5,4.5,Brighton,51.75,41.85,36.45,36.45,36.45,1.93,1.19,1.55,1.51,1.22
D,117,Coppola,4.5,4.5,Brighton,0.12,0.08,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.08
D,118,Igor,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,119,Costinha,4.5,4.5,Brighton,9.69,9.69,9.11,9.11,9.11,0.75,0.7,0.77,0.77,0.71
D,120,Svoboda,5.0,5.0,Brighton,2.09,2.96,1.75,1.75,1.75,0.38,0.4,0.38,0.38,0.38
M,121,Mitoma,6.0,6.0,Brighton,0.0,0.0,55.65,63.9,63.9,0.0,0.0,2.87,3.38,2.65
M,122,Minteh,6.0,6.0,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,123,Hinshelwood,6.0,6.0,Brighton,77.85,76.5,73.35,72.9,72.9,4.14,3.46,4.1,4.07,3.2
M,124,Groß,5.5,5.5,Brighton,88.11,88.0,83.25,83.25,83.25,4.37,3.62,4.27,4.35,3.36
F,125,Georginio,5.5,5.5,Brighton,56.25,50.85,43.2,41.85,41.85,2.82,2.2,2.23,2.16,1.76
M,126,O'Riley,5.5,5.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,127,Gomez,5.0,5.0,Brighton,76.8,76.8,76.8,76.8,76.8,4.07,3.48,4.1,4.19,3.31
M,128,Buonanotte,5.0,5.0,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,129,Ayari,5.5,5.5,Brighton,79.32,78.66,43.2,42.3,42.3,3.58,3.08,1.95,1.92,1.66
D,130,Wieffer,5.0,5.0,Brighton,79.8,78.9,73.8,73.8,73.8,3.68,2.71,3.78,3.81,2.77
M,131,Baleba,5.0,5.0,Brighton,0.0,0.0,49.2,48.75,48.75,0.0,0.0,2.05,2.05,1.81
M,132,Howell,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,133,Watson,5.0,5.0,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,134,Oriola,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,135,Yohanna,5.0,5.0,Brighton,30.44,28.66,14.55,11.7,11.7,1.18,0.96,0.66,0.53,0.46
F,136,Welbeck,6.0,6.0,Chelsea,9.64,9.15,9.15,9.15,9.15,1.32,1.32,1.17,1.43,1.28
F,137,Tzimas,5.5,5.5,Brighton,0.0,0.0,0.0,3.92,3.92,0.0,0.0,0.0,0.63,0.6
F,138,Kostoulas,5.5,5.5,Brighton,20.4,19.2,13.56,12.58,12.58,1.1,0.9,0.84,0.82,0.71
F,139,Ferguson,5.0,5.0,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,140,Sánchez,5.0,5.0,Chelsea,83.7,83.7,83.7,83.7,83.7,3.3,3.32,2.69,3.95,3.08
G,141,Jörgensen,5.0,5.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,142,James,5.5,5.5,Chelsea,85.95,82.65,59.25,59.25,59.25,4.2,4.01,2.04,3.73,2.61
D,143,Chalobah,5.5,5.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,144,Gusto,5.0,5.0,Chelsea,9.45,10.6,10.35,10.35,10.35,0.69,0.73,0.64,0.83,0.7
D,145,Fofana,5.0,5.0,Chelsea,0.0,0.0,39.45,39.45,39.45,0.0,0.0,1.48,2.14,1.72
D,146,B.Badiashile,4.5,4.5,Chelsea,0.4,0.32,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.08
D,147,Tosin,4.5,4.5,Chelsea,13.65,10.5,5.52,5.52,5.52,0.65,0.47,0.25,0.32,0.28
D,148,Hato,4.5,4.5,Chelsea,15.33,14.9,12.44,12.44,12.44,0.72,0.72,0.62,0.77,0.67
D,149,Colwill,5.0,5.0,Chelsea,80.1,80.1,76.8,76.8,76.8,3.32,3.23,2.36,4.11,2.94
D,150,M.Sarr,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,151,Acheampong,4.5,4.5,Chelsea,7.2,4.95,2.26,2.26,2.26,0.31,0.26,0.2,0.22,0.21
D,152,Palestra,5.5,5.5,Chelsea,76.8,76.35,76.35,76.35,76.35,3.94,3.9,2.65,5.3,3.51
D,153,Disasi,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,154,Palmer,9.5,9.5,Chelsea,81.6,80.7,80.7,80.7,80.7,5.44,5.44,3.82,6.94,4.96
M,155,Enzo,7.0,7.0,Chelsea,73.05,79.5,79.5,79.5,79.5,3.57,3.84,2.9,4.75,3.57
M,156,Neto,6.5,6.5,Chelsea,71.1,68.25,67.8,67.8,67.8,3.19,3.1,2.4,3.71,2.9
M,157,Estêvão,6.5,6.5,Chelsea,11.5,10.97,10.97,10.97,10.97,0.84,0.82,0.69,0.96,0.79
M,158,Gittens,6.0,6.0,Chelsea,1.32,0.66,0.66,0.66,0.66,0.35,0.34,0.34,0.35,0.34
M,159,Caicedo,5.5,5.5,Chelsea,81.3,80.85,80.85,80.85,80.85,3.42,3.33,2.84,3.79,3.29
M,160,Garnacho,6.0,6.0,Aston Villa,0.0,36.45,52.65,51.3,51.3,0.0,1.67,3.3,3.0,2.6
M,161,Lavia,5.0,5.0,Chelsea,5.02,3.72,3.48,3.48,3.48,0.55,0.52,0.5,0.54,0.52
M,162,Andrey Santos,5.0,5.0,Man Utd,75.3,75.75,75.75,75.3,75.3,3.5,3.51,3.09,2.86,3.09
M,163,D.Essugo,4.5,4.5,Chelsea,0.32,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
M,164,Quenda,5.5,5.5,Chelsea,20.25,19.14,18.77,18.77,18.77,1.07,1.06,0.94,1.16,1.03
F,165,João Pedro,7.5,7.5,Chelsea,81.75,81.75,81.75,81.75,81.75,5.03,5.07,3.57,6.39,4.6
F,166,N.Jackson,6.5,6.5,Chelsea,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
F,167,Delap,5.5,5.5,Chelsea,0.81,0.81,0.81,0.81,0.81,0.56,0.56,0.55,0.57,0.56
F,168,Marc Guiu,5.0,5.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,169,Mheuka,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,170,Emegha,5.0,5.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,171,Dovin,4.0,4.0,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,172,Wilson,4.5,4.5,Coventry City,0.9,0.9,0.9,0.9,0.9,0.03,0.04,0.03,0.04,0.04
D,173,Thomas,4.0,4.0,Coventry City,80.1,80.1,80.1,80.1,80.1,2.23,4.14,2.06,2.99,2.92
D,174,Kitching,4.0,4.0,Coventry City,15.48,15.48,15.48,15.48,15.48,0.73,0.96,0.7,0.83,0.81
D,175,van Ewijk,4.0,4.0,Coventry City,87.96,87.96,87.96,87.96,87.96,1.83,4.33,1.78,2.92,2.74
D,176,Dasilva,4.0,4.0,Coventry City,76.95,76.95,76.95,76.95,76.95,1.41,3.57,1.34,2.34,2.21
D,177,Kesler-Hayden,4.0,4.0,Coventry City,7.54,7.54,7.54,7.54,7.54,0.41,0.49,0.41,0.45,0.44
D,178,Bidwell,4.0,4.0,Coventry City,1.95,1.9,1.9,1.9,1.9,0.12,0.15,0.12,0.13,0.13
D,179,Latibeaudiere,4.0,4.0,Coventry City,0.7,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2
D,180,Woolfenden,4.0,4.0,Coventry City,4.84,4.84,4.84,4.84,4.84,0.31,0.37,0.31,0.33,0.33
D,181,Brau,4.0,4.0,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,182,Amenda,4.0,4.0,Coventry City,78.75,78.75,78.75,78.75,78.75,2.03,3.78,1.82,2.74,2.65
M,183,Rudoni,5.0,5.0,Coventry City,14.7,21.05,21.05,21.05,21.05,0.74,1.14,0.89,1.02,0.99
M,184,Grimes,5.0,5.0,Coventry City,80.7,73.5,73.5,73.5,73.5,2.47,3.02,2.39,2.64,2.57
M,185,Sakamoto,5.0,5.0,Coventry City,27.96,30.04,30.04,30.04,30.04,1.13,1.56,1.22,1.35,1.31
M,186,Mason-Clark,5.5,5.5,Coventry City,26.98,53.4,53.4,53.4,53.4,1.19,3.21,2.12,2.62,2.45
M,187,Eccles,5.0,5.0,Coventry City,4.32,4.68,4.68,4.68,4.68,0.72,0.77,0.74,0.75,0.74
M,188,Torp,5.5,5.5,Coventry City,13.95,16.8,16.8,16.8,16.8,0.9,1.16,0.98,1.06,1.03
M,189,Shepherd,4.5,4.5,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,190,Tchaouna,5.5,5.5,Coventry City,59.85,62.55,62.55,62.55,62.55,1.94,2.99,2.12,2.5,2.39
M,191,Borges Rodrigues,4.5,4.5,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,192,Andrews,4.5,4.5,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,193,Wright,5.5,5.5,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,194,Thomas-Asante,5.0,5.0,Coventry City,71.25,41.1,41.1,41.1,41.1,2.45,2.29,1.63,1.92,1.81
F,195,Simms,5.0,5.0,Coventry City,18.7,18.0,18.0,18.0,18.0,1.01,1.45,1.06,1.21,1.16
F,196,Markelo,5.0,5.0,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,197,Bassette,4.5,4.5,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,198,Henderson,5.0,5.0,Crystal Palace,89.09,89.09,89.09,89.09,89.09,3.14,2.62,3.14,3.65,3.12
G,199,Benitez,4.5,4.5,Crystal Palace,0.9,0.9,0.9,0.9,0.9,0.04,0.04,0.04,0.04,0.04
D,200,Lacroix,6.0,6.0,Chelsea,84.3,84.3,82.5,82.5,82.5,4.07,3.94,3.15,4.85,3.8
D,201,Muñoz,5.5,5.5,Crystal Palace,13.45,67.5,67.5,67.5,67.5,1.0,2.43,3.04,3.88,2.92
D,202,Richards,5.0,5.0,Crystal Palace,86.4,87.15,87.15,87.15,87.15,3.91,2.84,3.74,4.3,3.85
D,203,Canvot,5.0,5.0,Crystal Palace,87.9,87.9,87.9,87.9,87.9,4.13,3.01,3.9,4.54,4.0
D,204,Mitchell,4.5,4.5,Crystal Palace,81.3,74.55,74.55,74.55,74.55,3.1,2.24,2.86,3.7,2.79
D,205,Sosa,4.5,4.5,Crystal Palace,0.6,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2
D,206,Chadi Riad,4.5,4.5,Crystal Palace,50.85,42.3,42.3,42.3,42.3,2.14,1.33,1.69,1.98,1.73
D,207,Mingueza,4.5,4.5,Crystal Palace,67.5,27.81,27.81,27.81,27.81,2.92,1.04,1.16,1.34,1.14
M,208,Sarr,6.5,6.5,Crystal Palace,81.45,81.9,81.9,81.9,81.9,4.25,3.83,4.15,5.13,4.05
M,209,Johnson,6.0,6.0,Everton,36.15,30.15,26.2,26.2,26.2,1.93,1.42,1.34,1.31,1.59
M,210,Wharton,5.5,5.5,Crystal Palace,83.1,83.1,83.1,83.1,83.1,3.62,3.38,3.62,4.11,3.47
M,211,Yeremy,5.5,5.5,Crystal Palace,31.2,64.2,64.2,64.2,64.2,1.42,2.66,2.87,3.45,2.78
M,212,Hughes,4.5,4.5,Crystal Palace,35.85,36.3,36.3,36.3,36.3,1.33,1.27,1.32,1.46,1.28
M,213,Lerma,5.0,5.0,Crystal Palace,15.6,16.29,16.29,16.29,16.29,0.75,0.72,0.76,0.81,0.75
M,214,Kamada,5.0,5.0,Crystal Palace,50.85,53.25,53.25,53.25,53.25,2.01,1.93,2.08,2.33,2.0
M,215,Devenny,5.0,5.0,Crystal Palace,1.68,1.44,1.44,1.44,1.44,0.49,0.49,0.49,0.49,0.49
M,216,Esse,5.0,5.0,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
