Pos,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0
M,Pröpper,4.7,4.7,Brighton,10,0.355,9,0.294,10,0.339
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0
D,Burn,4.2,4.2,Brighton,81,2.695,78,1.778,65,1.846
D,Dunk,4.9,4.9,Brighton,0,0,0,0,81,2.61
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,16,0.662,10,0.474
M,March,4.9,4.9,Brighton,0,0,0,0,0,0
D,Webster,4.3,4.3,Brighton,85,2.798,85,1.936,81,2.284
D,Veltman,4.4,4.4,Brighton,1,0.035,54,1.254,77,2.215
F,Maupay,5.9,5.9,Brighton,0,0,0,0,58,2.598
M,Trossard,5.6,5.6,Brighton,68,3.153,68,2.56,67,2.795
G,Ryan,4.1,4.1,Arsenal,0,0,11,0.472,12,0.509
M,Jahanbakhsh,5.4,5.4,Brighton,61,2.493,54,1.895,37,1.449
M,Izquierdo,5.5,5.5,Brighton,4,0.156,4,0.14,2,0.074
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0
D,White,4.5,4.5,Brighton,83,2.611,83,1.811,78,2.107
D,Bernardo,3.9,3.9,Brighton,0,0,0,0,0,0
M,Bissouma,4.4,4.4,Brighton,78,2.333,78,2.067,76,2.147
D,Lamptey,4.6,4.6,Brighton,0,0,0,0,0,0
F,Connolly,5.2,5.2,Brighton,29,1.399,26,1.055,20,0.89
M,Alzate,4.1,4.1,Brighton,5,0.19,4,0.137,2,0.072
M,Mac Allister,5.3,5.3,Brighton,57,2.389,50,1.783,33,1.315
D,Tarkowski,5.3,5.3,Burnley,86,2.625,85,1.542,83,3.362
D,Bardsley,4.4,4.4,Burnley,1,0.03,2,0.037,3,0.117
D,Pieters,4.3,4.3,Burnley,9,0.282,14,0.275,16,0.652
M,Cork,5.0,5.0,Burnley,65,2.007,65,1.813,64,2.099
D,Long,4.3,4.3,Burnley,0,0,0,0,0,0
F,Rodriguez,5.7,5.7,Burnley,19,0.929,21,0.862,23,1.138
F,Barnes,6.0,6.0,Burnley,41,2.21,42,1.831,43,2.403
D,Mee,4.7,4.7,Burnley,84,2.537,84,1.503,83,3.366
M,Westwood,5.3,5.3,Burnley,81,2.61,81,2.274,80,2.759
M,Gudmundsson,5.4,5.4,Burnley,36,1.488,36,1.28,36,1.564
F,Wood,6.4,6.4,Burnley,72,4.424,73,3.453,73,4.626
D,Lowton,4.4,4.4,Burnley,83,2.619,83,1.575,82,3.463
F,Vydra,4.8,4.8,Burnley,57,3.122,58,2.532,58,3.281
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,0,0,0,0,0,0
G,Pope,5.5,5.5,Burnley,87,3.52,87,3.155,86,3.889
D,Taylor,4.4,4.4,Burnley,82,2.515,81,1.494,80,3.28
M,Brownhill,4.9,4.9,Burnley,76,2.746,75,2.332,74,2.874
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0
M,McNeil,5.7,5.7,Burnley,81,3.076,80,2.573,78,3.181
G,Caballero,4.6,4.6,Chelsea,0,0,0,0,0,0
D,Azpilicueta,5.9,5.9,Chelsea,0,0,61,2.67,60,2.672
F,Giroud,6.7,6.7,Chelsea,0,0,3,0.19,4,0.267
D,Alonso,5.7,5.7,Chelsea,0,0,49,2.523,41,2.171
M,Jorginho,4.7,4.7,Chelsea,0,0,52,2.192,51,2.242
M,Barkley,5.8,5.8,Aston Villa,47,2.411,35,1.518,39,1.652
M,Kovacic,5.3,5.3,Chelsea,0,0,22,0.756,44,1.518
F,Batshuayi,5.7,5.7,Crystal Palace,1,0.051,1,0.047,1,0.042
D,Rüdiger,4.7,4.7,Chelsea,0,0,69,2.915,72,3.097
D,Zouma,5.3,5.3,Chelsea,0,0,40,1.759,41,1.835
D,Emerson,4.7,4.7,Chelsea,0,0,0,0,0,0
G,Arrizabalaga,4.7,4.7,Chelsea,0,0,0,0,4,0.175
M,Kanté,4.9,4.9,Chelsea,0,0,46,1.522,41,1.399
M,Ziyech,7.9,7.9,Chelsea,0,0,39,2.191,41,2.437
M,Loftus-Cheek,5.9,5.9,Fulham,59,2.257,54,1.841,54,2.363
D,Christensen,4.7,4.7,Chelsea,0,0,59,2.42,55,2.285
F,Werner,9.2,9.2,Chelsea,0,0,67,3.572,65,3.681
F,Abraham,7.1,7.1,Chelsea,0,0,11,0.664,10,0.637
M,Pulisic,8.3,8.3,Chelsea,0,0,48,2.742,48,2.894
M,Mount,7.3,7.3,Chelsea,0,0,70,3.444,65,3.385
D,Tomori,4.7,4.7,Chelsea,0,0,0,0,0,0
M,Hudson-Odoi,5.7,5.7,Chelsea,0,0,19,0.947,19,0.988
D,James,5.1,5.1,Chelsea,0,0,66,3.074,67,3.208
M,Gilmour,4.3,4.3,Chelsea,0,0,10,0.36,14,0.515
D,Cahill,4.5,4.5,Crystal Palace,53,1.735,55,1.54,53,0.871
G,Hennessey,4.3,4.3,Crystal Palace,1,0.04,0,0,1,0.035
D,Sakho,4.4,4.4,Crystal Palace,0,0,2,0.054,3,0.05
G,Guaita,4.8,4.8,Crystal Palace,86,3.369,88,3.266,87,3.01
D,Tomkins,4.4,4.4,Crystal Palace,39,1.26,38,1.052,41,0.64
M,McArthur,5.2,5.2,Crystal Palace,25,0.876,29,0.981,56,1.644
M,McCarthy,4.3,4.3,Crystal Palace,12,0.392,11,0.348,8,0.238
F,Benteke,5.5,5.5,Crystal Palace,71,3.447,70,3.086,69,2.591
M,Kouyaté,4.8,4.8,Crystal Palace,76,2.23,73,2.064,72,1.871
D,Ward,4.3,4.3,Crystal Palace,75,2.333,69,1.842,68,1.038
D,Kelly,4.1,4.1,Crystal Palace,0,0,0,0,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0,1,0.047,1,0.042
M,Townsend,5.5,5.5,Crystal Palace,49,2.138,46,1.868,43,1.537
M,Milivojevic,5.6,5.6,Crystal Palace,78,2.686,75,2.435,72,2.055
D,van Aanholt,5.4,5.4,Crystal Palace,25,0.955,22,0.716,22,0.443
F,Ayew,5.6,5.6,Crystal Palace,43,1.87,43,1.733,45,1.607
M,Zaha,7.2,7.2,Crystal Palace,81,3.782,79,3.354,77,2.777
M,Schlupp,5.3,5.3,Crystal Palace,45,1.793,43,1.613,41,1.372
M,Meyer,4.7,4.7,Crystal Palace,0,0,0,0,0,0
M,Riedewald,4.4,4.4,Crystal Palace,40,1.327,35,1.118,33,0.977
D,Ferguson,3.8,3.8,Crystal Palace,1,0.031,26,0.689,33,0.502
D,Mitchell,3.8,3.8,Crystal Palace,66,2.022,66,1.735,65,0.973
M,Pierrick,4.3,4.3,Crystal Palace,0,0,0,0,0,0
M,Walcott,5.8,5.8,Southampton,56,2.716,54,2.524,51,2.09
M,Delph,4.8,4.8,Everton,9,0.315,11,0.361,12,0.338
M,Sigurdsson,6.9,6.9,Everton,65,4.065,62,3.392,61,2.299
G,Lössl,4.3,4.3,Everton,0,0,0,0,0,0
D,Coleman,4.9,4.9,Everton,47,2.688,50,2.442,49,1.029
F,Tosun,6.0,6.0,Everton,0,0,0,0,0,0
M,Bernard,5.7,5.7,Everton,9,0.454,8,0.364,9,0.316
D,Digne,6.2,6.2,Everton,82,5.093,82,4.308,81,1.805
D,Keane,5.0,5.0,Everton,71,3.726,72,3.253,70,1.38
G,Pickford,4.8,4.8,Everton,87,4.283,88,4.014,87,3.083
M,André Gomes,5.3,5.3,Everton,28,1.132,27,1.002,29,0.854
M,Iwobi,5.9,5.9,Everton,30,1.449,24,1.054,26,0.892
D,Kenny,4.3,4.3,Everton,0,0,0,0,0,0
M,Gbamin,5.0,5.0,Everton,0,0,0,0,0,0
D,Mina,5.5,5.5,Everton,38,1.989,31,1.392,37,0.722
M,Davies,5.2,5.2,Everton,28,1.126,30,1.106,29,0.852
F,Calvert-Lewin,7.6,7.6,Everton,82,5.396,84,4.786,83,3.176
D,Holgate,4.8,4.8,Everton,64,3.268,65,2.844,64,1.182
F,Richarlison,7.8,7.8,Everton,75,4.543,75,3.944,74,2.685
G,Virgínia,4.3,4.3,Everton,0,0,0,0,0,0
M,Gordon,4.3,4.3,Everton,0,0,0,0,0,0
F,Kean,5.7,5.7,Everton,0,0,0,0,0,0
D,Branthwaite,3.9,3.9,Everton,0,0,0,0,0,0
G,Fabri,3.9,3.9,Fulham,0,0,0,0,0,0
M,McDonald,4.7,4.7,Fulham,0,0,0,0,0,0
D,Le Marchand,4.1,4.1,Fulham,0,0,0,0,0,0
M,Johansen,4.7,4.7,Fulham,0,0,0,0,0,0
M,Cairney,5.2,5.2,Fulham,13,0.455,31,0.958,48,1.849
D,Ream,4.2,4.2,Fulham,0,0,1,0.021,0,0
M,Knockaert,5.0,5.0,Fulham,0,0,0,0,0,0
D,Hector,4.1,4.1,Fulham,0,0,0,0,1,0.037
D,Christie,4.2,4.2,Fulham,0,0,0,0,0,0
M,Kebano,4.7,4.7,Fulham,0,0,0,0,0,0
F,Decordova-Reid,5.3,5.3,Fulham,60,2.316,57,1.994,57,2.529
D,Bryan,4.5,4.5,Fulham,1,0.032,2,0.047,2,0.085
G,Bettinelli,4.3,4.3,Fulham,0,0,0,0,0,0
F,Mitrović,5.5,5.5,Fulham,42,2.125,38,1.614,38,2.259
D,Mawson,4.3,4.3,Fulham,0,0,0,0,0,0
G,Rodák,4.3,4.3,Fulham,0,0,0,0,1,0.042
M,Cavaleiro,5.3,5.3,Fulham,64,2.835,63,2.391,62,3.264
M,Onomah,4.6,4.6,Fulham,23,0.78,12,0.384,13,0.483
M,Seri,4.6,4.6,Fulham,0,0,0,0,0,0
M,Kamara,4.8,4.8,Fulham,0,0,0,0,0,0
M,Anguissa,4.4,4.4,Fulham,77,2.303,54,1.549,50,1.724
D,Sessegnon,4.3,4.3,Fulham,0,0,0,0,0,0
M,Hernández,5.7,5.7,Leeds,5,0.249,5,0.247,6,0.342
G,Casilla,4.1,4.1,Leeds,0,0,1,0.038,1,0.043
D,Cooper,4.3,4.3,Leeds,30,1.029,55,1.671,67,2.826
D,Douglas,3.8,3.8,Leeds,0,0,0,0,0,0
D,Ayling,4.4,4.4,Leeds,82,2.874,83,2.59,81,3.54
M,Klich,5.2,5.2,Leeds,48,1.971,50,2.031,50,2.342
M,Forshaw,4.8,4.8,Leeds,0,0,0,0,0,0
D,Dallas,5.3,5.2,Leeds,80,3.089,83,2.864,80,3.856
D,Alioski,4.3,4.3,Leeds,68,2.482,69,2.276,68,3.13
F,Bamford,6.4,6.3,Leeds,78,4.766,78,4.821,78,5.661
M,Harrison,5.4,5.4,Leeds,75,3.303,75,3.241,73,3.645
M,Phillips,4.9,4.9,Leeds,79,2.385,80,2.37,79,2.694
M,Costa,5.0,5.0,Leeds,0,0,0,0,0,0
M,Roberts,4.6,4.6,Leeds,48,1.96,47,1.912,50,2.304
M,Grot,4.7,4.7,Leeds,0,0,0,0,0,0
G,Miazek,4.0,4.0,Leeds,0,0,0,0,0,0
M,Poveda-Ocampo,4.2,4.2,Leeds,14,0.56,14,0.555,16,0.71
M,Shackleton,4.8,4.8,Leeds,2,0.072,3,0.108,3,0.118
D,Struijk,4.0,4.0,Leeds,43,1.49,30,0.94,23,0.993
M,Stevens,4.3,4.3,Leeds,0,0,0,0,0,0
G,Meslier,4.7,4.7,Leeds,87,3.622,87,3.425,88,3.888
D,Davis,3.8,3.8,Leeds,0,0,0,0,1,0.04
D,Casey,3.8,3.8,Leeds,0,0,0,0,0,0
D,Morgan,4.4,4.4,Leicester,0,0,0,0,0,0
G,Schmeichel,5.4,5.4,Leicester,0,0,88,3.344,87,3.475
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0
D,Evans,5.6,5.6,Leicester,0,0,73,1.916,80,2.474
M,Silva,4.4,4.4,Leicester,0,0,0,0,0,0
M,Albrighton,5.2,5.2,Leicester,0,0,39,1.357,44,1.7
M,James,4.3,4.3,Leicester,0,0,0,0,0,0
G,Ward,4.3,4.3,Leicester,0,0,1,0.038,0,0
F,Vardy,10.3,10.3,Leicester,0,0,84,3.721,77,4.281
M,Praet,5.2,5.2,Leicester,0,0,20,0.714,18,0.706
D,Pereira,5.9,5.9,Leicester,0,0,36,1.124,35,1.323
D,Amartey,3.9,3.9,Leicester,0,0,11,0.306,11,0.354
M,Tielemans,6.4,6.4,Leicester,0,0,84,2.701,81,2.963
M,Pérez,6.0,6.0,Leicester,0,0,49,2.049,46,2.274
M,Gray,5.1,5.1,Leicester,0,0,0,0,0,0
M,Maddison,7.3,7.3,Leicester,0,0,70,2.843,64,3.155
D,Chilwell,5.9,5.9,Chelsea,0,0,38,1.872,47,2.374
F,Iheanacho,6.3,6.0,Leicester,0,0,78,3.7,76,4.466
M,Choudhury,4.6,4.6,Leicester,0,0,2,0.06,2,0.063
M,Barnes,6.6,6.6,Leicester,0,0,0,0,0,0
M,Ndidi,4.8,4.8,Leicester,0,0,82,2.133,80,2.244
D,Benkovic,4.3,4.3,Leicester,0,0,0,0,0,0
D,Söyüncü,5.3,5.3,Leicester,0,0,83,2.135,81,2.46
D,Justin,4.8,4.8,Leicester,0,0,0,0,0,0
D,Thomas,4.1,4.1,Leicester,0,0,18,0.522,27,0.917
M,Milner,5.3,5.3,Liverpool,32,1.545,41,1.87,42,2.036
D,Tsimikas,4.9,4.9,Liverpool,2,0.105,4,0.197,4,0.217
M,Wijnaldum,5.3,5.3,Liverpool,67,2.792,68,2.689,61,2.566
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,24,0.985
G,Adrián,4.2,4.2,Liverpool,0,0,0,0,1,0.047
D,Matip,5.4,5.4,Liverpool,0,0,0,0,0,0
M,Shaqiri,6.4,6.4,Liverpool,7,0.404,8,0.432,9,0.516
M,Chamberlain,6.3,6.3,Liverpool,4,0.179,6,0.258,5,0.224
F,Firmino,9.0,9.0,Liverpool,61,3.692,61,3.422,61,3.617
D,van Dijk,6.2,6.2,Liverpool,0,0,0,0,0,0
M,Mané,11.7,11.7,Liverpool,77,6.206,75,5.485,74,5.872
G,Alisson,5.9,5.9,Liverpool,87,4.151,88,4.048,87,4.253
M,Fabinho,5.4,5.4,Liverpool,77,2.527,76,2.452,73,2.503
M,Salah,12.7,12.4,Liverpool,75,7.206,74,6.393,74,6.931
D,Robertson,7.1,7.1,Liverpool,84,4.865,85,4.554,84,5.018
F,Origi,5.1,5.1,Liverpool,0,0,0,0,0,0
M,Harry Wilson,5.1,5.1,Liverpool,0,0,0,0,0,0
M,Minamino,6.0,6.0,Southampton,16,0.8,15,0.729,15,0.64
D,Alexander-Arnold,7.6,7.4,Liverpool,83,5.336,85,5.016,84,5.538
D,Gomez,5.2,5.2,Liverpool,0,0,0,0,0,0
M,Keita,5.2,5.2,Liverpool,1,0.052,2,0.098,2,0.104
F,Brewster,4.2,4.2,Sheffield Utd,42,1.668,40,1.802,42,1.928
M,Jones,4.4,4.4,Liverpool,14,0.718,15,0.723,13,0.664
D,Neco Williams,3.8,3.8,Liverpool,2,0.092,1,0.043,2,0.096
M,Elliott,4.3,4.3,Liverpool,0,0,0,0,0,0
D,Fernandinho,5.4,5.4,Man City,35,1.835,33,1.593,35,1.789
G,Bravo,4.5,4.5,Man City,0,0,0,0,0,0
F,Agüero,10.3,10.3,Man City,58,4.389,57,3.626,66,4.545
D,Otamendi,4.9,4.9,Man City,0,0,0,0,0,0
D,Walker,6.1,6.1,Man City,16,0.815,18,0.853,18,0.895
M,Gündogan,5.6,5.6,Man City,60,3.553,49,2.563,50,2.812
M,De Bruyne,11.8,11.8,Man City,1,0.083,15,1.052,66,4.936
D,Stones,5.1,5.1,Man City,77,3.946,50,2.389,78,3.885
D,Mendy,5.9,5.9,Man City,38,1.983,37,1.79,34,1.733
M,Mahrez,8.0,8.0,Man City,70,5.236,66,4.196,69,4.767
M,Sterling,11.0,11.0,Man City,61,4.275,61,3.645,62,4.03
D,Cancelo,5.8,5.8,Man City,56,3.14,57,2.911,56,3.046
G,Ederson,6.1,6.1,Man City,87,4.254,88,4.171,87,4.195
D,Aké,5.4,5.4,Man City,31,1.642,33,1.604,34,1.742
D,Laporte,6.0,6.0,Man City,55,2.739,53,2.464,52,2.536
M,Bernardo Silva,7.4,7.4,Man City,64,3.328,59,2.732,56,2.787
F,Jesus,9.1,9.1,Man City,57,3.802,56,3.203,56,3.49
D,Zinchenko,5.5,5.5,Man City,30,1.651,32,1.624,32,1.703
M,Foden,6.0,6.0,Man City,73,5.176,40,2.483,68,4.486
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,77,3.067,75,2.768,76,2.96
M,Torres,6.9,6.9,Man City,35,2.206,30,1.647,35,2.073
D,Garcia,4.7,4.7,Man City,0,0,0,0,0,0
G,Romero,4.9,4.9,Man Utd,0,0,0,0,0,0
M,Mata,5.8,5.8,Man Utd,0,0,2,0.107,4,0.2
G,de Gea,5.3,5.3,Man Utd,0,0,6,0.283,11,0.491
D,Smalling,4.9,4.9,Man Utd,0,0,0,0,0,0
F,Ighalo,6.1,6.1,Man Utd,0,0,0,0,0,0
D,Rojo,4.8,4.8,Man Utd,0,0,0,0,0,0
M,Matic,4.7,4.7,Man Utd,0,0,5,0.174,9,0.301
M,Pogba,7.6,7.6,Man Utd,0,0,57,2.962,60,2.854
D,Jones,4.8,4.8,Man Utd,0,0,0,0,0,0
D,Maguire,5.6,5.6,Man Utd,0,0,7,0.344,11,0.491
M,Fred,5.3,5.3,Man Utd,0,0,74,2.548,70,2.283
D,Shaw,5.5,5.5,Man Utd,0,0,80,3.936,45,1.982
M,Lingard,6.6,6.4,West Ham,79,3.653,77,4.248,78,4.269
M,Fernandes,11.5,11.1,Man Utd,0,0,78,6.143,45,3.256
F,Martial,8.6,8.6,Man Utd,0,0,0,0,18,1.028
M,Pereira,4.8,4.8,Man Utd,0,0,0,0,0,0
G,Henderson,5.2,5.2,Man Utd,0,0,83,3.948,71,3.209
M,Rashford,9.6,9.6,Man Utd,0,0,77,5.056,72,4.315
D,Tuanzebe,4.1,4.1,Man Utd,0,0,0,0,2,0.085
D,Lindelöf,4.8,4.8,Man Utd,0,0,80,3.712,81,3.407
M,McTominay,4.9,4.9,Man Utd,0,0,71,2.877,68,2.583
D,Bailly,4.8,4.8,Man Utd,0,0,55,2.485,46,1.871
M,James,6.2,6.2,Man Utd,0,0,24,1.257,34,1.635
D,Fosu-Mensah,4.3,4.3,Man Utd,0,0,0,0,0,0
D,Wan-Bissaka,5.7,5.7,Man Utd,0,0,86,4.318,82,3.716
D,Dalot,4.8,4.8,Man Utd,0,0,0,0,0,0
M,Greenwood,7.2,7.2,Man Utd,0,0,62,3.592,63,3.357
M,Chong,4.4,4.4,Man Utd,0,0,0,0,0,0
M,Garner,4.4,4.4,Man Utd,0,0,0,0,0,0
D,Williams,4.2,4.2,Man Utd,0,0,0,0,2,0.084
D,Mengi,3.9,3.9,Man Utd,0,0,0,0,0,0
F,Carroll,5.1,5.1,Newcastle,8,0.33,10,0.58,9,0.439
M,Shelvey,5.3,5.3,Newcastle,85,2.327,82,3.127,81,2.628
M,Ritchie,4.9,4.9,Newcastle,77,2.357,76,3.399,69,2.598
D,Fernández,4.7,4.7,Newcastle,82,1.273,80,3.529,72,2.272
D,Clark,4.5,4.5,Newcastle,76,1.191,75,3.311,42,1.348
G,Darlow,4.9,4.9,Newcastle,0,0,0,0,0,0
G,Dubravka,4.8,4.8,Newcastle,86,3.057,87,3.896,87,3.446
D,Lejeune,4.3,4.3,Newcastle,0,0,0,0,0,0
D,Lascelles,4.2,4.2,Newcastle,0,0,0,0,27,0.811
F,Gayle,5.9,5.9,Newcastle,29,1.191,30,1.772,31,1.528
M,Atsu,5.2,5.2,Newcastle,0,0,0,0,0,0
D,Dummett,4.4,4.4,Newcastle,81,1.175,78,3.079,60,1.761
D,Manquillo,4.2,4.2,Newcastle,3,0.049,6,0.239,5,0.15
D,Krafth,4.2,4.2,Newcastle,27,0.451,30,1.256,18,0.564
D,Schär,4.8,4.8,Newcastle,0,0,0,0,71,2.088
D,Yedlin,4.3,4.3,Newcastle,0,0,0,0,0,0
M,Hayden,4.6,4.6,Newcastle,0,0,0,0,0,0
M,Aarons,4.8,4.8,Newcastle,0,0,0,0,0,0
M,Saint-Maximin,5.1,5.1,Newcastle,73,2.801,71,4.329,70,3.438
M,Almirón,5.6,5.6,Newcastle,71,2.394,71,3.541,69,2.844
F,Joelinton,5.7,5.7,Newcastle,70,2.432,71,3.628,69,2.923
F,Muto,4.8,4.8,Newcastle,0,0,0,0,0,0
D,Watts,3.9,3.9,Newcastle,0,0,0,0,0,0
F,Sharp,5.5,5.5,Sheffield Utd,0,0,0,0,0,0
F,McGoldrick,5.2,5.2,Sheffield Utd,73,2.837,70,3.176,71,3.294
D,Basham,4.6,4.6,Sheffield Utd,78,1.639,77,2.048,76,2.275
M,Fleck,5.6,5.6,Sheffield Utd,75,2.208,74,2.356,75,2.455
D,Stevens,5.0,5.0,Sheffield Utd,82,1.926,82,2.466,80,2.699
G,Moore,4.3,4.3,Sheffield Utd,0,0,0,0,0,0
M,Norwood,4.5,4.5,Sheffield Utd,66,2.21,65,2.419,63,2.416
G,Foderingham,4.3,4.3,Sheffield Utd,0,0,0,0,1,0.039
D,Baldock,4.9,4.9,Sheffield Utd,78,1.78,75,2.187,75,2.458
D,Jack Robinson,4.2,4.2,Sheffield Utd,41,0.858,36,0.941,38,1.116
D,Egan,4.7,4.7,Sheffield Utd,80,1.74,81,2.23,78,2.416
D,O'Connell,4.7,4.7,Sheffield Utd,0,0,0,0,0,0
M,Lundstram,4.8,4.8,Sheffield Utd,20,0.714,20,0.776,21,0.829
M,Osborn,4.7,4.7,Sheffield Utd,34,1.184,35,1.315,35,1.339
F,McBurnie,5.6,5.6,Sheffield Utd,0,0,0,0,0,0
F,Callum Robinson,5.2,5.2,West Brom,48,1.845,49,2.098,49,2.105
F,Mousset,5.8,5.8,Sheffield Utd,14,0.618,16,0.803,16,0.82
M,Berge,4.9,4.9,Sheffield Utd,72,2.174,69,2.25,67,2.252
F,Long,5.1,5.1,Southampton,0,0,0,0,0,0
D,Bertrand,5.0,5.0,Southampton,0,0,0,0,7,0.18
G,McCarthy,4.4,4.4,Southampton,55,2.367,56,2.169,57,2.09
M,Oriol Romeu,4.5,4.5,Southampton,53,1.627,81,2.289,77,2.029
M,Redmond,6.4,6.4,Southampton,56,2.857,54,2.659,53,2.259
F,Ings,8.4,8.4,Southampton,65,4.019,67,4.098,70,3.589
D,Stephens,4.6,4.6,Southampton,40,1.65,40,1.279,42,1.079
M,Armstrong,5.5,5.5,Southampton,68,2.981,68,2.885,67,2.51
D,Vestergaard,4.7,4.7,Southampton,83,3.521,83,2.725,82,2.149
M,Ward-Prowse,5.9,5.9,Southampton,81,3.67,82,3.573,81,3.041
G,Gunn,4.3,4.3,Southampton,0,0,0,0,0,0
M,Boufal,5.4,5.4,Southampton,0,0,0,0,0,0
M,Reed,4.4,4.4,Fulham,53,1.547,53,1.475,52,1.718
M,Sims,4.3,4.3,Southampton,0,0,0,0,0,0
D,Walker-Peters,4.7,4.7,Southampton,83,3.352,81,2.506,81,2.005
D,Bednarek,4.7,4.7,Southampton,53,2.023,81,2.348,80,1.851
F,Adams,5.7,5.7,Southampton,53,3.003,53,2.957,53,2.533
