Pos,Name,BV,SV,Team,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
F,Zeqiri,5.0,5.0,Brighton,0,0,0,0,0,0,0,0
M,Pellistri,5.2,5.2,Man Utd,0,0,0,0,0,0,0,0
D,Dawson,4.5,4.5,West Ham,67,2.346,68,2.244,65,2.602,70,2.76
D,Clyne,4.5,4.5,Crystal Palace,10,0.701,9,0.29,7,0.197,7,0.127
G,Henderson,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0
F,Slimani,4.9,4.9,Leicester,0,0,0,0,0,0,0,0
G,Verrips,4.0,4.0,Sheffield Utd,0,0,0,0,0,0,0,0
M,Otasowie,4.5,4.5,Wolves,11,0.425,10,0.351,8,0.299,10,0.367
F,Grant,5.6,5.6,West Brom,5,0.233,5,0.235,4,0.208,4,0.208
G,Norris,4.0,4.0,Burnley,0,0,0,0,0,0,0,0
D,Rodon,5.0,5.0,Spurs,22,0.725,25,1.164,24,0.946,25,0.768
D,Kongolo,4.3,4.3,Fulham,0,0,0,0,0,0,0,0
G,Butland,4.5,4.5,Crystal Palace,0,0,0,0,1,0.037,0,0
M,Benrahma,5.9,5.9,West Ham,48,2.324,43,1.928,42,2.189,42,2.24
F,Welbeck,5.5,5.5,Brighton,68,3.219,66,3.114,66,2.524,66,2.791
D,Phillips,4.1,4.1,Liverpool,74,5.686,75,3.294,77,3.233,75,3.533
F,N'Lundulu,4.5,4.5,Southampton,2,0.203,2,0.115,2,0.116,2,0.102
F,Thompson,4.5,4.5,Burnley,0,0,0,0,0,0,0,0
F,Richardson,4.5,4.5,Burnley,0,0,0,0,0,0,0,0
G,Ziger,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0
D,Rhys Williams,4.0,4.0,Liverpool,4,0.32,4,0.181,5,0.217,5,0.24
G,Trafford,4.0,4.0,Man City,0,0,0,0,0,0,0,0
F,Simms,4.5,4.5,Everton,0,0,0,0,0,0,0,0
G,Sánchez,4.6,4.6,Brighton,88,3.95,88,3.674,88,3.247,87,3.376
D,Ramsay,4.0,4.0,Southampton,0,0,0,0,1,0.031,1,0.026
M,Jenkins,4.5,4.5,Leeds,0,0,0,0,0,0,0,0
D,Peltier,3.9,3.9,West Brom,1,0.021,3,0.05,4,0.101,4,0.093
M,Clarkson,4.5,4.5,Liverpool,0,0,0,0,0,0,0,0
M,Anderson,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0
D,Bryan,3.9,3.9,Sheffield Utd,29,1.018,26,0.593,26,0.744,30,0.955
G,Grant,4.0,4.0,Man Utd,0,0,0,0,0,0,0,0
M,Anjorin,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0
G,Langley,3.9,3.9,Newcastle,0,0,0,0,0,0,0,0
M,Cain,4.5,4.5,Liverpool,0,0,0,0,0,0,0,0
G,Carson,3.9,3.9,Man City,0,0,1,0.049,0,0,1,0.048
M,Nmecha,4.5,4.5,Man City,0,0,0,0,0,0,0,0
M,Corbeanu,4.4,4.4,Wolves,1,0.039,0,0,0,0,0,0
M,Perry,4.4,4.4,Wolves,2,0.077,0,0,0,0,0,0
M,Mancini,4.4,4.4,Burnley,0,0,0,0,0,0,1,0.041
F,Mumbongo,4.5,4.5,Burnley,0,0,0,0,0,0,0,0
M,Cundle,4.5,4.5,Wolves,0,0,0,0,0,0,0,0
D,Richards,4.0,4.0,Wolves,0,0,0,0,0,0,0,0
D,Marques,3.9,3.9,Wolves,0,0,0,0,0,0,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0,0,0,0,0,0,0
F,Hackford,4.4,4.4,Sheffield Utd,0,0,0,0,0,0,0,0
F,Huggins,4.5,4.5,Leeds,0,0,0,0,0,0,0,0
D,Cresswell,4.0,4.0,Leeds,0,0,0,0,0,0,1,0.041
F,Diaby,4.5,4.5,West Brom,0,0,0,0,0,0,0,0
D,Mbete,4.0,4.0,Man City,0,0,0,0,0,0,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,0,0,0,0,0,0,0
M,Chauke,4.4,4.4,Southampton,0,0,0,0,0,0,0,0
G,Lewis,4.0,4.0,Southampton,0,0,0,0,0,0,0,0
F,Cutrone,5.9,5.9,Wolves,0,0,0,0,0,0,0,0
M,Tau,4.9,4.9,Brighton,0,0,0,0,1,0.042,1,0.046
M,Moder,5.0,5.0,Brighton,34,1.37,35,1.362,35,1.177,33,1.19
D,Lonwijk,3.9,3.9,Wolves,0,0,0,0,0,0,0,0
M,Khadra,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Jenks,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Sanders,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Weir,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Ferry,4.5,4.5,Southampton,0,0,0,0,0,0,0,0
D,Tchaptchet,4.0,4.0,Southampton,0,0,1,0.039,1,0.032,0,0
M,Watts,4.5,4.5,Southampton,2,0.133,0,0,0,0,0,0
D,Alves,4.0,4.0,West Ham,0,0,0,0,0,0,0,0
F,Odubeko,4.5,4.5,West Ham,0,0,0,0,0,0,0,0
G,Lonergan,4.0,4.0,West Brom,0,0,0,0,0,0,0,0
M,Diallo,5.4,5.4,Man Utd,6,0.868,0,0,2,0.11,1,0.052
F,Mateta,5.4,5.4,Crystal Palace,7,0.828,8,0.462,9,0.477,8,0.374
F,Willian José,6.8,6.8,Wolves,57,2.418,47,1.799,41,1.731,23,0.983
M,Jankewitz,4.5,4.5,Southampton,1,0.074,0,0,0,0,0,0
M,Onyango,4.5,4.5,Everton,0,0,0,0,0,0,0,0
M,Ødegaard,5.7,5.7,Arsenal,63,5.648,0,0,62,2.905,61,2.768
D,Gordon,4.0,4.0,Sheffield Utd,0,0,0,0,0,0,0,0
M,Sanson,5.5,5.5,Aston Villa,6,0.349,30,1.246,32,1.157,35,1.248
F,Diagne,6.0,6.0,West Brom,76,2.918,72,2.947,71,3.292,72,3.331
D,Bueno,4.0,4.0,Wolves,0,0,0,0,0,0,0,0
M,Devine,4.4,4.4,Spurs,0,0,0,0,0,0,0,0
F,King,5.1,5.1,Everton,13,1.167,13,0.671,15,0.711,15,0.575
D,Kabak,5.0,5.0,Liverpool,80,6.372,77,3.458,78,3.336,78,3.741
D,Davies,4.7,4.7,Liverpool,0,0,0,0,0,0,0,0
M,Yokuslu,4.5,4.5,West Brom,83,2.178,78,2.012,78,2.193,77,2.144
M,Finnigan,4.5,4.5,Southampton,0,0,0,0,0,0,0,0
M,Ndiaye,4.5,4.5,Sheffield Utd,0,0,0,0,0,0,1,0.037
M,Brunt,4.5,4.5,Sheffield Utd,0,0,0,0,0,0,0,0
D,Nartey,4.0,4.0,Burnley,2,0.063,4,0.135,4,0.089,5,0.212
M,Gomes,4.5,4.5,Man City,0,0,0,0,0,0,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0,0,0,0,0,0,0
M,Leshabela,4.4,4.4,Leicester,0,0,0,0,1,0.037,1,0.04
G,McGill,3.9,3.9,Brighton,0,0,0,0,0,0,0,0
D,Karbownik,4.5,4.5,Brighton,0,0,1,0.035,1,0.025,1,0.03
M,Caicedo,5.0,5.0,Brighton,0,0,0,0,0,0,0,0
F,Maja,5.2,5.2,Fulham,45,2.527,44,2.189,47,1.95,46,2.604
F,Scarlett,4.5,4.5,Spurs,0,0,0,0,0,0,0,0
F,Gelhardt,4.5,4.5,Leeds,0,0,0,0,0,0,0,0
