Pos,Name,BV,SV,Team,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts
D,Sakho,4.4,4.4,Crystal Palace,9,0.202,3,0.058,4,0.272,5,0.159,6,0.161
G,Guaita,4.8,4.8,Crystal Palace,88,3.147,87,3.049,86,7.095,85,3.382,86,3.205
D,Tomkins,4.4,4.4,Crystal Palace,74,1.601,64,1.135,64,4.477,63,2.048,62,1.657
M,McArthur,5.2,5.2,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,McCarthy,4.3,4.3,Crystal Palace,35,0.99,35,0.995,34,2.171,35,1.105,35,1.055
F,Benteke,5.5,5.5,Crystal Palace,64,2.406,64,2.497,63,6.214,62,3.051,62,2.757
M,Kouyaté,4.8,4.8,Crystal Palace,67,1.839,59,1.642,63,3.953,60,1.87,61,1.803
D,Ward,4.3,4.3,Crystal Palace,40,0.896,41,0.779,39,2.774,33,1.094,36,0.994
D,Kelly,4.1,4.1,Crystal Palace,0,0,0,0,0,0,0,0,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,Townsend,5.5,5.5,Crystal Palace,32,1.169,34,1.256,34,3.029,35,1.536,35,1.427
M,Milivojevic,5.6,5.6,Crystal Palace,72,2.052,71,2.076,70,4.947,69,2.41,69,2.241
D,van Aanholt,5.4,5.4,Crystal Palace,66,1.727,64,1.479,61,5.163,61,2.455,60,1.983
F,Ayew,5.6,5.6,Crystal Palace,59,1.964,58,1.998,58,4.71,59,2.391,58,2.184
M,Zaha,7.1,7.1,Crystal Palace,79,2.795,78,2.843,78,7.261,75,3.483,77,3.209
M,Schlupp,5.3,5.3,Crystal Palace,27,0.953,42,1.472,42,3.529,42,1.744,45,1.728
M,Meyer,4.7,4.7,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,Riedewald,4.4,4.4,Crystal Palace,44,1.297,44,1.286,46,3.028,43,1.407,44,1.367
D,Ferguson,3.8,3.8,Crystal Palace,4,0.09,12,0.225,18,1.241,21,0.676,20,0.536
D,Mitchell,3.8,3.8,Crystal Palace,19,0.424,18,0.343,21,1.465,19,0.62,20,0.546
M,Pierrick,4.3,4.3,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,Walcott,5.8,5.8,Southampton,0,0,61,2.668,58,5.129,59,2.846,62,3.009
M,Delph,4.8,4.8,Everton,5,0.152,8,0.262,8,0.501,11,0.39,10,0.327
M,Sigurdsson,6.8,6.8,Everton,66,2.79,65,3.39,61,5.815,62,3.661,57,2.9
G,Lössl,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
D,Coleman,4.8,4.8,Everton,52,1.679,53,2.409,52,4.003,51,2.98,53,2.52
F,Tosun,6.0,6.0,Everton,0,0,0,0,0,0,0,0,0,0
M,Bernard,5.7,5.7,Everton,15,0.545,16,0.67,16,1.248,17,0.787,18,0.741
D,Digne,6.1,6.1,Everton,87,2.92,80,3.862,79,6.445,77,4.756,78,3.885
D,Keane,5.1,5.1,Everton,77,2.277,80,3.309,79,5.549,76,4.056,78,3.409
G,Pickford,4.8,4.8,Everton,86,3.255,85,3.613,84,6.722,83,4.061,84,3.716
M,André Gomes,5.3,5.3,Everton,60,1.748,58,1.952,52,3.303,56,2.113,60,1.999
M,Iwobi,5.9,5.9,Everton,36,1.365,39,1.698,37,3.007,39,1.893,39,1.669
D,Kenny,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
M,Gbamin,5.0,5.0,Everton,0,0,0,0,0,0,0,0,0,0
D,Mina,5.5,5.5,Everton,57,1.613,53,2.143,58,3.959,59,3.08,55,2.34
M,Davies,5.2,5.2,Everton,51,1.557,49,1.702,46,3,50,1.94,50,1.721
F,Calvert-Lewin,7.5,7.5,Everton,79,3.342,78,4.137,79,7.588,79,4.642,79,3.969
D,Holgate,4.8,4.8,Everton,69,1.887,67,2.622,68,4.483,68,3.466,66,2.745
F,Richarlison,7.8,7.8,Everton,71,3.266,71,4.035,70,7.223,68,4.36,69,3.722
G,Virgínia,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
M,Gordon,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
F,Kean,5.7,5.7,Everton,0,0,0,0,0,0,0,0,0,0
D,Branthwaite,3.9,3.9,Everton,0,0,0,0,0,0,0,0,0,0
G,Fabri,3.9,3.9,Fulham,0,0,0,0,0,0,1,0.04,0,0
M,McDonald,4.7,4.7,Fulham,0,0,0,0,0,0,0,0,0,0
D,Le Marchand,4.1,4.1,Fulham,0,0,0,0,0,0,0,0,0,0
M,Johansen,4.7,4.7,Fulham,0,0,0,0,0,0,0,0,0,0
M,Cairney,5.2,5.2,Fulham,0,0,0,0,0,0,0,0,0,0
D,Ream,4.2,4.2,Fulham,0,0,3,0.065,2,0.079,2,0.062,3,0.069
M,Knockaert,5.0,5.0,Fulham,0,0,0,0,0,0,0,0,0,0
D,Hector,4.1,4.1,Fulham,0,0,1,0.022,1,0.04,1,0.032,1,0.023
D,Christie,4.2,4.2,Fulham,0,0,0,0,0,0,0,0,0,0
M,Kebano,4.7,4.7,Fulham,0,0,0,0,0,0,0,0,0,0
F,Decordova-Reid,5.3,5.3,Fulham,0,0,64,2.267,55,2.693,55,2.515,57,2.157
D,Bryan,4.5,4.5,Fulham,0,0,7,0.165,5,0.232,6,0.216,6,0.153
G,Bettinelli,4.3,4.3,Fulham,0,0,0,0,0,0,0,0,0,0
F,Mitrović,5.5,5.5,Fulham,0,0,42,1.611,36,1.957,37,1.83,36,1.47
D,Mawson,4.3,4.3,Fulham,0,0,0,0,0,0,0,0,0,0
G,Rodák,4.3,4.3,Fulham,0,0,0,0,0,0,0,0,1,0.036
M,Cavaleiro,5.3,5.3,Fulham,0,0,66,2.495,61,3.359,59,2.916,60,2.403
M,Onomah,4.6,4.6,Fulham,0,0,14,0.483,8,0.35,10,0.402,9,0.322
M,Seri,4.6,4.6,Fulham,0,0,0,0,0,0,0,0,0,0
M,Kamara,4.8,4.8,Fulham,0,0,0,0,0,0,0,0,0,0
M,Anguissa,4.5,4.5,Fulham,0,0,56,1.568,49,1.689,51,1.624,49,1.424
D,Sessegnon,4.3,4.3,Fulham,0,0,0,0,0,0,0,0,0,0
M,Hernández,5.7,5.7,Leeds,12,0.491,11,0.471,9,0.398,10,0.475,9,0.416
G,Casilla,4.2,4.2,Leeds,0,0,1,0.038,1,0.037,1,0.041,1,0.039
D,Cooper,4.3,4.3,Leeds,0,0,0,0,66,1.888,61,2.261,62,1.983
D,Douglas,3.8,3.8,Leeds,0,0,0,0,0,0,0,0,0,0
D,Ayling,4.4,4.4,Leeds,85,2.075,82,2.519,81,2.355,80,3.014,78,2.54
M,Klich,5.2,5.2,Leeds,34,1.313,32,1.306,29,1.223,29,1.324,31,1.37
M,Forshaw,4.8,4.8,Leeds,0,0,0,0,0,0,0,0,0,0
D,Dallas,5.2,5.2,Leeds,88,2.354,83,2.758,82,2.597,80,3.29,81,2.873
D,Alioski,4.3,4.3,Leeds,80,2.075,78,2.511,76,2.342,74,2.958,75,2.588
F,Bamford,6.5,6.5,Leeds,82,4.596,80,4.743,79,4.915,76,5.204,79,5.271
M,Harrison,5.4,5.4,Leeds,80,3.092,78,3.198,78,3.284,74,3.43,75,3.353
M,Phillips,4.9,4.9,Leeds,83,2.335,80,2.359,78,2.34,78,2.538,77,2.404
M,Costa,5.0,5.0,Leeds,51,1.999,42,1.749,32,1.39,26,1.228,26,1.193
M,Roberts,4.6,4.6,Leeds,64,2.317,63,2.409,61,2.391,59,2.505,59,2.43
M,Grot,4.7,4.7,Leeds,0,0,0,0,0,0,0,0,0,0
G,Miazek,4.0,4.0,Leeds,0,0,0,0,0,0,0,0,0,0
M,Poveda-Ocampo,4.2,4.2,Leeds,14,0.585,9,0.392,6,0.27,3,0.145,3,0.141
M,Shackleton,4.8,4.8,Leeds,12,0.396,13,0.436,8,0.272,8,0.286,11,0.383
D,Struijk,4.0,4.0,Leeds,51,1.249,54,1.653,34,0.99,30,1.123,34,1.101
M,Stevens,4.3,4.3,Leeds,0,0,0,0,0,0,0,0,0,0
G,Meslier,4.7,4.7,Leeds,88,3.273,87,3.446,86,3.293,85,3.554,86,3.404
D,Davis,3.8,3.8,Leeds,2,0.05,1,0.03,1,0.028,0,0,1,0.031
D,Casey,3.8,3.8,Leeds,1,0.025,1,0.03,0,0,1,0.035,0,0
D,Morgan,4.4,4.4,Leicester,0,0,0,0,0,0,1,0,1,0.026
G,Schmeichel,5.4,5.4,Leicester,86,4.303,85,3.509,85,7.139,2,0,27,0.998
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0,0,0,0,0
D,Evans,5.5,5.5,Leicester,77,3.965,74,2.637,71,5.085,65,0,71,1.72
M,Silva,4.4,4.4,Leicester,0,0,0,0,0,0,0,0,0,0
M,Albrighton,5.2,5.2,Leicester,26,1.205,30,1.249,29,2.385,27,0,28,0.977
M,James,4.3,4.3,Leicester,0,0,0,0,0,0,0,0,0,0
G,Ward,4.3,4.3,Leicester,0,0,0,0,0,0,0,0,2,0.073
F,Vardy,10.2,10.2,Leicester,80,5.776,79,5.293,78,9.992,0,0,69,3.374
M,Praet,5.2,5.2,Leicester,24,1.098,31,1.286,30,2.461,27,0,24,0.852
D,Pereira,5.9,5.9,Leicester,26,1.458,25,1.023,24,1.948,24,0,34,0.95
D,Amartey,3.9,3.9,Leicester,30,1.553,34,1.255,35,2.589,33,0,38,0.977
M,Tielemans,6.4,6.4,Leicester,80,3.679,82,3.31,81,6.447,18,0,52,1.8
M,Pérez,6.0,6.0,Leicester,39,2.231,41,2.126,43,4.313,41,0,45,1.822
M,Gray,5.1,5.1,Leicester,0,0,0,0,0,0,0,0,0,0
M,Maddison,7.2,7.2,Leicester,65,3.714,64,3.28,64,6.314,1,0,63,2.459
D,Chilwell,5.8,5.8,Chelsea,44,2.187,44,2.593,45,3.615,35,0,46,2.261
F,Iheanacho,6.1,5.9,Leicester,79,4.872,78,4.558,78,8.691,0,0,76,3.289
M,Choudhury,4.6,4.6,Leicester,6,0.214,6,0.196,7,0.456,6,0,7,0.207
M,Barnes,6.6,6.6,Leicester,0,0,0,0,0,0,29,0,40,1.827
M,Ndidi,4.8,4.8,Leicester,83,2.968,81,2.556,78,4.931,69,0,75,2.062
D,Benkovic,4.3,4.3,Leicester,0,0,0,0,0,0,0,0,0,0
D,Söyüncü,5.3,5.3,Leicester,76,3.77,75,2.548,75,5.144,73,0,72,1.681
D,Justin,4.8,4.8,Leicester,0,0,0,0,0,0,0,0,0,0
D,Thomas,4.1,4.1,Leicester,3,0.159,4,0.157,4,0.313,4,0,5,0.139
M,Milner,5.3,5.3,Liverpool,55,2.634,50,1.805,51,2.325,49,2.194,50,2.211
D,Tsimikas,4.9,4.9,Liverpool,3,0.172,6,0.212,6,0.309,7,0.368,6,0.307
M,Wijnaldum,5.3,5.3,Liverpool,65,2.789,63,2.126,58,2.392,58,2.357,56,2.261
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,0,0,0,0,0,0
G,Adrián,4.2,4.2,Liverpool,0,0,0,0,0,0,0,0,0,0
D,Matip,5.4,5.4,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Shaqiri,6.4,6.4,Liverpool,7,0.372,7,0.287,9,0.458,9,0.446,10,0.49
M,Chamberlain,6.3,6.3,Liverpool,2,0.108,2,0.083,4,0.205,3,0.15,4,0.198
F,Firmino,9.0,9.0,Liverpool,64,3.996,62,2.903,63,3.796,61,3.51,62,3.547
D,van Dijk,6.2,6.2,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Mané,11.7,11.7,Liverpool,72,5.959,76,4.163,70,5.423,70,5.188,72,5.241
G,Alisson,5.9,5.9,Liverpool,87,4.302,86,3.417,85,3.906,84,3.978,85,3.965
M,Fabinho,5.4,5.4,Liverpool,87,2.972,79,2.171,76,2.522,75,2.483,73,2.407
M,Salah,12.6,12.4,Liverpool,74,6.981,74,4.645,73,6.463,71,6.009,72,5.995
D,Robertson,7.1,7.1,Liverpool,83,5.026,82,2.93,81,4.376,78,4.312,80,4.297
F,Origi,5.1,5.1,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Harry Wilson,5.1,5.1,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Minamino,6.0,6.0,Southampton,0,0,17,0.782,17,1.577,18,0.905,18,0.919
D,Alexander-Arnold,7.5,7.4,Liverpool,83,5.588,82,3.185,81,4.823,78,4.724,80,4.697
D,Gomez,5.2,5.2,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Keita,5.2,5.2,Liverpool,15,0.734,11,0.416,13,0.608,12,0.549,15,0.679
F,Brewster,4.3,4.3,Sheffield Utd,41,1.679,37,1.46,37,1.691,40,1.588,41,1.836
M,Jones,4.4,4.4,Liverpool,30,1.48,24,0.914,23,1.079,23,1.058,21,0.958
D,Neco Williams,3.8,3.8,Liverpool,3,0.152,4,0.125,4,0.179,5,0.232,5,0.226
M,Elliott,4.3,4.3,Liverpool,0,0,0,0,0,0,0,0,0,0
D,Fernandinho,5.4,5.4,Man City,0,0,35,1.671,36,1.342,29,1.438,28,1.225
G,Bravo,4.5,4.5,Man City,0,0,0,0,0,0,0,0,0,0
F,Agüero,10.3,10.3,Man City,0,0,27,1.976,29,1.812,32,2.531,30,2.031
D,Otamendi,4.9,4.9,Man City,0,0,0,0,0,0,0,0,0,0
D,Walker,6.1,6.1,Man City,0,0,47,2.304,48,1.852,49,2.493,54,2.444
M,Gündogan,5.8,5.8,Man City,0,0,51,3.04,55,2.794,53,3.402,54,2.99
M,De Bruyne,11.9,11.9,Man City,0,0,63,4.593,63,3.836,61,4.85,62,4.169
D,Stones,5.2,5.2,Man City,0,0,0,0,0,0,60,3.127,58,2.704
D,Mendy,5.9,5.9,Man City,0,0,29,1.447,30,1.171,25,1.297,28,1.287
M,Mahrez,8.1,8.1,Man City,0,0,59,4.078,58,3.379,58,4.347,58,3.715
M,Sterling,11.2,11.2,Man City,0,0,38,2.553,39,2.215,38,2.764,41,2.548
D,Cancelo,5.9,5.9,Man City,0,0,56,3.273,52,2.353,52,3.212,50,2.673
G,Ederson,6.1,6.1,Man City,0,0,86,4.145,86,3.655,84,4.095,85,3.911
D,Aké,5.4,5.4,Man City,0,0,24,1.264,22,0.913,11,0.6,9,0.432
D,Laporte,6.0,6.0,Man City,0,0,59,2.835,61,2.302,33,1.646,35,1.558
M,Bernardo Silva,7.4,7.4,Man City,0,0,67,3.345,67,2.878,64,3.41,66,3.08
F,Jesus,9.2,9.2,Man City,0,0,59,3.464,58,2.967,56,3.573,56,3.089
D,Zinchenko,5.5,5.5,Man City,0,0,49,2.629,49,2.071,51,2.84,48,2.371
M,Foden,6.0,6.0,Man City,0,0,58,3.318,54,2.673,55,3.376,54,2.9
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,0,0,65,2.57,63,2.196,65,2.691,62,2.328
M,Torres,6.9,6.9,Man City,0,0,19,1.139,19,0.984,22,1.42,22,1.233
D,Garcia,4.7,4.7,Man City,0,0,1,0.048,0,0,0,0,0,0
G,Romero,4.9,4.9,Man Utd,0,0,0,0,0,0,0,0,0,0
M,Mata,5.8,5.8,Man Utd,4,0.211,4,0.18,5,0.491,2,0,4,0.209
G,de Gea,5.3,5.3,Man Utd,24,0.952,23,0.876,22,1.835,19,0,30,1.387
D,Smalling,4.9,4.9,Man Utd,0,0,0,0,0,0,0,0,0,0
F,Ighalo,6.1,6.1,Man Utd,0,0,0,0,0,0,0,0,0,0
