Pos,Name,BV,SV,Team,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Konsa,4.7,4.7,Aston Villa,89,2.384,84,4.589,84,2.992,84,1.908,81,1.851
D,Guilbert,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
F,Wesley,6.0,6.0,Aston Villa,22,1.051,27,2.612,28,1.438,27,1.238,29,1.261
F,Samatta,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
F,Davis,4.2,4.2,Aston Villa,15,0.669,16,1.44,20,0.943,20,0.853,20,0.819
F,Vassilev,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
M,Douglas Luiz,4.8,4.8,Aston Villa,80,2.287,77,4.504,74,2.328,73,2.063,73,2.032
F,Murray,4.8,4.8,Brighton,0,,0,,0,,0,,0,
M,Lallana,6.2,6.2,Brighton,66,2.622,63,2.353,64,2.52,66,2.145,65,2.278
M,Stephens,4.2,4.2,Burnley,2,0.067,5,0.165,5,0.169,6,0.189,7,0.247
G,Button,3.9,3.9,West Brom,0,0,0,0,0,0,1,0.038,1,0.036
M,Groß,5.8,5.8,Brighton,68,3.357,68,3.007,67,3.214,67,2.499,66,2.723
D,Duffy,4.3,4.3,Brighton,0,,0,,0,,0,,0,
M,Pröpper,4.7,4.7,Brighton,10,0.357,12,0.416,10,0.355,12,0.384,13,0.433
M,Mooy,5.0,5.0,Brighton,0,,0,,0,,0,,0,
D,Burn,4.2,4.2,Brighton,30,1.105,39,1.485,38,1.455,40,0.927,41,1.219
D,Dunk,4.9,4.9,Brighton,87,3.206,84,3.207,81,3.131,81,1.789,80,2.334
D,Montoya,4.5,4.5,Brighton,0,,0,,0,,0,,0,
F,Andone,4.8,4.8,Brighton,0,0,9,0.453,13,0.703,18,0.776,17,0.802
M,March,4.9,4.9,Brighton,0,,0,,0,,0,,0,
D,Webster,4.3,4.3,Brighton,87,3.018,83,3.058,83,3.032,80,1.766,78,2.227
D,Veltman,4.4,4.4,Brighton,69,2.786,71,2.941,70,2.926,68,1.674,70,2.224
F,Maupay,6.0,6.0,Brighton,72,4.208,72,3.639,67,3.787,66,2.817,66,3.175
M,Trossard,5.7,5.7,Brighton,74,3.637,70,3.117,72,3.444,69,2.585,68,2.819
G,Ryan,4.1,4.1,Arsenal,1,0.042,2,0.162,0,0,3,0.13,3,0.126
M,Jahanbakhsh,5.4,5.4,Brighton,13,0.605,16,0.675,14,0.63,14,0.526,18,0.726
M,Izquierdo,5.5,5.5,Brighton,3,0.122,3,0.115,3,0.12,5,0.174,5,0.184
D,Clarke,4.4,4.4,Brighton,0,,0,,0,,0,,0,
D,White,4.5,4.5,Brighton,73,2.439,71,2.545,72,2.556,72,1.544,72,1.997
D,Bernardo,3.9,3.9,Brighton,0,,0,,0,,0,,0,
M,Bissouma,4.4,4.4,Brighton,81,2.483,76,2.288,75,2.334,74,1.973,73,2.07
D,Lamptey,4.6,4.6,Brighton,0,,0,,0,,0,,0,
F,Connolly,5.2,5.2,Brighton,18,0.967,17,0.818,18,0.933,19,0.799,19,0.869
M,Alzate,4.2,4.2,Brighton,1,0.04,2,0.075,3,0.117,3,0.103,5,0.18
M,Mac Allister,5.3,5.3,Brighton,33,1.513,35,1.449,35,1.547,33,1.202,34,1.341
D,Tarkowski,5.3,5.3,Burnley,89,2.494,86,2.513,83,2.24,83,1.544,81,3.185
D,Bardsley,4.4,4.4,Burnley,0,0,1,0.029,3,0.08,3,0.057,4,0.152
D,Pieters,4.3,4.3,Burnley,23,0.662,28,0.839,32,0.885,34,0.665,39,1.541
M,Cork,5.0,5.0,Burnley,47,1.489,49,1.524,50,1.58,53,1.535,51,1.714
D,Long,4.3,4.3,Burnley,0,,0,,0,,0,,0,
F,Rodriguez,5.7,5.7,Burnley,20,0.928,22,0.941,25,1.179,24,0.967,23,1.117
F,Barnes,6.0,6.0,Burnley,51,2.549,54,2.446,53,2.738,54,2.251,53,2.83
D,Mee,4.8,4.8,Burnley,89,2.468,87,2.533,83,2.212,82,1.51,83,3.257
M,Westwood,5.3,5.3,Burnley,85,2.633,79,2.413,79,2.508,76,2.164,77,2.643
M,Gudmundsson,5.4,5.4,Burnley,55,2.182,53,2.015,53,2.137,52,1.817,53,2.28
F,Wood,6.3,6.3,Burnley,69,3.829,66,3.331,65,3.742,66,3.01,66,3.932
D,Lowton,4.4,4.4,Burnley,88,2.541,86,2.6,84,2.342,81,1.569,81,3.293
F,Vydra,4.8,4.8,Burnley,36,1.922,36,1.765,37,2.037,33,1.494,37,2.109
D,Gibson,3.9,3.9,Burnley,0,,0,,0,,0,,0,
M,Brady,5.0,5.0,Burnley,0,,0,,0,,0,,0,
G,Pope,5.5,5.5,Burnley,90,3.515,89,3.554,88,3.392,87,3.164,87,3.895
D,Taylor,4.4,4.4,Burnley,72,2.065,71,2.135,70,1.925,70,1.354,66,2.652
M,Brownhill,4.9,4.9,Burnley,75,2.623,73,2.458,73,2.6,74,2.295,73,2.78
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,1,0.037,2,0.07,2,0.087
M,McNeil,5.7,5.7,Burnley,85,3.061,82,2.847,80,2.951,81,2.574,79,3.138
G,Caballero,4.6,4.6,Chelsea,0,,0,,0,0,0,,0,
D,Azpilicueta,5.9,5.9,Chelsea,63,3.429,62,4.513,0,0,64,2.946,62,2.94
F,Giroud,6.7,6.7,Chelsea,4,0.277,3,0.355,0,0,6,0.392,4,0.27
D,Alonso,5.7,5.7,Chelsea,17,1.124,19,1.712,0,0,20,1.135,16,0.935
M,Jorginho,4.7,4.7,Chelsea,76,3.232,67,4.763,0,0,59,2.373,61,2.487
M,Barkley,5.8,5.8,Aston Villa,45,1.94,44,3.892,46,2.213,48,1.989,47,1.872
M,Kovacic,5.3,5.3,Chelsea,6,0.244,27,1.9,0,0,57,2.093,57,2.126
F,Batshuayi,5.7,5.7,Crystal Palace,5,0.228,5,0.567,6,0.342,7,0.361,7,0.313
D,Rüdiger,4.7,4.7,Chelsea,76,3.801,75,4.925,0,0,71,2.994,72,3.111
D,Zouma,5.3,5.3,Chelsea,37,1.929,36,2.525,0,0,39,1.72,37,1.676
D,Emerson,4.7,4.7,Chelsea,0,0,0,0,0,0,0,0,1,0.045
G,Arrizabalaga,4.7,4.7,Chelsea,3,0.144,5,0.394,0,0,4,0.174,5,0.219
M,Kanté,4.9,4.9,Chelsea,57,2.113,50,3.179,0,0,40,1.406,39,1.391
M,Ziyech,7.9,7.9,Chelsea,36,2.061,36,3.399,0,0,34,1.797,36,1.959
M,Loftus-Cheek,5.9,5.9,Fulham,0,0,59,2.575,59,2.307,58,1.982,60,2.643
D,Christensen,4.7,4.7,Chelsea,64,3.101,67,4.332,0,0,64,2.626,65,2.722
F,Werner,9.2,9.2,Chelsea,60,4.086,59,6.716,0,0,55,3.526,54,3.588
F,Abraham,7.1,7.1,Chelsea,5,0.366,7,0.865,0,0,10,0.682,8,0.565
M,Pulisic,8.3,8.3,Chelsea,61,3.785,59,5.999,0,0,58,3.326,53,3.148
M,Mount,7.3,7.3,Chelsea,78,4.548,74,7.025,0,0,70,3.775,72,4.008
D,Tomori,4.7,4.7,Chelsea,0,,0,,0,0,0,,0,
M,Hudson-Odoi,5.7,5.7,Chelsea,22,1.21,23,2.132,0,0,21,1.077,21,1.106
D,James,5.0,5.0,Chelsea,40,2.488,43,3.634,0,0,44,2.342,44,2.41
M,Gilmour,4.3,4.3,Chelsea,0,0,1,0.07,0,0,1,0.037,0,0
D,Cahill,4.5,4.5,Crystal Palace,36,0.688,56,4.019,54,1.823,55,1.538,53,0.957
G,Hennessey,4.3,4.3,Crystal Palace,0,0,1,0.082,1,0.04,1,0.037,1,0.035
D,Sakho,4.4,4.4,Crystal Palace,4,0.076,4,0.272,3,0.096,6,0.162,6,0.108
G,Guaita,4.8,4.8,Crystal Palace,89,3.113,88,7.22,88,3.502,88,3.263,87,3.025
D,Tomkins,4.4,4.4,Crystal Palace,71,1.253,60,4.271,63,2.095,61,1.662,62,1.041
M,McArthur,5.2,5.2,Crystal Palace,0,,0,,0,,0,,0,
M,McCarthy,4.3,4.3,Crystal Palace,45,1.235,44,2.748,46,1.421,44,1.297,48,1.3
F,Benteke,5.5,5.5,Crystal Palace,72,2.698,71,6.813,69,3.343,67,2.92,67,2.497
M,Kouyaté,4.8,4.8,Crystal Palace,70,1.886,64,4.009,63,1.96,60,1.778,61,1.666
D,Ward,4.3,4.3,Crystal Palace,44,0.8,39,2.74,32,1.054,35,0.955,35,0.617
D,Kelly,4.1,4.1,Crystal Palace,0,,0,,0,,0,,0,
F,Wickham,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,Townsend,5.5,5.5,Crystal Palace,34,1.242,35,3.091,37,1.62,34,1.385,39,1.391
M,Milivojevic,5.6,5.6,Crystal Palace,80,2.25,77,5.316,75,2.582,76,2.423,75,2.103
D,van Aanholt,5.4,5.4,Crystal Palace,70,1.546,66,5.498,64,2.556,62,2.026,63,1.345
F,Ayew,5.6,5.6,Crystal Palace,53,1.83,54,4.4,53,2.186,55,2.081,54,1.83
M,Zaha,7.1,7.1,Crystal Palace,79,2.807,77,7.051,79,3.605,75,3.102,73,2.578
M,Schlupp,5.3,5.3,Crystal Palace,44,1.513,45,3.731,45,1.855,46,1.754,49,1.647
M,Meyer,4.7,4.7,Crystal Palace,0,,0,,0,,0,,0,
M,Riedewald,4.4,4.4,Crystal Palace,48,1.383,45,2.952,46,1.495,49,1.503,42,1.212
D,Ferguson,3.8,3.8,Crystal Palace,1,0.019,18,1.227,24,0.769,23,0.611,22,0.375
D,Mitchell,3.8,3.8,Crystal Palace,19,0.347,16,1.101,17,0.55,17,0.459,19,0.334
M,Pierrick,4.3,4.3,Crystal Palace,0,,0,,0,,0,,0,
M,Walcott,5.8,5.8,Southampton,60,2.623,56,4.845,58,2.698,54,2.572,56,2.403
M,Delph,4.8,4.8,Everton,16,0.522,14,0.868,22,0.773,21,0.677,19,0.531
M,Sigurdsson,6.9,6.9,Everton,67,3.528,63,6.024,65,3.85,66,3.332,62,2.288
G,Lössl,4.3,4.3,Everton,0,,0,,0,,0,,0,
D,Coleman,4.9,4.8,Everton,36,1.636,28,2.135,32,1.873,34,1.603,31,0.652
F,Tosun,6.0,6.0,Everton,0,,0,,0,,0,,0,
M,Bernard,5.7,5.7,Everton,16,0.7,14,1.137,18,0.876,18,0.77,16,0.549
D,Digne,6.1,6.1,Everton,78,3.685,75,5.953,75,4.564,76,3.696,71,1.52
D,Keane,5.1,5.1,Everton,52,2.154,78,5.421,74,3.945,76,3.281,74,1.412
G,Pickford,4.8,4.8,Everton,89,3.821,87,6.997,87,4.3,87,3.863,85,2.999
M,André Gomes,5.3,5.3,Everton,52,1.723,44,2.772,54,1.995,55,1.806,45,1.233
M,Iwobi,5.9,5.9,Everton,41,1.719,37,2.898,39,1.818,41,1.688,39,1.292
D,Kenny,4.3,4.3,Everton,0,,0,,0,,0,,0,
M,Gbamin,5.0,5.0,Everton,0,,0,,0,,0,,0,
D,Mina,5.5,5.5,Everton,42,1.683,35,2.377,35,1.826,35,1.475,42,0.78
M,Davies,5.2,5.2,Everton,37,1.292,32,2.114,40,1.554,38,1.315,33,0.948
F,Calvert-Lewin,7.5,7.5,Everton,77,4.45,71,7.516,72,4.687,69,3.812,67,2.669
D,Holgate,4.8,4.8,Everton,81,3.135,78,5.065,76,3.871,74,3.036,73,1.266
F,Richarlison,7.8,7.8,Everton,73,3.898,74,7.088,70,4.162,72,3.618,70,2.574
G,Virgínia,4.3,4.3,Everton,0,,0,,0,,0,,0,
M,Gordon,4.3,4.3,Everton,0,,0,,0,,0,,0,
F,Kean,5.7,5.7,Everton,0,,0,,0,,0,,0,
D,Branthwaite,3.9,3.9,Everton,0,,0,,0,,0,,0,
G,Fabri,3.9,3.9,Fulham,0,0,0,0,0,0,0,0,0,0
M,McDonald,4.7,4.7,Fulham,0,,0,,0,,0,,0,
D,Le Marchand,4.1,4.1,Fulham,0,,0,,0,,0,,0,
M,Johansen,4.7,4.7,Fulham,0,,0,,0,,0,,0,
M,Cairney,5.2,5.2,Fulham,0,,0,,0,,0,,0,
D,Ream,4.2,4.2,Fulham,3,0.067,1,0.039,3,0.092,2,0.046,4,0.158
M,Knockaert,5.0,5.0,Fulham,0,,0,,0,,0,,0,
D,Hector,4.1,4.1,Fulham,2,0.046,1,0.042,2,0.064,1,0.024,2,0.084
D,Christie,4.2,4.2,Fulham,0,,0,,0,,0,,0,
M,Kebano,4.7,4.7,Fulham,0,,0,,0,,0,,0,
F,Decordova-Reid,5.3,5.3,Fulham,72,2.371,59,2.644,61,2.509,59,2.108,61,2.774
D,Bryan,4.5,4.5,Fulham,5,0.119,4,0.177,4,0.135,4,0.098,7,0.311
G,Bettinelli,4.3,4.3,Fulham,0,,0,,0,,0,,0,
F,Mitrović,5.5,5.5,Fulham,40,1.664,35,2.096,35,1.861,36,1.569,34,2.076
D,Mawson,4.3,4.3,Fulham,0,,0,,0,,0,,0,
G,Rodák,4.3,4.3,Fulham,0,0,0,0,0,0,1,0.036,1,0.044
M,Cavaleiro,5.3,5.3,Fulham,71,2.636,65,3.49,65,3.069,63,2.463,64,3.492
M,Onomah,4.6,4.6,Fulham,10,0.351,5,0.219,7,0.279,7,0.251,8,0.354
M,Seri,4.6,4.6,Fulham,0,,0,,0,,0,,0,
M,Kamara,4.8,4.8,Fulham,0,,0,,0,,0,,0,
M,Anguissa,4.4,4.5,Fulham,57,1.717,50,1.903,49,1.679,50,1.54,52,1.981
D,Sessegnon,4.3,4.3,Fulham,0,,0,,0,,0,,0,
M,Hernández,5.7,5.7,Leeds,9,0.394,7,0.32,6,0.299,5,0.238,5,0.266
G,Casilla,4.2,4.2,Leeds,0,0,0,0,1,0.04,0,0,0,0
D,Cooper,4.3,4.3,Leeds,0,0,60,1.683,58,2.126,58,1.769,56,2.39
D,Douglas,3.8,3.8,Leeds,0,,0,,0,,0,,0,
D,Ayling,4.4,4.4,Leeds,87,2.606,83,2.371,81,3.033,80,2.509,78,3.413
M,Klich,5.2,5.2,Leeds,37,1.474,33,1.365,28,1.274,28,1.218,28,1.376
M,Forshaw,4.8,4.8,Leeds,0,,0,,0,,0,,0,
D,Dallas,5.3,5.2,Leeds,86,2.813,83,2.612,81,3.339,80,2.767,81,3.888
D,Alioski,4.3,4.3,Leeds,78,2.495,73,2.257,73,2.951,69,2.344,69,3.278
F,Bamford,6.5,6.5,Leeds,84,4.888,80,4.983,78,5.431,79,5.254,76,5.83
M,Harrison,5.4,5.4,Leeds,77,3.211,74,3.225,72,3.484,71,3.257,68,3.574
M,Phillips,4.9,4.9,Leeds,87,2.616,82,2.535,82,2.778,79,2.543,79,2.914
M,Costa,5.0,5.0,Leeds,35,1.453,49,2.072,33,1.557,28,1.271,27,1.374
M,Roberts,4.6,4.6,Leeds,62,2.361,53,2.11,49,2.138,47,1.968,49,2.3
M,Grot,4.7,4.7,Leeds,0,,0,,0,,0,,0,
G,Miazek,4.0,4.0,Leeds,0,,0,,0,,0,,0,
M,Poveda-Ocampo,4.2,4.2,Leeds,31,1.275,16,0.691,10,0.472,8,0.362,8,0.403
M,Shackleton,4.8,4.8,Leeds,9,0.301,5,0.169,7,0.249,7,0.24,8,0.298
D,Struijk,4.0,4.0,Leeds,65,1.916,42,1.193,42,1.549,41,1.264,45,1.925
M,Stevens,4.3,4.3,Leeds,0,,0,,0,,0,,0,
G,Meslier,4.7,4.7,Leeds,89,3.46,87,3.307,87,3.61,88,3.428,88,3.855
D,Davis,3.8,3.8,Leeds,1,0.029,1,0.027,1,0.035,1,0.029,0,0
D,Casey,3.8,3.8,Leeds,1,0.029,1,0.028,0,0,0,0,1,0.04
D,Morgan,4.4,4.4,Leicester,0,0,0,0,0,0,0,0,0,0
G,Schmeichel,5.4,5.4,Leicester,90,3.618,89,7.39,0,0,88,3.225,87,3.46
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0,0,0,0,0
D,Evans,5.6,5.6,Leicester,83,2.716,80,5.56,0,0,78,1.835,75,2.382
M,Silva,4.4,4.4,Leicester,0,,0,,0,0,0,,0,
M,Albrighton,5.2,5.2,Leicester,30,1.208,29,2.355,0,0,28,0.966,29,1.134
M,James,4.3,4.3,Leicester,0,,0,,0,0,0,,0,
G,Ward,4.3,4.3,Leicester,0,0,0,0,0,0,1,0.036,2,0.079
F,Vardy,10.3,10.3,Leicester,86,5.369,82,10.001,0,0,80,3.676,78,4.64
M,Praet,5.2,5.2,Leicester,29,1.145,32,2.538,0,0,29,0.998,26,1.004
D,Pereira,5.9,5.9,Leicester,47,1.796,50,3.963,0,0,51,1.385,51,1.864
D,Amartey,3.9,3.9,Leicester,16,0.542,22,1.568,0,0,23,0.578,25,0.822
M,Tielemans,6.4,6.4,Leicester,85,3.25,81,6.299,0,0,79,2.548,78,2.929
M,Pérez,6.0,6.0,Leicester,43,1.996,45,4.115,0,0,44,1.666,45,2.002
M,Gray,5.1,5.1,Leicester,0,,0,,0,0,0,,0,
M,Maddison,7.3,7.3,Leicester,68,3.388,66,6.483,0,0,63,2.451,60,2.885
D,Chilwell,5.8,5.8,Chelsea,66,3.852,64,5.053,0,0,61,3.044,66,3.38
F,Iheanacho,6.2,6.0,Leicester,72,4.051,67,7.467,0,0,67,2.89,67,3.64
M,Choudhury,4.6,4.6,Leicester,6,0.19,6,0.386,0,0,4,0.117,5,0.158
M,Barnes,6.6,6.6,Leicester,0,0,0,0,0,0,38,1.722,53,2.921
M,Ndidi,4.8,4.8,Leicester,84,2.506,82,5.017,0,0,78,2.092,79,2.358
D,Benkovic,4.3,4.3,Leicester,0,,0,,0,0,0,,0,
D,Söyüncü,5.3,5.3,Leicester,83,2.578,80,5.276,0,0,79,1.776,75,2.263
D,Justin,4.8,4.8,Leicester,0,,0,,0,0,0,,0,
D,Thomas,4.1,4.1,Leicester,6,0.223,8,0.623,0,0,6,0.166,7,0.253
M,Milner,5.3,5.3,Liverpool,57,2.038,54,2.451,54,2.431,53,2.363,49,2.292
D,Tsimikas,4.9,4.9,Liverpool,2,0.062,4,0.176,5,0.232,6,0.271,8,0.398
M,Wijnaldum,5.3,5.3,Liverpool,66,2.219,64,2.602,55,2.254,56,2.275,50,2.123
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,0,0,0,0,37,1.52
G,Adrián,4.2,4.2,Liverpool,0,0,1,0.044,0,0,1,0.045,1,0.048
D,Matip,5.4,5.4,Liverpool,0,,0,,0,,0,,0,
M,Shaqiri,6.4,6.4,Liverpool,11,0.482,11,0.606,11,0.596,14,0.75,15,0.836
M,Chamberlain,6.3,6.3,Liverpool,3,0.118,4,0.191,4,0.189,4,0.187,5,0.242
F,Firmino,9.0,9.0,Liverpool,69,3.103,68,3.902,67,3.728,66,3.651,64,3.661
D,van Dijk,6.2,6.2,Liverpool,0,,0,,0,,0,,0,
M,Mané,11.7,11.7,Liverpool,76,4.164,73,5.564,74,5.489,73,5.345,72,5.551
G,Alisson,5.9,5.9,Liverpool,89,3.534,87,3.968,88,4.176,88,4.115,87,4.336
M,Fabinho,5.4,5.4,Liverpool,87,2.246,79,2.457,75,2.373,71,2.243,67,2.227
M,Salah,12.7,12.4,Liverpool,74,4.684,70,6.19,71,6.097,68,5.775,69,6.147
D,Robertson,7.1,7.1,Liverpool,88,3.1,86,4.532,84,4.619,83,4.441,81,4.781
F,Origi,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Harry Wilson,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Minamino,6.0,6.0,Southampton,14,0.641,14,1.262,14,0.676,15,0.742,16,0.716
D,Alexander-Arnold,7.6,7.4,Liverpool,86,3.288,83,4.794,82,4.904,81,4.727,79,5.093
D,Gomez,5.2,5.2,Liverpool,0,,0,,0,,0,,0,
M,Keita,5.2,5.2,Liverpool,6,0.231,6,0.284,5,0.234,6,0.278,4,0.192
F,Brewster,4.3,4.3,Sheffield Utd,51,1.931,52,2.29,52,1.987,48,2.084,48,2.21
M,Jones,4.4,4.4,Liverpool,22,0.844,21,0.986,22,1.022,17,0.785,14,0.672
D,Neco Williams,3.8,3.8,Liverpool,2,0.062,4,0.176,3,0.139,3,0.135,4,0.198
M,Elliott,4.3,4.3,Liverpool,0,,0,,0,,0,,0,
D,Fernandinho,5.4,5.4,Man City,32,1.588,33,1.294,26,1.342,26,1.179,30,1.45
G,Bravo,4.5,4.5,Man City,0,,0,,0,,0,,0,
F,Agüero,10.3,10.3,Man City,27,2.045,23,1.485,27,2.21,28,1.927,28,2.116
D,Otamendi,4.9,4.9,Man City,0,,0,,0,,0,,0,
D,Walker,6.1,6.1,Man City,49,2.461,50,1.993,50,2.592,48,2.207,50,2.43
M,Gündogan,5.7,5.8,Man City,57,3.019,58,2.618,54,3.053,54,2.646,56,2.961
M,De Bruyne,11.9,11.9,Man City,61,4.378,62,3.694,61,4.718,60,3.896,56,4.003
D,Stones,5.1,5.1,Man City,0,0,0,0,63,3.279,64,2.976,65,3.181
D,Mendy,5.9,5.9,Man City,26,1.32,25,1.008,27,1.428,27,1.258,31,1.536
M,Mahrez,8.0,8.0,Man City,61,4.194,57,3.283,58,4.277,60,3.743,59,4.02
M,Sterling,11.1,11.1,Man City,34,2.497,37,2.267,37,2.928,34,2.263,37,2.697
D,Cancelo,5.9,5.9,Man City,50,2.729,50,2.138,49,2.798,50,2.484,48,2.552
G,Ederson,6.1,6.1,Man City,89,4.358,89,3.822,88,4.311,88,4.068,87,4.124
D,Aké,5.4,5.4,Man City,23,1.242,19,0.812,9,0.499,8,0.39,10,0.519
D,Laporte,6.0,6.0,Man City,61,3,59,2.303,35,1.783,36,1.63,32,1.529
M,Bernardo Silva,7.4,7.4,Man City,66,3.274,66,2.817,66,3.466,66,3.025,66,3.258
F,Jesus,9.2,9.2,Man City,62,3.984,63,3.461,62,4.331,60,3.552,59,3.834
D,Zinchenko,5.5,5.5,Man City,53,2.815,53,2.219,50,2.728,51,2.462,47,2.403
M,Foden,6.0,6.0,Man City,58,3.969,59,3.362,56,4.103,56,3.483,55,3.732
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,66,2.601,65,2.28,63,2.63,62,2.33,60,2.395
M,Torres,6.9,6.9,Man City,21,1.325,24,1.291,22,1.494,22,1.278,22,1.388
D,Garcia,4.7,4.7,Man City,0,0,1,0.039,0,0,0,0,0,0
G,Romero,4.9,4.9,Man Utd,0,,0,,0,0,0,,0,
M,Mata,5.8,5.8,Man Utd,2,0.09,2,0.198,0,0,3,0.157,3,0.146
G,de Gea,5.3,5.3,Man Utd,15,0.57,13,1.088,0,0,14,0.646,14,0.611
D,Smalling,4.9,4.9,Man Utd,0,,0,,0,0,0,,0,
F,Ighalo,6.1,6.1,Man Utd,0,,0,,0,0,0,,0,
D,Rojo,4.8,4.8,Man Utd,0,,0,,0,0,0,,0,
M,Matic,4.7,4.7,Man Utd,2,0.061,2,0.129,0,0,5,0.169,5,0.161
M,Pogba,7.6,7.6,Man Utd,51,2.149,55,5.193,0,0,56,2.833,56,2.603
D,Jones,4.8,4.8,Man Utd,0,,0,,0,0,0,,0,
D,Maguire,5.5,5.5,Man Utd,89,2.695,85,6.701,0,0,83,3.938,82,3.464
M,Fred,5.3,5.3,Man Utd,69,2.008,70,4.475,0,0,67,2.308,69,2.209
