Pos,Name,BV,SV,Team,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,Saka,5.1,5.1,Arsenal,50,4.656,0,0,52,2.566,55,2.602
M,Guendouzi,4.7,4.7,Arsenal,0,,0,0,0,,0,
M,Martinelli,4.9,4.9,Arsenal,27,2.859,0,0,24,1.362,29,1.563
D,Saliba,4.0,4.0,Arsenal,0,,0,0,0,,0,
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,1,0.036,1,0.036
D,El Mohamady,4.3,4.3,Aston Villa,17,1.079,18,0.732,22,0.583,20,0.537
M,Lansbury,4.3,4.3,Aston Villa,0,,0,,0,,0,
D,Taylor,4.2,4.2,Aston Villa,5,0.268,5,0.169,5,0.113,5,0.116
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,1,0.036
M,Hourihane,5.9,5.9,Aston Villa,0,,0,,0,,0,
M,Jota,5.9,5.9,Aston Villa,0,,0,,0,,0,
G,Nyland,4.0,4.0,Aston Villa,0,,0,,0,,0,
D,Engels,4.4,4.4,Aston Villa,0,0,2,0.075,2,0.05,2,0.051
M,Grealish,7.5,7.5,Aston Villa,0,,0,,0,,0,
M,McGinn,5.5,5.5,Aston Villa,86,5.62,83,2.939,79,2.489,81,2.485
D,Hause,4.4,4.4,Aston Villa,7,0.409,12,0.442,16,0.39,16,0.397
M,Trézéguet,5.2,5.2,Aston Villa,0,,0,,0,,0,
D,Mings,5.4,5.4,Aston Villa,86,4.74,84,3.027,79,1.784,81,1.87
D,Targett,5.0,5.0,Aston Villa,84,5.081,83,3.275,82,2.043,80,2.023
D,Bree,4.5,4.5,Aston Villa,0,,0,,0,,0,
M,Nakamba,4.3,4.3,Aston Villa,34,2.104,30,0.983,32,0.957,30,0.895
M,El Ghazi,5.2,5.2,Aston Villa,64,6.66,64,3.695,63,3.011,64,2.907
D,Konsa,4.7,4.7,Aston Villa,86,4.727,84,3.01,83,1.868,82,1.89
D,Guilbert,4.3,4.3,Aston Villa,0,,0,,0,,0,
F,Wesley,6.0,6.0,Aston Villa,26,2.575,26,1.374,28,1.303,29,1.284
F,Samatta,5.9,5.9,Aston Villa,0,,0,,0,,0,
F,Davis,4.2,4.2,Aston Villa,17,1.54,17,0.815,17,0.732,21,0.865
F,Vassilev,4.3,4.3,Aston Villa,0,,0,,0,,0,
M,Douglas Luiz,4.8,4.8,Aston Villa,74,4.361,75,2.36,72,2.033,74,2.058
F,Murray,4.8,4.8,Brighton,0,,0,,0,,0,
M,Lallana,6.2,6.2,Brighton,64,2.416,63,2.498,63,2.061,64,2.275
M,Stephens,4.2,4.2,Burnley,4,0.132,5,0.169,3,0.095,8,0.284
G,Button,3.9,3.9,West Brom,0,0,0,0,1,0.038,1,0.036
M,Groß,5.8,5.8,Brighton,68,3.013,69,3.272,68,2.502,62,2.586
D,Duffy,4.3,4.3,Brighton,0,,0,,0,,0,
M,Pröpper,4.7,4.7,Brighton,11,0.384,13,0.463,12,0.384,11,0.37
M,Mooy,5.0,5.0,Brighton,0,,0,,0,,0,
D,Burn,4.2,4.2,Brighton,39,1.523,38,1.486,41,0.954,41,1.256
D,Dunk,4.9,4.9,Brighton,84,3.325,83,3.301,80,1.78,81,2.449
D,Montoya,4.5,4.5,Brighton,0,,0,,0,,0,
F,Andone,4.8,4.8,Brighton,8,0.406,10,0.542,16,0.689,19,0.905
M,March,4.9,4.9,Brighton,0,,0,,0,,0,
D,Webster,4.3,4.3,Brighton,84,3.201,83,3.131,82,1.831,81,2.4
D,Veltman,4.4,4.4,Brighton,69,2.913,71,3.012,68,1.675,67,2.193
F,Maupay,6.0,6.0,Brighton,70,3.611,70,3.944,69,2.916,66,3.246
M,Trossard,5.7,5.7,Brighton,71,3.204,71,3.412,70,2.61,68,2.865
G,Ryan,4.1,4.1,Arsenal,5,0.402,0,0,3,0.13,4,0.167
M,Jahanbakhsh,5.4,5.4,Brighton,16,0.677,14,0.627,18,0.668,17,0.687
M,Izquierdo,5.5,5.5,Brighton,3,0.115,4,0.16,4,0.139,5,0.185
D,Clarke,4.4,4.4,Brighton,0,,0,,0,,0,
D,White,4.5,4.5,Brighton,74,2.731,73,2.653,74,1.601,70,2.012
D,Bernardo,3.9,3.9,Brighton,0,,0,,0,,0,
M,Bissouma,4.4,4.4,Brighton,77,2.344,76,2.382,77,2.041,77,2.193
D,Lamptey,4.6,4.6,Brighton,0,,0,,0,,0,
F,Connolly,5.2,5.2,Brighton,18,0.881,18,0.941,17,0.721,17,0.799
M,Alzate,4.2,4.2,Brighton,2,0.076,2,0.078,2,0.069,3,0.109
M,Mac Allister,5.3,5.3,Brighton,33,1.371,35,1.53,33,1.189,39,1.527
D,Tarkowski,5.3,5.3,Burnley,85,2.511,85,2.354,83,1.566,83,3.325
D,Bardsley,4.4,4.4,Burnley,0,0,2,0.055,4,0.077,3,0.116
D,Pieters,4.3,4.3,Burnley,28,0.851,30,0.854,32,0.637,35,1.417
M,Cork,5.0,5.0,Burnley,47,1.472,47,1.503,50,1.461,48,1.634
D,Long,4.3,4.3,Burnley,0,,0,,0,,0,
F,Rodriguez,5.7,5.7,Burnley,23,0.992,21,1.012,24,0.975,23,1.138
F,Barnes,6.0,6.0,Burnley,53,2.391,53,2.72,52,2.16,52,2.784
D,Mee,4.8,4.8,Burnley,87,2.562,84,2.303,83,1.549,81,3.249
M,Westwood,5.3,5.3,Burnley,79,2.418,79,2.516,78,2.209,76,2.636
M,Gudmundsson,5.4,5.4,Burnley,57,2.144,55,2.202,53,1.837,53,2.281
F,Wood,6.4,6.3,Burnley,67,3.414,68,3.958,69,3.132,65,3.967
D,Lowton,4.4,4.4,Burnley,87,2.662,84,2.409,82,1.61,81,3.371
F,Vydra,4.8,4.8,Burnley,36,1.753,37,2.023,36,1.605,39,2.211
D,Gibson,3.9,3.9,Burnley,0,,0,,0,,0,
M,Brady,5.0,5.0,Burnley,0,,0,,0,,0,
G,Pope,5.5,5.5,Burnley,89,3.569,88,3.425,87,3.166,86,3.884
D,Taylor,4.4,4.4,Burnley,72,2.197,72,2.038,72,1.411,71,2.921
M,Brownhill,4.9,4.9,Burnley,74,2.476,75,2.652,74,2.282,71,2.72
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,1,0.038,2,0.071,2,0.088
M,McNeil,5.7,5.7,Burnley,83,2.885,81,3.003,79,2.528,79,3.175
G,Caballero,4.6,4.6,Chelsea,0,,0,0,0,,0,
D,Azpilicueta,5.9,5.9,Chelsea,67,4.978,0,0,62,2.848,61,2.911
F,Giroud,6.7,6.7,Chelsea,3,0.359,0,0,5,0.322,5,0.338
D,Alonso,5.7,5.7,Chelsea,17,1.512,0,0,22,1.202,21,1.199
M,Jorginho,4.7,4.7,Chelsea,68,4.857,0,0,63,2.479,62,2.522
M,Barkley,5.8,5.8,Aston Villa,44,3.952,47,2.301,46,1.927,49,1.972
M,Kovacic,5.3,5.3,Chelsea,33,2.331,0,0,55,2.022,55,2.076
F,Batshuayi,5.7,5.7,Crystal Palace,5,0.503,5,0.253,5,0.234,6,0.246
D,Rüdiger,4.7,4.7,Chelsea,43,2.88,0,0,72,3.002,70,3.002
D,Zouma,5.3,5.3,Chelsea,45,3.186,0,0,41,1.793,37,1.674
D,Emerson,4.7,4.7,Chelsea,0,0,0,0,0,0,0,0
G,Arrizabalaga,4.7,4.7,Chelsea,6,0.475,0,0,4,0.173,7,0.306
M,Kanté,4.9,4.9,Chelsea,48,3.072,0,0,37,1.289,41,1.456
M,Ziyech,7.9,7.9,Chelsea,32,3.07,0,0,32,1.667,31,1.697
M,Loftus-Cheek,5.9,5.9,Fulham,62,2.687,58,2.292,59,2.022,59,2.583
D,Christensen,4.7,4.7,Chelsea,71,4.621,0,0,65,2.642,65,2.709
F,Werner,9.2,9.2,Chelsea,59,6.548,0,0,56,3.392,54,3.468
F,Abraham,7.1,7.1,Chelsea,10,1.183,0,0,6,0.385,9,0.604
M,Pulisic,8.3,8.3,Chelsea,59,6.048,0,0,55,3.101,56,3.318
M,Mount,7.3,7.3,Chelsea,75,7.228,0,0,72,3.83,71,3.991
D,Tomori,4.7,4.7,Chelsea,0,,0,0,0,,0,
M,Hudson-Odoi,5.7,5.7,Chelsea,24,2.209,0,0,22,1.096,24,1.243
D,James,5.0,5.0,Chelsea,46,3.894,0,0,43,2.245,46,2.498
M,Gilmour,4.3,4.3,Chelsea,1,0.069,0,0,1,0.036,1,0.037
D,Cahill,4.5,4.5,Crystal Palace,68,4.941,60,2.01,56,1.598,61,1.076
G,Hennessey,4.3,4.3,Crystal Palace,1,0.083,0,0,0,0,0,0
D,Sakho,4.4,4.4,Crystal Palace,2,0.138,1,0.032,1,0.028,2,0.036
G,Guaita,4.8,4.8,Crystal Palace,88,7.266,88,3.491,88,3.291,88,3.056
D,Tomkins,4.4,4.4,Crystal Palace,30,2.18,51,1.686,54,1.504,52,0.866
M,McArthur,5.2,5.2,Crystal Palace,0,,0,,0,,0,
M,McCarthy,4.3,4.3,Crystal Palace,39,2.471,40,1.249,42,1.254,42,1.152
F,Benteke,5.5,5.5,Crystal Palace,75,7.111,71,3.392,68,3.009,68,2.494
M,Kouyaté,4.8,4.8,Crystal Palace,74,4.548,66,2.034,65,1.917,64,1.728
D,Ward,4.3,4.3,Crystal Palace,47,3.36,45,1.472,45,1.253,45,0.777
D,Kelly,4.1,4.1,Crystal Palace,0,0,0,0,0,0,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0,1,0.05,1,0.047,1,0.041
M,Townsend,5.5,5.5,Crystal Palace,33,2.921,36,1.569,36,1.473,40,1.412
M,Milivojevic,5.6,5.6,Crystal Palace,77,5.323,76,2.597,77,2.461,74,2.066
D,van Aanholt,5.4,5.4,Crystal Palace,70,5.894,66,2.604,67,2.221,65,1.359
F,Ayew,5.6,5.6,Crystal Palace,54,4.371,55,2.241,60,2.256,57,1.895
M,Zaha,7.1,7.1,Crystal Palace,77,7.075,79,3.592,75,3.14,75,2.616
M,Schlupp,5.3,5.3,Crystal Palace,44,3.573,46,1.836,46,1.732,43,1.429
M,Meyer,4.7,4.7,Crystal Palace,0,,0,,0,,0,
M,Riedewald,4.4,4.4,Crystal Palace,53,3.434,48,1.548,48,1.482,51,1.434
D,Ferguson,3.8,3.8,Crystal Palace,17,1.223,32,1.056,31,0.869,26,0.452
D,Mitchell,3.8,3.8,Crystal Palace,12,0.84,11,0.355,11,0.305,15,0.262
M,Pierrick,4.3,4.3,Crystal Palace,0,,0,,0,,0,
M,Walcott,5.8,5.8,Southampton,66,5.643,62,2.865,64,3.01,61,2.611
M,Delph,4.8,4.8,Everton,17,1.055,21,0.742,22,0.714,18,0.505
M,Sigurdsson,6.9,6.9,Everton,68,6.497,66,3.946,65,3.347,65,2.387
G,Lössl,4.3,4.3,Everton,0,,0,,0,,0,
D,Coleman,4.9,4.9,Everton,31,2.399,30,1.78,35,1.685,36,0.754
F,Tosun,6.0,6.0,Everton,0,,0,,0,,0,
M,Bernard,5.7,5.7,Everton,17,1.364,17,0.82,19,0.812,15,0.511
D,Digne,6.1,6.1,Everton,75,5.947,74,4.51,74,3.636,71,1.498
D,Keane,5.0,5.1,Everton,77,5.38,78,4.191,74,3.245,75,1.418
G,Pickford,4.8,4.8,Everton,85,6.83,87,4.303,87,3.874,87,3.068
M,André Gomes,5.3,5.3,Everton,53,3.305,55,2.046,52,1.735,45,1.235
M,Iwobi,5.9,5.9,Everton,41,3.19,39,1.819,39,1.62,38,1.257
D,Kenny,4.3,4.3,Everton,0,,0,,0,,0,
M,Gbamin,5.0,5.0,Everton,0,,0,,0,,0,
D,Mina,5.5,5.5,Everton,37,2.516,36,1.887,39,1.662,37,0.683
M,Davies,5.2,5.2,Everton,40,2.635,37,1.462,41,1.438,34,0.979
F,Calvert-Lewin,7.5,7.5,Everton,70,7.397,70,4.571,68,3.809,69,2.716
D,Holgate,4.8,4.8,Everton,77,5.02,75,3.844,73,3.035,73,1.254
F,Richarlison,7.8,7.8,Everton,73,7.084,72,4.333,71,3.667,68,2.522
G,Virgínia,4.3,4.3,Everton,0,,0,,0,,0,
M,Gordon,4.3,4.3,Everton,0,,0,,0,,0,
F,Kean,5.7,5.7,Everton,0,,0,,0,,0,
D,Branthwaite,3.9,3.9,Everton,0,,0,,0,,0,
G,Fabri,3.9,3.9,Fulham,0,0,1,0.04,0,0,0,0
M,McDonald,4.7,4.7,Fulham,0,,0,,0,,0,
D,Le Marchand,4.1,4.1,Fulham,0,,0,,0,,0,
M,Johansen,4.7,4.7,Fulham,0,,0,,0,,0,
M,Cairney,5.2,5.2,Fulham,0,,0,,0,,0,
D,Ream,4.2,4.2,Fulham,1,0.039,2,0.063,3,0.07,3,0.115
M,Knockaert,5.0,5.0,Fulham,0,,0,,0,,0,
D,Hector,4.1,4.1,Fulham,2,0.081,1,0.032,3,0.07,4,0.159
D,Christie,4.2,4.2,Fulham,0,,0,,0,,0,
M,Kebano,4.7,4.7,Fulham,0,,0,,0,,0,
F,Decordova-Reid,5.3,5.3,Fulham,58,2.564,59,2.427,60,2.14,61,2.745
D,Bryan,4.5,4.5,Fulham,4,0.175,4,0.138,4,0.099,6,0.259
G,Bettinelli,4.3,4.3,Fulham,0,,0,,0,,0,
F,Mitrović,5.5,5.5,Fulham,34,2.037,36,1.935,34,1.503,34,2.071
D,Mawson,4.3,4.3,Fulham,0,,0,,0,,0,
G,Rodák,4.3,4.3,Fulham,0,0,1,0.04,1,0.036,1,0.044
M,Cavaleiro,5.3,5.3,Fulham,63,3.368,63,3.016,63,2.476,63,3.405
M,Onomah,4.6,4.6,Fulham,7,0.303,6,0.238,7,0.25,8,0.348
M,Seri,4.6,4.6,Fulham,0,,0,,0,,0,
M,Kamara,4.8,4.8,Fulham,0,,0,,0,,0,
M,Anguissa,4.4,4.4,Fulham,51,1.94,49,1.698,46,1.438,48,1.829
D,Sessegnon,4.3,4.3,Fulham,0,,0,,0,,0,
M,Hernández,5.7,5.7,Leeds,4,0.182,5,0.247,4,0.192,6,0.318
G,Casilla,4.1,4.2,Leeds,0,0,0,0,1,0.039,0,0
D,Cooper,4.3,4.3,Leeds,61,1.709,56,2.062,61,1.957,59,2.474
D,Douglas,3.8,3.8,Leeds,0,,0,,0,,0,
D,Ayling,4.4,4.4,Leeds,84,2.388,84,3.142,81,2.643,80,3.438
M,Klich,5.2,5.2,Leeds,26,1.092,28,1.28,27,1.196,27,1.332
M,Forshaw,4.8,4.8,Leeds,0,,0,,0,,0,
D,Dallas,5.3,5.3,Leeds,83,2.604,81,3.347,79,2.843,78,3.692
D,Alioski,4.3,4.3,Leeds,71,2.176,71,2.851,69,2.423,68,3.151
F,Bamford,6.4,6.5,Leeds,81,4.934,75,5.103,78,5.139,78,5.816
M,Harrison,5.4,5.4,Leeds,73,3.143,71,3.381,71,3.248,69,3.551
M,Phillips,4.9,4.9,Leeds,85,2.615,81,2.756,82,2.662,79,2.91
M,Costa,5.0,5.0,Leeds,43,1.791,38,1.743,28,1.259,30,1.482
M,Roberts,4.6,4.6,Leeds,48,1.908,49,2.112,48,2.01,50,2.311
M,Grot,4.7,4.7,Leeds,0,,0,,0,,0,
G,Miazek,4.0,4.0,Leeds,0,,0,,0,,0,
M,Poveda-Ocampo,4.2,4.2,Leeds,14,0.593,12,0.55,8,0.358,8,0.392
M,Shackleton,4.8,4.8,Leeds,3,0.1,4,0.14,6,0.205,6,0.22
D,Struijk,4.0,4.0,Leeds,40,1.131,44,1.621,39,1.256,41,1.719
M,Stevens,4.3,4.3,Leeds,0,,0,,0,,0,
G,Meslier,4.7,4.7,Leeds,89,3.384,87,3.639,88,3.491,88,3.838
D,Davis,3.8,3.8,Leeds,0,0,0,0,0,0,0,0
D,Casey,3.8,3.8,Leeds,0,0,0,0,1,0.031,1,0.04
D,Morgan,4.4,4.4,Leicester,0,0,0,0,1,0.026,1,0.033
G,Schmeichel,5.4,5.4,Leicester,86,7.192,0,0,87,3.226,87,3.494
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0,0,0
D,Evans,5.6,5.6,Leicester,81,5.812,0,0,79,1.968,79,2.602
M,Silva,4.4,4.4,Leicester,0,,0,0,0,,0,
M,Albrighton,5.2,5.2,Leicester,32,2.583,0,0,37,1.259,36,1.396
M,James,4.3,4.3,Leicester,0,,0,0,0,,0,
G,Ward,4.3,4.3,Leicester,3,0.25,0,0,2,0.074,2,0.08
F,Vardy,10.3,10.3,Leicester,82,9.887,0,0,79,3.653,77,4.561
M,Praet,5.2,5.2,Leicester,23,1.841,0,0,26,0.901,29,1.117
D,Pereira,5.9,5.9,Leicester,34,2.767,0,0,39,1.118,35,1.327
D,Amartey,3.9,3.9,Leicester,14,1.019,0,0,17,0.448,22,0.744
M,Tielemans,6.4,6.4,Leicester,82,6.301,0,0,81,2.592,79,2.943
M,Pérez,6.0,6.0,Leicester,55,4.854,0,0,52,1.923,55,2.351
M,Gray,5.1,5.1,Leicester,0,,0,0,0,,0,
M,Maddison,7.3,7.3,Leicester,71,7.06,0,0,65,2.582,67,3.265
D,Chilwell,5.9,5.8,Chelsea,67,5.355,0,0,59,2.909,64,3.278
F,Iheanacho,6.3,6.0,Leicester,74,8.139,0,0,71,3.06,70,3.786
M,Choudhury,4.6,4.6,Leicester,3,0.193,0,0,5,0.147,5,0.158
M,Barnes,6.6,6.6,Leicester,0,,0,0,0,,0,
M,Ndidi,4.8,4.8,Leicester,83,5.071,0,0,82,2.19,80,2.388
D,Benkovic,4.3,4.3,Leicester,0,,0,0,0,,0,
D,Söyüncü,5.3,5.3,Leicester,84,5.69,0,0,81,1.922,79,2.455
D,Justin,4.8,4.8,Leicester,0,,0,0,0,,0,
D,Thomas,4.1,4.1,Leicester,17,1.375,0,0,18,0.521,22,0.83
M,Milner,5.3,5.3,Liverpool,54,2.501,55,2.484,51,2.293,51,2.421
D,Tsimikas,4.9,4.9,Liverpool,5,0.257,7,0.361,7,0.357,6,0.337
M,Wijnaldum,5.3,5.3,Liverpool,63,2.604,61,2.48,60,2.429,47,2.018
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,0,0,35,1.446
G,Adrián,4.2,4.2,Liverpool,0,0,1,0.045,2,0.09,3,0.145
D,Matip,5.4,5.4,Liverpool,0,,0,,0,,0,
M,Shaqiri,6.4,6.4,Liverpool,11,0.621,12,0.657,12,0.65,12,0.682
M,Chamberlain,6.3,6.3,Liverpool,3,0.146,4,0.19,4,0.188,5,0.246
F,Firmino,9.0,9.0,Liverpool,67,3.756,64,3.468,65,3.483,65,3.616
D,van Dijk,6.2,6.2,Liverpool,0,,0,,0,,0,
M,Mané,11.7,11.7,Liverpool,73,5.621,74,5.443,73,5.301,70,5.434
G,Alisson,5.9,5.9,Liverpool,89,4.144,87,4.103,86,4.035,86,4.312
M,Fabinho,5.4,5.4,Liverpool,77,2.433,74,2.335,73,2.296,66,2.207
M,Salah,12.7,12.4,Liverpool,74,6.582,70,5.961,71,5.959,69,6.174
D,Robertson,7.1,7.1,Liverpool,85,4.615,82,4.466,81,4.359,82,4.903
F,Origi,5.1,5.1,Liverpool,0,,0,,0,,0,
M,Harry Wilson,5.1,5.1,Liverpool,0,,0,,0,,0,
M,Minamino,6.0,6.0,Southampton,20,1.794,25,1.192,23,1.127,23,1.022
D,Alexander-Arnold,7.6,7.4,Liverpool,84,5.003,81,4.796,80,4.677,79,5.142
D,Gomez,5.2,5.2,Liverpool,0,,0,,0,,0,
M,Keita,5.2,5.2,Liverpool,5,0.238,6,0.278,5,0.23,5,0.241
F,Brewster,4.3,4.3,Sheffield Utd,50,2.195,50,1.908,50,2.111,50,2.25
M,Jones,4.4,4.4,Liverpool,20,0.945,18,0.832,18,0.826,15,0.721
D,Neco Williams,3.8,3.8,Liverpool,3,0.135,3,0.136,4,0.179,4,0.198
M,Elliott,4.3,4.3,Liverpool,0,,0,,0,,0,
D,Fernandinho,5.4,5.4,Man City,33,1.295,28,1.414,28,1.269,29,1.392
G,Bravo,4.5,4.5,Man City,0,,0,,0,,0,
F,Agüero,10.3,10.3,Man City,25,1.625,26,2.122,28,1.926,24,1.842
D,Otamendi,4.9,4.9,Man City,0,,0,,0,,0,
D,Walker,6.1,6.1,Man City,51,2.056,50,2.568,47,2.183,49,2.395
M,Gündogan,5.7,5.7,Man City,58,2.661,55,3.113,52,2.579,59,3.157
M,De Bruyne,11.9,11.9,Man City,61,3.685,58,4.483,56,3.662,58,4.195
D,Stones,5.1,5.1,Man City,0,0,61,3.146,62,2.913,61,3
D,Mendy,5.9,5.9,Man City,27,1.097,25,1.302,25,1.17,25,1.237
M,Mahrez,8.0,8.0,Man City,61,3.549,59,4.334,55,3.455,57,3.935
M,Sterling,11.1,11.1,Man City,39,2.374,37,2.86,36,2.358,37,2.678
D,Cancelo,5.9,5.9,Man City,49,2.115,49,2.759,51,2.548,51,2.717
G,Ederson,6.1,6.1,Man City,88,3.798,89,4.339,88,4.096,87,4.135
D,Aké,5.4,5.4,Man City,24,1.037,8,0.438,9,0.442,10,0.521
D,Laporte,6.0,6.0,Man City,59,2.337,34,1.717,36,1.647,35,1.683
M,Bernardo Silva,7.4,7.4,Man City,66,2.836,67,3.496,65,2.988,63,3.141
F,Jesus,9.2,9.2,Man City,61,3.395,61,4.247,62,3.656,62,4.049
D,Zinchenko,5.5,5.5,Man City,51,2.187,54,2.939,53,2.599,52,2.69
M,Foden,6.0,6.0,Man City,56,3.231,54,3.916,58,3.587,56,3.811
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0,1,0.047
M,Rodrigo,5.3,5.3,Man City,64,2.258,63,2.612,65,2.437,61,2.439
M,Torres,6.9,6.9,Man City,19,1.033,23,1.551,23,1.334,23,1.461
D,Garcia,4.7,4.7,Man City,1,0.04,0,0,1,0.045,0,0
G,Romero,4.9,4.9,Man Utd,0,,0,0,0,,0,
M,Mata,5.8,5.8,Man Utd,3,0.289,0,0,3,0.153,3,0.145
G,de Gea,5.3,5.3,Man Utd,15,1.25,0,0,14,0.644,14,0.613
D,Smalling,4.9,4.9,Man Utd,0,,0,0,0,,0,
F,Ighalo,6.1,6.1,Man Utd,0,,0,0,0,,0,
D,Rojo,4.8,4.8,Man Utd,0,,0,0,0,,0,
M,Matic,4.7,4.7,Man Utd,3,0.192,0,0,4,0.134,4,0.129
M,Pogba,7.6,7.6,Man Utd,55,5.118,0,0,54,2.715,55,2.58
D,Jones,4.8,4.8,Man Utd,0,,0,0,0,,0,
D,Maguire,5.5,5.5,Man Utd,86,6.692,0,0,83,3.909,82,3.493
M,Fred,5.3,5.3,Man Utd,69,4.366,0,0,69,2.348,69,2.222
D,Shaw,5.4,5.4,Man Utd,85,7.345,0,0,81,4.229,80,3.759
M,Lingard,6.7,6.5,West Ham,68,3.318,68,2.973,63,3.281,61,3.306
M,Fernandes,11.5,11.1,Man Utd,79,9.759,0,0,78,5.245,77,4.78
F,Martial,8.6,8.6,Man Utd,0,,0,0,0,,0,
M,Pereira,4.8,4.8,Man Utd,0,,0,0,0,,0,
G,Henderson,5.2,5.2,Man Utd,73,6.15,0,0,75,3.478,75,3.322
M,Rashford,9.6,9.6,Man Utd,75,9.245,0,0,76,5.044,73,4.514
D,Tuanzebe,4.1,4.1,Man Utd,0,0,0,0,2,0.089,2,0.082
D,Lindelöf,4.8,4.8,Man Utd,82,6.01,0,0,78,3.463,79,3.19
M,McTominay,4.9,4.9,Man Utd,70,4.739,0,0,68,2.471,68,2.358
D,Bailly,4.8,4.8,Man Utd,14,0.994,0,0,22,0.955,24,0.942
M,James,6.2,6.2,Man Utd,39,3.615,0,0,40,1.984,36,1.684
D,Fosu-Mensah,4.3,4.3,Man Utd,0,,0,0,0,,0,
D,Wan-Bissaka,5.7,5.7,Man Utd,85,6.643,0,0,81,3.831,79,3.386
D,Dalot,4.8,4.8,Man Utd,0,,0,0,0,,0,
M,Greenwood,7.1,7.1,Man Utd,63,6.524,0,0,62,3.436,62,3.22
M,Chong,4.4,4.4,Man Utd,0,,0,0,0,,0,
M,Garner,4.4,4.4,Man Utd,0,,0,0,0,,0,
D,Williams,4.2,4.2,Man Utd,1,0.074,0,0,3,0.134,3,0.121
D,Mengi,3.9,3.9,Man Utd,0,,0,0,0,,0,
F,Carroll,5.1,5.1,Newcastle,5,0.224,4,0.169,6,0.357,6,0.287
M,Shelvey,5.3,5.3,Newcastle,84,2.453,82,2.266,81,3.122,79,2.505
M,Ritchie,4.9,4.9,Newcastle,52,1.636,56,1.651,53,2.146,52,1.742
D,Fernández,4.7,4.7,Newcastle,73,1.593,69,1.043,71,3.213,63,1.874
D,Clark,4.5,4.5,Newcastle,66,1.464,66,1.013,65,2.95,56,1.683
G,Darlow,4.9,4.9,Newcastle,0,,0,,0,,0,
G,Dubravka,4.8,4.8,Newcastle,88,3.217,88,3.131,88,4.067,88,3.458
D,Lejeune,4.3,4.3,Newcastle,0,,0,,0,,0,
D,Lascelles,4.2,4.2,Newcastle,0,0,0,0,0,0,31,0.899
F,Gayle,5.9,5.9,Newcastle,14,0.626,17,0.712,16,0.948,19,0.906
M,Atsu,5.2,5.2,Newcastle,0,,0,,0,,0,
D,Dummett,4.4,4.4,Newcastle,59,1.248,56,0.829,57,2.372,54,1.535
D,Manquillo,4.2,4.2,Newcastle,10,0.226,9,0.147,11,0.478,13,0.385
D,Krafth,4.2,4.2,Newcastle,7,0.171,11,0.195,11,0.502,12,0.377
D,Schär,4.8,4.8,Newcastle,80,1.7,79,1.149,76,3.382,74,2.142
D,Yedlin,4.3,4.3,Newcastle,0,,0,,0,,0,
M,Hayden,4.6,4.6,Newcastle,0,,0,,0,,0,
M,Aarons,4.8,4.8,Newcastle,0,,0,,0,,0,
