Pos,Name,BV,SV,Team,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts
G,Hennessey,4.3,4.3,Crystal Palace,0,0,1,0.036,0,0,0,0,1,0.039
D,Sakho,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0
G,Guaita,4.8,4.8,Crystal Palace,0,0,88,3.146,88,3.045,88,3.789,87,3.356
D,Tomkins,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,McArthur,5.2,5.2,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,McCarthy,4.3,4.3,Crystal Palace,0,0,47,1.324,44,1.194,47,1.518,46,1.411
F,Benteke,5.5,5.5,Crystal Palace,0,0,71,2.615,70,2.41,70,3.348,65,2.958
M,Kouyaté,4.8,4.8,Crystal Palace,0,0,83,2.177,83,2.067,81,2.468,78,2.258
D,Ward,4.3,4.3,Crystal Palace,0,0,71,1.509,55,0.788,47,1.739,37,1.079
D,Kelly,4.1,4.1,Crystal Palace,0,0,1,0.024,0,0,1,0.038,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,Townsend,5.5,5.5,Crystal Palace,0,0,37,1.266,35,1.133,38,1.543,39,1.496
M,Milivojevic,5.6,5.6,Crystal Palace,0,0,76,2.18,78,2.081,74,2.613,77,2.523
D,van Aanholt,5.4,5.4,Crystal Palace,0,0,61,1.627,64,1.189,58,2.665,60,2.193
F,Ayew,5.6,5.6,Crystal Palace,0,0,54,1.802,55,1.743,54,2.131,54,2.044
M,Zaha,7.1,7.1,Crystal Palace,0,0,77,2.808,74,2.49,74,3.553,76,3.343
M,Schlupp,5.3,5.3,Crystal Palace,0,0,45,1.505,46,1.444,49,1.951,47,1.769
M,Meyer,4.7,4.7,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,Riedewald,4.4,4.4,Crystal Palace,0,0,46,1.346,48,1.336,45,1.503,44,1.398
D,Ferguson,3.8,3.8,Crystal Palace,0,0,7,0.163,19,0.296,23,0.892,27,0.829
D,Mitchell,3.8,3.8,Crystal Palace,0,0,27,0.595,22,0.331,22,0.817,21,0.619
M,Pierrick,4.3,4.3,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,Walcott,5.8,5.8,Southampton,59,2.299,0,0,56,2.283,56,2.035,54,2.431
M,Delph,4.8,4.8,Everton,0,0,5,0.149,7,0.224,7,0.215,9,0.312
M,Sigurdsson,6.8,6.8,Everton,66,2.932,59,2.512,59,3.044,56,2.654,57,3.401
G,Lössl,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
D,Coleman,4.8,4.8,Everton,42,1.415,36,1.062,35,1.452,30,1.049,29,1.597
F,Tosun,6.0,6.0,Everton,0,0,0,0,0,0,0,0,0,0
M,Bernard,5.7,5.7,Everton,0,0,11,0.427,18,0.797,23,0.942,23,1.157
D,Digne,6.2,6.2,Everton,82,2.924,77,2.428,72,3.232,69,2.61,69,4.131
D,Keane,5.1,5.1,Everton,88,2.735,81,2.241,80,3.081,78,2.545,76,3.933
G,Pickford,4.8,4.8,Everton,88,3.383,85,3.152,86,3.556,86,3.332,85,4.073
M,André Gomes,5.3,5.3,Everton,74,2.102,68,1.924,65,2.092,64,1.935,64,2.345
M,Iwobi,5.9,5.9,Everton,55,2.155,50,1.867,42,1.825,42,1.704,45,2.221
D,Kenny,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
M,Gbamin,5.0,5.0,Everton,0,0,0,0,0,0,0,0,0,0
D,Mina,5.5,5.5,Everton,0,0,26,0.747,43,1.725,55,1.849,58,3.103
M,Davies,5.2,5.2,Everton,57,1.735,53,1.594,53,1.806,52,1.661,49,1.908
F,Calvert-Lewin,7.5,7.5,Everton,0,0,37,1.864,59,3.497,77,4.017,78,5.124
D,Holgate,4.8,4.8,Everton,83,2.424,75,1.938,67,2.429,66,2.027,68,3.363
F,Richarlison,7.9,7.9,Everton,82,3.917,80,3.535,77,4.239,75,3.748,74,4.694
G,Virgínia,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
M,Gordon,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
F,Kean,5.7,5.7,Everton,0,0,0,0,0,0,0,0,0,0
D,Branthwaite,3.9,3.9,Everton,0,0,0,0,0,0,0,0,0,0
G,Fabri,3.9,3.9,Fulham,0,0,0,0,0,0,1,0.045,0,0
M,McDonald,4.7,4.7,Fulham,0,0,0,0,0,0,0,0,0,0
D,Le Marchand,4.1,4.1,Fulham,0,0,0,0,0,0,0,0,0,0
M,Johansen,4.7,4.7,Fulham,0,0,0,0,0,0,0,0,0,0
M,Cairney,5.2,5.2,Fulham,0,0,0,0,0,0,0,0,0,0
D,Ream,4.2,4.2,Fulham,1,0.027,0,0,3,0.07,3,0.123,4,0.131
M,Knockaert,5.0,5.0,Fulham,0,0,0,0,0,0,0,0,0,0
D,Hector,4.1,4.1,Fulham,0,0,0,0,2,0.046,3,0.125,5,0.165
D,Christie,4.2,4.2,Fulham,0,0,0,0,0,0,0,0,0,0
M,Kebano,4.7,4.7,Fulham,0,0,0,0,0,0,0,0,0,0
F,Decordova-Reid,5.3,5.3,Fulham,51,1.891,0,0,61,2.08,54,2.387,53,2.216
D,Bryan,4.5,4.5,Fulham,1,0.029,0,0,4,0.102,4,0.191,6,0.225
G,Bettinelli,4.3,4.3,Fulham,0,0,0,0,0,0,0,0,0,0
F,Mitrović,5.5,5.5,Fulham,43,1.939,0,0,52,2.112,46,2.731,45,2.4
D,Mawson,4.3,4.3,Fulham,0,0,0,0,0,0,0,0,0,0
G,Rodák,4.3,4.3,Fulham,0,0,0,0,0,0,0,0,2,0.081
M,Cavaleiro,5.3,5.3,Fulham,58,2.366,0,0,63,2.379,59,3.179,56,2.701
M,Onomah,4.6,4.6,Fulham,6,0.213,0,0,18,0.605,10,0.419,12,0.46
M,Seri,4.6,4.6,Fulham,0,0,0,0,0,0,0,0,0,0
M,Kamara,4.8,4.8,Fulham,0,0,0,0,0,0,0,0,0,0
M,Anguissa,4.5,4.5,Fulham,48,1.52,0,0,59,1.748,48,1.832,49,1.691
D,Sessegnon,4.3,4.3,Fulham,0,0,0,0,0,0,0,0,0,0
M,Hernández,5.7,5.7,Leeds,5,0.212,4,0.175,5,0.222,4,0.185,4,0.2
G,Casilla,4.2,4.2,Leeds,0,0,0,0,0,0,0,0,1,0.041
D,Cooper,4.3,4.3,Leeds,0,0,0,0,0,0,62,1.825,60,2.298
D,Douglas,3.8,3.8,Leeds,0,0,0,0,0,0,0,0,0,0
D,Ayling,4.4,4.4,Leeds,86,1.872,82,2.101,82,2.483,79,2.358,80,3.109
M,Klich,5.2,5.2,Leeds,32,1.229,26,1.04,30,1.213,29,1.216,28,1.276
M,Forshaw,4.8,4.8,Leeds,0,0,7,0.225,13,0.422,16,0.522,15,0.512
D,Dallas,5.1,5.1,Leeds,86,2.063,84,2.347,80,2.622,80,2.597,79,3.352
D,Alioski,4.3,4.3,Leeds,75,1.773,71,1.951,70,2.247,68,2.175,66,2.749
F,Bamford,6.5,6.5,Leeds,82,4.414,80,4.577,78,4.524,77,4.728,77,5.193
M,Harrison,5.4,5.4,Leeds,78,2.953,75,2.947,72,2.914,70,2.955,70,3.23
M,Phillips,4.9,4.9,Leeds,85,2.398,81,2.327,78,2.313,78,2.363,79,2.6
M,Costa,5.0,5.0,Leeds,32,1.275,21,0.873,21,0.888,26,1.133,23,1.085
M,Roberts,4.6,4.6,Leeds,58,2.085,50,1.881,49,1.885,47,1.865,47,2.017
M,Grot,4.7,4.7,Leeds,0,0,0,0,0,0,0,0,0,0
G,Miazek,4.0,4.0,Leeds,0,0,0,0,0,0,0,0,0,0
M,Poveda-Ocampo,4.2,4.2,Leeds,2,0.082,0,0,1,0.043,1,0.044,1,0.048
M,Shackleton,4.8,4.8,Leeds,15,0.487,13,0.424,14,0.463,13,0.436,12,0.423
D,Struijk,4.0,4.0,Leeds,40,0.878,43,1.106,47,1.422,24,0.718,26,1
M,Stevens,4.3,4.3,Leeds,0,0,0,0,0,0,0,0,0,0
G,Meslier,4.7,4.7,Leeds,89,3.233,89,3.339,88,3.454,88,3.405,88,3.742
D,Davis,3.8,3.8,Leeds,1,0.022,1,0.025,2,0.058,0,0,2,0.072
D,Casey,3.8,3.8,Leeds,1,0.022,1,0.025,1,0.03,1,0.029,1,0.036
D,Morgan,4.4,4.4,Leicester,0,0,0,0,1,0.038,1,0.047,1,0.027
G,Schmeichel,5.4,5.4,Leicester,89,4.266,89,4.462,88,3.788,88,4.274,87,3.28
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0,0,0,0,0
D,Evans,5.5,5.5,Leicester,71,3.389,70,3.588,70,2.694,73,3.586,70,1.818
M,Silva,4.4,4.4,Leicester,0,0,0,0,0,0,0,0,0,0
M,Albrighton,5.2,5.2,Leicester,27,1.231,30,1.386,29,1.199,31,1.432,27,0.971
M,James,4.3,4.3,Leicester,0,0,0,0,0,0,0,0,0,0
G,Ward,4.3,4.3,Leicester,0,0,0,0,1,0.043,1,0.048,2,0.075
F,Vardy,10.1,10.1,Leicester,85,6.082,79,5.665,80,5.115,79,5.814,78,4.051
M,Praet,5.2,5.2,Leicester,28,1.258,28,1.275,27,1.114,24,1.099,23,0.838
D,Pereira,5.9,5.9,Leicester,65,3.456,65,3.652,63,2.725,67,3.655,61,1.807
D,Amartey,3.9,3.9,Leicester,26,1.254,31,1.599,28,1.107,34,1.694,32,0.878
M,Tielemans,6.4,6.4,Leicester,84,3.773,82,3.762,81,3.278,79,3.65,78,2.68
M,Pérez,6.0,6.0,Leicester,36,2.005,40,2.238,39,1.953,38,2.15,39,1.641
M,Gray,5.1,5.1,Leicester,0,0,0,0,0,0,0,0,0,0
M,Maddison,7.2,7.2,Leicester,66,3.711,67,3.797,60,3.025,57,3.291,53,2.207
D,Chilwell,5.8,5.8,Chelsea,63,3.428,62,2.951,61,3.507,60,1.665,59,2.764
F,Iheanacho,6.0,5.9,Leicester,65,4.107,65,4.109,62,3.582,62,4.029,61,2.928
M,Choudhury,4.6,4.6,Leicester,7,0.244,8,0.283,6,0.195,9,0.317,6,0.18
M,Barnes,6.6,6.6,Leicester,0,0,0,0,22,1.317,32,2.175,48,2.311
M,Ndidi,4.8,4.8,Leicester,85,2.933,82,2.922,79,2.508,80,2.849,78,2.185
D,Benkovic,4.3,4.3,Leicester,0,0,0,0,0,0,0,0,0,0
D,Söyüncü,5.3,5.3,Leicester,79,3.643,74,3.643,77,2.846,74,3.492,74,1.847
D,Justin,4.8,4.8,Leicester,0,0,0,0,0,0,0,0,0,0
D,Thomas,4.1,4.1,Leicester,5,0.242,6,0.308,9,0.361,6,0.299,9,0.255
M,Milner,5.3,5.3,Liverpool,52,2.184,48,2.335,52,1.889,50,2.292,52,2.372
D,Tsimikas,4.9,4.9,Liverpool,1,0.043,4,0.231,6,0.207,8,0.416,8,0.429
M,Wijnaldum,5.3,5.3,Liverpool,62,2.369,59,2.566,58,1.985,58,2.402,57,2.366
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,0,0,0,0,0,0
G,Adrián,4.2,4.2,Liverpool,0,0,1,0.049,1,0.038,2,0.09,2,0.093
D,Matip,5.4,5.4,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Shaqiri,6.4,6.4,Liverpool,8,0.381,10,0.534,9,0.374,11,0.56,13,0.658
M,Chamberlain,6.3,6.3,Liverpool,0,0,1,0.053,1,0.042,1,0.051,2,0.102
F,Firmino,9.0,9.0,Liverpool,48,2.797,50,3.191,49,2.405,54,3.284,50,2.995
D,van Dijk,6.2,6.2,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Mané,11.8,11.8,Liverpool,80,5.596,76,6.279,76,4.256,73,5.641,73,5.557
G,Alisson,5.9,5.9,Liverpool,89,3.687,88,4.431,88,3.463,87,4.047,87,4.178
M,Fabinho,5.4,5.4,Liverpool,77,2.363,74,2.621,72,2.013,72,2.416,71,2.4
M,Salah,12.5,12.3,Liverpool,81,6.495,78,7.374,75,4.822,75,6.635,73,6.363
D,Robertson,7.1,7.1,Liverpool,88,3.841,84,5.17,82,2.867,80,4.373,81,4.588
F,Origi,5.1,5.1,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Harry Wilson,5.1,5.1,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Minamino,6.0,6.0,Southampton,22,0.882,0,0,25,1.032,25,0.931,26,1.163
D,Alexander-Arnold,7.4,7.3,Liverpool,86,4.205,84,5.693,84,3.205,81,4.87,81,5.031
D,Gomez,5.2,5.2,Liverpool,0,0,0,0,0,0,0,0,0,0
M,Keita,5.2,5.2,Liverpool,17,0.741,17,0.835,18,0.682,21,0.978,17,0.789
F,Brewster,4.3,4.3,Sheffield Utd,42,1.685,42,1.748,44,1.704,38,1.791,40,1.612
M,Jones,4.4,4.4,Liverpool,3,0.136,19,0.955,21,0.821,18,0.861,23,1.092
D,Neco Williams,3.8,3.8,Liverpool,2,0.073,3,0.151,3,0.091,5,0.227,5,0.236
M,Elliott,4.3,4.3,Liverpool,0,0,0,0,0,0,0,0,0,0
D,Fernandinho,5.4,5.4,Man City,26,1.197,0,0,29,1.667,32,1.374,30,1.705
G,Bravo,4.5,4.5,Man City,0,0,0,0,0,0,0,0,0,0
F,Agüero,10.3,10.3,Man City,3,0.234,0,0,21,1.7,26,1.725,26,2.167
D,Otamendi,4.9,4.9,Man City,0,0,0,0,0,0,0,0,0,0
D,Walker,6.1,6.1,Man City,28,1.315,0,0,27,1.549,34,1.478,31,1.756
M,Gündogan,5.9,5.9,Man City,51,2.712,0,0,57,3.231,52,2.447,53,3.072
M,De Bruyne,12.0,12.0,Man City,60,4.464,0,0,56,4.528,62,3.99,60,4.989
D,Stones,5.2,5.2,Man City,66,3.154,0,0,61,3.47,62,2.67,64,3.576
D,Mendy,5.9,5.9,Man City,40,1.93,0,0,39,2.278,38,1.66,41,2.363
M,Mahrez,8.1,8.1,Man City,45,3.107,0,0,43,3.195,43,2.604,44,3.357
M,Sterling,11.2,11.2,Man City,59,4.145,0,0,58,4.482,55,3.414,57,4.539
D,Cancelo,6.0,6.0,Man City,68,3.533,0,0,67,4.167,64,2.951,62,3.815
G,Ederson,6.1,6.1,Man City,89,4.18,0,0,88,4.651,87,3.877,86,4.459
D,Aké,5.4,5.4,Man City,10,0.501,0,0,12,0.722,12,0.55,13,0.776
D,Laporte,6.0,6.0,Man City,37,1.723,0,0,37,2.085,38,1.616,35,1.941
M,Bernardo Silva,7.4,7.4,Man City,65,3.128,0,0,60,3.203,59,2.627,58,3.158
F,Jesus,9.2,9.2,Man City,79,5.055,0,0,65,4.53,63,3.634,61,4.427
D,Zinchenko,5.5,5.5,Man City,43,2.169,0,0,44,2.653,41,1.874,42,2.5
M,Foden,6.0,6.0,Man City,39,2.63,0,0,44,3.181,39,2.314,44,3.265
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,60,2.339,0,0,60,2.572,60,2.186,59,2.55
M,Torres,6.9,6.9,Man City,38,2.379,0,0,36,2.439,37,2.055,35,2.443
D,Garcia,4.7,4.7,Man City,0,0,0,0,0,0,0,0,1,0.053
G,Romero,4.9,4.9,Man Utd,0,0,0,0,0,0,0,0,0,0
M,Mata,5.8,5.8,Man Utd,4,0.202,5,0.226,5,0.207,7,0.311,5,0.218
G,de Gea,5.3,5.3,Man Utd,43,2.075,39,1.553,42,1.581,42,1.733,38,1.579
D,Smalling,4.9,4.9,Man Utd,0,0,0,0,0,0,0,0,0,0
