Pos,Name,BV,SV,Team,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Konsa,4.7,4.7,Aston Villa,85,2.31,83,4.605,84,2.981,81,1.879,80,1.835
D,Guilbert,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
F,Wesley,6.0,6.0,Aston Villa,23,1.142,24,2.44,24,1.294,27,1.305,27,1.225
F,Samatta,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
F,Davis,4.2,4.2,Aston Villa,17,0.735,17,1.5,17,0.788,20,0.843,19,0.771
F,Vassilev,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
M,Douglas Luiz,4.8,4.8,Aston Villa,76,2.203,75,4.429,75,2.355,74,2.099,72,2.014
F,Murray,4.8,4.8,Brighton,0,,0,,0,,0,,0,
M,Lallana,6.2,6.2,Brighton,62,2.466,62,2.322,59,2.344,61,2.015,60,2.13
M,Stephens,4.2,4.2,Burnley,7,0.282,6,0.23,6,0.244,8,0.288,8,0.34
G,Button,3.9,3.9,West Brom,0,0,0,0,1,0.035,1,0.038,1,0.036
M,Groß,5.8,5.8,Brighton,68,3.32,68,2.981,68,3.258,68,2.541,67,2.747
D,Duffy,4.3,4.3,Brighton,0,,0,,0,,0,,0,
M,Pröpper,4.7,4.7,Brighton,17,0.61,16,0.561,17,0.611,16,0.517,17,0.57
M,Mooy,5.0,5.0,Brighton,0,,0,,0,,0,,0,
D,Burn,4.2,4.2,Brighton,50,1.766,51,1.934,54,2.07,53,1.224,55,1.613
D,Dunk,4.9,4.9,Brighton,85,3.04,83,3.195,80,3.13,79,1.765,78,2.27
D,Montoya,4.5,4.5,Brighton,0,,0,,0,,0,,0,
F,Andone,4.8,4.8,Brighton,6,0.337,11,0.548,15,0.804,16,0.694,15,0.707
M,March,4.9,4.9,Brighton,0,,0,,0,,0,,0,
D,Webster,4.3,4.3,Brighton,84,2.792,82,2.997,82,2.991,81,1.783,78,2.197
D,Veltman,4.4,4.4,Brighton,73,2.628,69,2.678,68,2.672,69,1.606,68,2.026
F,Maupay,6.0,6.0,Brighton,69,3.944,68,3.383,67,3.71,66,2.793,66,3.112
M,Trossard,5.7,5.7,Brighton,72,3.565,73,3.284,68,3.326,67,2.564,67,2.816
G,Ryan,4.1,4.1,Arsenal,6,0.253,5,0.407,6,0,8,0.347,6,0.253
M,Jahanbakhsh,5.4,5.4,Brighton,10,0.489,10,0.441,11,0.526,12,0.47,11,0.464
M,Izquierdo,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0
D,Clarke,4.4,4.4,Brighton,0,,0,,0,,0,,0,
D,White,4.5,4.5,Brighton,70,2.232,70,2.479,72,2.541,69,1.474,69,1.883
D,Bernardo,3.9,3.9,Brighton,0,,0,,0,,0,,0,
M,Bissouma,4.4,4.4,Brighton,76,2.346,76,2.289,75,2.341,74,1.985,75,2.118
D,Lamptey,4.6,4.6,Brighton,0,,0,,0,,0,,0,
F,Connolly,5.2,5.2,Brighton,13,0.697,13,0.629,15,0.78,15,0.639,18,0.821
M,Alzate,4.2,4.2,Brighton,3,0.119,6,0.226,6,0.235,6,0.207,9,0.325
M,Mac Allister,5.3,5.3,Brighton,42,1.923,45,1.869,42,1.876,47,1.702,43,1.696
D,Tarkowski,5.3,5.3,Burnley,85,2.432,84,2.465,83,2.192,80,1.501,80,3.099
D,Bardsley,4.4,4.4,Burnley,2,0.057,2,0.058,3,0.079,5,0.095,4,0.151
D,Pieters,4.3,4.3,Burnley,42,1.231,49,1.469,48,1.298,51,0.993,47,1.843
M,Cork,5.0,5.0,Burnley,38,1.27,36,1.182,42,1.394,43,1.307,43,1.51
D,Long,4.3,4.3,Burnley,0,,0,,0,,0,,0,
F,Rodriguez,5.7,5.8,Burnley,32,1.522,33,1.448,35,1.696,32,1.31,35,1.74
F,Barnes,6.0,6.0,Burnley,0,,0,,0,,0,,0,
D,Mee,4.8,4.8,Burnley,86,2.464,85,2.507,82,2.165,79,1.483,80,3.134
M,Westwood,5.3,5.3,Burnley,80,2.515,82,2.488,80,2.528,78,2.204,79,2.684
M,Gudmundsson,5.4,5.4,Burnley,67,2.621,67,2.506,65,2.57,64,2.19,60,2.557
F,Wood,6.3,6.3,Burnley,76,4.363,70,3.689,74,4.388,71,3.312,70,4.318
D,Lowton,4.4,4.4,Burnley,86,2.55,85,2.589,82,2.251,83,1.621,81,3.262
F,Vydra,4.8,4.8,Burnley,53,2.662,58,2.641,52,2.694,54,2.27,55,2.917
D,Gibson,3.9,3.9,Burnley,0,,0,,0,,0,,0,
M,Brady,5.0,5.0,Burnley,0,,0,,0,,0,,0,
G,Pope,5.5,5.5,Burnley,88,3.466,87,3.485,88,3.389,85,3.089,86,3.837
D,Taylor,4.4,4.4,Burnley,59,1.733,57,1.73,57,1.546,57,1.121,62,2.461
M,Brownhill,4.9,4.9,Burnley,77,2.66,75,2.491,73,2.55,73,2.242,72,2.692
G,Peacock-Farrell,4.0,4.0,Burnley,1,0.038,2,0.078,1,0.037,4,0.141,3,0.13
M,McNeil,5.7,5.7,Burnley,84,3.06,81,2.844,80,2.957,80,2.559,79,3.144
G,Caballero,4.6,4.6,Chelsea,0,,0,,0,0,0,,0,
D,Azpilicueta,5.9,5.9,Chelsea,56,2.932,55,3.877,54,0,57,2.481,54,2.451
F,Giroud,6.7,6.7,Chelsea,8,0.549,10,1.159,11,0,10,0.631,13,0.849
D,Alonso,5.7,5.7,Chelsea,43,2.924,39,3.573,41,0,39,2.21,38,2.257
M,Jorginho,4.7,4.7,Chelsea,68,2.968,65,4.663,60,0,58,2.315,60,2.453
M,Barkley,5.8,5.8,Aston Villa,37,1.604,36,3.214,38,1.824,38,1.606,40,1.609
M,Kovacic,5.3,5.3,Chelsea,27,1.079,41,2.782,58,0,56,2.002,55,2.011
F,Batshuayi,5.7,5.7,Crystal Palace,6,0.278,6,0.685,7,0.398,7,0.364,8,0.357
D,Rüdiger,4.7,4.7,Chelsea,65,3.297,64,4.277,64,0,59,2.47,63,2.732
D,Zouma,5.3,5.3,Chelsea,51,2.676,50,3.54,52,0,52,2.27,50,2.275
D,Emerson,4.7,4.7,Chelsea,0,0,0,0,0,0,0,0,1,0.045
G,Arrizabalaga,4.7,4.7,Chelsea,8,0.382,6,0.473,7,0,11,0.473,12,0.524
M,Kanté,4.9,4.9,Chelsea,35,1.292,32,2.057,27,0,28,0.968,28,0.986
M,Ziyech,7.9,7.9,Chelsea,38,2.149,38,3.529,35,0,36,1.843,37,1.97
M,Loftus-Cheek,5.9,5.9,Fulham,0,0,62,2.687,62,2.433,62,2.103,60,2.648
D,Christensen,4.7,4.7,Chelsea,51,2.489,52,3.419,52,0,53,2.155,52,2.188
F,Werner,9.2,9.2,Chelsea,50,3.252,51,5.548,54,0,50,2.982,53,3.28
F,Abraham,7.1,7.1,Chelsea,5,0.376,5,0.632,5,0,4,0.276,5,0.359
M,Pulisic,8.3,8.3,Chelsea,59,3.649,57,5.754,54,0,56,3.129,54,3.153
M,Mount,7.3,7.2,Chelsea,74,4.428,68,6.61,67,0,69,3.721,66,3.736
D,Tomori,4.7,4.7,Chelsea,0,,0,,0,0,0,,0,
M,Hudson-Odoi,5.7,5.7,Chelsea,33,1.722,31,2.726,33,0,34,1.62,36,1.77
D,James,5.0,5.0,Chelsea,51,3.165,58,4.883,58,0,53,2.757,55,2.985
M,Gilmour,4.3,4.3,Chelsea,1,0.039,0,0,0,0,1,0.037,1,0.037
D,Cahill,4.5,4.5,Crystal Palace,56,1.095,54,3.942,56,1.907,54,1.532,53,0.975
G,Hennessey,4.3,4.3,Crystal Palace,1,0.035,1,0.083,1,0.04,2,0.075,1,0.035
D,Sakho,4.4,4.4,Crystal Palace,3,0.058,4,0.272,5,0.159,6,0.161,6,0.108
G,Guaita,4.8,4.8,Crystal Palace,88,3.085,88,7.268,87,3.465,86,3.205,88,3.059
D,Tomkins,4.4,4.4,Crystal Palace,64,1.135,64,4.477,63,2.048,62,1.657,64,1.055
M,McArthur,5.2,5.2,Crystal Palace,0,,0,,0,,0,,0,
M,McCarthy,4.3,4.3,Crystal Palace,46,1.275,44,2.764,44,1.367,45,1.329,46,1.254
F,Benteke,5.5,5.5,Crystal Palace,72,2.751,72,6.971,70,3.389,68,2.983,66,2.474
M,Kouyaté,4.8,4.8,Crystal Palace,58,1.618,63,3.953,59,1.843,61,1.803,61,1.663
D,Ward,4.3,4.3,Crystal Palace,41,0.779,39,2.774,33,1.094,36,0.994,34,0.61
D,Kelly,4.1,4.1,Crystal Palace,0,0,0,0,0,0,0,0,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,1,0.042
M,Townsend,5.5,5.5,Crystal Palace,36,1.325,36,3.199,37,1.62,38,1.543,42,1.492
M,Milivojevic,5.6,5.6,Crystal Palace,76,2.194,75,5.248,76,2.617,74,2.378,73,2.064
D,van Aanholt,5.4,5.4,Crystal Palace,66,1.523,60,5.08,61,2.455,56,1.855,61,1.326
F,Ayew,5.6,5.6,Crystal Palace,51,1.793,53,4.358,56,2.286,52,1.989,52,1.774
M,Zaha,7.1,7.1,Crystal Palace,76,2.782,75,7.015,76,3.524,74,3.1,74,2.633
M,Schlupp,5.3,5.3,Crystal Palace,46,1.6,45,3.767,45,1.861,50,1.906,48,1.623
M,Meyer,4.7,4.7,Crystal Palace,0,,0,,0,,0,,0,
M,Riedewald,4.4,4.4,Crystal Palace,46,1.339,48,3.15,44,1.437,45,1.396,44,1.266
D,Ferguson,3.8,3.8,Crystal Palace,11,0.207,20,1.379,25,0.804,23,0.616,26,0.447
D,Mitchell,3.8,3.8,Crystal Palace,18,0.343,22,1.535,19,0.62,21,0.573,19,0.34
M,Pierrick,4.3,4.3,Crystal Palace,0,,0,,0,,0,,0,
M,Walcott,5.8,5.8,Southampton,60,2.628,55,4.883,58,2.801,62,3.009,57,2.52
M,Delph,4.8,4.8,Everton,8,0.262,7,0.439,11,0.39,10,0.327,9,0.258
M,Sigurdsson,6.9,6.8,Everton,65,3.39,59,5.639,65,3.827,63,3.185,59,2.202
G,Lössl,4.3,4.3,Everton,0,,0,,0,,0,,0,
D,Coleman,4.8,4.8,Everton,28,1.276,25,1.934,27,1.574,31,1.477,28,0.609
F,Tosun,6.0,6.0,Everton,0,,0,,0,,0,,0,
M,Bernard,5.7,5.7,Everton,16,0.67,18,1.401,19,0.879,20,0.822,17,0.57
D,Digne,6.1,6.1,Everton,75,3.621,71,5.799,73,4.507,72,3.586,71,1.591
D,Keane,5.1,5.1,Everton,83,3.433,79,5.549,78,4.164,79,3.453,76,1.487
G,Pickford,4.8,4.8,Everton,87,3.701,85,6.803,86,4.213,87,3.853,86,3.034
M,André Gomes,5.3,5.3,Everton,58,1.952,52,3.303,56,2.113,60,1.999,53,1.453
M,Iwobi,5.9,5.9,Everton,40,1.739,36,2.929,40,1.94,40,1.71,42,1.428
D,Kenny,4.3,4.3,Everton,0,,0,,0,,0,,0,
M,Gbamin,5.0,5.0,Everton,0,,0,,0,,0,,0,
D,Mina,5.5,5.5,Everton,53,2.143,59,4.025,59,3.08,55,2.34,56,1.059
M,Davies,5.2,5.2,Everton,52,1.799,47,3.06,53,2.05,53,1.816,47,1.322
F,Calvert-Lewin,7.5,7.5,Everton,70,3.767,67,6.592,66,3.962,68,3.489,66,2.521
D,Holgate,4.8,4.8,Everton,68,2.66,71,4.677,72,3.67,67,2.786,71,1.277
F,Richarlison,7.8,7.8,Everton,70,3.985,70,7.223,69,4.417,66,3.58,66,2.589
G,Virgínia,4.3,4.3,Everton,0,,0,,0,,0,,0,
M,Gordon,4.3,4.3,Everton,0,,0,,0,,0,,0,
F,Kean,5.7,5.7,Everton,0,,0,,0,,0,,0,
D,Branthwaite,3.9,3.9,Everton,0,,0,,0,,0,,0,
G,Fabri,3.9,3.9,Fulham,0,0,1,0.044,1,0.04,0,0,1,0.044
M,McDonald,4.7,4.7,Fulham,0,,0,,0,,0,,0,
D,Le Marchand,4.1,4.1,Fulham,0,,0,,0,,0,,0,
M,Johansen,4.7,4.7,Fulham,0,,0,,0,,0,,0,
M,Cairney,5.2,5.2,Fulham,0,,0,,0,,0,,0,
D,Ream,4.2,4.2,Fulham,3,0.065,2,0.079,2,0.062,3,0.069,3,0.118
M,Knockaert,5.0,5.0,Fulham,0,,0,,0,,0,,0,
D,Hector,4.1,4.1,Fulham,3,0.064,2,0.08,2,0.063,3,0.068,3,0.122
D,Christie,4.2,4.2,Fulham,0,,0,,0,,0,,0,
M,Kebano,4.7,4.7,Fulham,0,,0,,0,,0,,0,
F,Decordova-Reid,5.3,5.3,Fulham,65,2.296,54,2.649,55,2.515,57,2.157,56,2.792
D,Bryan,4.5,4.5,Fulham,8,0.189,5,0.232,6,0.216,6,0.153,6,0.282
G,Bettinelli,4.3,4.3,Fulham,0,,0,,0,,0,,0,
F,Mitrović,5.5,5.5,Fulham,42,1.611,35,1.906,36,1.784,34,1.395,34,1.903
D,Mawson,4.3,4.3,Fulham,0,,0,,0,,0,,0,
G,Rodák,4.3,4.3,Fulham,0,0,0,0,0,0,1,0.036,1,0.044
M,Cavaleiro,5.3,5.3,Fulham,68,2.561,62,3.411,60,2.961,61,2.439,61,3.439
M,Onomah,4.6,4.6,Fulham,14,0.483,8,0.35,10,0.402,9,0.322,10,0.444
M,Seri,4.6,4.6,Fulham,0,,0,,0,,0,,0,
M,Kamara,4.8,4.8,Fulham,0,,0,,0,,0,,0,
M,Anguissa,4.5,4.5,Fulham,58,1.616,49,1.689,52,1.653,49,1.424,51,1.775
D,Sessegnon,4.3,4.3,Fulham,0,,0,,0,,0,,0,
M,Hernández,5.7,5.7,Leeds,12,0.514,10,0.442,10,0.475,9,0.416,10,0.509
G,Casilla,4.2,4.2,Leeds,0,0,1,0.037,1,0.041,0,0,1,0.043
D,Cooper,4.3,4.3,Leeds,0,0,66,1.888,61,2.261,62,1.983,57,2.465
D,Douglas,3.8,3.8,Leeds,0,,0,,0,,0,,0,
D,Ayling,4.4,4.4,Leeds,83,2.549,82,2.384,81,3.052,78,2.54,78,3.446
M,Klich,5.2,5.2,Leeds,34,1.384,30,1.264,29,1.324,32,1.412,31,1.529
M,Forshaw,4.8,4.8,Leeds,0,,0,,0,,0,,0,
D,Dallas,5.2,5.2,Leeds,83,2.758,79,2.504,80,3.29,81,2.873,78,3.74
D,Alioski,4.3,4.3,Leeds,74,2.385,71,2.192,70,2.8,69,2.385,67,3.141
F,Bamford,6.5,6.5,Leeds,79,4.691,77,4.805,77,5.266,77,5.152,74,5.596
M,Harrison,5.4,5.4,Leeds,75,3.092,75,3.175,70,3.264,71,3.194,71,3.557
M,Phillips,4.9,4.9,Leeds,81,2.382,79,2.363,80,2.59,78,2.429,79,2.765
M,Costa,5.0,5.0,Leeds,44,1.827,32,1.39,23,1.089,24,1.104,28,1.416
M,Roberts,4.6,4.6,Leeds,57,2.2,53,2.103,51,2.188,50,2.086,49,2.27
M,Grot,4.7,4.7,Leeds,0,,0,,0,,0,,0,
G,Miazek,4.0,4.0,Leeds,0,,0,,0,,0,,0,
M,Poveda-Ocampo,4.2,4.2,Leeds,11,0.479,8,0.359,3,0.145,4,0.188,5,0.258
M,Shackleton,4.8,4.8,Leeds,13,0.436,7,0.238,7,0.251,10,0.348,11,0.413
D,Struijk,4.0,4.0,Leeds,54,1.653,34,0.99,30,1.123,34,1.101,35,1.518
M,Stevens,4.3,4.3,Leeds,0,,0,,0,,0,,0,
G,Meslier,4.7,4.7,Leeds,89,3.529,88,3.373,87,3.64,87,3.445,86,3.79
D,Davis,3.8,3.8,Leeds,1,0.03,1,0.028,0,0,1,0.031,1,0.041
D,Casey,3.8,3.8,Leeds,1,0.03,0,0,1,0.035,0,0,1,0.041
D,Morgan,4.4,4.4,Leicester,0,0,0,0,1,0,1,0.026,0,0
G,Schmeichel,5.4,5.4,Leicester,89,3.683,89,7.492,87,0,87,3.21,87,3.509
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0,0,0,0,0
D,Evans,5.6,5.5,Leicester,74,2.637,70,5.014,74,0,71,1.72,71,2.349
M,Silva,4.4,4.4,Leicester,0,,0,,0,0,0,,0,
M,Albrighton,5.2,5.2,Leicester,30,1.249,29,2.385,27,0,28,0.977,29,1.159
M,James,4.3,4.3,Leicester,0,,0,,0,0,0,,0,
G,Ward,4.3,4.3,Leicester,0,0,0,0,2,0,2,0.073,1,0.04
F,Vardy,10.3,10.2,Leicester,81,5.412,80,10.219,80,0,79,3.787,77,4.824
M,Praet,5.2,5.2,Leicester,31,1.286,30,2.461,27,0,24,0.852,24,0.965
D,Pereira,5.9,5.9,Leicester,56,2.28,55,4.448,54,0,53,1.467,54,2.045
D,Amartey,3.9,3.9,Leicester,34,1.255,35,2.589,33,0,38,0.977,38,1.305
M,Tielemans,6.4,6.4,Leicester,82,3.31,81,6.447,80,0,79,2.592,77,2.983
M,Pérez,6.0,6.0,Leicester,41,2.126,43,4.313,41,0,45,1.822,42,2.066
M,Gray,5.1,5.1,Leicester,0,,0,,0,0,0,,0,
M,Maddison,7.3,7.2,Leicester,66,3.374,68,6.675,61,0,60,2.353,62,3.001
D,Chilwell,5.8,5.8,Chelsea,44,2.593,46,3.695,45,0,46,2.261,48,2.468
F,Iheanacho,6.2,6.0,Leicester,68,4.04,66,7.509,68,0,62,2.77,61,3.44
M,Choudhury,4.6,4.6,Leicester,6,0.196,7,0.456,6,0,7,0.207,8,0.256
M,Barnes,6.6,6.6,Leicester,0,0,0,0,29,0,40,1.827,54,3.032
M,Ndidi,4.8,4.8,Leicester,82,2.581,79,4.982,79,0,75,2.062,75,2.319
D,Benkovic,4.3,4.3,Leicester,0,,0,,0,0,0,,0,
D,Söyüncü,5.3,5.3,Leicester,75,2.548,76,5.212,74,0,72,1.681,72,2.274
D,Justin,4.8,4.8,Leicester,0,,0,,0,0,0,,0,
D,Thomas,4.1,4.1,Leicester,4,0.157,4,0.313,4,0,5,0.139,4,0.146
M,Milner,5.3,5.3,Liverpool,54,1.937,56,2.54,53,2.364,54,2.378,48,2.216
D,Tsimikas,4.9,4.9,Liverpool,6,0.212,6,0.309,7,0.368,6,0.307,9,0.503
M,Wijnaldum,5.3,5.3,Liverpool,66,2.215,60,2.469,59,2.395,57,2.298,55,2.306
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,0,0,0,0,38,1.551
G,Adrián,4.2,4.2,Liverpool,0,0,1,0.044,1,0.046,2,0.09,3,0.143
D,Matip,5.4,5.4,Liverpool,0,,0,,0,,0,,0,
M,Shaqiri,6.4,6.4,Liverpool,7,0.287,9,0.458,9,0.446,10,0.49,9,0.457
M,Chamberlain,6.3,6.3,Liverpool,1,0.042,3,0.154,2,0.1,3,0.148,2,0.102
F,Firmino,9.0,9.0,Liverpool,57,2.697,61,3.688,60,3.459,58,3.341,57,3.368
D,van Dijk,6.2,6.2,Liverpool,0,,0,,0,,0,,0,
M,Mané,11.7,11.7,Liverpool,78,4.26,75,5.785,72,5.327,75,5.444,78,5.926
G,Alisson,5.9,5.9,Liverpool,89,3.542,88,4.052,88,4.177,85,3.965,85,4.21
M,Fabinho,5.4,5.4,Liverpool,79,2.171,76,2.522,75,2.483,73,2.407,70,2.422
M,Salah,12.6,12.4,Liverpool,73,4.588,69,6.127,72,6.089,69,5.758,71,6.197
D,Robertson,7.1,7.1,Liverpool,84,3.001,83,4.485,82,4.535,82,4.405,79,4.65
F,Origi,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Harry Wilson,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Minamino,6.0,6.0,Southampton,16,0.737,15,1.394,16,0.805,17,0.869,16,0.74
D,Alexander-Arnold,7.6,7.4,Liverpool,84,3.261,82,4.883,80,4.846,80,4.697,78,5.025
D,Gomez,5.2,5.2,Liverpool,0,,0,,0,,0,,0,
M,Keita,5.2,5.2,Liverpool,9,0.341,11,0.514,9,0.411,14,0.633,7,0.328
F,Brewster,4.3,4.3,Sheffield Utd,37,1.46,37,1.691,40,1.588,41,1.836,37,1.752
M,Jones,4.4,4.4,Liverpool,27,1.024,25,1.172,25,1.149,22,1.003,21,0.992
D,Neco Williams,3.8,3.8,Liverpool,4,0.125,3,0.134,5,0.232,5,0.226,4,0.197
M,Elliott,4.3,4.3,Liverpool,0,,0,,0,,0,,0,
D,Fernandinho,5.4,5.4,Man City,35,1.671,36,1.342,29,1.438,28,1.225,31,1.441
G,Bravo,4.5,4.5,Man City,0,,0,,0,,0,,0,
F,Agüero,10.3,10.3,Man City,27,1.976,29,1.812,32,2.531,30,2.031,30,2.201
D,Otamendi,4.9,4.9,Man City,0,,0,,0,,0,,0,
D,Walker,6.1,6.1,Man City,47,2.304,48,1.852,49,2.493,54,2.444,48,2.292
M,Gündogan,5.8,5.8,Man City,55,3.269,56,2.842,55,3.526,56,3.095,55,3.279
M,De Bruyne,11.9,11.9,Man City,60,4.383,62,3.779,58,4.62,59,3.976,56,4.109
D,Stones,5.1,5.2,Man City,0,0,0,0,62,3.231,60,2.796,61,2.987
D,Mendy,5.9,5.9,Man City,29,1.447,30,1.171,25,1.297,28,1.287,27,1.312
M,Mahrez,8.0,8.1,Man City,61,4.21,60,3.489,60,4.491,60,3.837,58,4.015
M,Sterling,11.1,11.2,Man City,35,2.355,37,2.105,35,2.55,39,2.427,38,2.556
D,Cancelo,5.9,5.9,Man City,53,3.099,51,2.309,52,3.212,46,2.46,52,2.977
G,Ederson,6.1,6.1,Man City,87,4.195,88,3.745,87,4.247,88,4.057,87,4.113
D,Aké,5.4,5.4,Man City,24,1.264,22,0.913,11,0.6,9,0.432,11,0.56
D,Laporte,6.0,6.0,Man City,59,2.835,61,2.302,33,1.646,35,1.558,33,1.546
M,Bernardo Silva,7.4,7.4,Man City,67,3.345,68,2.916,64,3.41,66,3.08,66,3.295
F,Jesus,9.2,9.2,Man City,61,3.569,59,3.012,57,3.631,57,3.139,58,3.433
D,Zinchenko,5.5,5.5,Man City,49,2.629,49,2.071,51,2.84,48,2.371,49,2.559
M,Foden,6.0,6.0,Man City,58,3.318,55,2.719,55,3.376,54,2.9,57,3.262
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,65,2.57,63,2.196,65,2.691,62,2.328,61,2.412
M,Torres,6.9,6.9,Man City,19,1.139,19,0.984,22,1.42,22,1.233,22,1.322
D,Garcia,4.7,4.7,Man City,1,0.048,0,0,0,0,0,0,1,0.047
G,Romero,4.9,4.9,Man Utd,0,,0,,0,0,0,,0,
M,Mata,5.8,5.8,Man Utd,4,0.18,4,0.393,3,0,4,0.209,6,0.293
G,de Gea,5.3,5.3,Man Utd,29,1.105,28,2.337,28,0,30,1.387,33,1.447
D,Smalling,4.9,4.9,Man Utd,0,,0,,0,0,0,,0,
F,Ighalo,6.1,6.1,Man Utd,0,,0,,0,0,0,,0,
D,Rojo,4.8,4.8,Man Utd,0,,0,,0,0,0,,0,
M,Matic,4.7,4.7,Man Utd,2,0.061,4,0.257,5,0,4,0.135,6,0.194
M,Pogba,7.6,7.6,Man Utd,64,2.661,65,6.051,66,0,65,3.292,70,3.217
D,Jones,4.8,4.8,Man Utd,0,,0,,0,0,0,,0,
D,Maguire,5.5,5.5,Man Utd,85,2.566,82,6.369,84,0,81,3.829,80,3.379
M,Fred,5.3,5.3,Man Utd,63,1.847,60,3.863,64,0,64,2.207,59,1.914
