Pos,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0
M,Pröpper,4.7,4.7,Brighton,8,0.285,6,0.195,8,0.271
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0
D,Burn,4.2,4.2,Brighton,46,1.778,48,1.21,46,1.446
D,Dunk,4.9,4.9,Brighton,83,2.97,83,1.885,81,2.345
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,10,0.372,14,0.497,20,0.931
M,March,4.9,4.9,Brighton,0,0,0,0,0,0
D,Webster,4.3,4.3,Brighton,85,2.962,84,1.938,81,2.335
D,Veltman,4.4,4.4,Brighton,72,2.798,70,1.749,69,2.161
F,Maupay,5.9,5.9,Brighton,70,3.684,69,2.837,65,3.053
M,Trossard,5.6,5.7,Brighton,72,3.23,68,2.49,70,2.817
G,Ryan,4.1,4.1,Arsenal,0,0,18,0.776,15,0.637
M,Jahanbakhsh,5.4,5.4,Brighton,22,0.962,21,0.784,21,0.848
M,Izquierdo,5.5,5.5,Brighton,1,0.045,1,0.039,2,0.084
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0
D,White,4.5,4.5,Brighton,75,2.521,75,1.678,73,2.035
D,Bernardo,3.9,3.9,Brighton,0,0,0,0,0,0
M,Bissouma,4.4,4.4,Brighton,76,2.309,76,2.02,73,2.076
D,Lamptey,4.6,4.6,Brighton,0,0,0,0,0,0
F,Connolly,5.2,5.2,Brighton,13,0.641,11,0.458,10,0.45
M,Alzate,4.1,4.2,Brighton,2,0.076,2,0.068,2,0.072
M,Mac Allister,5.3,5.3,Brighton,39,1.62,38,1.348,34,1.314
D,Tarkowski,5.3,5.3,Burnley,87,2.742,84,1.621,82,3.309
D,Bardsley,4.4,4.4,Burnley,1,0.031,3,0.059,1,0.039
D,Pieters,4.3,4.3,Burnley,19,0.613,26,0.532,26,1.061
M,Cork,5.0,5.0,Burnley,43,1.401,47,1.384,49,1.654
D,Long,4.3,4.3,Burnley,0,0,0,0,0,0
F,Rodriguez,5.7,5.7,Burnley,21,1.01,25,1.021,22,1.075
F,Barnes,6.0,6.0,Burnley,51,2.719,51,2.218,50,2.746
D,Mee,4.7,4.8,Burnley,87,2.732,84,1.608,83,3.373
M,Westwood,5.3,5.3,Burnley,81,2.624,80,2.276,78,2.689
M,Gudmundsson,5.4,5.4,Burnley,57,2.307,53,1.859,55,2.347
F,Wood,6.4,6.4,Burnley,72,4.31,73,3.462,69,4.276
D,Lowton,4.4,4.4,Burnley,85,2.796,82,1.658,85,3.588
F,Vydra,4.8,4.8,Burnley,42,2.35,40,1.837,44,2.518
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,0,0,0,0,0,0
G,Pope,5.5,5.5,Burnley,88,3.608,88,3.213,88,3.993
D,Taylor,4.4,4.4,Burnley,78,2.482,74,1.462,76,3.118
M,Brownhill,4.9,4.9,Burnley,72,2.582,73,2.275,72,2.738
G,Peacock-Farrell,4.0,4.0,Burnley,1,0.04,1,0.035,1,0.044
M,McNeil,5.7,5.7,Burnley,81,3.071,82,2.646,81,3.25
G,Caballero,4.6,4.6,Chelsea,0,0,0,0,0,0
D,Azpilicueta,5.9,5.9,Chelsea,0,0,46,2.117,45,2.125
F,Giroud,6.7,6.7,Chelsea,0,0,5,0.314,6,0.397
D,Alonso,5.7,5.7,Chelsea,0,0,21,1.104,20,1.086
M,Jorginho,4.7,4.7,Chelsea,0,0,61,2.335,59,2.331
M,Barkley,5.8,5.8,Aston Villa,36,1.849,33,1.422,37,1.559
M,Kovacic,5.3,5.3,Chelsea,0,0,48,1.384,62,2.261
F,Batshuayi,5.7,5.7,Crystal Palace,2,0.102,2,0.094,2,0.085
D,Rüdiger,4.7,4.7,Chelsea,0,0,68,2.847,67,2.846
D,Zouma,5.3,5.3,Chelsea,0,0,47,2.052,48,2.135
D,Emerson,4.7,4.7,Chelsea,0,0,0,0,0,0
G,Arrizabalaga,4.7,4.7,Chelsea,0,0,1,0.044,2,0.087
M,Kanté,4.9,4.9,Chelsea,0,0,38,1.277,33,1.142
M,Ziyech,7.9,7.9,Chelsea,0,0,30,1.454,30,1.513
M,Loftus-Cheek,5.9,5.9,Fulham,58,2.357,58,2.046,58,2.709
D,Christensen,4.7,4.7,Chelsea,0,0,65,2.65,64,2.638
F,Werner,9.2,9.2,Chelsea,0,0,66,3.757,64,3.868
F,Abraham,7.1,7.1,Chelsea,0,0,14,0.856,15,0.963
M,Pulisic,8.3,8.3,Chelsea,0,0,39,2.097,39,2.206
M,Mount,7.3,7.3,Chelsea,0,0,76,3.76,72,3.764
D,Tomori,4.7,4.7,Chelsea,0,0,0,0,0,0
M,Hudson-Odoi,5.7,5.7,Chelsea,0,0,12,0.597,13,0.671
D,James,5.1,5.1,Chelsea,0,0,58,2.99,56,2.974
M,Gilmour,4.3,4.3,Chelsea,0,0,1,0.036,2,0.073
D,Cahill,4.5,4.5,Crystal Palace,40,1.314,43,1.213,42,0.735
G,Hennessey,4.3,4.3,Crystal Palace,0,0,1,0.037,1,0.035
D,Sakho,4.4,4.4,Crystal Palace,0,0,3,0.081,2,0.035
G,Guaita,4.8,4.8,Crystal Palace,88,3.442,88,3.264,87,3.015
D,Tomkins,4.4,4.4,Crystal Palace,58,1.864,55,1.504,57,0.916
M,McArthur,5.2,5.2,Crystal Palace,59,1.514,74,2.206,73,1.981
M,McCarthy,4.3,4.3,Crystal Palace,17,0.56,18,0.569,20,0.59
F,Benteke,5.5,5.5,Crystal Palace,66,3.213,64,2.861,63,2.439
M,Kouyaté,4.8,4.8,Crystal Palace,64,1.951,64,1.867,64,1.725
D,Ward,4.3,4.3,Crystal Palace,54,1.698,54,1.455,50,0.822
D,Kelly,4.1,4.1,Crystal Palace,0,0,0,0,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0,0,0,0,0
M,Townsend,5.5,5.5,Crystal Palace,37,1.642,41,1.683,36,1.324
M,Milivojevic,5.6,5.6,Crystal Palace,77,2.649,74,2.402,72,2.076
D,van Aanholt,5.4,5.4,Crystal Palace,38,1.455,39,1.27,37,0.773
F,Ayew,5.6,5.6,Crystal Palace,51,2.165,49,1.94,53,1.869
M,Zaha,7.2,7.2,Crystal Palace,77,3.573,75,3.176,74,2.705
M,Schlupp,5.3,5.3,Crystal Palace,35,1.444,34,1.319,35,1.219
M,Meyer,4.7,4.7,Crystal Palace,0,0,0,0,0,0
M,Riedewald,4.4,4.4,Crystal Palace,37,1.234,36,1.152,36,1.07
D,Ferguson,3.8,3.8,Crystal Palace,25,0.563,28,0.742,32,0.512
D,Mitchell,3.8,3.8,Crystal Palace,44,1.368,40,1.069,41,0.667
M,Pierrick,4.3,4.3,Crystal Palace,0,0,0,0,0,0
M,Walcott,5.8,5.8,Southampton,58,2.786,57,2.685,53,2.192
M,Delph,4.8,4.8,Everton,10,0.343,9,0.293,12,0.336
M,Sigurdsson,6.9,6.9,Everton,63,3.81,61,3.28,62,2.29
G,Lössl,4.3,4.3,Everton,0,0,0,0,0,0
D,Coleman,4.9,4.9,Everton,39,2.183,36,1.754,39,0.801
F,Tosun,6.0,6.0,Everton,0,0,0,0,0,0
M,Bernard,5.7,5.7,Everton,13,0.649,13,0.591,14,0.486
D,Digne,6.2,6.1,Everton,80,4.777,78,4.014,76,1.616
D,Keane,5.0,5.0,Everton,71,3.659,72,3.245,70,1.335
G,Pickford,4.8,4.8,Everton,88,4.289,88,3.998,86,3.035
M,André Gomes,5.3,5.3,Everton,35,1.289,38,1.289,33,0.919
M,Iwobi,5.9,5.9,Everton,38,1.817,41,1.783,36,1.212
D,Kenny,4.3,4.3,Everton,0,0,0,0,0,0
M,Gbamin,5.0,5.0,Everton,0,0,0,0,0,0
D,Mina,5.5,5.5,Everton,21,1.071,24,1.069,25,0.477
M,Davies,5.2,5.2,Everton,17,0.672,19,0.691,22,0.647
F,Calvert-Lewin,7.6,7.5,Everton,78,5.072,76,4.361,73,2.833
D,Holgate,4.8,4.8,Everton,76,3.793,73,3.158,74,1.298
F,Richarlison,7.8,7.8,Everton,74,4.38,73,3.825,72,2.599
G,Virgínia,4.3,4.3,Everton,0,0,0,0,0,0
M,Gordon,4.3,4.3,Everton,0,0,0,0,0,0
F,Kean,5.7,5.7,Everton,0,0,0,0,0,0
D,Branthwaite,3.9,3.9,Everton,0,0,0,0,0,0
G,Fabri,3.9,3.9,Fulham,0,0,0,0,0,0
M,McDonald,4.7,4.7,Fulham,0,0,0,0,0,0
D,Le Marchand,4.1,4.1,Fulham,0,0,0,0,0,0
M,Johansen,4.7,4.7,Fulham,0,0,0,0,0,0
M,Cairney,5.2,5.2,Fulham,28,0.623,44,1.121,60,2.35
D,Ream,4.2,4.2,Fulham,1,0.029,1,0.022,2,0.073
M,Knockaert,5.0,5.0,Fulham,0,0,0,0,0,0
D,Hector,4.1,4.1,Fulham,1,0.03,2,0.043,2,0.075
D,Christie,4.2,4.2,Fulham,0,0,0,0,0,0
M,Kebano,4.7,4.7,Fulham,0,0,0,0,0,0
F,Decordova-Reid,5.3,5.3,Fulham,62,2.458,55,1.961,57,2.593
D,Bryan,4.5,4.5,Fulham,2,0.067,4,0.095,4,0.174
G,Bettinelli,4.3,4.3,Fulham,0,0,0,0,0,0
F,Mitrović,5.5,5.5,Fulham,30,1.576,30,1.308,30,1.836
D,Mawson,4.3,4.3,Fulham,0,0,0,0,0,0
G,Rodák,4.3,4.3,Fulham,1,0.038,1,0.036,1,0.043
M,Cavaleiro,5.3,5.3,Fulham,63,2.951,63,2.461,59,3.254
M,Onomah,4.6,4.6,Fulham,6,0.226,6,0.206,6,0.25
M,Seri,4.6,4.6,Fulham,0,0,0,0,0,0
M,Kamara,4.8,4.8,Fulham,0,0,0,0,0,0
M,Anguissa,4.4,4.4,Fulham,49,1.591,47,1.397,43,1.549
D,Sessegnon,4.3,4.3,Fulham,0,0,0,0,0,0
M,Hernández,5.7,5.7,Leeds,6,0.284,8,0.382,8,0.425
G,Casilla,4.1,4.1,Leeds,1,0.04,0,0,0,0
D,Cooper,4.3,4.3,Leeds,58,1.978,59,1.827,57,2.348
D,Douglas,3.8,3.8,Leeds,0,0,0,0,0,0
D,Ayling,4.4,4.4,Leeds,83,2.868,83,2.617,82,3.453
M,Klich,5.2,5.2,Leeds,37,1.481,36,1.453,39,1.758
M,Forshaw,4.8,4.8,Leeds,0,0,0,0,0,0
D,Dallas,5.2,5.3,Leeds,82,3.151,82,2.902,78,3.669
D,Alioski,4.3,4.3,Leeds,70,2.581,71,2.422,69,3.138
F,Bamford,6.3,6.4,Leeds,78,4.665,78,4.821,75,5.299
M,Harrison,5.4,5.4,Leeds,71,3.206,73,3.295,73,3.724
M,Phillips,4.9,4.9,Leeds,82,2.521,77,2.387,79,2.746
M,Costa,5.0,5.0,Leeds,0,0,0,0,0,0
M,Roberts,4.6,4.6,Leeds,50,2.02,49,1.995,51,2.306
M,Grot,4.7,4.7,Leeds,0,0,0,0,0,0
G,Miazek,4.0,4.0,Leeds,0,0,0,0,0,0
M,Poveda-Ocampo,4.2,4.2,Leeds,16,0.705,17,0.755,20,0.98
M,Shackleton,4.8,4.8,Leeds,4,0.142,4,0.143,5,0.193
D,Struijk,4.0,4.0,Leeds,41,1.438,41,1.311,45,1.897
M,Stevens,4.3,4.3,Leeds,0,0,0,0,0,0
G,Meslier,4.7,4.7,Leeds,88,3.676,88,3.488,88,3.851
D,Davis,3.8,3.8,Leeds,2,0.065,1,0.03,1,0.039
D,Casey,3.8,3.8,Leeds,1,0.033,0,0,1,0.04
D,Morgan,4.4,4.4,Leicester,0,0,0,0,0,0
G,Schmeichel,5.4,5.4,Leicester,0,0,88,3.346,88,3.523
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0
D,Evans,5.6,5.6,Leicester,0,0,79,2.156,80,2.59
M,Silva,4.4,4.4,Leicester,0,0,0,0,0,0
M,Albrighton,5.2,5.2,Leicester,0,0,36,1.231,34,1.294
M,James,4.3,4.3,Leicester,0,0,0,0,0,0
G,Ward,4.3,4.3,Leicester,0,0,1,0.038,1,0.04
F,Vardy,10.3,10.3,Leicester,0,0,80,3.6,79,4.407
M,Praet,5.2,5.2,Leicester,0,0,23,0.808,30,1.143
D,Pereira,5.9,5.9,Leicester,0,0,37,1.15,36,1.348
D,Amartey,3.9,3.9,Leicester,0,0,18,0.512,21,0.694
M,Tielemans,6.4,6.4,Leicester,0,0,84,2.706,81,2.968
M,Pérez,6.0,6.0,Leicester,0,0,51,1.94,52,2.264
M,Gray,5.1,5.1,Leicester,0,0,0,0,0,0
M,Maddison,7.3,7.3,Leicester,0,0,69,2.725,69,3.25
D,Chilwell,5.9,5.9,Chelsea,0,0,65,3.167,67,3.344
F,Iheanacho,6.3,6.0,Leicester,0,0,72,3.099,71,3.731
M,Choudhury,4.6,4.6,Leicester,0,0,3,0.089,4,0.126
M,Barnes,6.6,6.6,Leicester,0,0,0,0,0,0
M,Ndidi,4.8,4.8,Leicester,0,0,80,2.175,80,2.356
D,Benkovic,4.3,4.3,Leicester,0,0,0,0,0,0
D,Söyüncü,5.3,5.3,Leicester,0,0,82,2.132,80,2.449
D,Justin,4.8,4.8,Leicester,0,0,0,0,0,0
D,Thomas,4.1,4.1,Leicester,0,0,18,0.556,21,0.769
M,Milner,5.3,5.3,Liverpool,50,2.331,53,2.349,49,2.329
D,Tsimikas,4.9,4.9,Liverpool,3,0.151,5,0.24,6,0.321
M,Wijnaldum,5.3,5.3,Liverpool,57,2.38,56,2.255,52,2.223
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,34,0.878
G,Adrián,4.2,4.2,Liverpool,0,0,1,0.044,1,0.046
D,Matip,5.4,5.4,Liverpool,0,0,0,0,0,0
M,Shaqiri,6.4,6.4,Liverpool,11,0.624,13,0.697,9,0.515
M,Chamberlain,6.3,6.3,Liverpool,3,0.153,3,0.146,5,0.258
F,Firmino,9.0,9.0,Liverpool,68,3.851,66,3.533,66,3.758
D,van Dijk,6.2,6.2,Liverpool,0,0,0,0,0,0
M,Mané,11.7,11.7,Liverpool,74,5.727,75,5.362,70,5.5
G,Alisson,5.9,5.9,Liverpool,89,4.106,87,3.947,88,4.251
M,Fabinho,5.4,5.4,Liverpool,73,2.418,73,2.346,69,2.363
M,Salah,12.7,12.4,Liverpool,70,6.401,71,5.987,69,6.374
D,Robertson,7.1,7.1,Liverpool,85,4.595,85,4.357,81,4.658
F,Origi,5.1,5.1,Liverpool,0,0,0,0,0,0
M,Harry Wilson,5.1,5.1,Liverpool,0,0,0,0,0,0
M,Minamino,6.0,6.0,Southampton,7,0.368,9,0.467,12,0.543
D,Alexander-Arnold,7.6,7.4,Liverpool,84,5.019,80,4.503,79,4.988
D,Gomez,5.2,5.2,Liverpool,0,0,0,0,0,0
M,Keita,5.2,5.2,Liverpool,4,0.194,4,0.185,5,0.246
F,Brewster,4.2,4.3,Sheffield Utd,55,2.124,53,2.358,49,2.219
M,Jones,4.4,4.4,Liverpool,15,0.723,16,0.738,16,0.783
D,Neco Williams,3.8,3.8,Liverpool,2,0.089,3,0.128,4,0.189
M,Elliott,4.3,4.3,Liverpool,0,0,0,0,0,0
D,Fernandinho,5.4,5.4,Man City,40,2.161,40,1.93,40,2.074
G,Bravo,4.5,4.5,Man City,0,0,0,0,0,0
F,Agüero,10.3,10.3,Man City,25,2.065,25,1.693,29,2.179
D,Otamendi,4.9,4.9,Man City,0,0,0,0,0,0
D,Walker,6.1,6.1,Man City,24,1.238,25,1.175,29,1.45
M,Gündogan,5.6,5.6,Man City,41,2.441,42,2.135,39,2.172
M,De Bruyne,11.8,11.9,Man City,61,5.1,55,3.754,59,4.509
D,Stones,5.1,5.1,Man City,54,2.802,53,2.528,53,2.67
D,Mendy,5.9,5.9,Man City,43,2.287,48,2.305,46,2.359
M,Mahrez,8.0,8.0,Man City,52,3.87,53,3.287,53,3.629
M,Sterling,11.0,11.1,Man City,46,3.365,46,2.785,45,3.029
D,Cancelo,5.8,5.8,Man City,69,3.897,67,3.356,63,3.409
G,Ederson,6.1,6.1,Man City,88,4.303,89,4.198,89,4.317
D,Aké,5.4,5.4,Man City,25,1.396,26,1.301,26,1.393
D,Laporte,6.0,6.0,Man City,47,2.408,46,2.146,50,2.477
M,Bernardo Silva,7.4,7.4,Man City,57,3.042,61,2.802,60,3.001
F,Jesus,9.1,9.1,Man City,63,4.463,61,3.57,58,3.79
D,Zinchenko,5.5,5.5,Man City,42,2.313,39,1.949,39,2.069
M,Foden,6.0,6.0,Man City,49,3.63,50,3.087,50,3.413
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,71,2.98,67,2.533,70,2.808
M,Torres,6.9,6.9,Man City,22,1.48,24,1.35,24,1.495
D,Garcia,4.7,4.7,Man City,0,0,0,0,0,0
G,Romero,4.9,4.9,Man Utd,0,0,0,0,0,0
M,Mata,5.8,5.8,Man Utd,0,0,2,0.107,2,0.1
G,de Gea,5.3,5.3,Man Utd,0,0,15,0.701,14,0.627
D,Smalling,4.9,4.9,Man Utd,0,0,0,0,0,0
F,Ighalo,6.1,6.1,Man Utd,0,0,0,0,0,0
D,Rojo,4.8,4.8,Man Utd,0,0,0,0,0,0
M,Matic,4.7,4.7,Man Utd,0,0,3,0.103,4,0.134
M,Pogba,7.6,7.6,Man Utd,0,0,55,2.898,53,2.6
D,Jones,4.8,4.8,Man Utd,0,0,0,0,0,0
D,Maguire,5.6,5.5,Man Utd,0,0,84,4.076,84,3.733
M,Fred,5.3,5.3,Man Utd,0,0,72,2.506,68,2.259
D,Shaw,5.5,5.4,Man Utd,0,0,83,4.54,79,3.931
M,Lingard,6.6,6.4,West Ham,67,3.006,68,3.627,65,3.575
M,Fernandes,11.5,11.1,Man Utd,0,0,79,5.531,77,4.946
F,Martial,8.6,8.6,Man Utd,0,0,0,0,27,1.19
M,Pereira,4.8,4.8,Man Utd,0,0,0,0,0,0
G,Henderson,5.2,5.2,Man Utd,0,0,74,3.492,75,3.393
M,Rashford,9.6,9.6,Man Utd,0,0,76,5.224,71,4.51
D,Tuanzebe,4.1,4.1,Man Utd,0,0,1,0.046,1,0.043
D,Lindelöf,4.8,4.8,Man Utd,0,0,79,3.6,79,3.313
M,McTominay,4.9,4.9,Man Utd,0,0,65,2.423,68,2.402
D,Bailly,4.8,4.8,Man Utd,0,0,18,0.802,20,0.818
M,James,6.2,6.2,Man Utd,0,0,39,2.033,39,1.898
D,Fosu-Mensah,4.3,4.3,Man Utd,0,0,0,0,0,0
D,Wan-Bissaka,5.7,5.7,Man Utd,0,0,85,4.16,84,3.775
D,Dalot,4.8,4.8,Man Utd,0,0,0,0,0,0
M,Greenwood,7.2,7.2,Man Utd,0,0,61,3.526,58,3.13
M,Chong,4.4,4.4,Man Utd,0,0,0,0,0,0
M,Garner,4.4,4.4,Man Utd,0,0,0,0,0,0
D,Williams,4.2,4.2,Man Utd,0,0,1,0.046,1,0.042
D,Mengi,3.9,3.9,Man Utd,0,0,0,0,0,0
F,Carroll,5.1,5.1,Newcastle,5,0.208,6,0.349,4,0.196
M,Shelvey,5.3,5.3,Newcastle,83,2.281,82,3.11,81,2.61
M,Ritchie,4.9,4.9,Newcastle,72,2.046,70,2.749,51,1.755
D,Fernández,4.7,4.7,Newcastle,82,1.187,82,3.531,62,1.889
D,Clark,4.5,4.5,Newcastle,82,1.186,82,3.52,56,1.716
G,Darlow,4.9,4.9,Newcastle,0,0,0,0,0,0
G,Dubravka,4.8,4.8,Newcastle,88,3.112,89,3.948,88,3.443
D,Lejeune,4.3,4.3,Newcastle,0,0,0,0,0,0
D,Lascelles,4.2,4.2,Newcastle,0,0,0,0,34,0.442
F,Gayle,5.9,5.9,Newcastle,22,0.889,24,1.353,22,1.047
M,Atsu,5.2,5.2,Newcastle,0,0,0,0,0,0
D,Dummett,4.4,4.4,Newcastle,75,1.034,79,3.059,59,1.683
D,Manquillo,4.2,4.2,Newcastle,9,0.142,10,0.409,9,0.27
D,Krafth,4.2,4.2,Newcastle,17,0.277,17,0.712,7,0.218
D,Schär,4.8,4.8,Newcastle,0,0,0,0,72,2.053
D,Yedlin,4.3,4.3,Newcastle,0,0,0,0,0,0
M,Hayden,4.6,4.6,Newcastle,0,0,0,0,0,0
M,Aarons,4.8,4.8,Newcastle,0,0,0,0,0,0
M,Saint-Maximin,5.1,5.1,Newcastle,63,2.394,63,3.717,61,2.896
M,Almirón,5.6,5.6,Newcastle,70,2.303,71,3.377,69,2.73
F,Joelinton,5.7,5.7,Newcastle,55,1.925,54,2.674,55,2.261
F,Muto,4.8,4.8,Newcastle,0,0,0,0,0,0
D,Watts,3.9,3.9,Newcastle,0,0,0,0,0,0
F,Sharp,5.5,5.5,Sheffield Utd,0,0,0,0,0,0
F,McGoldrick,5.2,5.2,Sheffield Utd,69,2.7,69,3.149,66,3.063
D,Basham,4.6,4.6,Sheffield Utd,78,1.655,76,2.047,75,2.263
M,Fleck,5.6,5.6,Sheffield Utd,73,2.163,73,2.369,70,2.338
D,Stevens,5.0,5.0,Sheffield Utd,82,1.981,79,2.447,79,2.722
G,Moore,4.3,4.3,Sheffield Utd,0,0,0,0,0,0
M,Norwood,4.5,4.5,Sheffield Utd,58,1.976,57,2.176,55,2.136
G,Foderingham,4.3,4.3,Sheffield Utd,1,0.036,1,0.038,1,0.04
D,Baldock,4.9,4.9,Sheffield Utd,70,1.618,66,1.95,67,2.208
D,Jack Robinson,4.2,4.2,Sheffield Utd,63,1.295,64,1.666,62,1.816
D,Egan,4.7,4.7,Sheffield Utd,79,1.735,78,2.181,79,2.471
D,O'Connell,4.7,4.7,Sheffield Utd,0,0,0,0,0,0
M,Lundstram,4.9,4.9,Sheffield Utd,16,0.574,17,0.668,18,0.714
M,Osborn,4.7,4.7,Sheffield Utd,34,1.176,34,1.282,36,1.37
F,McBurnie,5.6,5.6,Sheffield Utd,0,0,0,0,0,0
F,Callum Robinson,5.2,5.2,West Brom,45,1.811,48,2.107,45,1.982
F,Mousset,5.8,5.8,Sheffield Utd,23,0.99,23,1.13,29,1.421
M,Berge,4.9,4.9,Sheffield Utd,74,2.221,74,2.414,74,2.464
F,Long,5.1,5.1,Southampton,0,0,0,0,0,0
D,Bertrand,5.0,5.0,Southampton,0,0,0,0,0,0
G,McCarthy,4.4,4.4,Southampton,48,2.023,43,1.659,43,1.573
M,Oriol Romeu,4.5,4.5,Southampton,81,2.399,79,2.242,77,2.03
M,Redmond,6.4,6.4,Southampton,52,2.592,52,2.541,55,2.327
F,Ings,8.4,8.4,Southampton,71,4.102,72,4.183,71,3.517
D,Stephens,4.6,4.6,Southampton,3,0.116,4,0.127,5,0.131
M,Armstrong,5.5,5.5,Southampton,66,2.84,66,2.785,66,2.467
D,Vestergaard,4.7,4.7,Southampton,86,3.51,83,2.719,83,2.194
M,Ward-Prowse,5.9,5.8,Southampton,83,3.961,82,3.827,80,3.184
G,Gunn,4.3,4.3,Southampton,0,0,0,0,0,0
M,Boufal,5.4,5.4,Southampton,0,0,0,0,0,0
M,Reed,4.4,4.4,Fulham,61,1.824,54,1.505,53,1.759
M,Sims,4.3,4.3,Southampton,0,0,0,0,0,0
D,Walker-Peters,4.7,4.7,Southampton,83,3.194,82,2.521,80,1.984
D,Bednarek,4.7,4.7,Southampton,85,3.119,83,2.41,82,1.913
