Pos,Name,BV,SV,Team,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts
D,Konsa,4.7,4.7,Aston Villa,88,3.695,83,2.299,82,4.627,81,2.907,81,1.893
D,Guilbert,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
F,Wesley,6.0,6.0,Aston Villa,5,0.314,15,0.767,17,1.782,19,1.028,21,1.041
F,Samatta,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
F,Davis,4.2,4.2,Aston Villa,15,0.774,10,0.444,7,0.64,9,0.422,9,0.394
F,Vassilev,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
M,Douglas Luiz,4.8,4.8,Aston Villa,77,2.621,73,2.147,68,4.116,71,2.249,68,1.968
F,Murray,4.8,4.8,Brighton,0,,0,,0,,0,,0,
M,Lallana,6.2,6.2,Brighton,65,2.76,60,2.463,63,2.369,62,2.445,60,1.998
M,Stephens,4.2,4.2,Burnley,5,0.188,5,0.195,5,0.189,7,0.282,5,0.178
G,Button,3.9,3.9,West Brom,0,0,0,0,0,0,1,0.035,1,0.038
M,Groß,5.8,5.8,Brighton,69,3.557,63,3.192,66,2.931,69,3.291,65,2.46
D,Duffy,4.3,4.3,Brighton,0,,0,,0,,0,,0,
M,Pröpper,4.7,4.7,Brighton,8,0.305,9,0.33,9,0.317,6,0.216,10,0.327
M,Mooy,5.0,5.0,Brighton,0,,0,,0,,0,,0,
D,Burn,4.2,4.2,Brighton,60,2.859,60,2.235,60,2.301,56,2.143,59,1.399
D,Dunk,4.9,4.9,Brighton,86,4.23,83,3.173,81,3.157,82,3.194,81,1.872
D,Montoya,4.5,4.5,Brighton,0,,0,,0,,0,,0,
F,Andone,4.8,4.8,Brighton,0,0,7,0.402,14,0.697,13,0.696,15,0.655
M,March,4.9,4.9,Brighton,0,,0,,0,,0,,0,
D,Webster,4.3,4.3,Brighton,85,3.894,84,2.966,83,3.08,80,2.914,79,1.799
D,Veltman,4.4,4.4,Brighton,70,3.432,71,2.716,68,2.69,66,2.591,68,1.636
F,Maupay,6.0,6.0,Brighton,68,3.973,68,4.022,66,3.316,68,3.731,63,2.697
M,Trossard,5.7,5.7,Brighton,74,3.9,74,3.771,71,3.23,71,3.449,69,2.65
G,Ryan,4.1,4.1,Arsenal,4,0.174,5,0.217,8,0.663,6,0,6,0.266
M,Jahanbakhsh,5.4,5.4,Brighton,14,0.71,14,0.702,16,0.708,18,0.854,15,0.589
M,Izquierdo,5.5,5.5,Brighton,0,0,0,0,1,0.045,0,0,0,0
D,Clarke,4.4,4.4,Brighton,0,,0,,0,,0,,0,
D,White,4.5,4.5,Brighton,68,3.025,68,2.306,67,2.407,73,2.58,70,1.547
D,Bernardo,3.9,3.9,Brighton,0,,0,,0,,0,,0,
M,Bissouma,4.4,4.4,Brighton,77,2.542,77,2.423,75,2.275,73,2.283,73,1.969
D,Lamptey,4.6,4.6,Brighton,0,,0,,0,,0,,0,
F,Connolly,5.2,5.2,Brighton,22,1.188,19,1.033,19,0.912,20,1.026,21,0.886
M,Alzate,4.2,4.2,Brighton,3,0.125,5,0.202,5,0.189,7,0.274,7,0.243
M,Mac Allister,5.3,5.3,Brighton,34,1.656,36,1.704,36,1.521,38,1.699,39,1.44
D,Tarkowski,5.3,5.3,Burnley,88,2.571,85,2.352,84,2.477,81,2.168,80,1.459
D,Bardsley,4.4,4.4,Burnley,0,0,2,0.055,2,0.058,3,0.08,3,0.056
D,Pieters,4.3,4.3,Burnley,43,1.288,47,1.333,47,1.42,51,1.394,45,0.858
M,Cork,5.0,5.0,Burnley,32,1.047,37,1.213,39,1.265,39,1.293,39,1.185
D,Long,4.3,4.3,Burnley,0,,0,,0,,0,,0,
F,Rodriguez,5.8,5.8,Burnley,27,1.169,31,1.389,32,1.374,32,1.535,34,1.361
F,Barnes,6.0,6.0,Burnley,0,,0,,0,,0,,0,
D,Mee,4.8,4.8,Burnley,89,2.607,85,2.36,83,2.464,84,2.247,82,1.494
M,Westwood,5.3,5.3,Burnley,85,2.533,82,2.493,80,2.417,79,2.473,81,2.241
M,Gudmundsson,5.4,5.4,Burnley,71,2.575,67,2.52,67,2.468,63,2.472,65,2.184
F,Wood,6.3,6.3,Burnley,78,3.859,75,4.012,72,3.651,74,4.287,71,3.216
D,Lowton,4.4,4.4,Burnley,88,2.65,86,2.466,84,2.57,82,2.278,83,1.574
F,Vydra,4.8,4.8,Burnley,56,2.465,56,2.644,56,2.491,57,2.87,56,2.288
D,Gibson,3.9,3.9,Burnley,0,,0,,0,,0,,0,
M,Brady,5.0,5.0,Burnley,0,,0,,0,,0,,0,
G,Pope,5.5,5.5,Burnley,37,1.482,70,2.741,87,3.498,88,3.406,86,3.117
D,Taylor,4.4,4.4,Burnley,56,1.693,56,1.601,58,1.774,62,1.7,60,1.147
M,Brownhill,4.9,4.9,Burnley,78,2.53,78,2.599,75,2.461,76,2.616,75,2.261
G,Peacock-Farrell,4.0,4.0,Burnley,51,1.992,18,0.685,2,0.078,1,0.038,3,0.106
M,McNeil,5.7,5.7,Burnley,86,2.909,82,2.889,81,2.784,78,2.867,78,2.468
G,Caballero,4.6,4.6,Chelsea,0,,0,,0,,0,0,0,
D,Azpilicueta,5.9,5.9,Chelsea,72,3.163,66,3.57,65,4.68,68,0,64,2.833
F,Giroud,6.7,6.7,Chelsea,6,0.379,8,0.546,8,0.917,8,0,8,0.497
D,Alonso,5.7,5.7,Chelsea,27,1.532,25,1.734,28,2.603,23,0,28,1.593
M,Jorginho,4.7,4.7,Chelsea,62,2.421,57,2.534,54,3.926,56,0,54,2.151
M,Barkley,5.8,5.8,Aston Villa,35,1.909,29,1.291,27,2.472,29,1.4,30,1.298
M,Kovacic,5.3,5.3,Chelsea,24,0.884,59,2.306,56,3.706,57,0,59,2.093
F,Batshuayi,5.7,5.7,Crystal Palace,4,0.18,6,0.274,7,0.792,10,0.561,10,0.501
D,Rüdiger,4.7,4.7,Chelsea,69,2.884,65,3.408,66,4.533,64,0,63,2.683
D,Zouma,5.3,5.3,Chelsea,37,1.638,37,2.008,37,2.695,31,0,36,1.604
D,Emerson,4.7,4.7,Chelsea,0,0,0,0,0,0,1,0,1,0.044
G,Arrizabalaga,4.7,4.7,Chelsea,0,0,1,0.049,1,0.08,1,0,2,0.087
M,Kanté,4.9,4.9,Chelsea,49,1.632,38,1.411,44,2.773,42,0,41,1.387
M,Ziyech,7.9,7.9,Chelsea,36,1.847,32,1.826,34,3.148,32,0,32,1.629
M,Loftus-Cheek,5.9,5.9,Fulham,0,0,0,0,60,2.614,61,2.389,62,2.104
D,Christensen,4.7,4.7,Chelsea,23,0.939,42,2.122,41,2.783,48,0,45,1.867
F,Werner,9.2,9.2,Chelsea,57,3.347,51,3.294,49,5.264,52,0,53,3.082
F,Abraham,7.1,7.1,Chelsea,6,0.413,8,0.595,6,0.745,10,0,8,0.538
M,Pulisic,8.3,8.3,Chelsea,58,3.246,54,3.356,58,5.793,53,0,54,2.979
M,Mount,7.2,7.2,Chelsea,77,4.132,74,4.445,70,6.721,66,0,69,3.675
D,Tomori,4.7,4.7,Chelsea,0,,0,,0,,0,0,0,
M,Hudson-Odoi,5.7,5.7,Chelsea,27,1.291,26,1.367,26,2.282,27,0,26,1.237
D,James,5.0,5.0,Chelsea,51,2.676,50,3.191,51,4.376,51,0,54,2.832
M,Gilmour,4.3,4.3,Chelsea,0,0,0,0,1,0.07,1,0,1,0.037
D,Cahill,4.5,4.5,Crystal Palace,88,2.028,87,1.777,84,6.178,82,2.792,82,2.344
G,Hennessey,4.3,4.3,Crystal Palace,0,0,0,0,0,0,1,0.04,1,0.038
D,Sakho,4.4,4.4,Crystal Palace,0,,0,,0,,0,,0,
G,Guaita,4.8,4.8,Crystal Palace,89,3.191,89,3.144,88,7.311,88,3.52,86,3.234
D,Tomkins,4.4,4.4,Crystal Palace,0,,0,,0,,0,,0,
M,McArthur,5.2,5.2,Crystal Palace,0,,0,,0,,0,,0,
M,McCarthy,4.3,4.3,Crystal Palace,48,1.346,43,1.203,46,2.883,44,1.368,43,1.271
F,Benteke,5.5,5.5,Crystal Palace,69,2.578,69,2.614,68,6.573,67,3.241,64,2.724
M,Kouyaté,4.8,4.8,Crystal Palace,86,2.261,83,2.17,84,5.028,81,2.41,80,2.251
D,Ward,4.3,4.3,Crystal Palace,84,1.877,55,1.107,41,2.962,35,1.169,31,0.877
D,Kelly,4.1,4.1,Crystal Palace,0,0,1,0.022,0,0,0,0,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,1,0.045
M,Townsend,5.5,5.5,Crystal Palace,35,1.28,39,1.418,38,3.355,39,1.698,39,1.553
M,Milivojevic,5.6,5.6,Crystal Palace,80,2.315,79,2.253,74,5.168,76,2.612,75,2.366
D,van Aanholt,5.4,5.4,Crystal Palace,72,1.913,64,1.557,64,5.478,62,2.505,61,2.04
F,Ayew,5.6,5.6,Crystal Palace,53,1.82,55,1.889,55,4.471,53,2.168,57,2.105
M,Zaha,7.1,7.1,Crystal Palace,81,2.898,76,2.752,75,6.988,74,3.425,73,2.994
M,Schlupp,5.3,5.3,Crystal Palace,45,1.56,46,1.591,46,3.835,44,1.817,47,1.773
M,Meyer,4.7,4.7,Crystal Palace,0,,0,,0,,0,,0,
M,Riedewald,4.4,4.4,Crystal Palace,44,1.307,46,1.339,50,3.273,48,1.557,47,1.447
D,Ferguson,3.8,3.8,Crystal Palace,2,0.047,18,0.358,25,1.752,31,1.006,27,0.739
D,Mitchell,3.8,3.8,Crystal Palace,17,0.391,21,0.427,19,1.346,19,0.625,20,0.558
M,Pierrick,4.3,4.3,Crystal Palace,0,,0,,0,,0,,0,
M,Walcott,5.8,5.8,Southampton,0,0,56,2.369,58,5.03,58,2.762,55,2.674
M,Delph,4.8,4.8,Everton,1,0.03,6,0.195,7,0.434,9,0.314,9,0.292
M,Sigurdsson,6.8,6.8,Everton,74,2.968,65,3.358,58,5.429,63,3.659,63,3.128
G,Lössl,4.3,4.3,Everton,0,,0,,0,,0,,0,
D,Coleman,4.8,4.8,Everton,37,1.137,33,1.47,27,2.027,29,1.642,27,1.274
F,Tosun,6.0,6.0,Everton,0,,0,,0,,0,,0,
M,Bernard,5.7,5.7,Everton,4,0.145,14,0.582,17,1.307,20,0.914,20,0.81
D,Digne,6.1,6.1,Everton,82,2.613,78,3.67,75,5.913,73,4.371,71,3.496
D,Keane,5.1,5.1,Everton,87,2.441,83,3.352,79,5.401,79,4.088,79,3.438
G,Pickford,4.8,4.8,Everton,89,3.327,89,3.753,84,6.655,88,4.232,87,3.849
M,André Gomes,5.3,5.3,Everton,35,1.069,59,1.964,53,3.319,60,2.222,57,1.893
M,Iwobi,5.9,5.9,Everton,51,1.842,43,1.846,40,3.186,39,1.869,41,1.732
D,Kenny,4.3,4.3,Everton,0,,0,,0,,0,,0,
M,Gbamin,5.0,5.0,Everton,0,,0,,0,,0,,0,
D,Mina,5.5,5.5,Everton,16,0.448,43,1.703,56,3.717,58,2.934,57,2.405
M,Davies,5.2,5.2,Everton,61,1.793,56,1.907,45,2.903,52,1.988,54,1.832
F,Calvert-Lewin,7.5,7.5,Everton,28,1.271,49,2.719,67,6.449,65,3.873,68,3.412
D,Holgate,4.8,4.8,Everton,81,2.145,72,2.748,69,4.421,68,3.356,69,2.849
F,Richarlison,7.8,7.8,Everton,81,3.449,74,4.146,71,7.118,67,4.245,65,3.459
G,Virgínia,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
M,Gordon,4.3,4.3,Everton,0,,0,,0,,0,,0,
F,Kean,5.7,5.7,Everton,0,,0,,0,,0,,0,
D,Branthwaite,3.9,3.9,Everton,0,,0,,0,,0,,0,
G,Fabri,3.9,3.9,Fulham,0,0,0,0,1,0.045,1,0.04,0,0
M,McDonald,4.7,4.7,Fulham,0,0,0,,0,,0,,0,
D,Le Marchand,4.1,4.1,Fulham,0,0,0,,0,,0,,0,
M,Johansen,4.7,4.7,Fulham,0,0,0,,0,,0,,0,
M,Cairney,5.2,5.2,Fulham,0,0,0,,0,,0,,0,
D,Ream,4.2,4.2,Fulham,0,0,4,0.087,2,0.082,3,0.097,3,0.069
M,Knockaert,5.0,5.0,Fulham,0,0,0,,0,,0,,0,
D,Hector,4.1,4.1,Fulham,0,0,3,0.065,2,0.083,2,0.065,3,0.069
D,Christie,4.2,4.2,Fulham,0,0,0,,0,,0,,0,
M,Kebano,4.7,4.7,Fulham,0,0,0,,0,,0,,0,
F,Decordova-Reid,5.3,5.3,Fulham,0,0,68,2.326,55,2.666,57,2.565,57,2.158
D,Bryan,4.5,4.5,Fulham,0,0,6,0.141,5,0.239,4,0.148,5,0.128
G,Bettinelli,4.3,4.3,Fulham,0,0,0,,0,,0,,0,
F,Mitrović,5.5,5.5,Fulham,0,0,44,1.638,35,1.893,34,1.669,33,1.358
D,Mawson,4.3,4.3,Fulham,0,0,0,,0,,0,,0,
G,Rodák,4.3,4.3,Fulham,0,0,0,0,0,0,1,0.04,2,0.072
M,Cavaleiro,5.3,5.3,Fulham,0,0,68,2.504,63,3.461,62,3.027,62,2.477
M,Onomah,4.6,4.6,Fulham,0,0,14,0.477,7,0.307,8,0.319,10,0.358
M,Seri,4.6,4.6,Fulham,0,0,0,,0,,0,,0,
M,Kamara,4.8,4.8,Fulham,0,0,0,,0,,0,,0,
M,Anguissa,4.5,4.5,Fulham,0,0,60,1.654,52,1.797,52,1.656,54,1.554
D,Sessegnon,4.3,4.3,Fulham,0,0,0,,0,,0,,0,
M,Hernández,5.7,5.7,Leeds,4,0.166,3,0.126,3,0.131,3,0.141,3,0.137
G,Casilla,4.2,4.2,Leeds,0,0,0,0,0,0,1,0.041,0,0
D,Cooper,4.3,4.3,Leeds,0,0,0,0,60,1.7,59,2.254,62,2.011
D,Douglas,3.8,3.8,Leeds,0,,0,,0,,0,,0,
D,Ayling,4.4,4.4,Leeds,87,2.167,83,2.405,81,2.323,81,3.136,81,2.668
M,Klich,5.2,5.2,Leeds,35,1.368,28,1.12,26,1.09,27,1.228,31,1.351
M,Forshaw,4.8,4.8,Leeds,0,0,6,0.195,12,0.392,15,0.513,14,0.467
D,Dallas,5.2,5.2,Leeds,87,2.369,81,2.542,80,2.502,79,3.337,79,2.833
D,Alioski,4.3,4.3,Leeds,74,1.955,71,2.16,71,2.161,70,2.871,69,2.405
F,Bamford,6.5,6.5,Leeds,82,4.638,80,4.552,76,4.701,77,5.21,75,4.932
M,Harrison,5.4,5.4,Leeds,76,2.968,72,2.881,74,3.103,72,3.32,70,3.113
M,Phillips,4.9,4.9,Leeds,84,2.354,82,2.352,80,2.372,79,2.568,77,2.389
M,Costa,5.0,5.0,Leeds,36,1.451,22,0.92,23,1.004,22,1.038,26,1.18
M,Roberts,4.6,4.6,Leeds,57,2.109,54,2.043,48,1.904,48,2.063,47,1.949
M,Grot,4.7,4.7,Leeds,0,,0,,0,,0,,0,
G,Miazek,4.0,4.0,Leeds,0,,0,,0,,0,,0,
M,Poveda-Ocampo,4.2,4.2,Leeds,1,0.042,1,0.042,1,0.045,0,0,1,0.046
M,Shackleton,4.8,4.8,Leeds,14,0.46,15,0.495,12,0.405,10,0.358,11,0.381
D,Struijk,4.0,4.0,Leeds,42,1.054,40,1.167,28,0.807,26,0.999,26,0.854
M,Stevens,4.3,4.3,Leeds,0,,0,,0,,0,,0,
G,Meslier,4.7,4.7,Leeds,90,3.352,89,3.447,88,3.363,88,3.728,88,3.514
D,Davis,3.8,3.8,Leeds,1,0.025,1,0.029,0,0,1,0.036,1,0.031
D,Casey,3.8,3.8,Leeds,0,0,2,0.057,0,0,0,0,1,0.031
D,Morgan,4.4,4.4,Leicester,0,0,0,0,1,0.073,1,0,0,0
G,Schmeichel,5.4,5.4,Leicester,90,4.516,89,3.836,88,7.52,87,0,88,3.281
D,Fuchs,4.5,4.5,Leicester,0,0,0,0,0,0,1,0,0,0
D,Evans,5.5,5.5,Leicester,71,3.641,74,2.872,68,5.042,68,0,71,1.785
M,Silva,4.4,4.4,Leicester,0,,0,,0,,0,0,0,
M,Albrighton,5.2,5.2,Leicester,27,1.248,32,1.344,28,2.3,27,0,29,1.004
M,James,4.3,4.3,Leicester,0,,0,,0,,0,0,0,
G,Ward,4.3,4.3,Leicester,0,0,0,0,1,0.085,2,0,1,0.037
F,Vardy,10.1,10.1,Leicester,82,5.875,82,5.418,80,10.074,76,0,76,3.604
M,Praet,5.2,5.2,Leicester,28,1.278,28,1.178,24,1.977,24,0,22,0.78
D,Pereira,5.9,5.9,Leicester,68,3.816,67,2.915,64,5.296,63,0,64,1.809
D,Amartey,3.9,3.9,Leicester,26,1.343,29,1.157,32,2.439,36,0,35,0.932
M,Tielemans,6.4,6.4,Leicester,85,3.851,84,3.417,81,6.428,80,0,78,2.554
M,Pérez,6.0,6.0,Leicester,36,2.053,36,1.885,40,3.997,40,0,37,1.505
M,Gray,5.1,5.1,Leicester,0,,0,,0,,0,0,0,
M,Maddison,7.2,7.2,Leicester,67,3.795,63,3.234,62,6.092,58,0,52,2.05
D,Chilwell,5.8,5.8,Chelsea,62,3.07,63,3.808,59,4.809,64,0,58,2.889
F,Iheanacho,6.1,5.9,Leicester,64,4.039,63,3.742,61,6.918,62,0,63,2.763
M,Choudhury,4.6,4.6,Leicester,5,0.177,7,0.231,6,0.392,7,0,7,0.207
M,Barnes,6.6,6.6,Leicester,0,0,0,0,22,2.587,34,0,53,2.358
M,Ndidi,4.8,4.8,Leicester,85,3.011,81,2.604,80,5.057,78,0,75,2.067
D,Benkovic,4.3,4.3,Leicester,0,,0,,0,,0,0,0,
D,Söyüncü,5.3,5.3,Leicester,75,3.708,74,2.754,74,5.259,74,0,70,1.7
D,Justin,4.8,4.8,Leicester,0,,0,,0,,0,0,0,
D,Thomas,4.1,4.1,Leicester,4,0.213,4,0.168,9,0.723,9,0,5,0.143
M,Milner,5.3,5.3,Liverpool,57,2.676,54,1.966,51,2.342,49,2.207,52,2.328
D,Tsimikas,4.9,4.9,Liverpool,1,0.056,4,0.142,7,0.365,7,0.368,8,0.42
M,Wijnaldum,5.3,5.3,Liverpool,62,2.639,58,1.993,57,2.365,59,2.402,58,2.362
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,0,0,0,0,0,0
G,Adrián,4.2,4.2,Liverpool,0,0,1,0.038,1,0.045,1,0.046,1,0.046
D,Matip,5.4,5.4,Liverpool,0,,0,,0,,0,,0,
M,Shaqiri,6.4,6.4,Liverpool,8,0.417,10,0.415,11,0.56,11,0.546,13,0.644
M,Chamberlain,6.3,6.3,Liverpool,1,0.052,0,0,1,0.051,1,0.05,2,0.1
F,Firmino,9.0,9.0,Liverpool,48,2.996,52,2.544,51,3.127,53,3.103,49,2.875
D,van Dijk,6.2,6.2,Liverpool,0,,0,,0,,0,,0,
M,Mané,11.7,11.7,Liverpool,80,6.347,76,4.267,76,5.863,74,5.478,75,5.51
G,Alisson,5.9,5.9,Liverpool,89,4.424,88,3.504,87,4.064,87,4.137,88,4.199
M,Fabinho,5.4,5.4,Liverpool,77,2.662,73,2.052,73,2.452,72,2.403,72,2.411
M,Salah,12.5,12.3,Liverpool,81,7.359,78,4.997,78,6.889,78,6.584,75,6.308
D,Robertson,7.1,7.1,Liverpool,88,5.27,85,3.067,82,4.517,82,4.558,80,4.439
F,Origi,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Harry Wilson,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Minamino,6.0,6.0,Southampton,0,0,22,0.968,25,2.254,26,1.28,27,1.356
D,Alexander-Arnold,7.4,7.3,Liverpool,87,5.721,84,3.304,83,5.017,83,5.04,80,4.845
D,Gomez,5.2,5.2,Liverpool,0,,0,,0,,0,,0,
M,Keita,5.2,5.2,Liverpool,16,0.768,15,0.572,17,0.796,19,0.869,19,0.866
F,Brewster,4.3,4.3,Sheffield Utd,38,1.599,40,1.603,39,1.791,39,1.585,38,1.723
M,Jones,4.4,4.4,Liverpool,5,0.241,20,0.775,20,0.943,20,0.924,21,0.966
D,Neco Williams,3.8,3.8,Liverpool,2,0.098,3,0.094,4,0.182,4,0.185,5,0.231
M,Elliott,4.3,4.3,Liverpool,0,,0,,0,,0,,0,
D,Fernandinho,5.4,5.4,Man City,0,0,30,1.455,28,1.046,31,1.549,34,1.475
G,Bravo,4.5,4.5,Man City,0,0,0,,0,,0,,0,
F,Agüero,10.3,10.3,Man City,0,0,21,1.495,24,1.474,30,2.289,27,1.807
D,Otamendi,4.9,4.9,Man City,0,0,0,,0,,0,,0,
D,Walker,6.1,6.1,Man City,0,0,31,1.552,31,1.207,32,1.646,34,1.534
M,Gündogan,5.8,5.8,Man City,0,0,53,3.08,50,2.505,54,3.358,52,2.845
M,De Bruyne,12.0,12.0,Man City,0,0,61,4.32,62,3.689,61,4.684,61,4.04
D,Stones,5.2,5.2,Man City,0,0,62,3.19,59,2.361,62,3.269,56,2.596
D,Mendy,5.9,5.9,Man City,0,0,38,1.935,36,1.414,40,2.1,37,1.69
M,Mahrez,8.1,8.1,Man City,0,0,44,2.991,39,2.265,44,3.224,39,2.501
M,Sterling,11.2,11.2,Man City,0,0,54,3.487,58,3.168,58,4.039,57,3.449
D,Cancelo,5.9,5.9,Man City,0,0,68,4.021,66,2.977,62,3.821,63,3.323
G,Ederson,6.1,6.1,Man City,0,0,89,4.385,88,3.769,87,4.311,88,4.049
D,Aké,5.4,5.4,Man City,0,0,11,0.582,14,0.58,13,0.715,17,0.813
D,Laporte,6.0,6.0,Man City,0,0,35,1.721,39,1.49,36,1.817,38,1.678
M,Bernardo Silva,7.4,7.4,Man City,0,0,60,2.952,60,2.553,56,2.925,58,2.69
F,Jesus,9.2,9.2,Man City,0,0,67,3.732,64,3.151,59,3.607,62,3.335
D,Zinchenko,5.5,5.5,Man City,0,0,40,2.188,44,1.872,43,2.422,43,2.12
M,Foden,6.0,6.0,Man City,0,0,41,2.32,41,2.003,37,2.233,39,2.091
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0,0,0,1,0.044
M,Rodrigo,5.3,5.3,Man City,0,0,61,2.399,63,2.173,65,2.645,60,2.237
M,Torres,6.9,6.9,Man City,0,0,36,2.084,38,1.897,34,2.113,39,2.129
D,Garcia,4.7,4.7,Man City,0,0,0,0,0,0,0,0,0,0
G,Romero,4.9,4.9,Man Utd,0,,0,,0,,0,0,0,
M,Mata,5.8,5.8,Man Utd,2,0.1,4,0.177,3,0.289,4,0,4,0.207
G,de Gea,5.3,5.3,Man Utd,30,1.187,29,1.089,31,2.558,30,0,29,1.34
D,Smalling,4.9,4.9,Man Utd,0,,0,,0,,0,0,0,
F,Ighalo,6.1,6.1,Man Utd,0,,0,,0,,0,0,0,
D,Rojo,4.8,4.8,Man Utd,0,,0,,0,,0,0,0,
M,Matic,4.7,4.7,Man Utd,1,0.032,3,0.092,4,0.257,5,0,6,0.204
M,Pogba,7.6,7.6,Man Utd,64,3.054,63,2.602,64,5.896,64,0,61,3.094
D,Jones,4.8,4.8,Man Utd,0,,0,,0,,0,0,0,
D,Maguire,5.5,5.5,Man Utd,88,3.053,85,2.464,84,6.354,83,0,84,3.968
M,Fred,5.3,5.3,Man Utd,62,1.95,64,1.856,59,3.77,65,0,64,2.204
D,Shaw,5.4,5.4,Man Utd,87,3.373,84,2.647,82,6.826,80,0,78,4.064
M,Lingard,6.6,6.4,West Ham,72,2.862,72,3.801,67,3.33,66,2.941,64,3.396
