Pos,Name,BV,SV,Team,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.3,5.3,Arsenal,11,0.644,9,0.53,10,0.61,9,0.593,11,0.521
M,Smith Rowe,4.2,4.2,Arsenal,18,0.901,29,1.43,26,1.345,29,1.616,27,1.079
M,Saka,5.2,5.2,Arsenal,37,1.864,56,2.783,60,3.112,58,3.272,56,2.208
M,Guendouzi,4.7,4.7,Arsenal,0,,0,,0,,0,,0,
M,Martinelli,4.9,4.9,Arsenal,30,1.673,13,0.735,11,0.649,13,0.829,14,0.625
D,Saliba,4.0,4.0,Arsenal,0,,0,,0,,0,,0,
G,Heaton,4.5,4.5,Aston Villa,0,0,1,0.045,0,0,1,0.036,0,0
D,El Mohamady,4.3,4.3,Aston Villa,9,0.193,10,0.483,12,0.404,11,0.321,13,0.572
M,Lansbury,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
D,Taylor,4.2,4.2,Aston Villa,0,0,1,0.041,1,0.029,2,0.051,4,0.15
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,2,0.087
M,Hourihane,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
M,Jota,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
G,Nyland,4.0,4.0,Aston Villa,0,,0,,0,,0,,0,
D,Engels,4.4,4.4,Aston Villa,0,0,0,0,1,0.032,1,0.027,2,0.081
M,Grealish,7.5,7.5,Aston Villa,0,0,42,2.553,62,2.906,79,3.42,77,4.034
M,McGinn,5.5,5.5,Aston Villa,87,2.507,83,3.403,82,2.753,80,2.621,80,3.013
D,Hause,4.4,4.4,Aston Villa,3,0.063,12,0.552,15,0.482,17,0.472,20,0.837
M,Trézéguet,5.2,5.2,Aston Villa,0,,0,,0,,0,,0,
D,Mings,5.4,5.4,Aston Villa,88,1.517,84,3.701,83,2.455,82,2.051,79,3.141
D,Targett,5.0,5.0,Aston Villa,88,1.69,85,4.085,84,2.712,83,2.283,79,3.42
D,Bree,4.5,4.5,Aston Villa,0,,0,,0,,0,,0,
M,Nakamba,4.3,4.3,Aston Villa,23,0.675,20,0.713,20,0.637,18,0.564,19,0.645
M,El Ghazi,5.2,5.2,Aston Villa,69,2.9,47,3.25,40,2.188,33,1.734,35,2.171
D,Konsa,4.7,4.7,Aston Villa,87,1.507,84,3.688,81,2.393,82,2.051,80,3.166
D,Guilbert,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
F,Wesley,6.0,6.0,Aston Villa,3,0.135,10,0.624,15,0.774,19,0.945,20,1.113
F,Samatta,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
F,Davis,4.2,4.2,Aston Villa,28,1.075,18,0.93,10,0.453,8,0.355,9,0.436
F,Vassilev,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
M,Douglas Luiz,4.8,4.8,Aston Villa,78,2.055,70,2.499,69,2.095,69,2.031,67,2.234
F,Murray,4.8,4.8,Brighton,0,,0,,0,,0,,0,
M,Lallana,6.2,6.2,Brighton,58,1.891,59,2.461,61,2.38,56,2.063,59,2.261
M,Stephens,4.2,4.2,Burnley,1,0.03,2,0.063,2,0.064,2,0.063,3,0.096
G,Button,3.9,3.9,West Brom,0,0,0,0,0,0,1,0.035,1,0.035
M,Groß,5.8,5.8,Brighton,66,2.427,66,3.347,66,3.2,64,2.746,68,3.167
D,Duffy,4.3,4.3,Brighton,0,,0,,0,,0,,0,
M,Pröpper,4.7,4.7,Brighton,9,0.301,9,0.356,9,0.34,11,0.398,10,0.373
M,Mooy,5.0,5.0,Brighton,0,,0,,0,,0,,0,
D,Burn,4.2,4.2,Brighton,61,1.464,56,2.588,59,2.076,62,2.257,58,2.125
D,Dunk,5.0,5.0,Brighton,87,2.058,82,3.968,82,2.964,81,3.011,82,3.081
D,Montoya,4.5,4.5,Brighton,0,,0,,0,,0,,0,
F,Andone,4.8,4.8,Brighton,0,0,6,0.338,10,0.553,15,0.729,12,0.635
M,March,4.9,4.9,Brighton,0,,0,,0,,0,,0,
D,Webster,4.3,4.3,Brighton,87,2.054,81,3.723,82,2.839,82,2.982,81,2.941
D,Veltman,4.4,4.4,Brighton,72,1.786,70,3.422,71,2.64,69,2.642,69,2.666
F,Maupay,6.0,6.0,Brighton,71,2.89,68,3.927,65,3.717,63,3.113,66,3.59
M,Trossard,5.7,5.7,Brighton,71,2.597,73,3.631,71,3.381,69,2.941,68,3.15
G,Ryan,4.2,4.2,Arsenal,0,0,1,0.043,1,0.046,3,0.144,3,0.11
M,Jahanbakhsh,5.4,5.4,Brighton,11,0.414,11,0.529,10,0.465,14,0.587,11,0.492
M,Izquierdo,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0
D,Clarke,4.4,4.4,Brighton,0,,0,,0,,0,,0,
D,White,4.5,4.5,Brighton,69,1.582,70,3.106,65,2.147,66,2.32,68,2.374
D,Bernardo,3.9,3.9,Brighton,0,,0,,0,,0,,0,
M,Bissouma,4.4,4.4,Brighton,79,2.082,77,2.509,74,2.263,75,2.217,73,2.232
D,Lamptey,4.6,4.6,Brighton,0,,0,,0,,0,,0,
F,Connolly,5.2,5.2,Brighton,10,0.417,25,1.272,23,1.168,20,0.917,21,1.03
M,Alzate,4.2,4.2,Brighton,4,0.137,6,0.246,7,0.274,8,0.297,7,0.27
M,Mac Allister,5.3,5.3,Brighton,46,1.634,45,2.094,44,1.958,45,1.812,45,1.931
D,Tarkowski,5.3,5.3,Burnley,89,1.567,86,2.532,83,2.412,84,2.49,79,2.167
D,Bardsley,4.4,4.4,Burnley,0,0,1,0.029,1,0.029,0,0,1,0.027
D,Pieters,4.3,4.3,Burnley,53,0.969,52,1.558,55,1.618,54,1.626,58,1.605
M,Cork,5.0,5.0,Burnley,16,0.491,19,0.612,23,0.747,26,0.829,27,0.874
D,Long,4.3,4.3,Burnley,0,0,4,0.124,9,0.273,13,0.401,20,0.573
F,Rodriguez,5.8,5.8,Burnley,25,1.03,27,1.207,31,1.479,28,1.247,30,1.502
F,Barnes,6.0,6.0,Burnley,0,,0,,0,,0,,0,
D,Mee,4.9,4.9,Burnley,89,1.554,83,2.447,83,2.406,82,2.438,79,2.155
M,Westwood,5.3,5.3,Burnley,85,2.307,84,2.488,81,2.491,81,2.423,78,2.438
M,Gudmundsson,5.4,5.4,Burnley,71,2.251,69,2.461,66,2.46,67,2.4,65,2.47
F,Wood,6.3,6.3,Burnley,81,3.44,80,3.94,77,4.194,76,3.779,76,4.363
D,Lowton,4.4,4.4,Burnley,88,1.594,86,2.609,84,2.506,82,2.506,80,2.255
F,Vydra,4.8,4.8,Burnley,70,2.68,71,3.035,67,3.144,69,2.949,67,3.306
D,Gibson,3.9,3.9,Burnley,0,,0,,0,,0,,0,
M,Brady,5.0,5.0,Burnley,0,,0,,0,,0,,0,
G,Pope,5.5,5.5,Burnley,67,2.447,89,3.579,87,3.451,88,3.534,87,3.387
D,Taylor,4.4,4.4,Burnley,43,0.807,49,1.503,48,1.439,48,1.48,46,1.3
M,Brownhill,4.9,4.9,Burnley,80,2.297,80,2.522,80,2.606,76,2.424,77,2.57
G,Peacock-Farrell,4.0,4.0,Burnley,22,0.78,0,0,2,0.077,1,0.039,2,0.076
M,McNeil,5.7,5.7,Burnley,86,2.581,83,2.781,80,2.827,80,2.706,80,2.874
G,Caballero,4.6,4.6,Chelsea,0,,0,,0,,0,,0,
D,Azpilicueta,5.9,5.9,Chelsea,71,3.489,66,2.792,65,3.356,66,1.632,65,2.725
F,Giroud,6.7,6.7,Chelsea,6,0.394,7,0.443,6,0.399,9,0.436,7,0.434
D,Alonso,5.7,5.7,Chelsea,24,1.529,25,1.393,25,1.666,27,0.859,27,1.485
M,Jorginho,4.7,4.7,Chelsea,53,2.252,55,2.181,55,2.384,52,1.646,54,2.12
M,Barkley,5.8,5.8,Aston Villa,42,1.598,33,1.854,29,1.33,27,1.191,29,1.48
M,Kovacic,5.3,5.3,Chelsea,59,2.199,59,2.078,59,2.237,58,1.695,58,2.031
F,Batshuayi,5.7,5.7,Crystal Palace,0,0,6,0.249,8,0.312,7,0.346,8,0.376
D,Rüdiger,4.7,4.7,Chelsea,71,3.355,68,2.737,65,3.248,62,1.431,62,2.486
D,Zouma,5.3,5.3,Chelsea,38,1.877,37,1.578,35,1.813,33,0.837,37,1.564
D,Emerson,4.7,4.7,Chelsea,0,0,0,0,0,0,1,0.027,1,0.042
G,Arrizabalaga,4.7,4.7,Chelsea,0,0,0,0,1,0.047,2,0.071,2,0.084
M,Kanté,4.9,4.9,Chelsea,43,1.516,42,1.393,41,1.468,40,1.129,42,1.387
M,Ziyech,7.9,7.9,Chelsea,28,1.514,35,1.774,34,1.861,33,1.296,35,1.74
M,Loftus-Cheek,5.9,5.9,Fulham,67,2.437,0,0,0,0,64,2.914,64,2.622
D,Christensen,4.7,4.7,Chelsea,18,0.824,41,1.62,41,1.993,43,1.014,41,1.617
F,Werner,9.2,9.2,Chelsea,53,3.266,53,3.141,52,3.248,53,2.384,51,2.962
F,Abraham,7.1,7.1,Chelsea,7,0.5,6,0.411,7,0.504,8,0.418,10,0.666
M,Pulisic,8.2,8.2,Chelsea,56,3.256,52,2.87,54,3.196,56,2.323,52,2.811
M,Mount,7.2,7.2,Chelsea,75,4.483,73,4.112,71,4.337,69,2.84,71,3.923
D,Tomori,4.7,4.7,Chelsea,0,,0,,0,,0,,0,
M,Hudson-Odoi,5.7,5.7,Chelsea,27,1.356,22,1.049,28,1.43,30,1.143,29,1.355
D,James,5.0,5.0,Chelsea,54,3.17,49,2.517,51,3.136,52,1.54,51,2.585
M,Gilmour,4.3,4.3,Chelsea,0,0,0,0,1,0.038,0,0,1,0.036
D,Cahill,4.5,4.5,Crystal Palace,0,0,85,1.923,84,1.259,81,3.116,81,2.456
G,Hennessey,4.3,4.3,Crystal Palace,0,0,0,0,0,0,2,0.087,1,0.039
D,Sakho,4.4,4.4,Crystal Palace,0,0,0,,0,,0,,0,
G,Guaita,4.8,4.8,Crystal Palace,0,0,88,3.159,88,3.047,87,3.759,87,3.362
D,Tomkins,4.4,4.4,Crystal Palace,0,0,0,,0,,0,,0,
M,McArthur,5.2,5.2,Crystal Palace,0,0,0,,0,,0,,0,
M,McCarthy,4.3,4.3,Crystal Palace,0,0,45,1.28,46,1.245,47,1.52,45,1.388
F,Benteke,5.5,5.5,Crystal Palace,0,0,69,2.593,67,2.339,70,3.341,67,3.062
M,Kouyaté,4.8,4.8,Crystal Palace,0,0,83,2.19,82,2.054,81,2.473,78,2.266
D,Ward,4.3,4.3,Crystal Palace,0,0,69,1.503,55,0.804,45,1.679,35,1.034
D,Kelly,4.1,4.1,Crystal Palace,0,0,1,0.024,1,0.017,1,0.039,0,0
F,Wickham,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,Townsend,5.5,5.5,Crystal Palace,0,0,36,1.246,35,1.138,35,1.429,37,1.43
M,Milivojevic,5.6,5.6,Crystal Palace,0,0,77,2.227,74,2.005,74,2.615,77,2.537
D,van Aanholt,5.4,5.4,Crystal Palace,0,0,67,1.827,63,1.193,61,2.817,60,2.224
F,Ayew,5.6,5.6,Crystal Palace,0,0,54,1.817,57,1.802,55,2.146,53,2.02
M,Zaha,7.1,7.1,Crystal Palace,0,0,78,2.883,76,2.561,73,3.508,75,3.328
M,Schlupp,5.3,5.3,Crystal Palace,0,0,49,1.643,45,1.421,47,1.88,47,1.778
M,Meyer,4.7,4.7,Crystal Palace,0,0,0,,0,,0,,0,
M,Riedewald,4.4,4.4,Crystal Palace,0,0,48,1.407,47,1.314,49,1.629,48,1.519
D,Ferguson,3.8,3.8,Crystal Palace,0,0,10,0.236,17,0.271,25,0.979,33,1.025
D,Mitchell,3.8,3.8,Crystal Palace,0,0,20,0.453,23,0.352,21,0.785,18,0.537
M,Pierrick,4.3,4.3,Crystal Palace,0,0,0,,0,,0,,0,
M,Walcott,5.8,5.8,Southampton,61,2.379,0,0,60,2.439,57,2.077,60,2.669
M,Delph,4.8,4.8,Everton,0,,0,,0,,0,,0,
M,Sigurdsson,6.8,6.8,Everton,62,2.67,52,2.134,53,2.613,55,2.461,49,2.756
G,Lössl,4.3,4.3,Everton,0,,0,,0,,0,,0,
D,Coleman,4.8,4.8,Everton,38,1.285,36,1.069,33,1.363,28,0.976,27,1.478
F,Tosun,6.0,6.0,Everton,0,,0,,0,,0,,0,
M,Bernard,5.7,5.7,Everton,0,,0,,0,,0,,0,
D,Digne,6.2,6.2,Everton,81,2.9,74,2.348,74,3.309,72,2.707,73,4.338
D,Keane,5.1,5.1,Everton,88,2.71,85,2.344,82,3.11,81,2.611,82,4.19
G,Pickford,4.8,4.8,Everton,89,3.445,87,3.263,87,3.628,87,3.404,87,4.221
M,André Gomes,5.3,5.3,Everton,48,1.351,69,1.829,70,2.058,66,1.845,69,2.28
M,Iwobi,5.9,5.9,Everton,55,2.03,52,1.819,48,1.92,47,1.755,44,1.982
D,Kenny,4.3,4.3,Everton,0,,0,,0,,0,,0,
M,Gbamin,5.0,5.0,Everton,0,,0,,0,,0,,0,
D,Mina,5.5,5.5,Everton,0,0,0,0,25,0.919,37,1.159,52,2.572
M,Davies,5.2,5.2,Everton,68,1.929,54,1.549,55,1.763,54,1.628,55,1.989
F,Calvert-Lewin,7.6,7.6,Everton,63,2.979,79,3.397,78,4.157,78,3.741,76,4.58
D,Holgate,4.8,4.8,Everton,85,2.473,82,2.128,74,2.667,75,2.289,70,3.441
F,Richarlison,7.9,7.9,Everton,81,3.585,79,3.177,77,3.858,75,3.39,75,4.237
G,Virgínia,4.3,4.3,Everton,0,0,0,0,0,0,0,0,0,0
M,Gordon,4.3,4.3,Everton,0,,0,,0,,0,,0,
F,Kean,5.7,5.7,Everton,0,,0,,0,,0,,0,
D,Branthwaite,3.9,3.9,Everton,0,,0,,0,,0,,0,
G,Fabri,3.9,3.9,Fulham,0,0,0,0,0,0,0,0,0,0
M,McDonald,4.7,4.7,Fulham,0,,0,0,0,,0,,0,
D,Le Marchand,4.1,4.1,Fulham,0,,0,0,0,,0,,0,
M,Johansen,4.7,4.7,Fulham,0,,0,0,0,,0,,0,
M,Cairney,5.2,5.2,Fulham,0,,0,0,0,,0,,0,
D,Ream,4.2,4.2,Fulham,0,0,0,0,3,0.069,1,0.041,3,0.098
M,Knockaert,5.0,5.0,Fulham,0,,0,0,0,,0,,0,
D,Hector,4.1,4.1,Fulham,0,0,0,0,3,0.071,1,0.043,2,0.069
D,Christie,4.2,4.2,Fulham,0,,0,0,0,,0,,0,
M,Kebano,4.7,4.7,Fulham,0,,0,0,0,,0,,0,
F,Decordova-Reid,5.3,5.3,Fulham,52,1.953,0,0,64,2.193,52,2.346,52,2.231
D,Bryan,4.5,4.5,Fulham,1,0.031,0,0,3,0.077,3,0.145,2,0.077
G,Bettinelli,4.3,4.3,Fulham,0,,0,0,0,,0,,0,
F,Mitrović,5.5,5.5,Fulham,47,2.17,0,0,55,2.251,43,2.613,45,2.45
D,Mawson,4.3,4.3,Fulham,0,,0,0,0,,0,,0,
G,Rodák,4.3,4.3,Fulham,0,0,0,0,0,0,1,0.045,1,0.041
M,Cavaleiro,5.3,5.3,Fulham,60,2.475,0,0,67,2.518,59,3.173,53,2.574
M,Onomah,4.6,4.6,Fulham,7,0.252,0,0,18,0.609,12,0.507,10,0.388
M,Seri,4.6,4.6,Fulham,0,,0,0,0,,0,,0,
M,Kamara,4.8,4.8,Fulham,0,,0,0,0,,0,,0,
M,Anguissa,4.5,4.5,Fulham,53,1.703,0,0,55,1.656,50,1.922,51,1.774
D,Sessegnon,4.3,4.3,Fulham,0,,0,0,0,,0,,0,
M,Hernández,5.7,5.7,Leeds,5,0.205,4,0.168,4,0.171,4,0.178,3,0.142
G,Casilla,4.2,4.2,Leeds,0,0,0,0,1,0.039,1,0.038,1,0.041
D,Cooper,4.3,4.3,Leeds,0,0,0,0,0,0,60,1.783,62,2.366
D,Douglas,3.8,3.8,Leeds,0,,0,,0,,0,,0,
D,Ayling,4.4,4.4,Leeds,87,1.889,83,2.15,81,2.522,78,2.352,78,3.025
M,Klich,5.2,5.2,Leeds,31,1.19,28,1.114,33,1.333,30,1.258,28,1.269
M,Forshaw,4.8,4.8,Leeds,0,0,6,0.193,11,0.359,14,0.459,18,0.612
D,Dallas,5.1,5.1,Leeds,86,2.054,84,2.371,81,2.725,80,2.622,78,3.3
D,Alioski,4.3,4.3,Leeds,73,1.714,71,1.968,69,2.274,70,2.258,68,2.821
F,Bamford,6.6,6.6,Leeds,82,4.421,79,4.534,77,4.52,75,4.661,75,5.062
M,Harrison,5.4,5.4,Leeds,78,2.951,75,2.957,72,2.95,71,3.016,70,3.231
M,Phillips,4.9,4.9,Leeds,85,2.358,80,2.314,80,2.383,78,2.38,78,2.575
M,Costa,5.0,5.0,Leeds,34,1.356,21,0.883,22,0.946,23,1.023,25,1.191
M,Roberts,4.6,4.6,Leeds,57,2.057,50,1.885,48,1.863,50,1.988,50,2.136
M,Grot,4.7,4.7,Leeds,0,,0,,0,,0,,0,
G,Miazek,4.0,4.0,Leeds,0,,0,,0,,0,,0,
M,Poveda-Ocampo,4.2,4.2,Leeds,2,0.075,1,0.038,1,0.039,0,0,1,0.042
M,Shackleton,4.8,4.8,Leeds,13,0.42,12,0.393,14,0.466,10,0.338,14,0.494
D,Struijk,4.0,4.0,Leeds,42,0.921,44,1.144,43,1.339,24,0.724,24,0.921
M,Stevens,4.3,4.3,Leeds,0,,0,,0,,0,,0,
G,Meslier,4.7,4.7,Leeds,90,3.266,88,3.308,87,3.473,88,3.412,87,3.694
D,Davis,3.8,3.8,Leeds,1,0.022,1,0.025,2,0.06,0,0,1,0.036
D,Casey,3.8,3.8,Leeds,1,0.022,1,0.026,1,0.03,1,0.029,0,0
D,Morgan,4.4,4.4,Leicester,1,0.046,2,0.096,2,0.075,1,0.047,1,0.027
G,Schmeichel,5.4,5.4,Leicester,89,4.269,89,4.405,88,3.767,88,4.27,87,3.269
D,Fuchs,4.5,4.5,Leicester,1,0.047,0,0,0,0,0,0,0,0
D,Evans,5.5,5.5,Leicester,85,4.08,79,3.973,74,2.818,71,3.476,69,1.774
M,Silva,4.4,4.4,Leicester,0,,0,,0,,0,,0,
M,Albrighton,5.2,5.2,Leicester,33,1.516,30,1.375,30,1.241,31,1.435,31,1.112
M,James,4.3,4.3,Leicester,0,,0,,0,,0,,0,
G,Ward,4.3,4.3,Leicester,0,0,0,0,1,0.043,1,0.048,2,0.075
F,Vardy,10.1,10.1,Leicester,84,6.058,82,5.77,78,4.983,77,5.601,77,3.978
M,Praet,5.2,5.2,Leicester,29,1.311,31,1.399,25,1.031,24,1.096,24,0.874
D,Pereira,5.9,5.9,Leicester,70,3.755,69,3.806,65,2.789,64,3.481,65,1.906
D,Amartey,3.9,3.9,Leicester,68,3.315,48,2.441,41,1.608,33,1.642,37,1.007
M,Tielemans,6.4,6.4,Leicester,85,3.781,83,3.704,81,3.212,79,3.573,80,2.7
M,Pérez,6.0,6.0,Leicester,42,2.308,40,2.178,42,2.061,39,2.153,41,1.698
M,Gray,5.1,5.1,Leicester,0,,0,,0,,0,,0,
M,Maddison,7.2,7.2,Leicester,66,3.752,65,3.656,61,3.072,59,3.383,54,2.24
D,Chilwell,5.8,5.8,Chelsea,64,3.524,63,3.021,61,3.525,60,1.681,60,2.842
F,Iheanacho,5.9,5.8,Leicester,63,4.023,63,3.951,66,3.781,63,4.045,63,3.005
M,Choudhury,4.6,4.6,Leicester,7,0.251,8,0.287,8,0.265,7,0.252,6,0.183
M,Barnes,6.6,6.6,Leicester,0,0,0,0,24,1.433,35,2.355,49,2.349
M,Ndidi,4.8,4.8,Leicester,85,2.957,82,2.903,78,2.482,80,2.848,77,2.164
D,Benkovic,4.3,4.3,Leicester,0,,0,,0,,0,,0,
D,Söyüncü,5.3,5.3,Leicester,0,0,40,1.895,58,2.085,74,3.419,73,1.773
D,Justin,4.9,4.9,Leicester,0,,0,,0,,0,,0,
D,Thomas,4.1,4.1,Leicester,5,0.245,6,0.305,7,0.28,8,0.401,7,0.199
M,Milner,5.3,5.3,Liverpool,52,2.167,52,2.51,52,1.891,50,2.297,51,2.336
D,Tsimikas,4.9,4.9,Liverpool,1,0.042,4,0.228,6,0.205,9,0.463,8,0.426
M,Wijnaldum,5.3,5.3,Liverpool,62,2.356,56,2.432,59,2.013,56,2.322,59,2.444
M,Henderson,5.4,5.4,Liverpool,0,0,0,0,0,0,0,0,0,0
G,Adrián,4.2,4.2,Liverpool,0,0,1,0.048,2,0.075,2,0.089,2,0.092
D,Matip,5.4,5.4,Liverpool,0,,0,,0,,0,,0,
M,Shaqiri,6.4,6.4,Liverpool,7,0.331,9,0.477,10,0.415,12,0.61,14,0.706
M,Chamberlain,6.3,6.3,Liverpool,0,0,0,0,1,0.042,2,0.103,2,0.103
F,Firmino,9.0,9.0,Liverpool,50,2.898,51,3.225,50,2.448,51,3.118,49,2.945
D,van Dijk,6.2,6.2,Liverpool,0,,0,,0,,0,,0,
M,Mané,11.8,11.8,Liverpool,78,5.413,76,6.21,77,4.289,75,5.776,73,5.559
G,Alisson,5.9,5.9,Liverpool,89,3.685,88,4.413,87,3.408,86,3.974,87,4.162
M,Fabinho,5.4,5.4,Liverpool,76,2.29,74,2.61,71,1.986,73,2.439,71,2.398
M,Salah,12.5,12.3,Liverpool,82,6.557,77,7.221,78,4.996,77,6.808,76,6.627
D,Robertson,7.1,7.1,Liverpool,88,3.839,84,5.146,84,2.914,80,4.354,81,4.584
F,Origi,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Harry Wilson,5.1,5.1,Liverpool,0,,0,,0,,0,,0,
M,Minamino,6.0,6.0,Southampton,21,0.853,0,0,25,1.045,25,0.941,27,1.216
D,Alexander-Arnold,7.4,7.3,Liverpool,86,4.147,84,5.649,83,3.139,81,4.84,81,5.017
D,Gomez,5.2,5.2,Liverpool,0,,0,,0,,0,,0,
M,Keita,5.2,5.2,Liverpool,16,0.691,17,0.833,19,0.721,19,0.89,20,0.932
F,Brewster,4.3,4.3,Sheffield Utd,34,1.384,23,1.013,18,0.748,15,0.74,15,0.644
M,Jones,4.4,4.4,Liverpool,5,0.221,19,0.941,19,0.738,20,0.946,22,1.036
D,Neco Williams,3.8,3.8,Liverpool,2,0.072,3,0.15,3,0.09,4,0.179,4,0.187
M,Elliott,4.3,4.3,Liverpool,0,,0,,0,,0,,0,
D,Fernandinho,5.4,5.4,Man City,24,1.141,0,0,28,1.602,29,1.243,32,1.829
G,Bravo,4.5,4.5,Man City,0,,0,0,0,,0,,0,
F,Agüero,10.3,10.3,Man City,10,0.771,0,0,28,2.236,27,1.791,24,1.989
D,Otamendi,4.9,4.9,Man City,0,,0,0,0,,0,,0,
D,Walker,6.1,6.1,Man City,26,1.237,0,0,29,1.644,32,1.377,28,1.579
M,Gündogan,5.9,5.9,Man City,53,2.746,0,0,53,2.975,53,2.47,56,3.198
M,De Bruyne,12.0,12.0,Man City,62,4.531,0,0,60,4.763,59,3.774,58,4.742
D,Stones,5.2,5.2,Man City,69,3.291,0,0,59,3.339,62,2.662,57,3.202
D,Mendy,5.9,5.9,Man City,41,1.969,0,0,38,2.192,43,1.861,41,2.356
M,Mahrez,8.2,8.2,Man City,42,2.89,0,0,41,3.035,42,2.549,41,3.115
M,Sterling,11.3,11.3,Man City,62,4.343,0,0,55,4.201,55,3.396,55,4.321
D,Cancelo,6.0,6.0,Man City,68,3.476,0,0,66,4.054,62,2.828,68,4.171
G,Ederson,6.1,6.1,Man City,89,4.18,0,0,87,4.575,88,3.916,87,4.534
D,Aké,5.4,5.4,Man City,19,0.973,0,0,12,0.722,11,0.503,18,1.086
D,Laporte,6.0,6.0,Man City,16,0.742,0,0,43,2.41,39,1.653,42,2.341
M,Bernardo Silva,7.4,7.4,Man City,61,2.965,0,0,59,3.104,60,2.644,58,3.109
F,Jesus,9.2,9.2,Man City,74,4.719,0,0,63,4.361,63,3.623,65,4.631
D,Zinchenko,5.5,5.5,Man City,42,2.119,0,0,44,2.616,41,1.849,38,2.25
M,Foden,6.0,6.0,Man City,38,2.518,0,0,40,2.837,42,2.46,42,3.059
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,63,2.422,0,0,61,2.587,61,2.208,58,2.49
M,Torres,6.9,6.9,Man City,39,2.406,0,0,38,2.536,36,1.987,36,2.473
D,Garcia,4.7,4.7,Man City,0,0,0,0,0,0,0,0,1,0.053
G,Romero,4.9,4.9,Man Utd,0,,0,,0,,0,,0,
M,Mata,5.8,5.8,Man Utd,5,0.246,4,0.176,4,0.163,6,0.261,7,0.299
G,de Gea,5.3,5.3,Man Utd,40,1.928,41,1.634,40,1.506,40,1.652,41,1.706
D,Smalling,4.9,4.9,Man Utd,0,,0,,0,,0,,0,
F,Ighalo,6.1,6.1,Man Utd,0,,0,,0,,0,,0,
D,Rojo,4.8,4.8,Man Utd,0,,0,,0,,0,,0,
M,Matic,4.7,4.7,Man Utd,3,0.107,4,0.128,4,0.123,5,0.161,5,0.161
M,Pogba,7.6,7.6,Man Utd,60,2.964,63,2.663,63,2.413,66,2.743,65,2.672
D,Jones,4.8,4.8,Man Utd,0,,0,,0,,0,,0,
D,Maguire,5.5,5.5,Man Utd,89,4.592,86,3.026,83,2.438,83,3.152,80,3.073
M,Fred,5.3,5.3,Man Utd,71,2.567,70,2.166,68,1.969,67,2.105,67,2.092
D,Shaw,5.3,5.3,Man Utd,85,4.887,83,3.251,78,2.506,79,3.323,80,3.381
